"","X","Participant","Word","likert_arousal","likert_valence","StudyLanguage","Nativeness"
"1076",2012,203,"saggia",6,8,"Italian","L1"
"1077",2013,203,"buono",5,9,"Italian","L1"
"1078",2014,203,"negativo",3,1,"Italian","L1"
"1079",2015,203,"osceno",1,1,"Italian","L1"
"1080",2016,203,"gentile",1,7,"Italian","L1"
"1081",2017,203,"paziente",1,6,"Italian","L1"
"1082",2018,203,"sleale",3,1,"Italian","L1"
"1083",2019,203,"crudele",1,1,"Italian","L1"
"1084",2020,203,"scrupolosa",6,6,"Italian","L1"
"1085",2021,203,"cauta",9,7,"Italian","L1"
"1086",2022,203,"tesoro",9,9,"Italian","L1"
"1087",2023,203,"bugiarda",5,3,"Italian","L1"
"1088",2024,203,"scortese",1,1,"Italian","L1"
"1089",2025,203,"leale",6,6,"Italian","L1"
"1090",2026,203,"positivo",9,9,"Italian","L1"
"1091",2027,203,"stronzo",1,1,"Italian","L1"
"1092",2028,203,"santo",6,8,"Italian","L1"
"1093",2029,47,"riservata",8,4,"Italian","L1"
"1094",2030,47,"inaffidabile",6,3,"Italian","L1"
"1095",2031,47,"stronzo",8,1,"Italian","L1"
"1096",2032,47,"gentile",3,8,"Italian","L1"
"1097",2033,47,"pigra",7,2,"Italian","L1"
"1098",2034,47,"cattivo",7,2,"Italian","L1"
"1099",2035,47,"cauta",7,4,"Italian","L1"
"1100",2036,47,"scrupolosa",5,6,"Italian","L1"
"1101",2037,47,"negativo",5,3,"Italian","L1"
"1102",2038,47,"elegante",7,9,"Italian","L1"
"1103",2039,47,"bugiarda",7,3,"Italian","L1"
"1104",2040,47,"paziente",3,8,"Italian","L1"
"1105",2041,47,"indiscreta",7,3,"Italian","L1"
"1106",2042,47,"scortese",6,3,"Italian","L1"
"1107",2043,47,"osceno",9,1,"Italian","L1"
"1108",2044,47,"positivo",6,7,"Italian","L1"
"1109",2045,47,"santo",8,8,"Italian","L1"
"1110",2046,47,"leale",4,7,"Italian","L1"
"1111",2047,47,"tesoro",7,9,"Italian","L1"
"1112",2048,47,"sleale",6,3,"Italian","L1"
"1113",2049,47,"demone",9,1,"Italian","L1"
"1114",2050,47,"crudele",8,1,"Italian","L1"
"1115",2051,47,"meschina",7,3,"Italian","L1"
"1116",2052,47,"saggia",5,8,"Italian","L1"
"1117",2053,47,"affidabile",4,7,"Italian","L1"
"1118",2054,47,"buono",3,7,"Italian","L1"
"1119",2055,56,"cattivo",5,2,"Italian","L1"
"1120",2056,56,"saggia",2,8,"Italian","L1"
"1121",2057,56,"demone",7,1,"Italian","L1"
"1122",2058,56,"cauta",1,6,"Italian","L1"
"1123",2059,56,"sleale",6,2,"Italian","L1"
"1124",2060,56,"elegante",2,8,"Italian","L1"
"1125",2061,56,"affidabile",1,9,"Italian","L1"
"1126",2062,56,"pigra",3,1,"Italian","L1"
"1127",2063,56,"positivo",5,9,"Italian","L1"
"1128",2064,56,"meschina",7,2,"Italian","L1"
"1129",2065,56,"bugiarda",5,2,"Italian","L1"
"1130",2066,56,"osceno",3,1,"Italian","L1"
"1131",2067,56,"gentile",2,9,"Italian","L1"
"1132",2068,56,"indiscreta",7,2,"Italian","L1"
"1133",2069,56,"crudele",9,1,"Italian","L1"
"1134",2070,56,"riservata",1,9,"Italian","L1"
"1135",2071,56,"santo",3,9,"Italian","L1"
"1136",2072,56,"leale",5,9,"Italian","L1"
"1137",2073,56,"negativo",5,1,"Italian","L1"
"1138",2074,56,"paziente",1,7,"Italian","L1"
"1139",2075,56,"tesoro",5,8,"Italian","L1"
"1140",2076,56,"stronzo",5,2,"Italian","L1"
"1141",2077,56,"inaffidabile",8,2,"Italian","L1"
"1142",2078,56,"buono",2,8,"Italian","L1"
"1143",2079,56,"scrupolosa",7,2,"Italian","L1"
"1144",2080,56,"scortese",8,2,"Italian","L1"
"1145",2081,58,"meschina",6,1,"Italian","L1"
"1146",2082,58,"bugiarda",9,1,"Italian","L1"
"1147",2083,58,"leale",1,9,"Italian","L1"
"1148",2084,58,"riservata",1,9,"Italian","L1"
"1149",2085,58,"gentile",1,9,"Italian","L1"
"1150",2086,58,"cattivo",9,1,"Italian","L1"
"1151",2087,58,"tesoro",1,9,"Italian","L1"
"1152",2088,58,"positivo",1,9,"Italian","L1"
"1153",2089,58,"saggia",1,9,"Italian","L1"
"1154",2090,58,"scortese",9,1,"Italian","L1"
"1155",2091,58,"sleale",9,1,"Italian","L1"
"1156",2092,58,"elegante",1,9,"Italian","L1"
"1157",2093,58,"demone",9,1,"Italian","L1"
"1158",2094,58,"buono",1,9,"Italian","L1"
"1159",2095,58,"scrupolosa",1,9,"Italian","L1"
"1160",2096,58,"indiscreta",8,1,"Italian","L1"
"1161",2097,58,"affidabile",1,9,"Italian","L1"
"1162",2098,58,"inaffidabile",9,1,"Italian","L1"
"1163",2099,58,"crudele",9,1,"Italian","L1"
"1164",2100,58,"osceno",9,1,"Italian","L1"
"1165",2101,58,"cauta",2,9,"Italian","L1"
"1166",2102,58,"stronzo",9,1,"Italian","L1"
"1167",2103,58,"paziente",1,9,"Italian","L1"
"1168",2104,58,"santo",1,9,"Italian","L1"
"1169",2105,58,"negativo",9,1,"Italian","L1"
"1170",2106,58,"pigra",5,5,"Italian","L1"
"1171",2107,189,"bugiarda",9,1,"Italian","L1"
"1172",2108,189,"scrupolosa",2,9,"Italian","L1"
"1173",2109,189,"gentile",1,9,"Italian","L1"
"1174",2110,189,"buono",1,9,"Italian","L1"
"1175",2111,189,"osceno",7,2,"Italian","L1"
"1176",2112,189,"leale",2,9,"Italian","L1"
"1177",2113,189,"elegante",2,7,"Italian","L1"
"1178",2114,189,"cauta",6,5,"Italian","L1"
"1179",2115,189,"affidabile",2,9,"Italian","L1"
"1180",2116,189,"inaffidabile",7,2,"Italian","L1"
"1181",2117,189,"crudele",9,1,"Italian","L1"
"1182",2118,189,"demone",9,1,"Italian","L1"
"1183",2119,189,"negativo",9,1,"Italian","L1"
"1184",2120,189,"positivo",2,9,"Italian","L1"
"1185",2121,189,"cattivo",7,1,"Italian","L1"
"1186",2122,189,"paziente",2,9,"Italian","L1"
"1187",2123,189,"santo",2,9,"Italian","L1"
"1188",2124,189,"pigra",4,1,"Italian","L1"
"1189",2125,189,"riservata",1,6,"Italian","L1"
"1190",2126,189,"sleale",4,1,"Italian","L1"
"1191",2127,189,"saggia",2,7,"Italian","L1"
"1192",2128,189,"scortese",3,1,"Italian","L1"
"1193",2129,189,"meschina",6,1,"Italian","L1"
"1194",2130,189,"tesoro",5,9,"Italian","L1"
"1195",2131,189,"indiscreta",4,1,"Italian","L1"
"1196",2132,189,"stronzo",7,1,"Italian","L1"
"1197",2133,159,"riservata",1,5,"Italian","L1"
"1198",2134,159,"crudele",8,2,"Italian","L1"
"1199",2135,159,"positivo",2,7,"Italian","L1"
"1200",2136,159,"gentile",1,8,"Italian","L1"
"1201",2137,159,"bugiarda",7,2,"Italian","L1"
"1202",2138,159,"leale",2,5,"Italian","L1"
"1203",2139,159,"meschina",2,1,"Italian","L1"
"1204",2140,159,"paziente",1,8,"Italian","L1"
"1205",2141,159,"affidabile",1,9,"Italian","L1"
"1206",2142,159,"sleale",2,1,"Italian","L1"
"1207",2143,159,"stronzo",3,3,"Italian","L1"
"1208",2144,159,"elegante",1,8,"Italian","L1"
"1209",2145,159,"scortese",4,2,"Italian","L1"
"1210",2146,159,"inaffidabile",3,2,"Italian","L1"
"1211",2147,159,"demone",8,1,"Italian","L1"
"1212",2148,159,"scrupolosa",4,3,"Italian","L1"
"1213",2149,159,"cattivo",7,1,"Italian","L1"
"1214",2150,159,"cauta",5,5,"Italian","L1"
"1215",2151,159,"buono",1,9,"Italian","L1"
"1216",2152,159,"saggia",2,8,"Italian","L1"
"1217",2153,159,"santo",1,8,"Italian","L1"
"1218",2154,159,"negativo",3,1,"Italian","L1"
"1219",2155,159,"osceno",5,1,"Italian","L1"
"1220",2156,159,"pigra",3,2,"Italian","L1"
"1221",2157,159,"tesoro",1,9,"Italian","L1"
"1222",2158,159,"indiscreta",4,4,"Italian","L1"
"1223",2159,121,"affidabile",5,6,"Italian","L1"
"1224",2160,121,"demone",2,2,"Italian","L1"
"1225",2161,121,"stronzo",4,2,"Italian","L1"
"1226",2162,121,"riservata",4,6,"Italian","L1"
"1227",2163,121,"santo",2,8,"Italian","L1"
"1228",2164,121,"inaffidabile",4,2,"Italian","L1"
"1229",2165,121,"scortese",4,2,"Italian","L1"
"1230",2166,121,"sleale",2,2,"Italian","L1"
"1231",2167,121,"cauta",5,5,"Italian","L1"
"1232",2168,121,"crudele",3,2,"Italian","L1"
"1233",2169,121,"paziente",1,8,"Italian","L1"
"1234",2170,121,"bugiarda",3,3,"Italian","L1"
"1235",2171,121,"negativo",3,1,"Italian","L1"
"1236",2172,121,"cattivo",3,1,"Italian","L1"
"1237",2173,121,"tesoro",5,8,"Italian","L1"
"1238",2174,121,"meschina",2,2,"Italian","L1"
"1239",2175,121,"indiscreta",8,2,"Italian","L1"
"1240",2176,121,"pigra",1,4,"Italian","L1"
"1241",2177,121,"osceno",2,2,"Italian","L1"
"1242",2178,121,"buono",7,8,"Italian","L1"
"1243",2179,121,"saggia",4,8,"Italian","L1"
"1244",2180,121,"gentile",2,8,"Italian","L1"
"1245",2181,121,"scrupolosa",5,5,"Italian","L1"
"1246",2182,121,"positivo",8,9,"Italian","L1"
"1247",2183,121,"elegante",3,8,"Italian","L1"
"1248",2184,121,"leale",5,4,"Italian","L1"
"1249",2185,131,"inaffidabile",4,3,"Italian","L1"
"1250",2186,131,"osceno",6,2,"Italian","L1"
"1251",2187,131,"buono",2,8,"Italian","L1"
"1252",2188,131,"cauta",7,6,"Italian","L1"
"1253",2189,131,"leale",1,8,"Italian","L1"
"1254",2190,131,"saggia",3,8,"Italian","L1"
"1255",2191,131,"meschina",8,2,"Italian","L1"
"1256",2192,131,"santo",2,9,"Italian","L1"
"1257",2193,131,"paziente",1,9,"Italian","L1"
"1258",2194,131,"scortese",7,2,"Italian","L1"
"1259",2195,131,"indiscreta",6,4,"Italian","L1"
"1260",2196,131,"affidabile",6,9,"Italian","L1"
"1261",2197,131,"scrupolosa",4,5,"Italian","L1"
"1262",2198,131,"sleale",8,2,"Italian","L1"
"1263",2199,131,"pigra",1,5,"Italian","L1"
"1264",2200,131,"tesoro",3,9,"Italian","L1"
"1265",2201,131,"cattivo",7,2,"Italian","L1"
"1266",2202,131,"bugiarda",8,1,"Italian","L1"
"1267",2203,131,"gentile",3,8,"Italian","L1"
"1268",2204,131,"negativo",3,2,"Italian","L1"
"1269",2205,131,"riservata",1,6,"Italian","L1"
"1270",2206,131,"crudele",7,1,"Italian","L1"
"1271",2207,131,"positivo",7,9,"Italian","L1"
"1272",2208,131,"demone",9,3,"Italian","L1"
"1273",2209,131,"elegante",3,8,"Italian","L1"
"1274",2210,131,"stronzo",8,3,"Italian","L1"
"1275",2211,155,"osceno",8,2,"Italian","L1"
"1276",2212,155,"inaffidabile",3,2,"Italian","L1"
"1277",2213,155,"scortese",5,4,"Italian","L1"
"1278",2214,155,"paziente",1,8,"Italian","L1"
"1279",2215,155,"santo",5,5,"Italian","L1"
"1280",2216,155,"positivo",8,9,"Italian","L1"
"1281",2217,155,"bugiarda",5,5,"Italian","L1"
"1282",2218,155,"pigra",6,3,"Italian","L1"
"1283",2219,155,"demone",8,1,"Italian","L1"
"1284",2220,155,"saggia",6,4,"Italian","L1"
"1285",2221,155,"crudele",6,1,"Italian","L1"
"1286",2222,155,"tesoro",4,2,"Italian","L1"
"1287",2223,155,"riservata",1,7,"Italian","L1"
"1288",2224,155,"cauta",3,7,"Italian","L1"
"1289",2225,155,"meschina",7,4,"Italian","L1"
"1290",2226,155,"stronzo",3,3,"Italian","L1"
"1291",2227,155,"cattivo",7,9,"Italian","L1"
"1292",2228,155,"indiscreta",5,6,"Italian","L1"
"1293",2229,155,"elegante",6,9,"Italian","L1"
"1294",2230,155,"buono",8,9,"Italian","L1"
"1295",2231,155,"leale",6,4,"Italian","L1"
"1296",2232,155,"gentile",2,8,"Italian","L1"
"1297",2233,155,"sleale",8,3,"Italian","L1"
"1298",2234,155,"affidabile",2,8,"Italian","L1"
"1299",2235,155,"negativo",4,1,"Italian","L1"
"1300",2236,155,"scrupolosa",5,5,"Italian","L1"
"1301",2237,24,"demone",4,1,"Italian","L1"
"1302",2238,24,"cauta",4,1,"Italian","L1"
"1303",2239,24,"paziente",1,9,"Italian","L1"
"1304",2240,24,"tesoro",5,9,"Italian","L1"
"1305",2241,24,"scrupolosa",2,7,"Italian","L1"
"1306",2242,24,"cattivo",4,3,"Italian","L1"
"1307",2243,24,"santo",1,9,"Italian","L1"
"1308",2244,24,"bugiarda",6,4,"Italian","L1"
"1309",2245,24,"osceno",5,5,"Italian","L1"
"1310",2246,24,"inaffidabile",5,3,"Italian","L1"
"1311",2247,24,"leale",5,9,"Italian","L1"
"1312",2248,24,"indiscreta",5,3,"Italian","L1"
"1313",2249,24,"negativo",5,2,"Italian","L1"
"1314",2250,24,"elegante",1,9,"Italian","L1"
"1315",2251,24,"affidabile",6,9,"Italian","L1"
"1316",2252,24,"gentile",7,9,"Italian","L1"
"1317",2253,24,"stronzo",9,1,"Italian","L1"
"1318",2254,24,"sleale",5,1,"Italian","L1"
"1319",2255,24,"positivo",1,9,"Italian","L1"
"1320",2256,24,"scortese",5,1,"Italian","L1"
"1321",2257,24,"meschina",5,3,"Italian","L1"
"1322",2258,24,"buono",1,9,"Italian","L1"
"1323",2259,24,"saggia",5,5,"Italian","L1"
"1324",2260,24,"crudele",5,1,"Italian","L1"
"1325",2261,24,"riservata",5,4,"Italian","L1"
"1326",2262,24,"pigra",5,2,"Italian","L1"
"1327",2263,91,"negativo",9,1,"Italian","L1"
"1328",2264,91,"crudele",7,1,"Italian","L1"
"1329",2265,91,"cauta",4,7,"Italian","L1"
"1330",2266,91,"buono",1,9,"Italian","L1"
"1331",2267,91,"cattivo",7,1,"Italian","L1"
"1332",2268,91,"pigra",9,1,"Italian","L1"
"1333",2269,91,"scortese",8,1,"Italian","L1"
"1334",2270,91,"tesoro",9,1,"Italian","L1"
"1335",2271,91,"stronzo",9,1,"Italian","L1"
"1336",2272,91,"scrupolosa",9,1,"Italian","L1"
"1337",2273,91,"gentile",1,9,"Italian","L1"
"1338",2274,91,"santo",3,9,"Italian","L1"
"1339",2275,91,"affidabile",1,9,"Italian","L1"
"1340",2276,91,"elegante",1,9,"Italian","L1"
"1341",2277,91,"meschina",8,1,"Italian","L1"
"1342",2278,91,"bugiarda",7,1,"Italian","L1"
"1343",2279,91,"indiscreta",3,9,"Italian","L1"
"1344",2280,91,"saggia",1,9,"Italian","L1"
"1345",2281,91,"positivo",1,9,"Italian","L1"
"1346",2282,91,"inaffidabile",7,1,"Italian","L1"
"1347",2283,91,"paziente",3,9,"Italian","L1"
"1348",2284,91,"leale",4,9,"Italian","L1"
"1349",2285,91,"osceno",9,1,"Italian","L1"
"1350",2286,91,"demone",7,2,"Italian","L1"
"1351",2287,91,"riservata",1,9,"Italian","L1"
"1352",2288,91,"sleale",3,1,"Italian","L1"
"1353",2289,59,"cattivo",7,2,"Italian","L1"
"1354",2290,59,"elegante",2,8,"Italian","L1"
"1355",2291,59,"positivo",2,8,"Italian","L1"
"1356",2292,59,"stronzo",7,3,"Italian","L1"
"1357",2293,59,"cauta",3,7,"Italian","L1"
"1358",2294,59,"osceno",8,2,"Italian","L1"
"1359",2295,59,"indiscreta",7,3,"Italian","L1"
"1360",2296,59,"tesoro",1,9,"Italian","L1"
"1361",2297,59,"meschina",5,5,"Italian","L1"
"1362",2298,59,"scortese",8,3,"Italian","L1"
"1363",2299,59,"crudele",7,2,"Italian","L1"
"1364",2300,59,"riservata",4,6,"Italian","L1"
"1365",2301,59,"demone",7,3,"Italian","L1"
"1366",2302,59,"inaffidabile",7,2,"Italian","L1"
"1367",2303,59,"saggia",1,9,"Italian","L1"
"1368",2304,59,"scrupolosa",7,4,"Italian","L1"
"1369",2305,59,"leale",1,9,"Italian","L1"
"1370",2306,59,"paziente",1,9,"Italian","L1"
"1371",2307,59,"pigra",5,5,"Italian","L1"
"1372",2308,59,"bugiarda",8,3,"Italian","L1"
"1373",2309,59,"buono",1,9,"Italian","L1"
"1374",2310,59,"affidabile",2,8,"Italian","L1"
"1375",2311,59,"santo",1,9,"Italian","L1"
"1376",2312,59,"negativo",6,2,"Italian","L1"
"1377",2313,59,"gentile",3,8,"Italian","L1"
"1378",2314,59,"sleale",6,3,"Italian","L1"
"1379",2341,32,"meschina",4,2,"Italian","L1"
"1380",2342,32,"elegante",9,9,"Italian","L1"
"1381",2343,32,"tesoro",2,8,"Italian","L1"
"1382",2344,32,"demone",5,5,"Italian","L1"
"1383",2345,32,"indiscreta",5,2,"Italian","L1"
"1384",2346,32,"gentile",4,8,"Italian","L1"
"1385",2347,32,"stronzo",7,2,"Italian","L1"
"1386",2348,32,"santo",3,5,"Italian","L1"
"1387",2349,32,"saggia",3,9,"Italian","L1"
"1388",2350,32,"riservata",1,6,"Italian","L1"
"1389",2351,32,"osceno",5,2,"Italian","L1"
"1390",2352,32,"inaffidabile",4,1,"Italian","L1"
"1391",2353,32,"positivo",7,8,"Italian","L1"
"1392",2354,32,"pigra",6,3,"Italian","L1"
"1393",2355,32,"leale",8,7,"Italian","L1"
"1394",2356,32,"buono",9,9,"Italian","L1"
"1395",2357,32,"cattivo",4,1,"Italian","L1"
"1396",2358,32,"bugiarda",6,1,"Italian","L1"
"1397",2359,32,"sleale",7,1,"Italian","L1"
"1398",2360,32,"cauta",4,7,"Italian","L1"
"1399",2361,32,"negativo",3,1,"Italian","L1"
"1400",2362,32,"crudele",7,1,"Italian","L1"
"1401",2363,32,"scrupolosa",6,1,"Italian","L1"
"1402",2364,32,"paziente",1,7,"Italian","L1"
"1403",2365,32,"scortese",6,1,"Italian","L1"
"1404",2366,32,"affidabile",8,8,"Italian","L1"
"1405",2367,143,"affidabile",1,9,"Italian","L1"
"1406",2368,143,"meschina",7,1,"Italian","L1"
"1407",2369,143,"demone",9,1,"Italian","L1"
"1408",2370,143,"stronzo",9,1,"Italian","L1"
"1409",2371,143,"crudele",9,1,"Italian","L1"
"1410",2372,143,"positivo",5,9,"Italian","L1"
"1411",2373,143,"santo",1,5,"Italian","L1"
"1412",2374,143,"cattivo",8,1,"Italian","L1"
"1413",2375,143,"paziente",1,9,"Italian","L1"
"1414",2376,143,"pigra",3,4,"Italian","L1"
"1415",2377,143,"indiscreta",7,2,"Italian","L1"
"1416",2378,143,"elegante",5,7,"Italian","L1"
"1417",2379,143,"tesoro",3,9,"Italian","L1"
"1418",2380,143,"leale",7,7,"Italian","L1"
"1419",2381,143,"bugiarda",7,2,"Italian","L1"
"1420",2382,143,"buono",1,9,"Italian","L1"
"1421",2383,143,"cauta",7,5,"Italian","L1"
"1422",2384,143,"scortese",9,1,"Italian","L1"
"1423",2385,143,"osceno",9,1,"Italian","L1"
"1424",2386,143,"inaffidabile",8,2,"Italian","L1"
"1425",2387,143,"scrupolosa",1,7,"Italian","L1"
"1426",2388,143,"riservata",1,9,"Italian","L1"
"1427",2389,143,"negativo",5,1,"Italian","L1"
"1428",2390,143,"sleale",6,3,"Italian","L1"
"1429",2391,143,"saggia",1,9,"Italian","L1"
"1430",2392,143,"gentile",1,9,"Italian","L1"
"1431",2419,93,"buono",5,9,"Italian","L1"
"1432",2420,93,"scortese",5,3,"Italian","L1"
"1433",2421,93,"demone",7,1,"Italian","L1"
"1434",2422,93,"paziente",5,5,"Italian","L1"
"1435",2423,93,"tesoro",5,7,"Italian","L1"
"1436",2424,93,"gentile",9,9,"Italian","L1"
"1437",2425,93,"indiscreta",7,1,"Italian","L1"
"1438",2426,93,"scrupolosa",7,2,"Italian","L1"
"1439",2427,93,"cattivo",6,2,"Italian","L1"
"1440",2428,93,"elegante",9,9,"Italian","L1"
"1441",2429,93,"bugiarda",7,1,"Italian","L1"
"1442",2430,93,"inaffidabile",5,2,"Italian","L1"
"1443",2431,93,"negativo",6,1,"Italian","L1"
"1444",2432,93,"leale",6,9,"Italian","L1"
"1445",2433,93,"cauta",5,5,"Italian","L1"
"1446",2434,93,"sleale",6,2,"Italian","L1"
"1447",2435,93,"meschina",6,1,"Italian","L1"
"1448",2436,93,"saggia",2,8,"Italian","L1"
"1449",2437,93,"positivo",9,9,"Italian","L1"
"1450",2438,93,"pigra",5,2,"Italian","L1"
"1451",2439,93,"stronzo",5,1,"Italian","L1"
"1452",2440,93,"affidabile",5,8,"Italian","L1"
"1453",2441,93,"riservata",7,3,"Italian","L1"
"1454",2442,93,"crudele",7,2,"Italian","L1"
"1455",2443,93,"santo",6,8,"Italian","L1"
"1456",2444,93,"osceno",6,2,"Italian","L1"
"1457",2445,4,"stronzo",7,1,"Italian","L1"
"1458",2446,4,"gentile",1,7,"Italian","L1"
"1459",2447,4,"leale",7,5,"Italian","L1"
"1460",2448,4,"inaffidabile",7,4,"Italian","L1"
"1461",2449,4,"tesoro",3,8,"Italian","L1"
"1462",2450,4,"santo",4,6,"Italian","L1"
"1463",2451,4,"buono",3,8,"Italian","L1"
"1464",2452,4,"demone",9,1,"Italian","L1"
"1465",2453,4,"pigra",4,5,"Italian","L1"
"1466",2454,4,"riservata",5,5,"Italian","L1"
"1467",2455,4,"paziente",3,6,"Italian","L1"
"1468",2456,4,"elegante",2,8,"Italian","L1"
"1469",2457,4,"positivo",6,8,"Italian","L1"
"1470",2458,4,"crudele",8,2,"Italian","L1"
"1471",2459,4,"osceno",4,6,"Italian","L1"
"1472",2460,4,"cauta",3,7,"Italian","L1"
"1473",2461,4,"meschina",4,6,"Italian","L1"
"1474",2462,4,"sleale",4,7,"Italian","L1"
"1475",2463,4,"negativo",8,2,"Italian","L1"
"1476",2464,4,"cattivo",8,1,"Italian","L1"
"1477",2465,4,"saggia",3,6,"Italian","L1"
"1478",2466,4,"scortese",6,6,"Italian","L1"
"1479",2467,4,"scrupolosa",4,4,"Italian","L1"
"1480",2468,4,"indiscreta",7,5,"Italian","L1"
"1481",2469,4,"affidabile",5,7,"Italian","L1"
"1482",2470,4,"bugiarda",7,2,"Italian","L1"
"1483",2471,202,"paziente",2,7,"Italian","L1"
"1484",2472,202,"santo",1,9,"Italian","L1"
"1485",2473,202,"negativo",7,2,"Italian","L1"
"1486",2474,202,"crudele",9,1,"Italian","L1"
"1487",2475,202,"osceno",9,1,"Italian","L1"
"1488",2476,202,"demone",8,2,"Italian","L1"
"1489",2477,202,"scortese",8,3,"Italian","L1"
"1490",2478,202,"indiscreta",7,3,"Italian","L1"
"1491",2479,202,"elegante",1,9,"Italian","L1"
"1492",2480,202,"bugiarda",7,2,"Italian","L1"
"1493",2481,202,"gentile",1,9,"Italian","L1"
"1494",2482,202,"scrupolosa",3,7,"Italian","L1"
"1495",2483,202,"tesoro",3,9,"Italian","L1"
"1496",2484,202,"cattivo",7,3,"Italian","L1"
"1497",2485,202,"saggia",1,7,"Italian","L1"
"1498",2486,202,"buono",2,9,"Italian","L1"
"1499",2487,202,"positivo",1,9,"Italian","L1"
"1500",2488,202,"leale",2,9,"Italian","L1"
"1501",2489,202,"cauta",3,7,"Italian","L1"
"1502",2490,202,"pigra",6,3,"Italian","L1"
"1503",2491,202,"affidabile",3,8,"Italian","L1"
"1504",2492,202,"meschina",8,3,"Italian","L1"
"1505",2493,202,"stronzo",6,4,"Italian","L1"
"1506",2494,202,"sleale",7,2,"Italian","L1"
"1507",2495,202,"riservata",5,5,"Italian","L1"
"1508",2496,202,"inaffidabile",7,2,"Italian","L1"
"1509",2497,213,"osceno",1,9,"Italian","L1"
"1510",2498,213,"sleale",1,1,"Italian","L1"
"1511",2499,213,"paziente",1,9,"Italian","L1"
"1512",2500,213,"meschina",5,1,"Italian","L1"
"1513",2501,213,"affidabile",2,9,"Italian","L1"
"1514",2502,213,"bugiarda",8,1,"Italian","L1"
"1515",2503,213,"gentile",1,9,"Italian","L1"
"1516",2504,213,"scrupolosa",6,5,"Italian","L1"
"1517",2505,213,"positivo",3,9,"Italian","L1"
"1518",2506,213,"stronzo",4,1,"Italian","L1"
"1519",2507,213,"elegante",6,9,"Italian","L1"
"1520",2508,213,"leale",5,5,"Italian","L1"
"1521",2509,213,"santo",1,9,"Italian","L1"
"1522",2510,213,"demone",9,1,"Italian","L1"
"1523",2511,213,"negativo",7,1,"Italian","L1"
"1524",2512,213,"tesoro",1,9,"Italian","L1"
"1525",2513,213,"cauta",5,5,"Italian","L1"
"1526",2514,213,"pigra",2,1,"Italian","L1"
"1527",2515,213,"cattivo",5,5,"Italian","L1"
"1528",2516,213,"indiscreta",3,3,"Italian","L1"
"1529",2517,213,"inaffidabile",2,3,"Italian","L1"
"1530",2518,213,"riservata",5,5,"Italian","L1"
"1531",2519,213,"crudele",3,2,"Italian","L1"
"1532",2520,213,"scortese",5,3,"Italian","L1"
"1533",2521,213,"buono",2,9,"Italian","L1"
"1534",2522,213,"saggia",5,5,"Italian","L1"
"1535",2523,147,"stronzo",8,1,"Italian","L1"
"1536",2524,147,"positivo",1,9,"Italian","L1"
"1537",2525,147,"elegante",3,9,"Italian","L1"
"1538",2526,147,"buono",2,9,"Italian","L1"
"1539",2527,147,"crudele",6,1,"Italian","L1"
"1540",2528,147,"demone",7,1,"Italian","L1"
"1541",2529,147,"meschina",7,2,"Italian","L1"
"1542",2530,147,"leale",4,9,"Italian","L1"
"1543",2531,147,"affidabile",2,8,"Italian","L1"
"1544",2532,147,"pigra",3,1,"Italian","L1"
"1545",2533,147,"osceno",5,5,"Italian","L1"
"1546",2534,147,"cattivo",7,1,"Italian","L1"
"1547",2535,147,"riservata",3,7,"Italian","L1"
"1548",2536,147,"scrupolosa",7,1,"Italian","L1"
"1549",2537,147,"santo",4,3,"Italian","L1"
"1550",2538,147,"scortese",6,2,"Italian","L1"
"1551",2539,147,"tesoro",5,9,"Italian","L1"
"1552",2540,147,"bugiarda",6,5,"Italian","L1"
"1553",2541,147,"inaffidabile",5,1,"Italian","L1"
"1554",2542,147,"saggia",2,8,"Italian","L1"
"1555",2543,147,"indiscreta",7,2,"Italian","L1"
"1556",2544,147,"sleale",7,2,"Italian","L1"
"1557",2545,147,"cauta",7,7,"Italian","L1"
"1558",2546,147,"negativo",7,1,"Italian","L1"
"1559",2547,147,"paziente",1,9,"Italian","L1"
"1560",2548,147,"gentile",1,9,"Italian","L1"
"1561",2549,29,"elegante",7,6,"Italian","L1"
"1562",2550,29,"paziente",6,8,"Italian","L1"
"1563",2551,29,"demone",7,2,"Italian","L1"
"1564",2552,29,"scrupolosa",6,6,"Italian","L1"
"1565",2553,29,"leale",7,9,"Italian","L1"
"1566",2554,29,"osceno",4,1,"Italian","L1"
"1567",2555,29,"negativo",4,1,"Italian","L1"
"1568",2556,29,"crudele",7,1,"Italian","L1"
"1569",2557,29,"meschina",6,1,"Italian","L1"
"1570",2558,29,"inaffidabile",7,2,"Italian","L1"
"1571",2559,29,"buono",1,9,"Italian","L1"
"1572",2560,29,"santo",1,9,"Italian","L1"
"1573",2561,29,"cattivo",9,1,"Italian","L1"
"1574",2562,29,"bugiarda",8,2,"Italian","L1"
"1575",2563,29,"indiscreta",6,3,"Italian","L1"
"1576",2564,29,"riservata",4,6,"Italian","L1"
"1577",2565,29,"pigra",5,3,"Italian","L1"
"1578",2566,29,"scortese",4,2,"Italian","L1"
"1579",2567,29,"gentile",5,8,"Italian","L1"
"1580",2568,29,"stronzo",6,1,"Italian","L1"
"1581",2569,29,"tesoro",1,9,"Italian","L1"
"1582",2570,29,"saggia",1,8,"Italian","L1"
"1583",2571,29,"affidabile",2,9,"Italian","L1"
"1584",2572,29,"cauta",3,8,"Italian","L1"
