"","Participant","Word","likert_arousal","likert_valence","StudyLanguage","Nativeness"
"105",210,"scortese","1","1","Italian","L2"
"106",210,"saggia","1","9","Italian","L2"
"107",210,"pigra","6","1","Italian","L2"
"108",210,"negativo","5","1","Italian","L2"
"109",210,"scrupolosa","5","1","Italian","L2"
"110",210,"affidabile","1","9","Italian","L2"
"111",210,"stronzo","6","1","Italian","L2"
"112",210,"sleale","8","1","Italian","L2"
"113",210,"gentile","5","5","Italian","L2"
"114",210,"inaffidabile","7","1","Italian","L2"
"115",210,"positivo","1","9","Italian","L2"
"116",210,"cattivo","5","1","Italian","L2"
"117",210,"leale","1","9","Italian","L2"
"118",210,"santo","9","9","Italian","L2"
"119",210,"osceno","5","1","Italian","L2"
"120",210,"riservata","1","9","Italian","L2"
"121",210,"tesoro","2","9","Italian","L2"
"122",210,"cauta","5","5","Italian","L2"
"123",210,"bugiarda","5","1","Italian","L2"
"124",210,"paziente","1","9","Italian","L2"
"125",210,"indiscreta","5","3","Italian","L2"
"126",210,"crudele","5","1","Italian","L2"
"127",210,"meschina","6","1","Italian","L2"
"128",210,"buono","1","9","Italian","L2"
"129",210,"demone","5","1","Italian","L2"
"130",210,"elegante","1","9","Italian","L2"
"131",170,"elegante","2","8","Italian","L2"
"132",170,"gentile","2","9","Italian","L2"
"133",170,"negativo","4","2","Italian","L2"
"134",170,"santo","1","5","Italian","L2"
"135",170,"scrupolosa","5","4","Italian","L2"
"136",170,"meschina","4","2","Italian","L2"
"137",170,"riservata","1","9","Italian","L2"
"138",170,"leale","5","9","Italian","L2"
"139",170,"indiscreta","6","3","Italian","L2"
"140",170,"saggia","6","7","Italian","L2"
"141",170,"cauta","3","7","Italian","L2"
"142",170,"scortese","5","1","Italian","L2"
"143",170,"paziente","2","7","Italian","L2"
"144",170,"cattivo","4","1","Italian","L2"
"145",170,"demone","4","1","Italian","L2"
"146",170,"bugiarda","6","1","Italian","L2"
"147",170,"affidabile","7","9","Italian","L2"
"148",170,"osceno","4","1","Italian","L2"
"149",170,"tesoro","6","9","Italian","L2"
"150",170,"crudele","4","2","Italian","L2"
"151",170,"sleale","8","2","Italian","L2"
"152",170,"positivo","6","9","Italian","L2"
"153",170,"stronzo","3","1","Italian","L2"
"154",170,"inaffidabile","6","1","Italian","L2"
"155",170,"buono","6","9","Italian","L2"
"156",170,"pigra","3","3","Italian","L2"
"157",139,"riservata","7","6","Italian","L2"
"158",139,"osceno","8","5","Italian","L2"
"159",139,"scortese","8","8","Italian","L2"
"160",139,"cauta","7","3","Italian","L2"
"161",139,"stronzo","7","8","Italian","L2"
"162",139,"elegante","8","9","Italian","L2"
"163",139,"scrupolosa","8","9","Italian","L2"
"164",139,"paziente","4","4","Italian","L2"
"165",139,"indiscreta","4","4","Italian","L2"
"166",139,"buono","5","5","Italian","L2"
"167",139,"cattivo","3","4","Italian","L2"
"168",139,"bugiarda","8","8","Italian","L2"
"169",139,"crudele","8","9","Italian","L2"
"170",139,"saggia","4","5","Italian","L2"
"171",139,"sleale","4","3","Italian","L2"
"172",139,"tesoro","3","3","Italian","L2"
"173",139,"meschina","4","4","Italian","L2"
"174",139,"negativo","2","3","Italian","L2"
"175",139,"positivo","9","9","Italian","L2"
"176",139,"affidabile","9","9","Italian","L2"
"177",139,"inaffidabile","6","5","Italian","L2"
"178",139,"pigra","2","3","Italian","L2"
"179",139,"leale","3","3","Italian","L2"
"180",139,"gentile","9","9","Italian","L2"
"181",139,"santo","6","6","Italian","L2"
"182",139,"demone","4","4","Italian","L2"
"183",57,"stronzo","6","2","Italian","L2"
"184",57,"santo","3","6","Italian","L2"
"185",57,"paziente","1","6","Italian","L2"
"186",57,"crudele","7","1","Italian","L2"
"187",57,"riservata","5","5","Italian","L2"
"188",57,"bugiarda","6","2","Italian","L2"
"189",57,"scrupolosa","6","5","Italian","L2"
"190",57,"inaffidabile","6","2","Italian","L2"
"191",57,"osceno","5","5","Italian","L2"
"192",57,"cauta","7","4","Italian","L2"
"193",57,"gentile","3","7","Italian","L2"
"194",57,"cattivo","7","3","Italian","L2"
"195",57,"positivo","5","7","Italian","L2"
"196",57,"sleale","6","3","Italian","L2"
"197",57,"leale","3","6","Italian","L2"
"198",57,"scortese","6","3","Italian","L2"
"199",57,"meschina","5","3","Italian","L2"
"200",57,"demone","7","2","Italian","L2"
"201",57,"negativo","4","3","Italian","L2"
"202",57,"elegante","3","6","Italian","L2"
"203",57,"indiscreta","5","4","Italian","L2"
"204",57,"tesoro","3","7","Italian","L2"
"205",57,"pigra","4","3","Italian","L2"
"206",57,"saggia","1","6","Italian","L2"
"207",57,"affidabile","1","6","Italian","L2"
"208",57,"buono","2","6","Italian","L2"
"209",160,"elegante","4","7","Italian","L2"
"210",160,"paziente","1","7","Italian","L2"
"211",160,"meschina","8","2","Italian","L2"
"212",160,"leale","1","5","Italian","L2"
"213",160,"scortese","8","1","Italian","L2"
"214",160,"bugiarda","9","1","Italian","L2"
"215",160,"gentile","2","7","Italian","L2"
"216",160,"osceno","8","1","Italian","L2"
"217",160,"riservata","2","5","Italian","L2"
"218",160,"crudele","9","1","Italian","L2"
"219",160,"positivo","5","7","Italian","L2"
"220",160,"indiscreta","5","5","Italian","L2"
"221",160,"negativo","6","1","Italian","L2"
"222",160,"sleale","8","1","Italian","L2"
"223",160,"cattivo","7","1","Italian","L2"
"224",160,"demone","9","1","Italian","L2"
"225",160,"stronzo","9","1","Italian","L2"
"226",160,"cauta","6","3","Italian","L2"
"227",160,"santo","5","7","Italian","L2"
"228",160,"pigra","5","1","Italian","L2"
"229",160,"scrupolosa","5","3","Italian","L2"
"230",160,"tesoro","9","9","Italian","L2"
"231",160,"buono","6","9","Italian","L2"
"232",160,"inaffidabile","6","2","Italian","L2"
"233",160,"saggia","3","7","Italian","L2"
"234",160,"affidabile","2","7","Italian","L2"
"235",240,"buono","7","7","Italian","L2"
"236",240,"pigra","4","5","Italian","L2"
"237",240,"tesoro","6","7","Italian","L2"
"238",240,"demone","3","1","Italian","L2"
"239",240,"elegante","9","9","Italian","L2"
"240",240,"inaffidabile","5","4","Italian","L2"
"241",240,"scortese","3","2","Italian","L2"
"242",240,"riservata","5","2","Italian","L2"
"243",240,"meschina","3","1","Italian","L2"
"244",240,"cauta","5","5","Italian","L2"
"245",240,"saggia","9","8","Italian","L2"
"246",240,"leale","9","9","Italian","L2"
"247",240,"paziente","7","8","Italian","L2"
"248",240,"crudele","3","2","Italian","L2"
"249",240,"osceno","2","1","Italian","L2"
"250",240,"sleale","4","2","Italian","L2"
"251",240,"indiscreta","5","5","Italian","L2"
"252",240,"positivo","9","8","Italian","L2"
"253",240,"bugiarda","1","1","Italian","L2"
"254",240,"negativo","3","2","Italian","L2"
"255",240,"stronzo","1","1","Italian","L2"
"256",240,"scrupolosa","5","5","Italian","L2"
"257",240,"cattivo","4","2","Italian","L2"
"258",240,"gentile","7","6","Italian","L2"
"259",240,"santo","4","4","Italian","L2"
"260",240,"affidabile","9","8","Italian","L2"
"261",48,"scortese","4","1","Italian","L2"
"262",48,"paziente","5","8","Italian","L2"
"263",48,"sleale","3","1","Italian","L2"
"264",48,"inaffidabile","2","1","Italian","L2"
"265",48,"meschina","5","1","Italian","L2"
"266",48,"cauta","5","5","Italian","L2"
"267",48,"positivo","6","9","Italian","L2"
"268",48,"buono","6","9","Italian","L2"
"269",48,"negativo","4","1","Italian","L2"
"270",48,"osceno","4","1","Italian","L2"
"271",48,"pigra","2","1","Italian","L2"
"272",48,"cattivo","6","1","Italian","L2"
"273",48,"crudele","8","1","Italian","L2"
"274",48,"bugiarda","6","1","Italian","L2"
"275",48,"stronzo","8","1","Italian","L2"
"276",48,"affidabile","6","9","Italian","L2"
"277",48,"tesoro","9","9","Italian","L2"
"278",48,"elegante","4","7","Italian","L2"
"279",48,"gentile","5","9","Italian","L2"
"280",48,"leale","3","9","Italian","L2"
"281",48,"scrupolosa","5","5","Italian","L2"
"282",48,"santo","4","5","Italian","L2"
"283",48,"indiscreta","3","5","Italian","L2"
"284",48,"demone","6","1","Italian","L2"
"285",48,"saggia","1","9","Italian","L2"
"286",48,"riservata","2","9","Italian","L2"
"287",42,"cauta","3","5","Italian","L2"
"288",42,"saggia","3","7","Italian","L2"
"289",42,"bugiarda","7","2","Italian","L2"
"290",42,"riservata","2","5","Italian","L2"
"291",42,"buono","4","8","Italian","L2"
"292",42,"elegante","4","7","Italian","L2"
"293",42,"paziente","2","7","Italian","L2"
"294",42,"inaffidabile","6","2","Italian","L2"
"295",42,"demone","7","3","Italian","L2"
"296",42,"gentile","3","8","Italian","L2"
"297",42,"scortese","6","2","Italian","L2"
"298",42,"sleale","7","2","Italian","L2"
"299",42,"tesoro","5","8","Italian","L2"
"300",42,"scrupolosa","3","7","Italian","L2"
"301",42,"cattivo","6","1","Italian","L2"
"302",42,"osceno","7","2","Italian","L2"
"303",42,"pigra","4","3","Italian","L2"
"304",42,"affidabile","3","8","Italian","L2"
"305",42,"indiscreta","5","3","Italian","L2"
"306",42,"leale","3","8","Italian","L2"
"307",42,"meschina","5","3","Italian","L2"
"308",42,"positivo","4","8","Italian","L2"
"309",42,"crudele","8","1","Italian","L2"
"310",42,"santo","4","7","Italian","L2"
"311",42,"negativo","5","2","Italian","L2"
"312",42,"stronzo","8","1","Italian","L2"
"313",223,"sleale","4","2","Italian","L2"
"314",223,"pigra","4","3","Italian","L2"
"315",223,"positivo","7","9","Italian","L2"
"316",223,"paziente","6","7","Italian","L2"
"317",223,"affidabile","8","7","Italian","L2"
"318",223,"bugiarda","2","2","Italian","L2"
"319",223,"demone","3","1","Italian","L2"
"320",223,"saggia","1","7","Italian","L2"
"321",223,"elegante","6","9","Italian","L2"
"322",223,"stronzo","5","1","Italian","L2"
"323",223,"crudele","5","1","Italian","L2"
"324",223,"indiscreta","4","2","Italian","L2"
"325",223,"riservata","2","7","Italian","L2"
"326",223,"osceno","3","3","Italian","L2"
"327",223,"inaffidabile","4","3","Italian","L2"
"328",223,"scrupolosa","3","2","Italian","L2"
"329",223,"gentile","3","3","Italian","L2"
"330",223,"tesoro","4","8","Italian","L2"
"331",223,"cattivo","2","2","Italian","L2"
"332",223,"meschina","2","3","Italian","L2"
"333",223,"buono","3","8","Italian","L2"
"334",223,"santo","6","5","Italian","L2"
"335",223,"scortese","7","1","Italian","L2"
"336",223,"negativo","7","1","Italian","L2"
"337",223,"leale","2","8","Italian","L2"
"338",223,"cauta","3","7","Italian","L2"
"339",86,"saggia","8","8","Italian","L2"
"340",86,"paziente","8","8","Italian","L2"
"341",86,"scrupolosa","8","8","Italian","L2"
"342",86,"bugiarda","2","1","Italian","L2"
"343",86,"affidabile","8","8","Italian","L2"
"344",86,"crudele","2","2","Italian","L2"
"345",86,"inaffidabile","4","7","Italian","L2"
"346",86,"scortese","7","3","Italian","L2"
"347",86,"tesoro","6","6","Italian","L2"
"348",86,"indiscreta","6","7","Italian","L2"
"349",86,"elegante","8","8","Italian","L2"
"350",86,"osceno","5","5","Italian","L2"
"351",86,"sleale","7","3","Italian","L2"
"352",86,"positivo","8","8","Italian","L2"
"353",86,"buono","6","6","Italian","L2"
"354",86,"gentile","2","6","Italian","L2"
"355",86,"pigra","5","8","Italian","L2"
"356",86,"riservata","1","7","Italian","L2"
"357",86,"stronzo","7","2","Italian","L2"
"358",86,"santo","5","5","Italian","L2"
"359",86,"demone","8","3","Italian","L2"
"360",86,"cauta","2","7","Italian","L2"
"361",86,"cattivo","8","2","Italian","L2"
"362",86,"negativo","5","5","Italian","L2"
"363",86,"meschina","5","5","Italian","L2"
"364",86,"leale","8","4","Italian","L2"
"365",114,"cattivo","5","2","Italian","L2"
"366",114,"leale","6","6","Italian","L2"
"367",114,"pigra","5","1","Italian","L2"
"368",114,"positivo","9","9","Italian","L2"
"369",114,"cauta","3","5","Italian","L2"
"370",114,"riservata","1","9","Italian","L2"
"371",114,"buono","7","9","Italian","L2"
"372",114,"saggia","8","8","Italian","L2"
"373",114,"demone","5","1","Italian","L2"
"374",114,"santo","1","8","Italian","L2"
"375",114,"tesoro","8","8","Italian","L2"
"376",114,"stronzo","3","2","Italian","L2"
"377",114,"scrupolosa","7","7","Italian","L2"
"378",114,"negativo","3","2","Italian","L2"
"379",114,"elegante","9","8","Italian","L2"
"380",114,"meschina","3","3","Italian","L2"
"381",114,"sleale","3","1","Italian","L2"
"382",114,"osceno","4","3","Italian","L2"
"383",114,"bugiarda","2","2","Italian","L2"
"384",114,"affidabile","6","7","Italian","L2"
"385",114,"inaffidabile","1","1","Italian","L2"
"386",114,"paziente","1","8","Italian","L2"
"387",114,"scortese","1","1","Italian","L2"
"388",114,"gentile","5","5","Italian","L2"
"389",114,"crudele","2","2","Italian","L2"
"390",114,"indiscreta","2","2","Italian","L2"
"391",37,"bugiarda","5","2","Italian","L2"
"392",37,"cauta","5","7","Italian","L2"
"393",37,"negativo","3","2","Italian","L2"
"394",37,"meschina","5","5","Italian","L2"
"395",37,"cattivo","4","2","Italian","L2"
"396",37,"tesoro","8","9","Italian","L2"
"397",37,"stronzo","6","2","Italian","L2"
"398",37,"elegante","7","9","Italian","L2"
"399",37,"santo","6","8","Italian","L2"
"400",37,"osceno","5","5","Italian","L2"
"401",37,"scortese","2","2","Italian","L2"
"402",37,"saggia","5","5","Italian","L2"
"403",37,"pigra","3","2","Italian","L2"
"404",37,"buono","7","8","Italian","L2"
"405",37,"sleale","5","5","Italian","L2"
"406",37,"riservata","1","6","Italian","L2"
"407",37,"scrupolosa","1","4","Italian","L2"
"408",37,"indiscreta","2","6","Italian","L2"
"409",37,"leale","5","5","Italian","L2"
"410",37,"paziente","1","9","Italian","L2"
"411",37,"crudele","4","1","Italian","L2"
"412",37,"positivo","2","9","Italian","L2"
"413",37,"gentile","1","8","Italian","L2"
"414",37,"inaffidabile","4","2","Italian","L2"
"415",37,"demone","5","1","Italian","L2"
"416",37,"affidabile","1","9","Italian","L2"
"417",229,"scortese","9","9","Italian","L2"
"418",229,"meschina","5","2","Italian","L2"
"419",229,"tesoro","9","9","Italian","L2"
"420",229,"crudele","5","1","Italian","L2"
"421",229,"osceno","5","5","Italian","L2"
"422",229,"affidabile","1","9","Italian","L2"
"423",229,"stronzo","5","1","Italian","L2"
"424",229,"cauta","5","5","Italian","L2"
"425",229,"gentile","5","3","Italian","L2"
"426",229,"demone","5","1","Italian","L2"
"427",229,"indiscreta","5","5","Italian","L2"
"428",229,"sleale","4","1","Italian","L2"
"429",229,"riservata","6","7","Italian","L2"
"430",229,"inaffidabile","4","2","Italian","L2"
"431",229,"buono","9","9","Italian","L2"
"432",229,"bugiarda","5","1","Italian","L2"
"433",229,"leale","8","9","Italian","L2"
"434",229,"elegante","7","9","Italian","L2"
"435",229,"paziente","1","9","Italian","L2"
"436",229,"cattivo","5","1","Italian","L2"
"437",229,"scrupolosa","5","5","Italian","L2"
"438",229,"positivo","5","9","Italian","L2"
"439",229,"negativo","5","1","Italian","L2"
"440",229,"saggia","5","9","Italian","L2"
"441",229,"santo","5","7","Italian","L2"
"442",229,"pigra","4","5","Italian","L2"
"443",61,"scrupolosa","5","5","Italian","L2"
"444",61,"crudele","5","1","Italian","L2"
"445",61,"positivo","7","9","Italian","L2"
"446",61,"affidabile","9","9","Italian","L2"
"447",61,"buono","8","8","Italian","L2"
"448",61,"elegante","5","9","Italian","L2"
"449",61,"paziente","1","7","Italian","L2"
"450",61,"saggia","1","5","Italian","L2"
"451",61,"negativo","5","1","Italian","L2"
"452",61,"tesoro","6","7","Italian","L2"
"453",61,"riservata","5","5","Italian","L2"
"454",61,"gentile","1","7","Italian","L2"
"455",61,"meschina","5","1","Italian","L2"
"456",61,"cattivo","5","1","Italian","L2"
"457",61,"pigra","1","1","Italian","L2"
"458",61,"cauta","6","6","Italian","L2"
"459",61,"scortese","1","1","Italian","L2"
"460",61,"leale","1","7","Italian","L2"
"461",61,"bugiarda","5","5","Italian","L2"
"462",61,"osceno","5","5","Italian","L2"
"463",61,"sleale","5","1","Italian","L2"
"464",61,"stronzo","5","1","Italian","L2"
"465",61,"inaffidabile","8","1","Italian","L2"
"466",61,"demone","5","1","Italian","L2"
"467",61,"indiscreta","1","1","Italian","L2"
"468",61,"santo","5","5","Italian","L2"
"469",90,"pigra","4","3","Italian","L2"
"470",90,"negativo","2","1","Italian","L2"
"471",90,"tesoro","7","6","Italian","L2"
"472",90,"sleale","3","2","Italian","L2"
"473",90,"cattivo","2","1","Italian","L2"
"474",90,"elegante","5","6","Italian","L2"
"475",90,"bugiarda","2","2","Italian","L2"
"476",90,"meschina","4","2","Italian","L2"
"477",90,"gentile","5","5","Italian","L2"
"478",90,"scrupolosa","1","1","Italian","L2"
"479",90,"osceno","5","2","Italian","L2"
"480",90,"affidabile","5","7","Italian","L2"
"481",90,"demone","1","1","Italian","L2"
"482",90,"inaffidabile","2","1","Italian","L2"
"483",90,"indiscreta","3","1","Italian","L2"
"484",90,"crudele","1","1","Italian","L2"
"485",90,"cauta","5","4","Italian","L2"
"486",90,"riservata","5","6","Italian","L2"
"487",90,"positivo","8","9","Italian","L2"
"488",90,"saggia","7","8","Italian","L2"
"489",90,"santo","5","6","Italian","L2"
"490",90,"stronzo","1","2","Italian","L2"
"491",90,"scortese","1","1","Italian","L2"
"492",90,"leale","7","7","Italian","L2"
"493",90,"buono","6","7","Italian","L2"
"494",90,"paziente","3","6","Italian","L2"
"495",122,"buono","7","9","Italian","L2"
"496",122,"osceno","4","4","Italian","L2"
"497",122,"riservata","3","7","Italian","L2"
"498",122,"negativo","2","2","Italian","L2"
"499",122,"paziente","3","7","Italian","L2"
"500",122,"meschina","3","3","Italian","L2"
"501",122,"scrupolosa","6","4","Italian","L2"
"502",122,"stronzo","4","3","Italian","L2"
"503",122,"affidabile","7","7","Italian","L2"
"504",122,"tesoro","9","9","Italian","L2"
"505",122,"indiscreta","4","3","Italian","L2"
"506",122,"bugiarda","5","4","Italian","L2"
"507",122,"elegante","7","9","Italian","L2"
"508",122,"positivo","5","8","Italian","L2"
"509",122,"demone","3","2","Italian","L2"
"510",122,"pigra","2","1","Italian","L2"
"511",122,"inaffidabile","3","2","Italian","L2"
"512",122,"gentile","5","8","Italian","L2"
"513",122,"santo","6","8","Italian","L2"
"514",122,"scortese","3","2","Italian","L2"
"515",122,"cattivo","3","3","Italian","L2"
"516",122,"leale","6","8","Italian","L2"
"517",122,"cauta","5","6","Italian","L2"
"518",122,"sleale","3","3","Italian","L2"
"519",122,"saggia","4","4","Italian","L2"
"520",122,"crudele","3","3","Italian","L2"
"521",157,"affidabile","5","9","Italian","L2"
"522",157,"tesoro","5","8","Italian","L2"
"523",157,"riservata","3","3","Italian","L2"
"524",157,"indiscreta","4","4","Italian","L2"
"525",157,"crudele","5","1","Italian","L2"
"526",157,"saggia","3","5","Italian","L2"
"527",157,"elegante","4","6","Italian","L2"
"528",157,"inaffidabile","4","1","Italian","L2"
"529",157,"paziente","2","5","Italian","L2"
"530",157,"sleale","4","1","Italian","L2"
"531",157,"pigra","2","2","Italian","L2"
"532",157,"meschina","5","1","Italian","L2"
"533",157,"positivo","9","9","Italian","L2"
"534",157,"santo","3","9","Italian","L2"
"535",157,"negativo","3","1","Italian","L2"
"536",157,"bugiarda","4","1","Italian","L2"
"537",157,"stronzo","4","1","Italian","L2"
"538",157,"gentile","5","9","Italian","L2"
"539",157,"osceno","5","5","Italian","L2"
"540",157,"buono","5","7","Italian","L2"
"541",157,"scortese","5","1","Italian","L2"
"542",157,"cattivo","5","1","Italian","L2"
"543",157,"scrupolosa","5","4","Italian","L2"
"544",157,"cauta","5","5","Italian","L2"
"545",157,"demone","5","1","Italian","L2"
"546",157,"leale","5","9","Italian","L2"
"547",13,"crudele","5","2","Italian","L2"
"548",13,"affidabile","2","9","Italian","L2"
"549",13,"sleale","2","1","Italian","L2"
"550",13,"scrupolosa","3","2","Italian","L2"
"551",13,"positivo","8","9","Italian","L2"
"552",13,"demone","1","1","Italian","L2"
"553",13,"cauta","5","7","Italian","L2"
"554",13,"osceno","1","1","Italian","L2"
"555",13,"buono","9","9","Italian","L2"
"556",13,"negativo","1","1","Italian","L2"
"557",13,"pigra","1","1","Italian","L2"
"558",13,"paziente","4","4","Italian","L2"
"559",13,"meschina","2","4","Italian","L2"
"560",13,"tesoro","6","8","Italian","L2"
"561",13,"gentile","5","8","Italian","L2"
"562",13,"inaffidabile","2","1","Italian","L2"
"563",13,"indiscreta","1","1","Italian","L2"
"564",13,"scortese","1","1","Italian","L2"
"565",13,"riservata","9","9","Italian","L2"
"566",13,"elegante","7","8","Italian","L2"
"567",13,"santo","8","8","Italian","L2"
"568",13,"stronzo","1","1","Italian","L2"
"569",13,"saggia","9","8","Italian","L2"
"570",13,"cattivo","1","1","Italian","L2"
"571",13,"bugiarda","1","2","Italian","L2"
"572",13,"leale","8","7","Italian","L2"
"573",108,"buono","3","7","Italian","L2"
"574",108,"bugiarda","7","2","Italian","L2"
"575",108,"sleale","7","2","Italian","L2"
"576",108,"osceno","8","2","Italian","L2"
"577",108,"negativo","8","1","Italian","L2"
"578",108,"affidabile","5","7","Italian","L2"
"579",108,"scrupolosa","6","3","Italian","L2"
"580",108,"saggia","5","7","Italian","L2"
"581",108,"cauta","2","7","Italian","L2"
"582",108,"indiscreta","9","2","Italian","L2"
"583",108,"stronzo","9","2","Italian","L2"
"584",108,"elegante","5","9","Italian","L2"
"585",108,"positivo","9","9","Italian","L2"
"586",108,"santo","1","6","Italian","L2"
"587",108,"inaffidabile","6","3","Italian","L2"
"588",108,"pigra","7","2","Italian","L2"
"589",108,"tesoro","9","9","Italian","L2"
"590",108,"meschina","8","2","Italian","L2"
"591",108,"demone","9","2","Italian","L2"
"592",108,"crudele","8","2","Italian","L2"
"593",108,"scortese","9","2","Italian","L2"
"594",108,"leale","5","8","Italian","L2"
"595",108,"paziente","3","9","Italian","L2"
"596",108,"gentile","5","9","Italian","L2"
"597",108,"cattivo","8","1","Italian","L2"
"598",108,"riservata","5","6","Italian","L2"
"599",94,"meschina","7","3","Italian","L2"
"600",94,"scortese","5","1","Italian","L2"
"601",94,"saggia","6","7","Italian","L2"
"602",94,"elegante","5","7","Italian","L2"
"603",94,"cauta","3","9","Italian","L2"
"604",94,"demone","7","1","Italian","L2"
"605",94,"riservata","5","6","Italian","L2"
"606",94,"santo","4","5","Italian","L2"
"607",94,"tesoro","9","9","Italian","L2"
"608",94,"positivo","1","9","Italian","L2"
"609",94,"osceno","4","1","Italian","L2"
"610",94,"crudele","6","4","Italian","L2"
"611",94,"gentile","4","6","Italian","L2"
"612",94,"negativo","5","5","Italian","L2"
"613",94,"inaffidabile","4","1","Italian","L2"
"614",94,"buono","6","8","Italian","L2"
"615",94,"affidabile","6","5","Italian","L2"
"616",94,"cattivo","1","1","Italian","L2"
"617",94,"paziente","2","5","Italian","L2"
"618",94,"pigra","5","5","Italian","L2"
"619",94,"stronzo","4","5","Italian","L2"
"620",94,"bugiarda","2","6","Italian","L2"
"621",94,"indiscreta","5","5","Italian","L2"
"622",94,"scrupolosa","5","5","Italian","L2"
