"","Participant","Label","SliderResponse","Number","TrialType","Valence","LexicalType","ContextCondition","Group","Name","StudyLanguage","Nativeness"
"4102",76,"expletive_test","85","8","test","pos","pej","TO","A","IPP8","Italian","L2"
"4103",76,"expletive_test","70","9","test","neg","adj","AO","A","IAN9","Italian","L2"
"4104",76,"expletive_test","83","13","filler","pos","adj","TO","A","INF13","Italian","L2"
"4105",76,"expletive_test","48","2","filler","neg","adj","TO","A","INF2","Italian","L2"
"4106",76,"expletive_test","48","1","test","neg","adj","NEU","A","IAN1","Italian","L2"
"4107",76,"expletive_test","35","7","test","neg","adj","NEU","A","IAN7","Italian","L2"
"4108",76,"expletive_test","99","5","test","neg","pej","TO","A","IPN5","Italian","L2"
"4109",76,"expletive_test","49","7","filler","neg","adj","AO","A","INF7","Italian","L2"
"4110",76,"expletive_test","68","4","filler","neg","adj","TO","A","INF4","Italian","L2"
"4111",76,"expletive_test","82","20","filler","pos","adj","AO","A","INF20","Italian","L2"
"4112",76,"expletive_test","51","4","test","pos","adj","NEU","A","IAP4","Italian","L2"
"4113",76,"expletive_test","72","4","test","pos","pej","NEU","A","IPP4","Italian","L2"
"4114",76,"expletive_test","64","7","test","pos","adj","NEU","A","IAP7","Italian","L2"
"4115",76,"expletive_test","83","5","test","pos","adj","TO","A","IAP5","Italian","L2"
"4116",76,"expletive_test","34","23","filler","pos","adj","AO","A","INF23","Italian","L2"
"4117",76,"expletive_test","83","3","filler","neg","adj","TO","A","INF3","Italian","L2"
"4118",76,"expletive_test","68","17","filler","pos","adj","TO","A","INF17","Italian","L2"
"4119",76,"expletive_test","61","21","filler","pos","adj","AO","A","INF21","Italian","L2"
"4120",76,"expletive_test","81","6","test","pos","pej","AO","A","IPP6","Italian","L2"
"4121",76,"expletive_test","88","2","test","neg","pej","TO","A","IPN2","Italian","L2"
"4122",76,"expletive_test","89","3","test","neg","pej","AO","A","IPN3","Italian","L2"
"4123",76,"expletive_test","57","6","test","pos","adj","AO","A","IAP6","Italian","L2"
"4124",76,"expletive_test","71","9","filler","neg","adj","AO","A","INF9","Italian","L2"
"4125",76,"expletive_test","81","7","test","pos","pej","NEU","A","IPP7","Italian","L2"
"4126",76,"expletive_test","89","3","test","pos","pej","AO","A","IPP3","Italian","L2"
"4127",76,"expletive_test","77","6","test","neg","adj","AO","A","IAN6","Italian","L2"
"4128",76,"expletive_test","54","4","test","neg","pej","NEU","A","IPN4","Italian","L2"
"4129",76,"expletive_test","74","10","filler","neg","adj","AO","A","INF10","Italian","L2"
"4130",76,"expletive_test","39","9","test","pos","adj","AO","A","IAP9","Italian","L2"
"4131",76,"expletive_test","72","1","filler","neg","adj","TO","A","ITN1","Italian","L2"
"4132",76,"expletive_test","87","6","test","neg","pej","AO","A","IPN6","Italian","L2"
"4133",76,"expletive_test","66","19","filler","pos","adj","AO","A","INF19","Italian","L2"
"4134",76,"expletive_test","74","18","filler","pos","adj","TO","A","INF18","Italian","L2"
"4135",76,"expletive_test","31","6","filler","neg","adj","TO","A","INF6","Italian","L2"
"4136",76,"expletive_test","85","9","test","neg","pej","AO","A","IPN9","Italian","L2"
"4137",76,"expletive_test","49","12","filler","neg","adj","AO","A","INF12","Italian","L2"
"4138",76,"expletive_test","67","1","test","pos","adj","NEU","A","IAP1","Italian","L2"
"4139",76,"expletive_test","43","4","test","neg","adj","NEU","A","IAN4","Italian","L2"
"4140",76,"expletive_test","73","2","test","neg","adj","TO","A","IAN2","Italian","L2"
"4141",167,"expletive_test","99","15","filler","pos","adj","TO","A","INF15","Italian","L2"
"4142",167,"expletive_test","3","3","test","neg","adj","AO","A","IAN3","Italian","L2"
"4143",167,"expletive_test","0","12","filler","neg","adj","AO","A","INF12","Italian","L2"
"4144",167,"expletive_test","0","9","test","neg","pej","AO","A","IPN9","Italian","L2"
"4145",167,"expletive_test","87","19","filler","pos","adj","AO","A","INF19","Italian","L2"
"4146",167,"expletive_test","0","7","test","neg","pej","NEU","A","IPN7","Italian","L2"
"4147",167,"expletive_test","71","3","test","pos","adj","AO","A","IAP3","Italian","L2"
"4148",167,"expletive_test","99","18","filler","pos","adj","TO","A","INF18","Italian","L2"
"4149",167,"expletive_test","0","1","test","neg","adj","NEU","A","IAN1","Italian","L2"
"4150",167,"expletive_test","0","3","test","neg","pej","AO","A","IPN3","Italian","L2"
"4151",167,"expletive_test","94","9","test","pos","pej","AO","A","IPP9","Italian","L2"
"4152",167,"expletive_test","96","7","test","pos","pej","NEU","A","IPP7","Italian","L2"
"4153",167,"expletive_test","20","6","filler","neg","adj","TO","A","INF6","Italian","L2"
"4154",167,"expletive_test","97","3","test","pos","pej","AO","A","IPP3","Italian","L2"
"4155",167,"expletive_test","0","7","filler","neg","adj","AO","A","INF7","Italian","L2"
"4156",167,"expletive_test","0","4","test","neg","pej","NEU","A","IPN4","Italian","L2"
"4157",167,"expletive_test","99","9","test","pos","adj","AO","A","IAP9","Italian","L2"
"4158",167,"expletive_test","14","8","test","neg","pej","TO","A","IPN8","Italian","L2"
"4159",167,"expletive_test","66","5","test","neg","pej","TO","A","IPN5","Italian","L2"
"4160",167,"expletive_test","4","9","test","neg","adj","AO","A","IAN9","Italian","L2"
"4161",167,"expletive_test","36","2","test","neg","adj","TO","A","IAN2","Italian","L2"
"4162",167,"expletive_test","87","16","filler","pos","adj","TO","A","INF16","Italian","L2"
"4163",167,"expletive_test","0","4","test","neg","adj","NEU","A","IAN4","Italian","L2"
"4164",167,"expletive_test","94","6","test","pos","adj","AO","A","IAP6","Italian","L2"
"4165",167,"expletive_test","95","4","test","pos","adj","NEU","A","IAP4","Italian","L2"
"4166",167,"expletive_test","98","5","test","pos","pej","TO","A","IPP5","Italian","L2"
"4167",167,"expletive_test","99","5","test","pos","adj","TO","A","IAP5","Italian","L2"
"4168",167,"expletive_test","0","1","test","neg","pej","NEU","A","IPN1","Italian","L2"
"4169",167,"expletive_test","91","5","filler","neg","adj","TO","A","INF5","Italian","L2"
"4170",167,"expletive_test","14","5","test","neg","adj","TO","A","IAN5","Italian","L2"
"4171",167,"expletive_test","10","11","filler","neg","adj","AO","A","INF11","Italian","L2"
"4172",167,"expletive_test","13","1","filler","neg","adj","TO","A","ITN1","Italian","L2"
"4173",167,"expletive_test","99","2","test","pos","adj","TO","A","IAP2","Italian","L2"
"4174",167,"expletive_test","97","2","test","neg","pej","TO","A","IPN2","Italian","L2"
"4175",167,"expletive_test","99","17","filler","pos","adj","TO","A","INF17","Italian","L2"
"4176",167,"expletive_test","99","20","filler","pos","adj","AO","A","INF20","Italian","L2"
"4177",167,"expletive_test","8","8","filler","neg","adj","AO","A","INF8","Italian","L2"
"4178",167,"expletive_test","99","13","filler","pos","adj","TO","A","INF13","Italian","L2"
"4179",167,"expletive_test","99","4","test","pos","pej","NEU","A","IPP4","Italian","L2"
"4180",167,"expletive_test","0","7","test","neg","adj","NEU","A","IAN7","Italian","L2"
"4181",167,"expletive_test","0","9","filler","neg","adj","AO","A","INF9","Italian","L2"
"4182",167,"expletive_test","99","8","test","pos","pej","TO","A","IPP8","Italian","L2"
"4183",167,"expletive_test","98","21","filler","pos","adj","AO","A","INF21","Italian","L2"
"4184",167,"expletive_test","99","7","test","pos","adj","NEU","A","IAP7","Italian","L2"
"4185",167,"expletive_test","0","6","test","neg","pej","AO","A","IPN6","Italian","L2"
"4186",167,"expletive_test","99","2","test","pos","pej","TO","A","IPP2","Italian","L2"
"4187",167,"expletive_test","62","3","filler","neg","adj","TO","A","INF3","Italian","L2"
"4188",167,"expletive_test","0","10","filler","neg","adj","AO","A","INF10","Italian","L2"
"4189",167,"expletive_test","99","22","filler","pos","adj","AO","A","INF22","Italian","L2"
"4190",167,"expletive_test","51","2","filler","neg","adj","TO","A","INF2","Italian","L2"
"4191",167,"expletive_test","7","6","test","neg","adj","AO","A","IAN6","Italian","L2"
"4192",167,"expletive_test","99","8","test","pos","adj","TO","A","IAP8","Italian","L2"
"4193",167,"expletive_test","99","24","filler","pos","adj","AO","A","INF24","Italian","L2"
"4194",167,"expletive_test","99","1","test","pos","pej","NEU","A","IPP1","Italian","L2"
"4195",167,"expletive_test","0","4","filler","neg","adj","TO","A","INF4","Italian","L2"
"4196",167,"expletive_test","99","6","test","pos","pej","AO","A","IPP6","Italian","L2"
"4197",167,"expletive_test","99","23","filler","pos","adj","AO","A","INF23","Italian","L2"
"4198",167,"expletive_test","99","1","test","pos","adj","NEU","A","IAP1","Italian","L2"
"4199",167,"expletive_test","0","8","test","neg","adj","TO","A","IAN8","Italian","L2"
"4200",167,"expletive_test","99","14","filler","pos","adj","TO","A","INF14","Italian","L2"
"4201",158,"expletive_test","84","10","filler","neg","adj","AO","B","INF10","Italian","L2"
"4202",158,"expletive_test","92","4","test","pos","adj","NEU","B","IAP4","Italian","L2"
"4203",158,"expletive_test","99","9","test","pos","adj","AO","B","IAP9","Italian","L2"
"4204",158,"expletive_test","82","9","test","neg","adj","AO","B","IAN9","Italian","L2"
"4205",158,"expletive_test","11","3","test","neg","pej","AO","B","IPN3","Italian","L2"
"4206",158,"expletive_test","99","7","test","pos","adj","NEU","B","IAP7","Italian","L2"
"4207",158,"expletive_test","25","6","filler","neg","adj","TO","B","INF6","Italian","L2"
"4208",158,"expletive_test","99","15","filler","pos","adj","TO","B","INF15","Italian","L2"
"4209",158,"expletive_test","82","8","test","pos","adj","TO","B","IAP8","Italian","L2"
"4210",158,"expletive_test","95","24","filler","pos","adj","AO","B","INF24","Italian","L2"
"4211",158,"expletive_test","99","3","test","pos","pej","AO","B","IPP3","Italian","L2"
"4212",158,"expletive_test","92","1","test","pos","pej","NEU","B","IPP1","Italian","L2"
"4213",158,"expletive_test","74","4","test","pos","pej","NEU","B","IPP4","Italian","L2"
"4214",158,"expletive_test","98","2","test","neg","adj","TO","B","IAN2","Italian","L2"
"4215",158,"expletive_test","5","4","test","neg","pej","NEU","B","IPN4","Italian","L2"
"4216",158,"expletive_test","99","18","filler","pos","adj","TO","B","INF18","Italian","L2"
"4217",158,"expletive_test","92","20","filler","pos","adj","AO","B","INF20","Italian","L2"
"4218",158,"expletive_test","81","23","filler","pos","adj","AO","B","INF23","Italian","L2"
"4219",158,"expletive_test","99","5","test","pos","pej","TO","B","IPP5","Italian","L2"
"4220",158,"expletive_test","16","4","test","neg","adj","NEU","B","IAN4","Italian","L2"
"4221",158,"expletive_test","93","3","test","neg","adj","AO","B","IAN3","Italian","L2"
"4222",158,"expletive_test","99","3","filler","neg","adj","TO","B","INF3","Italian","L2"
"4223",158,"expletive_test","92","6","test","neg","adj","AO","B","IAN6","Italian","L2"
"4224",158,"expletive_test","15","7","filler","neg","adj","AO","B","INF7","Italian","L2"
"4225",158,"expletive_test","77","9","filler","neg","adj","AO","B","INF9","Italian","L2"
"4226",158,"expletive_test","30","9","test","neg","pej","AO","B","IPN9","Italian","L2"
"4227",158,"expletive_test","97","5","test","pos","adj","TO","B","IAP5","Italian","L2"
"4228",158,"expletive_test","79","1","test","neg","adj","NEU","B","IAN1","Italian","L2"
"4229",158,"expletive_test","99","2","test","pos","adj","TO","B","IAP2","Italian","L2"
"4230",158,"expletive_test","82","5","test","neg","adj","TO","B","IAN5","Italian","L2"
"4231",158,"expletive_test","99","1","filler","neg","adj","TO","B","ITN1","Italian","L2"
"4232",158,"expletive_test","86","11","filler","neg","adj","AO","B","INF11","Italian","L2"
"4233",158,"expletive_test","76","8","test","neg","pej","TO","B","IPN8","Italian","L2"
"4234",158,"expletive_test","99","8","test","pos","pej","TO","B","IPP8","Italian","L2"
"4235",158,"expletive_test","99","3","test","pos","adj","AO","B","IAP3","Italian","L2"
"4236",158,"expletive_test","99","13","filler","pos","adj","TO","B","INF13","Italian","L2"
"4237",158,"expletive_test","99","9","test","pos","pej","AO","B","IPP9","Italian","L2"
"4238",158,"expletive_test","88","7","test","pos","pej","NEU","B","IPP7","Italian","L2"
"4239",158,"expletive_test","96","8","test","neg","adj","TO","B","IAN8","Italian","L2"
"4240",158,"expletive_test","99","21","filler","pos","adj","AO","B","INF21","Italian","L2"
"4241",158,"expletive_test","99","1","test","pos","adj","NEU","B","IAP1","Italian","L2"
"4242",158,"expletive_test","99","14","filler","pos","adj","TO","B","INF14","Italian","L2"
"4243",158,"expletive_test","71","2","test","neg","pej","TO","B","IPN2","Italian","L2"
"4244",158,"expletive_test","76","12","filler","neg","adj","AO","B","INF12","Italian","L2"
"4245",158,"expletive_test","99","6","test","pos","pej","AO","B","IPP6","Italian","L2"
"4246",158,"expletive_test","92","2","filler","neg","adj","TO","B","INF2","Italian","L2"
"4247",158,"expletive_test","13","22","filler","pos","adj","AO","B","INF22","Italian","L2"
"4248",158,"expletive_test","8","7","test","neg","pej","NEU","B","IPN7","Italian","L2"
"4249",158,"expletive_test","97","19","filler","pos","adj","AO","B","INF19","Italian","L2"
"4250",158,"expletive_test","99","4","filler","neg","adj","TO","B","INF4","Italian","L2"
"4251",158,"expletive_test","92","5","filler","neg","adj","TO","B","INF5","Italian","L2"
"4252",158,"expletive_test","76","6","test","neg","pej","AO","B","IPN6","Italian","L2"
"4253",158,"expletive_test","99","6","test","pos","adj","AO","B","IAP6","Italian","L2"
"4254",158,"expletive_test","96","16","filler","pos","adj","TO","B","INF16","Italian","L2"
"4255",158,"expletive_test","95","8","filler","neg","adj","AO","B","INF8","Italian","L2"
"4256",158,"expletive_test","99","17","filler","pos","adj","TO","B","INF17","Italian","L2"
"4257",158,"expletive_test","28","1","test","neg","pej","NEU","B","IPN1","Italian","L2"
"4258",158,"expletive_test","93","5","test","neg","pej","TO","B","IPN5","Italian","L2"
"4259",158,"expletive_test","98","2","test","pos","pej","TO","B","IPP2","Italian","L2"
"4260",158,"expletive_test","26","7","test","neg","adj","NEU","B","IAN7","Italian","L2"
"4261",163,"expletive_test","14","1","test","pos","pej","TO","A","IPP1","Italian","L2"
"4262",163,"expletive_test","76","8","test","neg","pej","AO","A","IPN8","Italian","L2"
"4263",163,"expletive_test","23","4","test","pos","adj","TO","A","IAP4","Italian","L2"
"4264",163,"expletive_test","83","20","filler","pos","adj","AO","A","INF20","Italian","L2"
"4265",163,"expletive_test","84","9","test","pos","adj","NEU","A","IAP9","Italian","L2"
"4266",163,"expletive_test","76","4","filler","neg","adj","TO","A","INF4","Italian","L2"
"4267",163,"expletive_test","17","11","filler","neg","adj","AO","A","INF11","Italian","L2"
"4268",163,"expletive_test","69","18","filler","pos","adj","TO","A","INF18","Italian","L2"
"4269",163,"expletive_test","74","1","filler","neg","adj","TO","A","ITN1","Italian","L2"
"4270",163,"expletive_test","83","7","test","pos","adj","TO","A","IAP7","Italian","L2"
"4271",163,"expletive_test","21","10","filler","neg","adj","AO","A","INF10","Italian","L2"
"4272",163,"expletive_test","12","6","test","neg","pej","NEU","A","IPN6","Italian","L2"
"4273",163,"expletive_test","67","6","test","neg","adj","NEU","A","IAN6","Italian","L2"
"4274",163,"expletive_test","22","4","test","pos","pej","TO","A","IPP4","Italian","L2"
"4275",163,"expletive_test","15","6","filler","neg","adj","TO","A","INF6","Italian","L2"
"4276",163,"expletive_test","92","1","test","pos","adj","TO","A","IAP1","Italian","L2"
"4277",163,"expletive_test","74","22","filler","pos","adj","AO","A","INF22","Italian","L2"
"4278",163,"expletive_test","41","8","test","neg","adj","AO","A","IAN8","Italian","L2"
"4279",163,"expletive_test","60","13","filler","pos","adj","TO","A","INF13","Italian","L2"
"4280",163,"expletive_test","61","3","test","pos","pej","NEU","A","IPP3","Italian","L2"
"4281",163,"expletive_test","39","4","test","neg","pej","TO","A","IPN4","Italian","L2"
"4282",163,"expletive_test","71","6","test","pos","adj","NEU","A","IAP6","Italian","L2"
"4283",163,"expletive_test","30","2","test","neg","pej","AO","A","IPN2","Italian","L2"
"4284",163,"expletive_test","25","5","test","neg","pej","AO","A","IPN5","Italian","L2"
"4285",163,"expletive_test","99","2","test","pos","adj","AO","A","IAP2","Italian","L2"
"4286",163,"expletive_test","70","2","filler","neg","adj","TO","A","INF2","Italian","L2"
"4287",163,"expletive_test","60","3","test","neg","adj","NEU","A","IAN3","Italian","L2"
"4288",163,"expletive_test","60","7","test","neg","adj","TO","A","IAN7","Italian","L2"
"4289",163,"expletive_test","77","8","test","pos","adj","AO","A","IAP8","Italian","L2"
"4290",163,"expletive_test","57","23","filler","pos","adj","AO","A","INF23","Italian","L2"
"4291",163,"expletive_test","83","7","test","pos","pej","TO","A","IPP7","Italian","L2"
"4292",163,"expletive_test","95","5","test","pos","adj","AO","A","IAP5","Italian","L2"
"4293",163,"expletive_test","52","4","test","neg","adj","TO","A","IAN4","Italian","L2"
"4294",163,"expletive_test","66","8","test","pos","pej","AO","A","IPP8","Italian","L2"
"4295",163,"expletive_test","69","6","test","pos","pej","NEU","A","IPP6","Italian","L2"
"4296",163,"expletive_test","80","5","test","pos","pej","AO","A","IPP5","Italian","L2"
"4297",163,"expletive_test","85","2","test","pos","pej","AO","A","IPP2","Italian","L2"
"4298",163,"expletive_test","44","8","filler","neg","adj","AO","A","INF8","Italian","L2"
"4299",163,"expletive_test","53","1","test","neg","adj","TO","A","IAN1","Italian","L2"
"4300",163,"expletive_test","64","3","filler","neg","adj","TO","A","INF3","Italian","L2"
"4301",163,"expletive_test","32","9","filler","neg","adj","AO","A","INF9","Italian","L2"
"4302",163,"expletive_test","40","9","test","neg","adj","NEU","A","IAN9","Italian","L2"
"4303",163,"expletive_test","62","24","filler","pos","adj","AO","A","INF24","Italian","L2"
"4304",163,"expletive_test","78","14","filler","pos","adj","TO","A","INF14","Italian","L2"
"4305",163,"expletive_test","74","21","filler","pos","adj","AO","A","INF21","Italian","L2"
"4306",163,"expletive_test","28","9","test","neg","pej","NEU","A","IPN9","Italian","L2"
"4307",163,"expletive_test","25","3","test","neg","pej","NEU","A","IPN3","Italian","L2"
"4308",163,"expletive_test","46","1","test","neg","pej","TO","A","IPN1","Italian","L2"
"4309",163,"expletive_test","71","15","filler","pos","adj","TO","A","INF15","Italian","L2"
"4310",163,"expletive_test","22","5","test","neg","adj","AO","A","IAN5","Italian","L2"
"4311",163,"expletive_test","69","16","filler","pos","adj","TO","A","INF16","Italian","L2"
"4312",163,"expletive_test","26","2","test","neg","adj","AO","A","IAN2","Italian","L2"
"4313",163,"expletive_test","66","5","filler","neg","adj","TO","A","INF5","Italian","L2"
"4314",163,"expletive_test","64","9","test","pos","pej","NEU","A","IPP9","Italian","L2"
"4315",163,"expletive_test","79","12","filler","neg","adj","AO","A","INF12","Italian","L2"
"4316",163,"expletive_test","71","3","test","pos","adj","NEU","A","IAP3","Italian","L2"
"4317",163,"expletive_test","36","7","filler","neg","adj","AO","A","INF7","Italian","L2"
"4318",163,"expletive_test","78","17","filler","pos","adj","TO","A","INF17","Italian","L2"
"4319",163,"expletive_test","63","7","test","neg","pej","TO","A","IPN7","Italian","L2"
"4320",163,"expletive_test","70","19","filler","pos","adj","AO","A","INF19","Italian","L2"
"4321",251,"expletive_test","0","17","filler","pos","adj","TO","A","INF17","Italian","L2"
"4322",251,"expletive_test","0","8","test","pos","adj","AO","A","IAP8","Italian","L2"
"4323",251,"expletive_test","0","6","test","neg","adj","NEU","A","IAN6","Italian","L2"
"4324",251,"expletive_test","81","9","filler","neg","adj","AO","A","INF9","Italian","L2"
"4325",251,"expletive_test","39","3","test","neg","adj","NEU","A","IAN3","Italian","L2"
"4326",251,"expletive_test","59","8","test","neg","adj","AO","A","IAN8","Italian","L2"
"4327",251,"expletive_test","0","8","filler","neg","adj","AO","A","INF8","Italian","L2"
"4328",251,"expletive_test","97","7","test","pos","adj","TO","A","IAP7","Italian","L2"
"4329",251,"expletive_test","87","9","test","pos","pej","NEU","A","IPP9","Italian","L2"
"4330",251,"expletive_test","79","3","test","pos","adj","NEU","A","IAP3","Italian","L2"
"4331",251,"expletive_test","82","10","filler","neg","adj","AO","A","INF10","Italian","L2"
"4332",251,"expletive_test","99","1","test","neg","pej","TO","A","IPN1","Italian","L2"
"4333",251,"expletive_test","34","12","filler","neg","adj","AO","A","INF12","Italian","L2"
"4334",251,"expletive_test","99","1","test","pos","pej","TO","A","IPP1","Italian","L2"
"4335",251,"expletive_test","62","24","filler","pos","adj","AO","A","INF24","Italian","L2"
"4336",251,"expletive_test","57","6","filler","neg","adj","TO","A","INF6","Italian","L2"
"4337",251,"expletive_test","99","3","filler","neg","adj","TO","A","INF3","Italian","L2"
"4338",251,"expletive_test","99","4","test","pos","pej","TO","A","IPP4","Italian","L2"
"4339",251,"expletive_test","6","23","filler","pos","adj","AO","A","INF23","Italian","L2"
"4340",251,"expletive_test","99","8","test","pos","pej","AO","A","IPP8","Italian","L2"
"4341",251,"expletive_test","58","9","test","pos","adj","NEU","A","IAP9","Italian","L2"
"4342",251,"expletive_test","99","18","filler","pos","adj","TO","A","INF18","Italian","L2"
"4343",251,"expletive_test","51","9","test","neg","adj","NEU","A","IAN9","Italian","L2"
"4344",251,"expletive_test","51","3","test","pos","pej","NEU","A","IPP3","Italian","L2"
"4345",251,"expletive_test","92","7","test","pos","pej","TO","A","IPP7","Italian","L2"
"4346",251,"expletive_test","72","5","test","pos","adj","AO","A","IAP5","Italian","L2"
"4347",251,"expletive_test","82","21","filler","pos","adj","AO","A","INF21","Italian","L2"
"4348",251,"expletive_test","88","16","filler","pos","adj","TO","A","INF16","Italian","L2"
"4349",251,"expletive_test","95","20","filler","pos","adj","AO","A","INF20","Italian","L2"
"4350",251,"expletive_test","89","6","test","pos","pej","NEU","A","IPP6","Italian","L2"
"4351",251,"expletive_test","13","4","test","neg","adj","TO","A","IAN4","Italian","L2"
"4352",251,"expletive_test","85","2","test","neg","pej","AO","A","IPN2","Italian","L2"
"4353",251,"expletive_test","99","5","test","pos","pej","AO","A","IPP5","Italian","L2"
"4354",251,"expletive_test","63","2","filler","neg","adj","TO","A","INF2","Italian","L2"
"4355",251,"expletive_test","45","6","test","pos","adj","NEU","A","IAP6","Italian","L2"
"4356",251,"expletive_test","5","3","test","neg","pej","NEU","A","IPN3","Italian","L2"
"4357",251,"expletive_test","55","4","test","pos","adj","TO","A","IAP4","Italian","L2"
"4358",251,"expletive_test","93","14","filler","pos","adj","TO","A","INF14","Italian","L2"
"4359",251,"expletive_test","98","2","test","pos","adj","AO","A","IAP2","Italian","L2"
"4360",251,"expletive_test","99","2","test","pos","pej","AO","A","IPP2","Italian","L2"
"4361",251,"expletive_test","52","6","test","neg","pej","NEU","A","IPN6","Italian","L2"
"4362",251,"expletive_test","99","7","test","neg","pej","TO","A","IPN7","Italian","L2"
"4363",251,"expletive_test","63","5","filler","neg","adj","TO","A","INF5","Italian","L2"
"4364",251,"expletive_test","76","4","filler","neg","adj","TO","A","INF4","Italian","L2"
"4365",251,"expletive_test","99","13","filler","pos","adj","TO","A","INF13","Italian","L2"
"4366",251,"expletive_test","37","9","test","neg","pej","NEU","A","IPN9","Italian","L2"
"4367",251,"expletive_test","60","7","test","neg","adj","TO","A","IAN7","Italian","L2"
"4368",251,"expletive_test","64","11","filler","neg","adj","AO","A","INF11","Italian","L2"
"4369",251,"expletive_test","95","4","test","neg","pej","TO","A","IPN4","Italian","L2"
"4370",251,"expletive_test","99","2","test","neg","adj","AO","A","IAN2","Italian","L2"
"4371",251,"expletive_test","99","8","test","neg","pej","AO","A","IPN8","Italian","L2"
"4372",251,"expletive_test","99","5","test","neg","pej","AO","A","IPN5","Italian","L2"
"4373",251,"expletive_test","99","1","filler","neg","adj","TO","A","ITN1","Italian","L2"
"4374",251,"expletive_test","85","5","test","neg","adj","AO","A","IAN5","Italian","L2"
"4375",251,"expletive_test","20","7","filler","neg","adj","AO","A","INF7","Italian","L2"
"4376",251,"expletive_test","99","1","test","pos","adj","TO","A","IAP1","Italian","L2"
"4377",251,"expletive_test","35","22","filler","pos","adj","AO","A","INF22","Italian","L2"
"4378",251,"expletive_test","99","19","filler","pos","adj","AO","A","INF19","Italian","L2"
"4379",251,"expletive_test","99","15","filler","pos","adj","TO","A","INF15","Italian","L2"
"4380",251,"expletive_test","99","1","test","neg","adj","TO","A","IAN1","Italian","L2"
"4381",182,"expletive_test","90","1","filler","neg","adj","TO","A","ITN1","Italian","L2"
"4382",182,"expletive_test","89","17","filler","pos","adj","TO","A","INF17","Italian","L2"
"4383",182,"expletive_test","93","7","test","pos","adj","AO","A","IAP7","Italian","L2"
"4384",182,"expletive_test","93","1","test","neg","adj","AO","A","IAN1","Italian","L2"
"4385",182,"expletive_test","92","7","test","pos","pej","AO","A","IPP7","Italian","L2"
"4386",182,"expletive_test","96","4","test","neg","pej","AO","A","IPN4","Italian","L2"
"4387",182,"expletive_test","54","2","test","pos","pej","NEU","A","IPP2","Italian","L2"
"4388",182,"expletive_test","28","8","test","neg","pej","NEU","A","IPN8","Italian","L2"
"4389",182,"expletive_test","80","7","filler","neg","adj","AO","A","INF7","Italian","L2"
"4390",182,"expletive_test","88","19","filler","pos","adj","AO","A","INF19","Italian","L2"
"4391",182,"expletive_test","83","3","test","neg","adj","TO","A","IAN3","Italian","L2"
"4392",182,"expletive_test","84","5","test","pos","adj","NEU","A","IAP5","Italian","L2"
"4393",182,"expletive_test","88","3","test","pos","adj","TO","A","IAP3","Italian","L2"
"4394",182,"expletive_test","88","2","test","neg","adj","NEU","A","IAN2","Italian","L2"
"4395",182,"expletive_test","88","7","test","neg","adj","AO","A","IAN7","Italian","L2"
"4396",182,"expletive_test","95","4","test","neg","adj","AO","A","IAN4","Italian","L2"
"4397",182,"expletive_test","87","9","test","neg","pej","TO","A","IPN9","Italian","L2"
"4398",182,"expletive_test","73","6","test","pos","pej","TO","A","IPP6","Italian","L2"
"4399",182,"expletive_test","53","22","filler","pos","adj","AO","A","INF22","Italian","L2"
"4400",182,"expletive_test","50","15","filler","pos","adj","TO","A","INF15","Italian","L2"
"4401",182,"expletive_test","48","5","test","pos","pej","NEU","A","IPP5","Italian","L2"
"4402",182,"expletive_test","91","11","filler","neg","adj","AO","A","INF11","Italian","L2"
"4403",182,"expletive_test","73","10","filler","neg","adj","AO","A","INF10","Italian","L2"
"4404",182,"expletive_test","59","6","test","neg","adj","TO","A","IAN6","Italian","L2"
"4405",182,"expletive_test","61","6","filler","neg","adj","TO","A","INF6","Italian","L2"
"4406",182,"expletive_test","46","8","test","pos","adj","NEU","A","IAP8","Italian","L2"
"4407",182,"expletive_test","55","5","test","neg","adj","NEU","A","IAN5","Italian","L2"
"4408",182,"expletive_test","52","20","filler","pos","adj","AO","A","INF20","Italian","L2"
"4409",182,"expletive_test","61","3","test","pos","pej","TO","A","IPP3","Italian","L2"
"4410",182,"expletive_test","64","16","filler","pos","adj","TO","A","INF16","Italian","L2"
"4411",182,"expletive_test","61","8","test","pos","pej","NEU","A","IPP8","Italian","L2"
"4412",182,"expletive_test","53","8","filler","neg","adj","AO","A","INF8","Italian","L2"
"4413",182,"expletive_test","50","9","test","pos","adj","TO","A","IAP9","Italian","L2"
"4414",182,"expletive_test","22","4","filler","neg","adj","TO","A","INF4","Italian","L2"
"4415",182,"expletive_test","83","9","test","neg","adj","TO","A","IAN9","Italian","L2"
"4416",182,"expletive_test","67","18","filler","pos","adj","TO","A","INF18","Italian","L2"
"4417",182,"expletive_test","65","5","filler","neg","adj","TO","A","INF5","Italian","L2"
"4418",182,"expletive_test","83","23","filler","pos","adj","AO","A","INF23","Italian","L2"
"4419",182,"expletive_test","65","6","test","pos","adj","TO","A","IAP6","Italian","L2"
"4420",182,"expletive_test","61","3","test","neg","pej","TO","A","IPN3","Italian","L2"
"4421",182,"expletive_test","65","4","test","pos","pej","AO","A","IPP4","Italian","L2"
"4422",182,"expletive_test","38","3","filler","neg","adj","TO","A","INF3","Italian","L2"
"4423",182,"expletive_test","66","7","test","neg","pej","AO","A","IPN7","Italian","L2"
