"","Participant","Label","SliderResponse","Number","TrialType","Valence","LexicalType","ContextCondition","Group","Name","StudyLanguage","Nativeness"
"6358",66,"expletive_test","72","3","test","pos","pej","AO","A","IPP3","Italian","L2"
"6359",66,"expletive_test","77","8","test","neg","pej","TO","A","IPN8","Italian","L2"
"6360",66,"expletive_test","69","6","test","pos","pej","AO","A","IPP6","Italian","L2"
"6361",47,"expletive_test","14","4","test","neg","pej","AO","B","IPN4","Italian","L2"
"6362",47,"expletive_test","38","6","test","pos","adj","TO","B","IAP6","Italian","L2"
"6363",47,"expletive_test","30","6","filler","neg","adj","TO","B","INF6","Italian","L2"
"6364",47,"expletive_test","30","4","filler","neg","adj","TO","B","INF4","Italian","L2"
"6365",47,"expletive_test","47","6","test","pos","pej","TO","B","IPP6","Italian","L2"
"6366",47,"expletive_test","48","3","test","pos","pej","TO","B","IPP3","Italian","L2"
"6367",47,"expletive_test","30","3","test","neg","pej","TO","B","IPN3","Italian","L2"
"6368",47,"expletive_test","27","9","filler","neg","adj","AO","B","INF9","Italian","L2"
"6369",47,"expletive_test","42","4","test","pos","adj","AO","B","IAP4","Italian","L2"
"6370",47,"expletive_test","23","1","test","neg","pej","AO","B","IPN1","Italian","L2"
"6371",47,"expletive_test","16","5","test","neg","pej","NEU","B","IPN5","Italian","L2"
"6372",47,"expletive_test","31","6","test","neg","adj","TO","B","IAN6","Italian","L2"
"6373",47,"expletive_test","22","5","test","neg","adj","NEU","B","IAN5","Italian","L2"
"6374",47,"expletive_test","17","4","test","neg","adj","AO","B","IAN4","Italian","L2"
"6375",47,"expletive_test","55","3","filler","neg","adj","TO","B","INF3","Italian","L2"
"6376",47,"expletive_test","40","16","filler","pos","adj","TO","B","INF16","Italian","L2"
"6377",47,"expletive_test","40","8","test","pos","pej","NEU","B","IPP8","Italian","L2"
"6378",47,"expletive_test","33","13","filler","pos","adj","TO","B","INF13","Italian","L2"
"6379",47,"expletive_test","36","1","test","pos","adj","AO","B","IAP1","Italian","L2"
"6380",47,"expletive_test","28","7","test","neg","adj","AO","B","IAN7","Italian","L2"
"6381",47,"expletive_test","52","9","test","pos","pej","TO","B","IPP9","Italian","L2"
"6382",47,"expletive_test","30","17","filler","pos","adj","TO","B","INF17","Italian","L2"
"6383",47,"expletive_test","42","20","filler","pos","adj","AO","B","INF20","Italian","L2"
"6384",47,"expletive_test","34","1","filler","neg","adj","TO","B","ITN1","Italian","L2"
"6385",47,"expletive_test","35","7","test","neg","pej","AO","B","IPN7","Italian","L2"
"6386",47,"expletive_test","41","5","test","pos","adj","NEU","B","IAP5","Italian","L2"
"6387",47,"expletive_test","35","2","test","pos","adj","NEU","B","IAP2","Italian","L2"
"6388",47,"expletive_test","33","12","filler","neg","adj","AO","B","INF12","Italian","L2"
"6389",47,"expletive_test","22","8","test","neg","pej","NEU","B","IPN8","Italian","L2"
"6390",47,"expletive_test","54","2","test","pos","pej","NEU","B","IPP2","Italian","L2"
"6391",47,"expletive_test","58","18","filler","pos","adj","TO","B","INF18","Italian","L2"
"6392",47,"expletive_test","19","9","test","neg","pej","TO","B","IPN9","Italian","L2"
"6393",47,"expletive_test","29","8","filler","neg","adj","AO","B","INF8","Italian","L2"
"6394",47,"expletive_test","63","19","filler","pos","adj","AO","B","INF19","Italian","L2"
"6395",47,"expletive_test","30","8","test","neg","adj","NEU","B","IAN8","Italian","L2"
"6396",47,"expletive_test","40","22","filler","pos","adj","AO","B","INF22","Italian","L2"
"6397",47,"expletive_test","10","11","filler","neg","adj","AO","B","INF11","Italian","L2"
"6398",47,"expletive_test","20","9","test","neg","adj","TO","B","IAN9","Italian","L2"
"6399",47,"expletive_test","31","6","test","neg","pej","TO","B","IPN6","Italian","L2"
"6400",47,"expletive_test","48","24","filler","pos","adj","AO","B","INF24","Italian","L2"
"6401",47,"expletive_test","31","2","test","neg","pej","NEU","B","IPN2","Italian","L2"
"6402",47,"expletive_test","35","4","test","pos","pej","AO","B","IPP4","Italian","L2"
"6403",47,"expletive_test","31","7","test","pos","adj","AO","B","IAP7","Italian","L2"
"6404",47,"expletive_test","20","7","filler","neg","adj","AO","B","INF7","Italian","L2"
"6405",47,"expletive_test","30","15","filler","pos","adj","TO","B","INF15","Italian","L2"
"6406",47,"expletive_test","11","2","test","neg","adj","NEU","B","IAN2","Italian","L2"
"6407",47,"expletive_test","30","21","filler","pos","adj","AO","B","INF21","Italian","L2"
"6408",47,"expletive_test","52","8","test","pos","adj","NEU","B","IAP8","Italian","L2"
"6409",47,"expletive_test","40","5","test","pos","pej","NEU","B","IPP5","Italian","L2"
"6410",47,"expletive_test","52","9","test","pos","adj","TO","B","IAP9","Italian","L2"
"6411",47,"expletive_test","37","3","test","neg","adj","TO","B","IAN3","Italian","L2"
"6412",47,"expletive_test","30","1","test","neg","adj","AO","B","IAN1","Italian","L2"
"6413",47,"expletive_test","52","23","filler","pos","adj","AO","B","INF23","Italian","L2"
"6414",47,"expletive_test","29","7","test","pos","pej","AO","B","IPP7","Italian","L2"
"6415",47,"expletive_test","31","5","filler","neg","adj","TO","B","INF5","Italian","L2"
"6416",47,"expletive_test","41","2","filler","neg","adj","TO","B","INF2","Italian","L2"
"6417",47,"expletive_test","38","3","test","pos","adj","TO","B","IAP3","Italian","L2"
"6418",47,"expletive_test","38","1","test","pos","pej","AO","B","IPP1","Italian","L2"
"6419",47,"expletive_test","37","10","filler","neg","adj","AO","B","INF10","Italian","L2"
"6420",47,"expletive_test","40","14","filler","pos","adj","TO","B","INF14","Italian","L2"
"6421",154,"expletive_test","74","6","test","neg","adj","NEU","B","IAN6","Italian","L2"
"6422",154,"expletive_test","79","18","filler","pos","adj","TO","B","INF18","Italian","L2"
"6423",154,"expletive_test","86","1","test","neg","pej","TO","B","IPN1","Italian","L2"
"6424",154,"expletive_test","4","22","filler","pos","adj","AO","B","INF22","Italian","L2"
"6425",154,"expletive_test","65","5","filler","neg","adj","TO","B","INF5","Italian","L2"
"6426",154,"expletive_test","99","4","test","pos","pej","TO","B","IPP4","Italian","L2"
"6427",154,"expletive_test","89","19","filler","pos","adj","AO","B","INF19","Italian","L2"
"6428",154,"expletive_test","2","3","test","neg","pej","NEU","B","IPN3","Italian","L2"
"6429",154,"expletive_test","94","15","filler","pos","adj","TO","B","INF15","Italian","L2"
"6430",154,"expletive_test","99","5","test","pos","pej","AO","B","IPP5","Italian","L2"
"6431",154,"expletive_test","41","24","filler","pos","adj","AO","B","INF24","Italian","L2"
"6432",154,"expletive_test","70","7","test","neg","pej","TO","B","IPN7","Italian","L2"
"6433",154,"expletive_test","69","7","test","pos","pej","TO","B","IPP7","Italian","L2"
"6434",154,"expletive_test","56","3","test","pos","pej","NEU","B","IPP3","Italian","L2"
"6435",154,"expletive_test","63","12","filler","neg","adj","AO","B","INF12","Italian","L2"
"6436",154,"expletive_test","99","2","test","neg","pej","AO","B","IPN2","Italian","L2"
"6437",154,"expletive_test","76","20","filler","pos","adj","AO","B","INF20","Italian","L2"
"6438",154,"expletive_test","76","5","test","pos","adj","AO","B","IAP5","Italian","L2"
"6439",154,"expletive_test","99","4","filler","neg","adj","TO","B","INF4","Italian","L2"
"6440",154,"expletive_test","99","5","test","neg","adj","AO","B","IAN5","Italian","L2"
"6441",154,"expletive_test","99","9","filler","neg","adj","AO","B","INF9","Italian","L2"
"6442",154,"expletive_test","79","2","test","pos","pej","AO","B","IPP2","Italian","L2"
"6443",154,"expletive_test","99","1","test","pos","adj","TO","B","IAP1","Italian","L2"
"6444",154,"expletive_test","68","9","test","neg","adj","NEU","B","IAN9","Italian","L2"
"6445",154,"expletive_test","18","9","test","pos","pej","NEU","B","IPP9","Italian","L2"
"6446",154,"expletive_test","0","6","test","neg","pej","NEU","B","IPN6","Italian","L2"
"6447",154,"expletive_test","99","8","test","neg","adj","AO","B","IAN8","Italian","L2"
"6448",154,"expletive_test","99","8","test","neg","pej","AO","B","IPN8","Italian","L2"
"6449",154,"expletive_test","61","17","filler","pos","adj","TO","B","INF17","Italian","L2"
"6450",154,"expletive_test","77","21","filler","pos","adj","AO","B","INF21","Italian","L2"
"6451",154,"expletive_test","84","4","test","neg","adj","TO","B","IAN4","Italian","L2"
"6452",154,"expletive_test","93","10","filler","neg","adj","AO","B","INF10","Italian","L2"
"6453",154,"expletive_test","37","6","test","pos","adj","NEU","B","IAP6","Italian","L2"
"6454",154,"expletive_test","3","9","test","neg","pej","NEU","B","IPN9","Italian","L2"
"6455",154,"expletive_test","99","2","test","pos","adj","AO","B","IAP2","Italian","L2"
"6456",154,"expletive_test","81","7","filler","neg","adj","AO","B","INF7","Italian","L2"
"6457",154,"expletive_test","99","5","test","neg","pej","AO","B","IPN5","Italian","L2"
"6458",154,"expletive_test","32","3","test","neg","adj","NEU","B","IAN3","Italian","L2"
"6459",154,"expletive_test","71","7","test","neg","adj","TO","B","IAN7","Italian","L2"
"6460",154,"expletive_test","99","1","test","pos","pej","TO","B","IPP1","Italian","L2"
"6461",154,"expletive_test","99","4","test","neg","pej","TO","B","IPN4","Italian","L2"
"6462",154,"expletive_test","41","8","test","pos","adj","AO","B","IAP8","Italian","L2"
"6463",154,"expletive_test","99","9","test","pos","adj","NEU","B","IAP9","Italian","L2"
"6464",154,"expletive_test","99","14","filler","pos","adj","TO","B","INF14","Italian","L2"
"6465",154,"expletive_test","85","11","filler","neg","adj","AO","B","INF11","Italian","L2"
"6466",154,"expletive_test","74","8","filler","neg","adj","AO","B","INF8","Italian","L2"
"6467",154,"expletive_test","99","16","filler","pos","adj","TO","B","INF16","Italian","L2"
"6468",154,"expletive_test","92","6","test","pos","pej","NEU","B","IPP6","Italian","L2"
"6469",154,"expletive_test","99","8","test","pos","pej","AO","B","IPP8","Italian","L2"
"6470",154,"expletive_test","99","3","test","pos","adj","NEU","B","IAP3","Italian","L2"
"6471",154,"expletive_test","91","2","test","neg","adj","AO","B","IAN2","Italian","L2"
"6472",154,"expletive_test","99","3","filler","neg","adj","TO","B","INF3","Italian","L2"
"6473",154,"expletive_test","88","7","test","pos","adj","TO","B","IAP7","Italian","L2"
"6474",154,"expletive_test","30","2","filler","neg","adj","TO","B","INF2","Italian","L2"
"6475",154,"expletive_test","69","13","filler","pos","adj","TO","B","INF13","Italian","L2"
"6476",154,"expletive_test","12","23","filler","pos","adj","AO","B","INF23","Italian","L2"
"6477",154,"expletive_test","74","1","filler","neg","adj","TO","B","ITN1","Italian","L2"
"6478",154,"expletive_test","99","1","test","neg","adj","TO","B","IAN1","Italian","L2"
"6479",154,"expletive_test","62","6","filler","neg","adj","TO","B","INF6","Italian","L2"
"6480",154,"expletive_test","99","4","test","pos","adj","TO","B","IAP4","Italian","L2"
"6481",55,"expletive_test","59","8","test","pos","adj","TO","C","IAP8","Italian","L2"
"6482",55,"expletive_test","69","2","test","pos","adj","TO","C","IAP2","Italian","L2"
"6483",55,"expletive_test","71","6","test","pos","adj","AO","C","IAP6","Italian","L2"
"6484",55,"expletive_test","80","6","test","neg","adj","AO","C","IAN6","Italian","L2"
"6485",55,"expletive_test","84","20","filler","pos","adj","AO","C","INF20","Italian","L2"
"6486",55,"expletive_test","31","22","filler","pos","adj","AO","C","INF22","Italian","L2"
"6487",55,"expletive_test","96","23","filler","pos","adj","AO","C","INF23","Italian","L2"
"6488",55,"expletive_test","60","1","test","pos","pej","NEU","C","IPP1","Italian","L2"
"6489",55,"expletive_test","99","14","filler","pos","adj","TO","C","INF14","Italian","L2"
"6490",55,"expletive_test","63","7","test","pos","pej","NEU","C","IPP7","Italian","L2"
"6491",55,"expletive_test","67","5","test","neg","adj","TO","C","IAN5","Italian","L2"
"6492",55,"expletive_test","85","9","test","pos","pej","AO","C","IPP9","Italian","L2"
"6493",55,"expletive_test","15","7","test","neg","pej","NEU","C","IPN7","Italian","L2"
"6494",55,"expletive_test","87","10","filler","neg","adj","AO","C","INF10","Italian","L2"
"6495",55,"expletive_test","58","9","filler","neg","adj","AO","C","INF9","Italian","L2"
"6496",55,"expletive_test","99","6","filler","neg","adj","TO","C","INF6","Italian","L2"
"6497",55,"expletive_test","93","4","filler","neg","adj","TO","C","INF4","Italian","L2"
"6498",55,"expletive_test","99","5","filler","neg","adj","TO","C","INF5","Italian","L2"
"6499",55,"expletive_test","99","13","filler","pos","adj","TO","C","INF13","Italian","L2"
"6500",55,"expletive_test","93","2","test","pos","pej","TO","C","IPP2","Italian","L2"
"6501",55,"expletive_test","27","4","test","neg","adj","NEU","C","IAN4","Italian","L2"
"6502",55,"expletive_test","73","5","test","pos","adj","TO","C","IAP5","Italian","L2"
"6503",55,"expletive_test","71","7","test","pos","adj","NEU","C","IAP7","Italian","L2"
"6504",55,"expletive_test","79","3","test","pos","adj","AO","C","IAP3","Italian","L2"
"6505",55,"expletive_test","68","12","filler","neg","adj","AO","C","INF12","Italian","L2"
"6506",55,"expletive_test","83","2","test","neg","adj","TO","C","IAN2","Italian","L2"
"6507",55,"expletive_test","97","16","filler","pos","adj","TO","C","INF16","Italian","L2"
"6508",55,"expletive_test","92","15","filler","pos","adj","TO","C","INF15","Italian","L2"
"6509",55,"expletive_test","81","3","test","neg","adj","AO","C","IAN3","Italian","L2"
"6510",55,"expletive_test","89","3","filler","neg","adj","TO","C","INF3","Italian","L2"
"6511",55,"expletive_test","79","9","test","neg","adj","AO","C","IAN9","Italian","L2"
"6512",55,"expletive_test","57","4","test","pos","adj","NEU","C","IAP4","Italian","L2"
"6513",55,"expletive_test","64","1","test","pos","adj","NEU","C","IAP1","Italian","L2"
"6514",55,"expletive_test","23","1","test","neg","adj","NEU","C","IAN1","Italian","L2"
"6515",55,"expletive_test","53","8","filler","neg","adj","AO","C","INF8","Italian","L2"
"6516",55,"expletive_test","99","5","test","pos","pej","TO","C","IPP5","Italian","L2"
"6517",55,"expletive_test","87","19","filler","pos","adj","AO","C","INF19","Italian","L2"
"6518",55,"expletive_test","16","9","test","pos","adj","AO","C","IAP9","Italian","L2"
"6519",55,"expletive_test","2","7","filler","neg","adj","AO","C","INF7","Italian","L2"
"6520",55,"expletive_test","32","7","test","neg","adj","NEU","C","IAN7","Italian","L2"
"6521",55,"expletive_test","92","8","test","neg","adj","TO","C","IAN8","Italian","L2"
"6522",55,"expletive_test","92","2","test","neg","pej","TO","C","IPN2","Italian","L2"
"6523",55,"expletive_test","73","2","filler","neg","adj","TO","C","INF2","Italian","L2"
"6524",55,"expletive_test","66","17","filler","pos","adj","TO","C","INF17","Italian","L2"
"6525",55,"expletive_test","78","9","test","neg","pej","AO","C","IPN9","Italian","L2"
"6526",55,"expletive_test","79","5","test","neg","pej","TO","C","IPN5","Italian","L2"
"6527",55,"expletive_test","99","18","filler","pos","adj","TO","C","INF18","Italian","L2"
"6528",55,"expletive_test","37","3","test","neg","pej","AO","C","IPN3","Italian","L2"
"6529",55,"expletive_test","80","1","filler","neg","adj","TO","C","ITN1","Italian","L2"
"6530",55,"expletive_test","64","3","test","pos","pej","AO","C","IPP3","Italian","L2"
"6531",55,"expletive_test","93","21","filler","pos","adj","AO","C","INF21","Italian","L2"
"6532",55,"expletive_test","10","1","test","neg","pej","NEU","C","IPN1","Italian","L2"
"6533",55,"expletive_test","37","6","test","neg","pej","AO","C","IPN6","Italian","L2"
"6534",55,"expletive_test","78","4","test","pos","pej","NEU","C","IPP4","Italian","L2"
"6535",55,"expletive_test","97","8","test","pos","pej","TO","C","IPP8","Italian","L2"
"6536",55,"expletive_test","73","24","filler","pos","adj","AO","C","INF24","Italian","L2"
"6537",55,"expletive_test","55","11","filler","neg","adj","AO","C","INF11","Italian","L2"
"6538",55,"expletive_test","86","8","test","neg","pej","TO","C","IPN8","Italian","L2"
"6539",55,"expletive_test","63","6","test","pos","pej","AO","C","IPP6","Italian","L2"
"6540",55,"expletive_test","15","4","test","neg","pej","NEU","C","IPN4","Italian","L2"
"6541",133,"expletive_test","0","1","test","neg","adj","NEU","A","IAN1","Italian","L2"
"6542",133,"expletive_test","0","23","filler","pos","adj","AO","A","INF23","Italian","L2"
"6543",133,"expletive_test","0","7","test","pos","adj","NEU","A","IAP7","Italian","L2"
"6544",133,"expletive_test","73","1","test","pos","adj","NEU","A","IAP1","Italian","L2"
"6545",133,"expletive_test","0","7","test","pos","pej","NEU","A","IPP7","Italian","L2"
"6546",133,"expletive_test","0","16","filler","pos","adj","TO","A","INF16","Italian","L2"
"6547",133,"expletive_test","83","12","filler","neg","adj","AO","A","INF12","Italian","L2"
"6548",133,"expletive_test","82","14","filler","pos","adj","TO","A","INF14","Italian","L2"
"6549",133,"expletive_test","0","7","test","neg","adj","NEU","A","IAN7","Italian","L2"
"6550",133,"expletive_test","99","10","filler","neg","adj","AO","A","INF10","Italian","L2"
"6551",133,"expletive_test","99","15","filler","pos","adj","TO","A","INF15","Italian","L2"
"6552",133,"expletive_test","99","9","test","neg","pej","AO","A","IPN9","Italian","L2"
"6553",133,"expletive_test","86","3","test","pos","adj","AO","A","IAP3","Italian","L2"
"6554",133,"expletive_test","99","6","test","neg","pej","AO","A","IPN6","Italian","L2"
"6555",133,"expletive_test","0","22","filler","pos","adj","AO","A","INF22","Italian","L2"
"6556",133,"expletive_test","13","1","test","pos","pej","NEU","A","IPP1","Italian","L2"
"6557",133,"expletive_test","99","6","test","pos","adj","AO","A","IAP6","Italian","L2"
"6558",133,"expletive_test","73","9","test","pos","adj","AO","A","IAP9","Italian","L2"
"6559",133,"expletive_test","99","7","filler","neg","adj","AO","A","INF7","Italian","L2"
"6560",133,"expletive_test","99","5","test","pos","adj","TO","A","IAP5","Italian","L2"
"6561",133,"expletive_test","99","20","filler","pos","adj","AO","A","INF20","Italian","L2"
"6562",133,"expletive_test","84","5","filler","neg","adj","TO","A","INF5","Italian","L2"
"6563",133,"expletive_test","0","4","test","neg","pej","NEU","A","IPN4","Italian","L2"
"6564",133,"expletive_test","97","2","test","pos","adj","TO","A","IAP2","Italian","L2"
"6565",133,"expletive_test","99","18","filler","pos","adj","TO","A","INF18","Italian","L2"
"6566",133,"expletive_test","99","3","test","pos","pej","AO","A","IPP3","Italian","L2"
"6567",133,"expletive_test","99","6","test","pos","pej","AO","A","IPP6","Italian","L2"
"6568",133,"expletive_test","99","6","test","neg","adj","AO","A","IAN6","Italian","L2"
"6569",133,"expletive_test","99","5","test","neg","pej","TO","A","IPN5","Italian","L2"
"6570",133,"expletive_test","99","3","test","neg","adj","AO","A","IAN3","Italian","L2"
"6571",133,"expletive_test","0","5","test","neg","adj","TO","A","IAN5","Italian","L2"
"6572",133,"expletive_test","88","8","test","pos","adj","TO","A","IAP8","Italian","L2"
"6573",133,"expletive_test","99","21","filler","pos","adj","AO","A","INF21","Italian","L2"
"6574",133,"expletive_test","99","3","test","neg","pej","AO","A","IPN3","Italian","L2"
"6575",133,"expletive_test","99","9","filler","neg","adj","AO","A","INF9","Italian","L2"
"6576",133,"expletive_test","99","4","test","pos","pej","NEU","A","IPP4","Italian","L2"
"6577",133,"expletive_test","99","1","filler","neg","adj","TO","A","ITN1","Italian","L2"
"6578",133,"expletive_test","99","2","test","neg","adj","TO","A","IAN2","Italian","L2"
"6579",133,"expletive_test","13","24","filler","pos","adj","AO","A","INF24","Italian","L2"
"6580",133,"expletive_test","99","8","filler","neg","adj","AO","A","INF8","Italian","L2"
"6581",133,"expletive_test","99","8","test","neg","adj","TO","A","IAN8","Italian","L2"
"6582",133,"expletive_test","0","4","test","neg","adj","NEU","A","IAN4","Italian","L2"
"6583",133,"expletive_test","99","9","test","pos","pej","AO","A","IPP9","Italian","L2"
"6584",133,"expletive_test","83","4","test","pos","adj","NEU","A","IAP4","Italian","L2"
"6585",133,"expletive_test","13","6","filler","neg","adj","TO","A","INF6","Italian","L2"
"6586",133,"expletive_test","99","11","filler","neg","adj","AO","A","INF11","Italian","L2"
"6587",133,"expletive_test","99","17","filler","pos","adj","TO","A","INF17","Italian","L2"
"6588",133,"expletive_test","99","8","test","pos","pej","TO","A","IPP8","Italian","L2"
"6589",133,"expletive_test","0","7","test","neg","pej","NEU","A","IPN7","Italian","L2"
"6590",133,"expletive_test","99","5","test","pos","pej","TO","A","IPP5","Italian","L2"
"6591",133,"expletive_test","0","1","test","neg","pej","NEU","A","IPN1","Italian","L2"
"6592",133,"expletive_test","99","2","test","neg","pej","TO","A","IPN2","Italian","L2"
"6593",133,"expletive_test","99","3","filler","neg","adj","TO","A","INF3","Italian","L2"
"6594",133,"expletive_test","91","19","filler","pos","adj","AO","A","INF19","Italian","L2"
"6595",133,"expletive_test","90","13","filler","pos","adj","TO","A","INF13","Italian","L2"
"6596",133,"expletive_test","63","2","filler","neg","adj","TO","A","INF2","Italian","L2"
"6597",133,"expletive_test","99","9","test","neg","adj","AO","A","IAN9","Italian","L2"
"6598",133,"expletive_test","99","8","test","neg","pej","TO","A","IPN8","Italian","L2"
"6599",133,"expletive_test","85","4","filler","neg","adj","TO","A","INF4","Italian","L2"
"6600",133,"expletive_test","99","2","test","pos","pej","TO","A","IPP2","Italian","L2"
"6601",162,"expletive_test","31","8","test","neg","adj","NEU","C","IAN8","Italian","L2"
"6602",162,"expletive_test","61","7","test","neg","adj","AO","C","IAN7","Italian","L2"
"6603",162,"expletive_test","77","20","filler","pos","adj","AO","C","INF20","Italian","L2"
"6604",162,"expletive_test","19","3","test","pos","pej","TO","C","IPP3","Italian","L2"
"6605",162,"expletive_test","81","8","test","neg","pej","NEU","C","IPN8","Italian","L2"
"6606",162,"expletive_test","74","3","test","pos","adj","TO","C","IAP3","Italian","L2"
"6607",162,"expletive_test","69","4","test","neg","adj","AO","C","IAN4","Italian","L2"
"6608",162,"expletive_test","22","2","test","pos","pej","NEU","C","IPP2","Italian","L2"
"6609",162,"expletive_test","71","9","test","neg","pej","TO","C","IPN9","Italian","L2"
"6610",162,"expletive_test","79","6","test","neg","adj","TO","C","IAN6","Italian","L2"
"6611",162,"expletive_test","82","14","filler","pos","adj","TO","C","INF14","Italian","L2"
"6612",162,"expletive_test","77","10","filler","neg","adj","AO","C","INF10","Italian","L2"
"6613",162,"expletive_test","23","3","test","neg","adj","TO","C","IAN3","Italian","L2"
"6614",162,"expletive_test","26","2","test","neg","adj","NEU","C","IAN2","Italian","L2"
"6615",162,"expletive_test","78","2","test","pos","adj","NEU","C","IAP2","Italian","L2"
"6616",162,"expletive_test","20","5","test","neg","pej","NEU","C","IPN5","Italian","L2"
"6617",162,"expletive_test","80","17","filler","pos","adj","TO","C","INF17","Italian","L2"
"6618",162,"expletive_test","7","6","test","pos","pej","TO","C","IPP6","Italian","L2"
"6619",162,"expletive_test","79","6","filler","neg","adj","TO","C","INF6","Italian","L2"
"6620",162,"expletive_test","87","3","test","neg","pej","TO","C","IPN3","Italian","L2"
"6621",162,"expletive_test","85","5","filler","neg","adj","TO","C","INF5","Italian","L2"
"6622",162,"expletive_test","80","11","filler","neg","adj","AO","C","INF11","Italian","L2"
"6623",162,"expletive_test","86","5","test","pos","adj","NEU","C","IAP5","Italian","L2"
"6624",162,"expletive_test","82","8","test","pos","adj","NEU","C","IAP8","Italian","L2"
"6625",162,"expletive_test","37","21","filler","pos","adj","AO","C","INF21","Italian","L2"
"6626",162,"expletive_test","76","7","test","pos","pej","AO","C","IPP7","Italian","L2"
"6627",162,"expletive_test","67","1","test","neg","adj","AO","C","IAN1","Italian","L2"
"6628",162,"expletive_test","76","9","test","pos","adj","TO","C","IAP9","Italian","L2"
"6629",162,"expletive_test","5","6","test","pos","adj","TO","C","IAP6","Italian","L2"
"6630",162,"expletive_test","79","8","filler","neg","adj","AO","C","INF8","Italian","L2"
"6631",162,"expletive_test","88","4","test","neg","pej","AO","C","IPN4","Italian","L2"
"6632",162,"expletive_test","89","4","filler","neg","adj","TO","C","INF4","Italian","L2"
"6633",162,"expletive_test","76","18","filler","pos","adj","TO","C","INF18","Italian","L2"
"6634",162,"expletive_test","76","5","test","neg","adj","NEU","C","IAN5","Italian","L2"
"6635",162,"expletive_test","89","4","test","pos","adj","AO","C","IAP4","Italian","L2"
"6636",162,"expletive_test","28","9","test","pos","pej","TO","C","IPP9","Italian","L2"
"6637",162,"expletive_test","29","3","filler","neg","adj","TO","C","INF3","Italian","L2"
"6638",162,"expletive_test","72","6","test","neg","pej","TO","C","IPN6","Italian","L2"
"6639",162,"expletive_test","80","4","test","pos","pej","AO","C","IPP4","Italian","L2"
"6640",162,"expletive_test","92","12","filler","neg","adj","AO","C","INF12","Italian","L2"
"6641",162,"expletive_test","89","7","test","neg","pej","AO","C","IPN7","Italian","L2"
"6642",162,"expletive_test","26","7","filler","neg","adj","AO","C","INF7","Italian","L2"
"6643",162,"expletive_test","85","2","test","neg","pej","NEU","C","IPN2","Italian","L2"
"6644",162,"expletive_test","72","1","test","pos","adj","AO","C","IAP1","Italian","L2"
"6645",162,"expletive_test","78","8","test","pos","pej","NEU","C","IPP8","Italian","L2"
"6646",162,"expletive_test","79","9","filler","neg","adj","AO","C","INF9","Italian","L2"
"6647",162,"expletive_test","61","19","filler","pos","adj","AO","C","INF19","Italian","L2"
"6648",162,"expletive_test","80","1","test","neg","pej","AO","C","IPN1","Italian","L2"
"6649",162,"expletive_test","91","1","test","pos","pej","AO","C","IPP1","Italian","L2"
"6650",162,"expletive_test","88","16","filler","pos","adj","TO","C","INF16","Italian","L2"
"6651",162,"expletive_test","85","15","filler","pos","adj","TO","C","INF15","Italian","L2"
"6652",162,"expletive_test","15","7","test","pos","adj","AO","C","IAP7","Italian","L2"
"6653",162,"expletive_test","17","9","test","neg","adj","TO","C","IAN9","Italian","L2"
"6654",162,"expletive_test","67","24","filler","pos","adj","AO","C","INF24","Italian","L2"
"6655",162,"expletive_test","70","22","filler","pos","adj","AO","C","INF22","Italian","L2"
"6656",162,"expletive_test","20","13","filler","pos","adj","TO","C","INF13","Italian","L2"
"6657",162,"expletive_test","88","1","filler","neg","adj","TO","C","ITN1","Italian","L2"
"6658",162,"expletive_test","88","5","test","pos","pej","NEU","C","IPP5","Italian","L2"
"6659",162,"expletive_test","18","2","filler","neg","adj","TO","C","INF2","Italian","L2"
"6660",162,"expletive_test","85","23","filler","pos","adj","AO","C","INF23","Italian","L2"
"6661",201,"expletive_test","30","14","filler","pos","adj","TO","C","INF14","Italian","L2"
"6662",201,"expletive_test","22","9","test","neg","adj","AO","C","IAN9","Italian","L2"
"6663",201,"expletive_test","3","7","test","neg","pej","NEU","C","IPN7","Italian","L2"
"6664",201,"expletive_test","55","2","filler","neg","adj","TO","C","INF2","Italian","L2"
"6665",201,"expletive_test","25","23","filler","pos","adj","AO","C","INF23","Italian","L2"
"6666",201,"expletive_test","82","6","test","pos","pej","AO","C","IPP6","Italian","L2"
"6667",201,"expletive_test","92","8","test","neg","adj","TO","C","IAN8","Italian","L2"
"6668",201,"expletive_test","63","7","test","pos","pej","NEU","C","IPP7","Italian","L2"
"6669",201,"expletive_test","77","9","filler","neg","adj","AO","C","INF9","Italian","L2"
"6670",201,"expletive_test","99","9","test","neg","pej","AO","C","IPN9","Italian","L2"
"6671",201,"expletive_test","74","17","filler","pos","adj","TO","C","INF17","Italian","L2"
"6672",201,"expletive_test","87","6","test","neg","adj","AO","C","IAN6","Italian","L2"
"6673",201,"expletive_test","95","6","test","neg","pej","AO","C","IPN6","Italian","L2"
"6674",201,"expletive_test","69","4","test","neg","pej","NEU","C","IPN4","Italian","L2"
"6675",201,"expletive_test","56","7","test","pos","adj","NEU","C","IAP7","Italian","L2"
"6676",201,"expletive_test","84","7","filler","neg","adj","AO","C","INF7","Italian","L2"
"6677",201,"expletive_test","76","5","filler","neg","adj","TO","C","INF5","Italian","L2"
"6678",201,"expletive_test","95","5","test","pos","pej","TO","C","IPP5","Italian","L2"
"6679",201,"expletive_test","99","9","test","pos","pej","AO","C","IPP9","Italian","L2"
