"","X","Participant","Label","SliderResponse","Number","TrialType","Valence","LexicalType","ContextCondition","Group","Name","StudyLanguage","Nativeness"
"1212",3880,111,"expletive_test",73,5,"test","neg","pej","NEU","A","IPN5","Italian","L2"
"1213",3884,111,"expletive_test",73,5,"test","pos","adj","NEU","A","IAP5","Italian","L2"
"1214",3885,111,"expletive_test",76,3,"test","pos","adj","TO","A","IAP3","Italian","L2"
"1215",3886,111,"expletive_test",65,2,"test","neg","pej","NEU","A","IPN2","Italian","L2"
"1216",3888,111,"expletive_test",80,6,"test","pos","adj","TO","A","IAP6","Italian","L2"
"1217",3889,111,"expletive_test",70,2,"test","pos","adj","NEU","A","IAP2","Italian","L2"
"1218",3890,111,"expletive_test",85,6,"test","pos","pej","TO","A","IPP6","Italian","L2"
"1219",3891,111,"expletive_test",67,3,"test","neg","pej","TO","A","IPN3","Italian","L2"
"1220",3893,111,"expletive_test",84,7,"test","neg","adj","AO","A","IAN7","Italian","L2"
"1221",3894,111,"expletive_test",16,2,"test","neg","adj","NEU","A","IAN2","Italian","L2"
"1222",3896,111,"expletive_test",78,3,"test","neg","adj","TO","A","IAN3","Italian","L2"
"1223",3897,111,"expletive_test",90,3,"test","pos","pej","TO","A","IPP3","Italian","L2"
"1224",3899,111,"expletive_test",79,6,"test","neg","adj","TO","A","IAN6","Italian","L2"
"1225",3901,97,"expletive_test",14,5,"test","neg","adj","TO","C","IAN5","Italian","L2"
"1226",3902,97,"expletive_test",0,8,"test","neg","pej","TO","C","IPN8","Italian","L2"
"1227",3903,97,"expletive_test",70,9,"test","pos","pej","AO","C","IPP9","Italian","L2"
"1228",3905,97,"expletive_test",89,5,"test","pos","adj","TO","C","IAP5","Italian","L2"
"1229",3908,97,"expletive_test",75,4,"test","pos","pej","NEU","C","IPP4","Italian","L2"
"1230",3909,97,"expletive_test",64,7,"test","pos","pej","NEU","C","IPP7","Italian","L2"
"1231",3911,97,"expletive_test",78,3,"test","pos","pej","AO","C","IPP3","Italian","L2"
"1232",3913,97,"expletive_test",76,2,"test","pos","pej","TO","C","IPP2","Italian","L2"
"1233",3914,97,"expletive_test",0,9,"test","neg","pej","AO","C","IPN9","Italian","L2"
"1234",3916,97,"expletive_test",81,6,"test","pos","pej","AO","C","IPP6","Italian","L2"
"1235",3917,97,"expletive_test",7,4,"test","neg","adj","NEU","C","IAN4","Italian","L2"
"1236",3922,97,"expletive_test",64,2,"test","pos","adj","TO","C","IAP2","Italian","L2"
"1237",3923,97,"expletive_test",0,4,"test","neg","pej","NEU","C","IPN4","Italian","L2"
"1238",3924,97,"expletive_test",37,8,"test","neg","adj","TO","C","IAN8","Italian","L2"
"1239",3925,97,"expletive_test",0,6,"test","neg","pej","AO","C","IPN6","Italian","L2"
"1240",3926,97,"expletive_test",0,5,"test","neg","pej","TO","C","IPN5","Italian","L2"
"1241",3927,97,"expletive_test",16,1,"test","neg","adj","NEU","C","IAN1","Italian","L2"
"1242",3930,97,"expletive_test",13,4,"test","pos","adj","NEU","C","IAP4","Italian","L2"
"1243",3932,97,"expletive_test",66,3,"test","pos","adj","AO","C","IAP3","Italian","L2"
"1244",3937,97,"expletive_test",0,2,"test","neg","pej","TO","C","IPN2","Italian","L2"
"1245",3938,97,"expletive_test",14,9,"test","neg","adj","AO","C","IAN9","Italian","L2"
"1246",3939,97,"expletive_test",24,7,"test","neg","adj","NEU","C","IAN7","Italian","L2"
"1247",3940,97,"expletive_test",71,6,"test","pos","adj","AO","C","IAP6","Italian","L2"
"1248",3941,97,"expletive_test",15,2,"test","neg","adj","TO","C","IAN2","Italian","L2"
"1249",3943,97,"expletive_test",99,1,"test","pos","adj","NEU","C","IAP1","Italian","L2"
"1250",3945,97,"expletive_test",77,5,"test","pos","pej","TO","C","IPP5","Italian","L2"
"1251",3946,97,"expletive_test",0,3,"test","neg","pej","AO","C","IPN3","Italian","L2"
"1252",3947,97,"expletive_test",19,6,"test","neg","adj","AO","C","IAN6","Italian","L2"
"1253",3949,97,"expletive_test",57,1,"test","pos","pej","NEU","C","IPP1","Italian","L2"
"1254",3951,97,"expletive_test",41,8,"test","pos","adj","TO","C","IAP8","Italian","L2"
"1255",3953,97,"expletive_test",43,3,"test","neg","adj","AO","C","IAN3","Italian","L2"
"1256",3954,97,"expletive_test",52,9,"test","pos","adj","AO","C","IAP9","Italian","L2"
"1257",3955,97,"expletive_test",0,1,"test","neg","pej","NEU","C","IPN1","Italian","L2"
"1258",3956,97,"expletive_test",57,7,"test","pos","adj","NEU","C","IAP7","Italian","L2"
"1259",3958,97,"expletive_test",72,8,"test","pos","pej","TO","C","IPP8","Italian","L2"
"1260",3960,97,"expletive_test",0,7,"test","neg","pej","NEU","C","IPN7","Italian","L2"
"1261",3961,101,"expletive_test",87,5,"test","pos","pej","TO","B","IPP5","Italian","L2"
"1262",3962,101,"expletive_test",82,9,"test","neg","adj","AO","B","IAN9","Italian","L2"
"1263",3963,101,"expletive_test",85,3,"test","pos","adj","AO","B","IAP3","Italian","L2"
"1264",3966,101,"expletive_test",93,3,"test","pos","pej","AO","B","IPP3","Italian","L2"
"1265",3969,101,"expletive_test",85,2,"test","neg","pej","TO","B","IPN2","Italian","L2"
"1266",3971,101,"expletive_test",88,3,"test","neg","adj","AO","B","IAN3","Italian","L2"
"1267",3975,101,"expletive_test",88,8,"test","pos","pej","TO","B","IPP8","Italian","L2"
"1268",3976,101,"expletive_test",4,1,"test","pos","adj","NEU","B","IAP1","Italian","L2"
"1269",3977,101,"expletive_test",92,1,"test","pos","pej","NEU","B","IPP1","Italian","L2"
"1270",3978,101,"expletive_test",91,6,"test","neg","pej","AO","B","IPN6","Italian","L2"
"1271",3979,101,"expletive_test",11,1,"test","neg","pej","NEU","B","IPN1","Italian","L2"
"1272",3980,101,"expletive_test",79,2,"test","neg","adj","TO","B","IAN2","Italian","L2"
"1273",3981,101,"expletive_test",91,9,"test","pos","adj","AO","B","IAP9","Italian","L2"
"1274",3983,101,"expletive_test",87,8,"test","neg","pej","TO","B","IPN8","Italian","L2"
"1275",3984,101,"expletive_test",95,6,"test","pos","pej","AO","B","IPP6","Italian","L2"
"1276",3985,101,"expletive_test",97,6,"test","neg","adj","AO","B","IAN6","Italian","L2"
"1277",3986,101,"expletive_test",97,5,"test","neg","adj","TO","B","IAN5","Italian","L2"
"1278",3988,101,"expletive_test",9,1,"test","neg","adj","NEU","B","IAN1","Italian","L2"
"1279",3990,101,"expletive_test",12,6,"test","pos","adj","AO","B","IAP6","Italian","L2"
"1280",3992,101,"expletive_test",7,9,"test","neg","pej","AO","B","IPN9","Italian","L2"
"1281",3995,101,"expletive_test",94,8,"test","neg","adj","TO","B","IAN8","Italian","L2"
"1282",3996,101,"expletive_test",4,5,"test","neg","pej","TO","B","IPN5","Italian","L2"
"1283",3998,101,"expletive_test",3,2,"test","pos","pej","TO","B","IPP2","Italian","L2"
"1284",3999,101,"expletive_test",10,5,"test","pos","adj","TO","B","IAP5","Italian","L2"
"1285",4001,101,"expletive_test",8,4,"test","neg","adj","NEU","B","IAN4","Italian","L2"
"1286",4002,101,"expletive_test",0,8,"test","pos","adj","TO","B","IAP8","Italian","L2"
"1287",4006,101,"expletive_test",5,4,"test","neg","pej","NEU","B","IPN4","Italian","L2"
"1288",4007,101,"expletive_test",2,2,"test","pos","adj","TO","B","IAP2","Italian","L2"
"1289",4008,101,"expletive_test",2,7,"test","pos","pej","NEU","B","IPP7","Italian","L2"
"1290",4010,101,"expletive_test",1,7,"test","neg","adj","NEU","B","IAN7","Italian","L2"
"1291",4012,101,"expletive_test",11,4,"test","pos","pej","NEU","B","IPP4","Italian","L2"
"1292",4013,101,"expletive_test",6,7,"test","neg","pej","NEU","B","IPN7","Italian","L2"
"1293",4014,101,"expletive_test",0,9,"test","pos","pej","AO","B","IPP9","Italian","L2"
"1294",4015,101,"expletive_test",88,3,"test","neg","pej","AO","B","IPN3","Italian","L2"
"1295",4018,101,"expletive_test",9,7,"test","pos","adj","NEU","B","IAP7","Italian","L2"
"1296",4019,101,"expletive_test",20,4,"test","pos","adj","NEU","B","IAP4","Italian","L2"
"1297",4081,59,"expletive_test",81,1,"test","pos","pej","NEU","A","IPP1","Italian","L2"
"1298",4083,59,"expletive_test",84,3,"test","neg","adj","AO","A","IAN3","Italian","L2"
"1299",4084,59,"expletive_test",88,9,"test","pos","pej","AO","A","IPP9","Italian","L2"
"1300",4087,59,"expletive_test",39,2,"test","pos","adj","TO","A","IAP2","Italian","L2"
"1301",4088,59,"expletive_test",89,5,"test","pos","pej","TO","A","IPP5","Italian","L2"
"1302",4090,59,"expletive_test",60,3,"test","pos","adj","AO","A","IAP3","Italian","L2"
"1303",4092,59,"expletive_test",68,7,"test","neg","pej","NEU","A","IPN7","Italian","L2"
"1304",4094,59,"expletive_test",41,1,"test","neg","pej","NEU","A","IPN1","Italian","L2"
"1305",4095,59,"expletive_test",86,2,"test","pos","pej","TO","A","IPP2","Italian","L2"
"1306",4096,59,"expletive_test",33,8,"test","pos","adj","TO","A","IAP8","Italian","L2"
"1307",4098,59,"expletive_test",78,8,"test","neg","adj","TO","A","IAN8","Italian","L2"
"1308",4099,59,"expletive_test",41,5,"test","neg","adj","TO","A","IAN5","Italian","L2"
"1309",4100,59,"expletive_test",84,8,"test","neg","pej","TO","A","IPN8","Italian","L2"
"1310",4102,59,"expletive_test",85,8,"test","pos","pej","TO","A","IPP8","Italian","L2"
"1311",4103,59,"expletive_test",70,9,"test","neg","adj","AO","A","IAN9","Italian","L2"
"1312",4106,59,"expletive_test",48,1,"test","neg","adj","NEU","A","IAN1","Italian","L2"
"1313",4107,59,"expletive_test",35,7,"test","neg","adj","NEU","A","IAN7","Italian","L2"
"1314",4108,59,"expletive_test",99,5,"test","neg","pej","TO","A","IPN5","Italian","L2"
"1315",4112,59,"expletive_test",51,4,"test","pos","adj","NEU","A","IAP4","Italian","L2"
"1316",4113,59,"expletive_test",72,4,"test","pos","pej","NEU","A","IPP4","Italian","L2"
"1317",4114,59,"expletive_test",64,7,"test","pos","adj","NEU","A","IAP7","Italian","L2"
"1318",4115,59,"expletive_test",83,5,"test","pos","adj","TO","A","IAP5","Italian","L2"
"1319",4120,59,"expletive_test",81,6,"test","pos","pej","AO","A","IPP6","Italian","L2"
"1320",4121,59,"expletive_test",88,2,"test","neg","pej","TO","A","IPN2","Italian","L2"
"1321",4122,59,"expletive_test",89,3,"test","neg","pej","AO","A","IPN3","Italian","L2"
"1322",4123,59,"expletive_test",57,6,"test","pos","adj","AO","A","IAP6","Italian","L2"
"1323",4125,59,"expletive_test",81,7,"test","pos","pej","NEU","A","IPP7","Italian","L2"
"1324",4126,59,"expletive_test",89,3,"test","pos","pej","AO","A","IPP3","Italian","L2"
"1325",4127,59,"expletive_test",77,6,"test","neg","adj","AO","A","IAN6","Italian","L2"
"1326",4128,59,"expletive_test",54,4,"test","neg","pej","NEU","A","IPN4","Italian","L2"
"1327",4130,59,"expletive_test",39,9,"test","pos","adj","AO","A","IAP9","Italian","L2"
"1328",4132,59,"expletive_test",87,6,"test","neg","pej","AO","A","IPN6","Italian","L2"
"1329",4136,59,"expletive_test",85,9,"test","neg","pej","AO","A","IPN9","Italian","L2"
"1330",4138,59,"expletive_test",67,1,"test","pos","adj","NEU","A","IAP1","Italian","L2"
"1331",4139,59,"expletive_test",43,4,"test","neg","adj","NEU","A","IAN4","Italian","L2"
"1332",4140,59,"expletive_test",73,2,"test","neg","adj","TO","A","IAN2","Italian","L2"
"1333",4142,132,"expletive_test",3,3,"test","neg","adj","AO","A","IAN3","Italian","L2"
"1334",4144,132,"expletive_test",0,9,"test","neg","pej","AO","A","IPN9","Italian","L2"
"1335",4146,132,"expletive_test",0,7,"test","neg","pej","NEU","A","IPN7","Italian","L2"
"1336",4147,132,"expletive_test",71,3,"test","pos","adj","AO","A","IAP3","Italian","L2"
"1337",4149,132,"expletive_test",0,1,"test","neg","adj","NEU","A","IAN1","Italian","L2"
"1338",4150,132,"expletive_test",0,3,"test","neg","pej","AO","A","IPN3","Italian","L2"
"1339",4151,132,"expletive_test",94,9,"test","pos","pej","AO","A","IPP9","Italian","L2"
"1340",4152,132,"expletive_test",96,7,"test","pos","pej","NEU","A","IPP7","Italian","L2"
"1341",4154,132,"expletive_test",97,3,"test","pos","pej","AO","A","IPP3","Italian","L2"
"1342",4156,132,"expletive_test",0,4,"test","neg","pej","NEU","A","IPN4","Italian","L2"
"1343",4157,132,"expletive_test",99,9,"test","pos","adj","AO","A","IAP9","Italian","L2"
"1344",4158,132,"expletive_test",14,8,"test","neg","pej","TO","A","IPN8","Italian","L2"
"1345",4159,132,"expletive_test",66,5,"test","neg","pej","TO","A","IPN5","Italian","L2"
"1346",4160,132,"expletive_test",4,9,"test","neg","adj","AO","A","IAN9","Italian","L2"
"1347",4161,132,"expletive_test",36,2,"test","neg","adj","TO","A","IAN2","Italian","L2"
"1348",4163,132,"expletive_test",0,4,"test","neg","adj","NEU","A","IAN4","Italian","L2"
"1349",4164,132,"expletive_test",94,6,"test","pos","adj","AO","A","IAP6","Italian","L2"
"1350",4165,132,"expletive_test",95,4,"test","pos","adj","NEU","A","IAP4","Italian","L2"
"1351",4166,132,"expletive_test",98,5,"test","pos","pej","TO","A","IPP5","Italian","L2"
"1352",4167,132,"expletive_test",99,5,"test","pos","adj","TO","A","IAP5","Italian","L2"
"1353",4168,132,"expletive_test",0,1,"test","neg","pej","NEU","A","IPN1","Italian","L2"
"1354",4170,132,"expletive_test",14,5,"test","neg","adj","TO","A","IAN5","Italian","L2"
"1355",4173,132,"expletive_test",99,2,"test","pos","adj","TO","A","IAP2","Italian","L2"
"1356",4174,132,"expletive_test",97,2,"test","neg","pej","TO","A","IPN2","Italian","L2"
"1357",4179,132,"expletive_test",99,4,"test","pos","pej","NEU","A","IPP4","Italian","L2"
"1358",4180,132,"expletive_test",0,7,"test","neg","adj","NEU","A","IAN7","Italian","L2"
"1359",4182,132,"expletive_test",99,8,"test","pos","pej","TO","A","IPP8","Italian","L2"
"1360",4184,132,"expletive_test",99,7,"test","pos","adj","NEU","A","IAP7","Italian","L2"
"1361",4185,132,"expletive_test",0,6,"test","neg","pej","AO","A","IPN6","Italian","L2"
"1362",4186,132,"expletive_test",99,2,"test","pos","pej","TO","A","IPP2","Italian","L2"
"1363",4191,132,"expletive_test",7,6,"test","neg","adj","AO","A","IAN6","Italian","L2"
"1364",4192,132,"expletive_test",99,8,"test","pos","adj","TO","A","IAP8","Italian","L2"
"1365",4194,132,"expletive_test",99,1,"test","pos","pej","NEU","A","IPP1","Italian","L2"
"1366",4196,132,"expletive_test",99,6,"test","pos","pej","AO","A","IPP6","Italian","L2"
"1367",4198,132,"expletive_test",99,1,"test","pos","adj","NEU","A","IAP1","Italian","L2"
"1368",4199,132,"expletive_test",0,8,"test","neg","adj","TO","A","IAN8","Italian","L2"
"1369",4202,124,"expletive_test",92,4,"test","pos","adj","NEU","B","IAP4","Italian","L2"
"1370",4203,124,"expletive_test",99,9,"test","pos","adj","AO","B","IAP9","Italian","L2"
"1371",4204,124,"expletive_test",82,9,"test","neg","adj","AO","B","IAN9","Italian","L2"
"1372",4205,124,"expletive_test",11,3,"test","neg","pej","AO","B","IPN3","Italian","L2"
"1373",4206,124,"expletive_test",99,7,"test","pos","adj","NEU","B","IAP7","Italian","L2"
"1374",4209,124,"expletive_test",82,8,"test","pos","adj","TO","B","IAP8","Italian","L2"
"1375",4211,124,"expletive_test",99,3,"test","pos","pej","AO","B","IPP3","Italian","L2"
"1376",4212,124,"expletive_test",92,1,"test","pos","pej","NEU","B","IPP1","Italian","L2"
"1377",4213,124,"expletive_test",74,4,"test","pos","pej","NEU","B","IPP4","Italian","L2"
"1378",4214,124,"expletive_test",98,2,"test","neg","adj","TO","B","IAN2","Italian","L2"
"1379",4215,124,"expletive_test",5,4,"test","neg","pej","NEU","B","IPN4","Italian","L2"
"1380",4219,124,"expletive_test",99,5,"test","pos","pej","TO","B","IPP5","Italian","L2"
"1381",4220,124,"expletive_test",16,4,"test","neg","adj","NEU","B","IAN4","Italian","L2"
"1382",4221,124,"expletive_test",93,3,"test","neg","adj","AO","B","IAN3","Italian","L2"
"1383",4223,124,"expletive_test",92,6,"test","neg","adj","AO","B","IAN6","Italian","L2"
"1384",4226,124,"expletive_test",30,9,"test","neg","pej","AO","B","IPN9","Italian","L2"
"1385",4227,124,"expletive_test",97,5,"test","pos","adj","TO","B","IAP5","Italian","L2"
"1386",4228,124,"expletive_test",79,1,"test","neg","adj","NEU","B","IAN1","Italian","L2"
"1387",4229,124,"expletive_test",99,2,"test","pos","adj","TO","B","IAP2","Italian","L2"
"1388",4230,124,"expletive_test",82,5,"test","neg","adj","TO","B","IAN5","Italian","L2"
"1389",4233,124,"expletive_test",76,8,"test","neg","pej","TO","B","IPN8","Italian","L2"
"1390",4234,124,"expletive_test",99,8,"test","pos","pej","TO","B","IPP8","Italian","L2"
"1391",4235,124,"expletive_test",99,3,"test","pos","adj","AO","B","IAP3","Italian","L2"
"1392",4237,124,"expletive_test",99,9,"test","pos","pej","AO","B","IPP9","Italian","L2"
"1393",4238,124,"expletive_test",88,7,"test","pos","pej","NEU","B","IPP7","Italian","L2"
"1394",4239,124,"expletive_test",96,8,"test","neg","adj","TO","B","IAN8","Italian","L2"
"1395",4241,124,"expletive_test",99,1,"test","pos","adj","NEU","B","IAP1","Italian","L2"
"1396",4243,124,"expletive_test",71,2,"test","neg","pej","TO","B","IPN2","Italian","L2"
"1397",4245,124,"expletive_test",99,6,"test","pos","pej","AO","B","IPP6","Italian","L2"
"1398",4248,124,"expletive_test",8,7,"test","neg","pej","NEU","B","IPN7","Italian","L2"
"1399",4252,124,"expletive_test",76,6,"test","neg","pej","AO","B","IPN6","Italian","L2"
"1400",4253,124,"expletive_test",99,6,"test","pos","adj","AO","B","IAP6","Italian","L2"
"1401",4257,124,"expletive_test",28,1,"test","neg","pej","NEU","B","IPN1","Italian","L2"
"1402",4258,124,"expletive_test",93,5,"test","neg","pej","TO","B","IPN5","Italian","L2"
"1403",4259,124,"expletive_test",98,2,"test","pos","pej","TO","B","IPP2","Italian","L2"
"1404",4260,124,"expletive_test",26,7,"test","neg","adj","NEU","B","IAN7","Italian","L2"
"1405",4502,80,"expletive_test",0,2,"test","neg","pej","AO","C","IPN2","Italian","L2"
"1406",4503,80,"expletive_test",99,7,"test","pos","pej","TO","C","IPP7","Italian","L2"
"1407",4504,80,"expletive_test",49,2,"test","pos","pej","AO","C","IPP2","Italian","L2"
"1408",4506,80,"expletive_test",22,5,"test","neg","adj","AO","C","IAN5","Italian","L2"
"1409",4508,80,"expletive_test",0,3,"test","neg","adj","NEU","C","IAN3","Italian","L2"
"1410",4510,80,"expletive_test",0,2,"test","neg","adj","AO","C","IAN2","Italian","L2"
"1411",4511,80,"expletive_test",24,9,"test","neg","pej","NEU","C","IPN9","Italian","L2"
"1412",4512,80,"expletive_test",99,3,"test","pos","pej","NEU","C","IPP3","Italian","L2"
"1413",4513,80,"expletive_test",54,4,"test","pos","adj","TO","C","IAP4","Italian","L2"
"1414",4516,80,"expletive_test",0,4,"test","neg","pej","TO","C","IPN4","Italian","L2"
"1415",4517,80,"expletive_test",30,9,"test","neg","adj","NEU","C","IAN9","Italian","L2"
"1416",4519,80,"expletive_test",38,6,"test","neg","pej","NEU","C","IPN6","Italian","L2"
"1417",4521,80,"expletive_test",22,4,"test","neg","adj","TO","C","IAN4","Italian","L2"
"1418",4523,80,"expletive_test",97,9,"test","pos","pej","NEU","C","IPP9","Italian","L2"
"1419",4529,80,"expletive_test",33,8,"test","pos","adj","AO","C","IAP8","Italian","L2"
"1420",4531,80,"expletive_test",36,1,"test","pos","adj","TO","C","IAP1","Italian","L2"
"1421",4532,80,"expletive_test",0,8,"test","neg","adj","AO","C","IAN8","Italian","L2"
"1422",4534,80,"expletive_test",84,6,"test","pos","pej","NEU","C","IPP6","Italian","L2"
"1423",4535,80,"expletive_test",99,5,"test","pos","adj","AO","C","IAP5","Italian","L2"
"1424",4536,80,"expletive_test",0,1,"test","neg","pej","TO","C","IPN1","Italian","L2"
"1425",4537,80,"expletive_test",0,8,"test","neg","pej","AO","C","IPN8","Italian","L2"
"1426",4538,80,"expletive_test",79,7,"test","pos","adj","TO","C","IAP7","Italian","L2"
"1427",4539,80,"expletive_test",0,7,"test","neg","pej","TO","C","IPN7","Italian","L2"
"1428",4540,80,"expletive_test",0,5,"test","neg","pej","AO","C","IPN5","Italian","L2"
"1429",4542,80,"expletive_test",0,3,"test","neg","pej","NEU","C","IPN3","Italian","L2"
"1430",4543,80,"expletive_test",70,1,"test","neg","adj","TO","C","IAN1","Italian","L2"
"1431",4544,80,"expletive_test",81,4,"test","pos","pej","TO","C","IPP4","Italian","L2"
"1432",4545,80,"expletive_test",26,6,"test","neg","adj","NEU","C","IAN6","Italian","L2"
"1433",4546,80,"expletive_test",91,5,"test","pos","pej","AO","C","IPP5","Italian","L2"
"1434",4548,80,"expletive_test",83,2,"test","pos","adj","AO","C","IAP2","Italian","L2"
"1435",4554,80,"expletive_test",73,7,"test","neg","adj","TO","C","IAN7","Italian","L2"
"1436",4555,80,"expletive_test",32,9,"test","pos","adj","NEU","C","IAP9","Italian","L2"
"1437",4557,80,"expletive_test",61,6,"test","pos","adj","NEU","C","IAP6","Italian","L2"
"1438",4558,80,"expletive_test",84,8,"test","pos","pej","AO","C","IPP8","Italian","L2"
"1439",4559,80,"expletive_test",86,3,"test","pos","adj","NEU","C","IAP3","Italian","L2"
"1440",4560,80,"expletive_test",85,1,"test","pos","pej","TO","C","IPP1","Italian","L2"
"1441",4562,197,"expletive_test",0,1,"test","neg","adj","TO","B","IAN1","Italian","L2"
"1442",4563,197,"expletive_test",99,4,"test","pos","pej","TO","B","IPP4","Italian","L2"
"1443",4564,197,"expletive_test",99,8,"test","pos","pej","AO","B","IPP8","Italian","L2"
"1444",4565,197,"expletive_test",0,8,"test","neg","adj","AO","B","IAN8","Italian","L2"
"1445",4566,197,"expletive_test",99,2,"test","pos","adj","AO","B","IAP2","Italian","L2"
"1446",4572,197,"expletive_test",99,2,"test","pos","pej","AO","B","IPP2","Italian","L2"
"1447",4573,197,"expletive_test",0,8,"test","neg","pej","AO","B","IPN8","Italian","L2"
"1448",4574,197,"expletive_test",99,6,"test","pos","pej","NEU","B","IPP6","Italian","L2"
"1449",4575,197,"expletive_test",0,3,"test","neg","pej","NEU","B","IPN3","Italian","L2"
"1450",4577,197,"expletive_test",0,9,"test","neg","adj","NEU","B","IAN9","Italian","L2"
"1451",4580,197,"expletive_test",99,1,"test","pos","pej","TO","B","IPP1","Italian","L2"
"1452",4582,197,"expletive_test",0,4,"test","neg","pej","TO","B","IPN4","Italian","L2"
"1453",4585,197,"expletive_test",0,4,"test","pos","adj","TO","B","IAP4","Italian","L2"
"1454",4586,197,"expletive_test",99,8,"test","pos","adj","AO","B","IAP8","Italian","L2"
"1455",4587,197,"expletive_test",0,9,"test","neg","pej","NEU","B","IPN9","Italian","L2"
"1456",4589,197,"expletive_test",99,1,"test","pos","adj","TO","B","IAP1","Italian","L2"
"1457",4590,197,"expletive_test",0,7,"test","neg","pej","TO","B","IPN7","Italian","L2"
"1458",4591,197,"expletive_test",99,3,"test","pos","adj","NEU","B","IAP3","Italian","L2"
"1459",4592,197,"expletive_test",0,5,"test","neg","pej","AO","B","IPN5","Italian","L2"
"1460",4594,197,"expletive_test",99,3,"test","pos","pej","NEU","B","IPP3","Italian","L2"
"1461",4595,197,"expletive_test",99,7,"test","pos","adj","TO","B","IAP7","Italian","L2"
"1462",4596,197,"expletive_test",99,7,"test","neg","adj","TO","B","IAN7","Italian","L2"
"1463",4597,197,"expletive_test",0,5,"test","neg","adj","AO","B","IAN5","Italian","L2"
"1464",4598,197,"expletive_test",0,3,"test","neg","adj","NEU","B","IAN3","Italian","L2"
"1465",4599,197,"expletive_test",0,2,"test","neg","adj","AO","B","IAN2","Italian","L2"
"1466",4600,197,"expletive_test",99,9,"test","pos","adj","NEU","B","IAP9","Italian","L2"
"1467",4601,197,"expletive_test",0,2,"test","neg","pej","AO","B","IPN2","Italian","L2"
"1468",4604,197,"expletive_test",99,5,"test","pos","pej","AO","B","IPP5","Italian","L2"
"1469",4608,197,"expletive_test",0,6,"test","neg","adj","NEU","B","IAN6","Italian","L2"
"1470",4610,197,"expletive_test",0,4,"test","neg","adj","TO","B","IAN4","Italian","L2"
"1471",4611,197,"expletive_test",0,6,"test","neg","pej","NEU","B","IPN6","Italian","L2"
"1472",4613,197,"expletive_test",99,5,"test","pos","adj","AO","B","IAP5","Italian","L2"
"1473",4616,197,"expletive_test",99,7,"test","pos","pej","TO","B","IPP7","Italian","L2"
"1474",4617,197,"expletive_test",99,9,"test","pos","pej","NEU","B","IPP9","Italian","L2"
"1475",4618,197,"expletive_test",0,1,"test","neg","pej","TO","B","IPN1","Italian","L2"
"1476",4620,197,"expletive_test",99,6,"test","pos","adj","NEU","B","IAP6","Italian","L2"
"1477",4621,203,"expletive_test",28,4,"test","pos","adj","TO","C","IAP4","Italian","L2"
"1478",4623,203,"expletive_test",78,6,"test","pos","pej","NEU","C","IPP6","Italian","L2"
"1479",4624,203,"expletive_test",76,9,"test","neg","adj","NEU","C","IAN9","Italian","L2"
"1480",4625,203,"expletive_test",27,6,"test","neg","pej","NEU","C","IPN6","Italian","L2"
"1481",4628,203,"expletive_test",90,8,"test","pos","adj","AO","C","IAP8","Italian","L2"
"1482",4630,203,"expletive_test",99,4,"test","neg","adj","TO","C","IAN4","Italian","L2"
"1483",4631,203,"expletive_test",72,5,"test","neg","pej","AO","C","IPN5","Italian","L2"
"1484",4634,203,"expletive_test",23,5,"test","pos","adj","AO","C","IAP5","Italian","L2"
"1485",4636,203,"expletive_test",61,1,"test","neg","pej","TO","C","IPN1","Italian","L2"
"1486",4637,203,"expletive_test",14,2,"test","pos","pej","AO","C","IPP2","Italian","L2"
"1487",4638,203,"expletive_test",82,3,"test","neg","pej","NEU","C","IPN3","Italian","L2"
"1488",4641,203,"expletive_test",39,2,"test","neg","adj","AO","C","IAN2","Italian","L2"
"1489",4642,203,"expletive_test",70,3,"test","pos","adj","NEU","C","IAP3","Italian","L2"
"1490",4643,203,"expletive_test",65,8,"test","neg","pej","AO","C","IPN8","Italian","L2"
"1491",4644,203,"expletive_test",0,1,"test","neg","adj","TO","C","IAN1","Italian","L2"
"1492",4646,203,"expletive_test",91,8,"test","pos","pej","AO","C","IPP8","Italian","L2"
"1493",4647,203,"expletive_test",44,5,"test","pos","pej","AO","C","IPP5","Italian","L2"
"1494",4649,203,"expletive_test",32,7,"test","pos","pej","TO","C","IPP7","Italian","L2"
"1495",4650,203,"expletive_test",85,9,"test","pos","pej","NEU","C","IPP9","Italian","L2"
"1496",4652,203,"expletive_test",88,7,"test","neg","adj","TO","C","IAN7","Italian","L2"
"1497",4654,203,"expletive_test",93,1,"test","pos","adj","TO","C","IAP1","Italian","L2"
"1498",4655,203,"expletive_test",76,6,"test","neg","adj","NEU","C","IAN6","Italian","L2"
"1499",4656,203,"expletive_test",33,3,"test","pos","pej","NEU","C","IPP3","Italian","L2"
"1500",4657,203,"expletive_test",34,4,"test","neg","pej","TO","C","IPN4","Italian","L2"
"1501",4660,203,"expletive_test",38,6,"test","pos","adj","NEU","C","IAP6","Italian","L2"
"1502",4661,203,"expletive_test",99,2,"test","neg","pej","AO","C","IPN2","Italian","L2"
"1503",4662,203,"expletive_test",38,7,"test","pos","adj","TO","C","IAP7","Italian","L2"
"1504",4663,203,"expletive_test",0,5,"test","neg","adj","AO","C","IAN5","Italian","L2"
"1505",4665,203,"expletive_test",83,1,"test","pos","pej","TO","C","IPP1","Italian","L2"
