"Participant","LQ_dominance_1","LQ_dominance_2","LQ_dominance_3","LQ_dominance_4","LQ_dominance_5","LQ_acquisition_1","LQ_acquisition_2","LQ_acquisition_3","LQ_acquisition_4","LQ_acquisition_5","LQ_exp_lang_1","LQ_exp_lang_2","LQ_exp_lang_3","LQ_exp_lang_4","LQ_exp_lang_5","LQ_pcibex_log_exp_pct_1","LQ_pcibex_log_exp_pct_2","LQ_pcibex_log_exp_pct_3","LQ_pcibex_log_exp_pct_4","LQ_pcibex_log_exp_pct_5","LQ_read_lang_1","LQ_read_lang_2","LQ_read_lang_3","LQ_read_lang_4","LQ_read_lang_5","LQ_pcibex_log_read_pct_1","LQ_pcibex_log_read_pct_2","LQ_pcibex_log_read_pct_3","LQ_pcibex_log_read_pct_4","LQ_pcibex_log_read_pct_5","LQ_speak_lang_1","LQ_speak_lang_2","LQ_speak_lang_3","LQ_speak_lang_4","LQ_speak_lang_5","LQ_pcibex_log_speak_pct_1","LQ_pcibex_log_speak_pct_2","LQ_pcibex_log_speak_pct_3","LQ_pcibex_log_speak_pct_4","LQ_pcibex_log_speak_pct_5","LQ_culture_1","LQ_pcibex_log_culture_rating_1","LQ_culture_2","LQ_pcibex_log_culture_rating_2","LQ_culture_3","LQ_pcibex_log_culture_rating_3","LQ_culture_4","LQ_pcibex_log_culture_rating_4","LQ_culture_5","LQ_pcibex_log_culture_rating_5","LQ_pcibex_log_formal_education_years","LQ_edu_other_text","LQ_current_residence_country","LQ_immigration_country_1","LQ_pcibex_log_immigration_time_1","LQ_immigration_country_2","LQ_pcibex_log_immigration_time_2","LQ_immigration_country_3","LQ_pcibex_log_immigration_time_3","LQ_pcibex_log_eng_age_began_acquiring","LQ_pcibex_log_eng_age_became_fluent","LQ_pcibex_log_eng_age_began_reading","LQ_pcibex_log_eng_age_became_fluent_reading","LQ_pcibex_log_eng_country_years","LQ_pcibex_log_eng_country_months","LQ_pcibex_log_eng_family_years","LQ_pcibex_log_eng_family_months","LQ_pcibex_log_eng_schoolwork_years","LQ_pcibex_log_eng_schoolwork_months","LQ_pcibex_log_eng_proficiency_speaking","LQ_pcibex_log_eng_proficiency_understanding","LQ_pcibex_log_eng_proficiency_reading","LQ_pcibex_log_eng_learning_friends","LQ_pcibex_log_eng_learning_self","LQ_pcibex_log_eng_learning_family","LQ_pcibex_log_eng_learning_tv","LQ_pcibex_log_eng_learning_reading","LQ_pcibex_log_eng_learning_radio","LQ_pcibex_log_eng_exposure_friends","LQ_pcibex_log_eng_exposure_radio_music","LQ_pcibex_log_eng_exposure_family","LQ_pcibex_log_eng_exposure_reading","LQ_pcibex_log_eng_exposure_tv","LQ_pcibex_log_eng_exposure_lab_self","LQ_pcibex_log_eng_foreign_accent","LQ_pcibex_log_eng_identified_non_native","LQ_pcibex_log_ita_age_began_acquiring","LQ_pcibex_log_ita_age_became_fluent","LQ_pcibex_log_ita_age_began_reading","LQ_pcibex_log_ita_age_became_fluent_reading","LQ_pcibex_log_ita_country_years","LQ_pcibex_log_ita_country_months","LQ_pcibex_log_ita_family_years","LQ_pcibex_log_ita_family_months","LQ_pcibex_log_ita_schoolwork_years","LQ_pcibex_log_ita_schoolwork_months","LQ_pcibex_log_ita_proficiency_speaking","LQ_pcibex_log_ita_proficiency_understanding","LQ_pcibex_log_ita_proficiency_reading","LQ_pcibex_log_ita_learning_friends","LQ_pcibex_log_ita_learning_self","LQ_pcibex_log_ita_learning_family","LQ_pcibex_log_ita_learning_tv","LQ_pcibex_log_ita_learning_reading","LQ_pcibex_log_ita_learning_radio","LQ_pcibex_log_ita_exposure_friends","LQ_pcibex_log_ita_exposure_radio_music","LQ_pcibex_log_ita_exposure_family","LQ_pcibex_log_ita_exposure_reading","LQ_pcibex_log_ita_exposure_tv","LQ_pcibex_log_ita_exposure_lab_self","LQ_pcibex_log_ita_foreign_accent","LQ_pcibex_log_ita_identified_non_native","LQ_disability_explanation","LQ_disability_options_vision","LQ_disability_options_hearing","LQ_disability_options_lang","LQ_disability_options_learn","LQ_disability_options","LQ_education_level"
173,"Italian","English","Spanish","","","Italian","English","Spanish","","","Italian","English","Spanish","","","50","40","10","","","English","Italian","Spanish","","","80","10","10","","","Italian","English","Spanish","","","10","80","10","","","UK-Italian","10","","","","","","","","","15","","UK","","","","","","","3","3","3","3","28","0","28","0","28","0","9","9","9","10","10","7","10","10","10","10","10","10","10","10","10","0","1","1","1","1","1","0","0","28","0","0","0","8","8","7","5","8","10","3","5","6","4","6","10","8","8","6","9","5","","unchecked","unchecked","unchecked","unchecked","checked","College"
40,"english","punjabi","french","spanish","italian","english","punjabi","french","spanish","italian","english","punjabi","french","spanish","italian","80","15","2","2","1","english","punjabi","french","spanish","italian","100","0","0","0","0","english","punjabi","french","spanish","italian","100","0","0","0","0","canadian","7","indian","3","","","","","","","15","","CANADA","","","","","","","3","5","5","5","25","11","25","11","20","11","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","2","2","25","25","25","25","0","2","0","2","0","2","2","2","2","10","1","1","1","1","0","10","0","1","1","1","1","10","10","","unchecked","unchecked","unchecked","unchecked","checked","Some Graduate School"
205,"english ","french ","korean ","italian","","english ","korean ","italian ","french","","english","french","korean","italian","","50","20","20","10","","english","french ","korean ","italian","","50","20","20","10","","english","french","korean","italian","","50","20","20","10","","korean","10","","","","","","","","","4","university 4 years Bachelor of Psychology","Canada","","","","","","","12","12","12","12","31","0","40","0","20","0","10","10","10","10","3","5","10","10","6","10","10","10","10","10","8","7","5","12","14","14","15","3","0","2","0","2","0","5","3","5","6","6","7","10","6","10","5","5","8","6","10","8","5","10","","unchecked","unchecked","unchecked","unchecked","checked","Other"
42,"english","tamil","french","italian ","","tamil","english","french","italian","","english","tamil","french","italian","","50","40","9","1","","english","tamil","french","italian","","50","50","0","0","","english","tamil","french","italian","","50","50","0","0","","Canadian","10","Tamil","10","Canadian-sri lankan","8","","","","","13","","canada","india","10","","","","","3","7","3","7","28","0","28","0","28","0","10","10","10","7","8","8","10","8","8","10","9","8","8","10","8","1","0","23","27","23","27","28","0","0","6","1","10","4","3","1","8","3","1","7","2","3","3","3","1","3","4","3","7","10","","unchecked","unchecked","unchecked","unchecked","checked","High School"
63,"English","Italian","French","Spanish","","English","Italian","French","Spanish","","English","Italian","Spanish","French","","70","20","5","5","","English","Italian","","","","95","5","","","","English","Italian","","","","90","10","","","","English","7","Italian","5","","","","","","","12","","Canada","","","","","","","1","2","2","2","42","1","42","1","42","1","8","9","9","9","7","7","5","7","8","9","8","9","9","9","9","4","7","2","9","5","9","3","1","4","1","1","1","6","9","9","6","7","6","7","6","8","8","5","6","6","7","7","8","8","","unchecked","unchecked","unchecked","unchecked","checked","Masters"
106,"Tamil","English","Spanish","Portuguese","Italian","Tamil","English","Spanish","Portuguese","Italian","Tamil","English","Spanish","Portuguese","Italian","10","80","5","2","3","Tamil","English","Spanish","Portugues","Italian","30","70","0","0","0","Tamil","English","Spanish","Portugues","Italian","10","80","5","2","3","Tamil","9","British","7","","","","","","","12","","United Kingdom","","","","","","","5","16","7","10","31","0","56","1","31","0","9","9","10","10","10","9","10","10","10","10","10","9","10","10","10","3","2","24","43","48","48","0","0","0","0","0","0","2","2","2","2","2","0","0","2","0","2","0","0","2","0","2","9","9","","unchecked","unchecked","unchecked","unchecked","checked","High School"
60,"English","Italian","French","Yoruba","","Yoruba","English","Italian","French","","Yoruba","English","Italian","French","","20","45","25","10","","English","Italian","Yoruba","French","","60","30","10","0","","English","Italian","Yoruba","French","","60","25","15","0","","Black","10","","","","","","","","","15","","Canada","United Kingdom","4","Italy","3","","","1","10","3","6","30","0","30","0","30","0","10","10","10","7","2","4","6","10","7","7","9","4","10","6","9","5","6","27","28","27","28","3","0","3","0","3","0","4","3","3","8","6","0","3","3","2","5","0","0","3","0","2","10","10","","unchecked","unchecked","unchecked","unchecked","checked","Masters"
21,"English","Italian","","","","English","Italian","","","","English","Italian","0","0","0","95","5","0","0","0","English","Italian","","","","90","10","","","","English","Italian","","","","50","50","","","","British","9","Italian","8","","","","","","","14","","United Kingdom","","","","","","","1","2","4","8","61","0","66","2","14","0","10","10","10","9","0","10","10","10","7","3","2","10","10","10","0","0","0","1","2","14","16","5","7","66","8","3","0","8","9","8","4","0","10","10","10","6","0","0","5","2","5","0","4","4","","unchecked","unchecked","unchecked","unchecked","checked","High School"
122,"English","Yoruba","Italian","","","Yoruba","English","Italian","","","Yoruba","English","Italian","","","38","60","2","","","Yoruba","English","Italian","","","7","92","1","","","Yoruba","English","Italian","","","50","40","10","","","Yoruba","10","","","","","","","","","18","","Australia","","","","","","","1","3","3","6","32","3","32","3","32","3","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","6","0","28","0","28","0","0","0","0","0","0","0","3","4","1","0","0","0","1","0","0","0","0","0","0","1","2","10","10","I have Astigmatism","checked","unchecked","unchecked","unchecked","checked","College"
165,"English","Italian","","","","English","","","","","English","English","English","English","English","100","0","0","0","0","English","English","English","English","English","100","0","0","0","0","English","English","English","English","English","100","0","0","0","0","Chinese","5","UK","6","US","2","Jewish","0","England","5","8","","UK","UK","8","England ","7","","","1","12","14","18","11","2","2","1","5","5","7","10","10","9","6","5","7","8","5","7","9","8","7","6","10","10","9","2","3","4","2","5","2","2","1","4","5","9","7","6","5","6","5","5","7","7","4","7","6","9","9","6","8","7","","unchecked","unchecked","unchecked","unchecked","checked","Masters"
64,"English","Urdu","","","","Urdu","English","Punjabi","","","Urdu","English","Punjabi","Other","Other","50","25","25","0","0","Urdu","Urdu","Other","Other","Other","50","50","0","0","0","Urdu","English","Other ","Other ","Other","50","50","0","0","0","Muslim","10","Pakistani","10","Asian","10","","","","","18","","United Kingdom ","","","","","","","20","20","16","22","4","0","4","0","10","0","10","10","10","8","8","7","7","9","9","7","7","8","5","9","10","5","5","26","26","26","26","0","0","0","0","0","0","0","3","10","1","1","1","1","1","1","0","0","1","1","1","1","2","1","","unchecked","unchecked","unchecked","unchecked","checked","Masters"
43,"English","Italian","French","","","Italian","English","French","","","English","Italian","French","","","90","9","1","","","English","Italian","French","","","95","5","0","","","English","Italian","French","","","50","50","0","","","Canadian","10","Italian","8","","","","","","","18","","Canada","","","","","","","2","5","5","15","35","0","32","0","28","0","10","10","10","6","0","3","4","10","0","10","10","10","10","10","0","1","1","2","10","10","18","0","0","35","0","0","0","6","9","8","0","0","10","3","2","0","0","0","10","3","2","0","9","9","","unchecked","unchecked","unchecked","unchecked","checked","Masters"
138,"ENGLISH ","ITALIA ","FRENCH","TWI","TWI","TWI","ENGLISH","PIDGIN","HAUSA","DAGOMBA","ENGLISH","TWI","FRENCH","PIDGIN","ITALIA ","30","30","10","20","10","ENGLISH","TWI","FRENCH","PIDGIN","ITALIA ","30","30","10","20","10","ENGLISH","TWI","FRENCH","PIDGIN","ITALIA ","30","30","10","10","20","AFRICAN","7","AMERICAN","4","BRITISH ","4","CHINESE","2","JAPANESE ","1","15","","UK","AMERICA ","6","GHANA ","2","ITALY ","3","4","10","13","18","22","7","11","5","14","11","8","8","7","4","6","5","5","5","6","3","6","5","4","4","5","6","6","17","18","19","20","3","8","1","4","2","3","3","4","4","2","4","2","2","3","2","2","3","4","3","4","4","3","3","","unchecked","unchecked","unchecked","unchecked","checked","College"
14,"English","German","","","","English","German","","","","English","German","","","","90","10","","","","English","German","","","","95","5","","","","English","German","","","","95","5","","","","Nigerian","10","British","9","","","","","","","18","","United Kingdom","","","","","","","0","5","5","5","27","5","27","3","27","2","10","10","10","10","4","10","9","10","8","10","9","10","10","9","1","8","2","20","25","25","25","0","0","0","0","0","0","6","5","6","3","2","0","4","5","4","2","0","3","4","4","4","2","0","","unchecked","unchecked","unchecked","unchecked","checked","Masters"
199,"English","Tiv","","","","Tiv","English","","","","English","Tiv","","","","95","5","","","","English","","","","","100","","","","","English","Tiv","","","","90","10","","","","Canadian","10","Nigerian","10","","","","","","","16","","Canada","Nigeria","42","Canada","1","","","1","1","5","8","43","10","43","10","40","0","9","9","10","9","9","9","9","9","9","10","10","10","10","10","10","5","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","10","","unchecked","unchecked","unchecked","unchecked","checked","College"
88,"English ","Yoruba","French ","","","Yoruba ","English ","French ","","","40","40","29","0","0","50","35","15","0","0","69","25","15","","","30","60","10","","","69","30","10","","","30","50","20","","","Yoruba","1","Canadian ","4","Hausa","5","British ","2","","","20","","Canada ","","","","","","","1","5","5","8","10","9","25","9","25","5","2","1","2","1","2","2","1","1","1","1","1","3","2","3","3","6","10","31","31","31","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","","unchecked","unchecked","unchecked","unchecked","checked","Some Graduate School"
70,"IGBO","English","Spanish","Portuguese","","English","Igbo","Spanish","Portuguese","","English","IGBO","Spanish","Portuguese","","50","30","10","10","","english","igbo","","","","80","20","","","","English","igbo","spanish","Portugues","","50","30","10","10","","igbo","10","","","","","","","","","6","","Canada","Canada","2","spain","1","","","14","14","14","16","14","4","14","4","6","4","8","8","7","8","7","5","10","9","6","7","6","5","9","10","8","7","7","19","19","19","19","1","1","1","1","1","1","5","3","5","3","4","2","9","6","2","4","3","2","7","10","3","5","5","","unchecked","unchecked","unchecked","unchecked","checked","College"
208,"ENGLISH","FILIPINO","MANDARIN","ITALIAN","FRENCH","ENGLISH","FILIPINO","MANDARIN","FRENCH","ITALIAN","ENGLISH","FILIPINO","MANDARIN","FRENCH","ITALIAN","30","30","20","10","10","ENGLISH","FILIPINO","MANDARIN","FRENCH ","ITALIAN","50","20","10","10","10","ENGLISH","FILIPINO","MANDARIN","FRENCH","ITALIAN","60","10","10","10","10","CANADIAN","10","CHINESE","6","FILIPINO","5","","","","","7","","CANADA","CANADA","31","","","","","1","3","5","15","1995","04","1994","1","2001","1","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","10","20","15","18","2003","05","2005","05","2006","05","4","6","5","4","6","5","5","5","4","6","5","5","8","7","8","7","8","","unchecked","unchecked","unchecked","unchecked","checked","Masters"
191,"English ","Urdu ","French ","Italian"," ","English ","Urdu","French","Italian","","English ","Urdu","French","Italian","","60","20","15","5","","English","French","Italian","Urdu","","70","10","10","10","","English","Urdu","French","Italian","","60","20","14","6","","Pakistani-Canadian","10","Pakistani","10","","","","","","","19","","Canada","","","","","","","0","3","4","6","22","0","22","0","22","0","10","10","10","10","3","6","10","10","2","10","10","6","10","10","3","0","0","15","19","17","19","0","0","0","0","3","0","7","6","7","3","10","0","10","8","2","0","7","0","9","10","10","8","8","","unchecked","unchecked","unchecked","unchecked","checked","College"
104,"English ","French ","Italian ","","","English ","French ","Italian ","","","English ","Frenchb","Italian ","","","90","5","5","","","English ","French ","Italian ","","","95","5","0","","","English ","French ","Italian ","","","100","0","0","","","Canadian ","10","Italian ","9","","","","","","","15","","Canada ","","","","","","","1","4","7","8","37","8","37","8","37","8","10","10","10","10","10","10","10","10","10","8","8","9","9","9","9","1","0","15","18","25","25","0","0","0","0","0","0","3","6","5","2","6","0","4","6","7","1","8","0","4","4","4","10","4","","unchecked","unchecked","unchecked","unchecked","checked","Masters"
111,"Italian","English","","","","Italian","English","","","","Italian","English","","","","40","60","","","","Italian","English","","","","50","50","","","","Italian","English","","","","50","50","","","","Italian","10","","","","","","","","","16","","Canada","Canada","13","","","","","6","12","6","12","15","2","20","2","14","4","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","0","0","3","10","10","10","20","4","20","2","10","2","9","8","10","9","8","10","5","8","6","10","8","10","10","9","9","8","9","","unchecked","unchecked","unchecked","unchecked","checked","Ph.D./M.D./J.D."
