"","X","Participant","Label","SliderResponse","Number","TrialType","Valence","LexicalType","ContextCondition","Group","Name","StudyLanguage","Nativeness"
"3866",5126,155,"expletive_test",41,3,"test","pos","adj","AO","B","IAP3","Italian","L1"
"3867",5127,155,"expletive_test",79,12,"filler","neg","adj","AO","B","INF12","Italian","L1"
"3868",5128,155,"expletive_test",28,3,"test","pos","pej","AO","B","IPP3","Italian","L1"
"3869",5129,155,"expletive_test",89,20,"filler","pos","adj","AO","B","INF20","Italian","L1"
"3870",5130,155,"expletive_test",22,2,"test","neg","adj","TO","B","IAN2","Italian","L1"
"3871",5131,155,"expletive_test",75,4,"filler","neg","adj","TO","B","INF4","Italian","L1"
"3872",5132,155,"expletive_test",24,3,"test","neg","adj","AO","B","IAN3","Italian","L1"
"3873",5133,155,"expletive_test",36,17,"filler","pos","adj","TO","B","INF17","Italian","L1"
"3874",5134,155,"expletive_test",72,1,"test","pos","pej","NEU","B","IPP1","Italian","L1"
"3875",5135,155,"expletive_test",76,7,"test","neg","adj","NEU","B","IAN7","Italian","L1"
"3876",5136,155,"expletive_test",83,1,"filler","neg","adj","TO","B","ITN1","Italian","L1"
"3877",5137,155,"expletive_test",44,9,"filler","neg","adj","AO","B","INF9","Italian","L1"
"3878",5138,155,"expletive_test",75,11,"filler","neg","adj","AO","B","INF11","Italian","L1"
"3879",5139,155,"expletive_test",30,2,"test","pos","pej","TO","B","IPP2","Italian","L1"
"3880",5140,155,"expletive_test",74,6,"filler","neg","adj","TO","B","INF6","Italian","L1"
"3881",5141,155,"expletive_test",28,7,"filler","neg","adj","AO","B","INF7","Italian","L1"
"3882",5142,155,"expletive_test",30,9,"test","pos","pej","AO","B","IPP9","Italian","L1"
"3883",5143,155,"expletive_test",73,1,"test","neg","pej","NEU","B","IPN1","Italian","L1"
"3884",5144,155,"expletive_test",52,9,"test","pos","adj","AO","B","IAP9","Italian","L1"
"3885",5145,155,"expletive_test",30,2,"filler","neg","adj","TO","B","INF2","Italian","L1"
"3886",5146,155,"expletive_test",14,2,"test","pos","adj","TO","B","IAP2","Italian","L1"
"3887",5147,155,"expletive_test",70,22,"filler","pos","adj","AO","B","INF22","Italian","L1"
"3888",5148,155,"expletive_test",69,7,"test","neg","pej","NEU","B","IPN7","Italian","L1"
"3889",5149,155,"expletive_test",69,4,"test","neg","pej","NEU","B","IPN4","Italian","L1"
"3890",5150,155,"expletive_test",29,6,"test","neg","adj","AO","B","IAN6","Italian","L1"
"3891",5151,155,"expletive_test",70,5,"test","pos","adj","TO","B","IAP5","Italian","L1"
"3892",5152,155,"expletive_test",75,13,"filler","pos","adj","TO","B","INF13","Italian","L1"
"3893",5153,155,"expletive_test",74,8,"test","neg","pej","TO","B","IPN8","Italian","L1"
"3894",5154,155,"expletive_test",34,6,"test","pos","pej","AO","B","IPP6","Italian","L1"
"3895",5155,155,"expletive_test",70,9,"test","neg","adj","AO","B","IAN9","Italian","L1"
"3896",5156,155,"expletive_test",70,3,"test","neg","pej","AO","B","IPN3","Italian","L1"
"3897",5157,155,"expletive_test",73,18,"filler","pos","adj","TO","B","INF18","Italian","L1"
"3898",5158,155,"expletive_test",29,2,"test","neg","pej","TO","B","IPN2","Italian","L1"
"3899",5159,155,"expletive_test",15,8,"test","neg","adj","TO","B","IAN8","Italian","L1"
"3900",5160,155,"expletive_test",67,8,"filler","neg","adj","AO","B","INF8","Italian","L1"
"3901",5161,24,"expletive_test",58,9,"filler","neg","adj","AO","C","INF9","Italian","L1"
"3902",5162,24,"expletive_test",99,5,"test","pos","adj","AO","C","IAP5","Italian","L1"
"3903",5163,24,"expletive_test",99,5,"test","pos","pej","AO","C","IPP5","Italian","L1"
"3904",5164,24,"expletive_test",31,6,"filler","neg","adj","TO","C","INF6","Italian","L1"
"3905",5165,24,"expletive_test",99,7,"test","pos","adj","TO","C","IAP7","Italian","L1"
"3906",5166,24,"expletive_test",66,9,"test","neg","adj","NEU","C","IAN9","Italian","L1"
"3907",5167,24,"expletive_test",92,3,"test","pos","pej","NEU","C","IPP3","Italian","L1"
"3908",5168,24,"expletive_test",99,1,"test","pos","adj","TO","C","IAP1","Italian","L1"
"3909",5169,24,"expletive_test",99,4,"test","pos","adj","TO","C","IAP4","Italian","L1"
"3910",5170,24,"expletive_test",8,11,"filler","neg","adj","AO","C","INF11","Italian","L1"
"3911",5171,24,"expletive_test",32,23,"filler","pos","adj","AO","C","INF23","Italian","L1"
"3912",5172,24,"expletive_test",82,4,"filler","neg","adj","TO","C","INF4","Italian","L1"
"3913",5173,24,"expletive_test",66,8,"test","pos","adj","AO","C","IAP8","Italian","L1"
"3914",5174,24,"expletive_test",87,10,"filler","neg","adj","AO","C","INF10","Italian","L1"
"3915",5175,24,"expletive_test",80,7,"test","neg","pej","TO","C","IPN7","Italian","L1"
"3916",5176,24,"expletive_test",80,6,"test","pos","adj","NEU","C","IAP6","Italian","L1"
"3917",5177,24,"expletive_test",99,4,"test","pos","pej","TO","C","IPP4","Italian","L1"
"3918",5178,24,"expletive_test",99,20,"filler","pos","adj","AO","C","INF20","Italian","L1"
"3919",5179,24,"expletive_test",16,7,"filler","neg","adj","AO","C","INF7","Italian","L1"
"3920",5180,24,"expletive_test",99,14,"filler","pos","adj","TO","C","INF14","Italian","L1"
"3921",5181,24,"expletive_test",0,6,"test","neg","adj","NEU","C","IAN6","Italian","L1"
"3922",5182,24,"expletive_test",71,3,"test","pos","adj","NEU","C","IAP3","Italian","L1"
"3923",5183,24,"expletive_test",72,12,"filler","neg","adj","AO","C","INF12","Italian","L1"
"3924",5184,24,"expletive_test",99,2,"test","pos","adj","AO","C","IAP2","Italian","L1"
"3925",5185,24,"expletive_test",34,3,"filler","neg","adj","TO","C","INF3","Italian","L1"
"3926",5186,24,"expletive_test",67,8,"test","neg","adj","AO","C","IAN8","Italian","L1"
"3927",5187,24,"expletive_test",96,6,"test","pos","pej","NEU","C","IPP6","Italian","L1"
"3928",5188,24,"expletive_test",67,17,"filler","pos","adj","TO","C","INF17","Italian","L1"
"3929",5189,24,"expletive_test",0,24,"filler","pos","adj","AO","C","INF24","Italian","L1"
"3930",5190,24,"expletive_test",15,6,"test","neg","pej","NEU","C","IPN6","Italian","L1"
"3931",5191,24,"expletive_test",76,2,"filler","neg","adj","TO","C","INF2","Italian","L1"
"3932",5192,24,"expletive_test",99,1,"test","neg","adj","TO","C","IAN1","Italian","L1"
"3933",5193,24,"expletive_test",13,9,"test","neg","pej","NEU","C","IPN9","Italian","L1"
"3934",5194,24,"expletive_test",93,19,"filler","pos","adj","AO","C","INF19","Italian","L1"
"3935",5195,24,"expletive_test",63,9,"test","pos","adj","NEU","C","IAP9","Italian","L1"
"3936",5196,24,"expletive_test",0,4,"test","neg","pej","TO","C","IPN4","Italian","L1"
"3937",5197,24,"expletive_test",98,13,"filler","pos","adj","TO","C","INF13","Italian","L1"
"3938",5198,24,"expletive_test",8,8,"test","neg","pej","AO","C","IPN8","Italian","L1"
"3939",5199,24,"expletive_test",98,2,"test","pos","pej","AO","C","IPP2","Italian","L1"
"3940",5200,24,"expletive_test",93,18,"filler","pos","adj","TO","C","INF18","Italian","L1"
"3941",5201,24,"expletive_test",37,5,"filler","neg","adj","TO","C","INF5","Italian","L1"
"3942",5202,24,"expletive_test",99,15,"filler","pos","adj","TO","C","INF15","Italian","L1"
"3943",5203,24,"expletive_test",68,7,"test","neg","adj","TO","C","IAN7","Italian","L1"
"3944",5204,24,"expletive_test",74,1,"filler","neg","adj","TO","C","ITN1","Italian","L1"
"3945",5205,24,"expletive_test",76,4,"test","neg","adj","TO","C","IAN4","Italian","L1"
"3946",5206,24,"expletive_test",36,8,"filler","neg","adj","AO","C","INF8","Italian","L1"
"3947",5207,24,"expletive_test",63,22,"filler","pos","adj","AO","C","INF22","Italian","L1"
"3948",5208,24,"expletive_test",65,1,"test","neg","pej","TO","C","IPN1","Italian","L1"
"3949",5209,24,"expletive_test",29,5,"test","neg","adj","AO","C","IAN5","Italian","L1"
"3950",5210,24,"expletive_test",34,2,"test","neg","adj","AO","C","IAN2","Italian","L1"
"3951",5211,24,"expletive_test",98,9,"test","pos","pej","NEU","C","IPP9","Italian","L1"
"3952",5212,24,"expletive_test",99,7,"test","pos","pej","TO","C","IPP7","Italian","L1"
"3953",5213,24,"expletive_test",95,21,"filler","pos","adj","AO","C","INF21","Italian","L1"
"3954",5214,24,"expletive_test",6,3,"test","neg","pej","NEU","C","IPN3","Italian","L1"
"3955",5215,24,"expletive_test",99,16,"filler","pos","adj","TO","C","INF16","Italian","L1"
"3956",5216,24,"expletive_test",99,1,"test","pos","pej","TO","C","IPP1","Italian","L1"
"3957",5217,24,"expletive_test",27,5,"test","neg","pej","AO","C","IPN5","Italian","L1"
"3958",5218,24,"expletive_test",0,2,"test","neg","pej","AO","C","IPN2","Italian","L1"
"3959",5219,24,"expletive_test",4,3,"test","neg","adj","NEU","C","IAN3","Italian","L1"
"3960",5220,24,"expletive_test",99,8,"test","pos","pej","AO","C","IPP8","Italian","L1"
"3961",5221,91,"expletive_test",3,6,"filler","neg","adj","TO","A","INF6","Italian","L1"
"3962",5222,91,"expletive_test",73,9,"test","pos","adj","AO","A","IAP9","Italian","L1"
"3963",5223,91,"expletive_test",87,9,"test","pos","pej","AO","A","IPP9","Italian","L1"
"3964",5224,91,"expletive_test",11,5,"test","neg","pej","TO","A","IPN5","Italian","L1"
"3965",5225,91,"expletive_test",33,9,"test","neg","adj","AO","A","IAN9","Italian","L1"
"3966",5226,91,"expletive_test",10,7,"test","pos","adj","NEU","A","IAP7","Italian","L1"
"3967",5227,91,"expletive_test",34,12,"filler","neg","adj","AO","A","INF12","Italian","L1"
"3968",5228,91,"expletive_test",22,6,"test","neg","adj","AO","A","IAN6","Italian","L1"
"3969",5229,91,"expletive_test",2,9,"test","neg","pej","AO","A","IPN9","Italian","L1"
"3970",5230,91,"expletive_test",98,19,"filler","pos","adj","AO","A","INF19","Italian","L1"
"3971",5231,91,"expletive_test",11,5,"test","neg","adj","TO","A","IAN5","Italian","L1"
"3972",5232,91,"expletive_test",99,1,"test","pos","adj","NEU","A","IAP1","Italian","L1"
"3973",5233,91,"expletive_test",19,6,"test","pos","pej","AO","A","IPP6","Italian","L1"
"3974",5234,91,"expletive_test",7,6,"test","neg","pej","AO","A","IPN6","Italian","L1"
"3975",5235,91,"expletive_test",96,7,"test","neg","adj","NEU","A","IAN7","Italian","L1"
"3976",5236,91,"expletive_test",27,2,"test","neg","adj","TO","A","IAN2","Italian","L1"
"3977",5237,91,"expletive_test",80,23,"filler","pos","adj","AO","A","INF23","Italian","L1"
"3978",5238,91,"expletive_test",99,21,"filler","pos","adj","AO","A","INF21","Italian","L1"
"3979",5239,91,"expletive_test",7,8,"test","neg","pej","TO","A","IPN8","Italian","L1"
"3980",5240,91,"expletive_test",24,7,"filler","neg","adj","AO","A","INF7","Italian","L1"
"3981",5241,91,"expletive_test",95,5,"test","pos","adj","TO","A","IAP5","Italian","L1"
"3982",5242,91,"expletive_test",29,11,"filler","neg","adj","AO","A","INF11","Italian","L1"
"3983",5243,91,"expletive_test",73,8,"test","pos","adj","TO","A","IAP8","Italian","L1"
"3984",5244,91,"expletive_test",24,4,"test","pos","pej","NEU","A","IPP4","Italian","L1"
"3985",5245,91,"expletive_test",89,24,"filler","pos","adj","AO","A","INF24","Italian","L1"
"3986",5246,91,"expletive_test",19,3,"filler","neg","adj","TO","A","INF3","Italian","L1"
"3987",5247,91,"expletive_test",0,1,"test","neg","adj","NEU","A","IAN1","Italian","L1"
"3988",5248,91,"expletive_test",89,6,"test","pos","adj","AO","A","IAP6","Italian","L1"
"3989",5249,91,"expletive_test",21,4,"filler","neg","adj","TO","A","INF4","Italian","L1"
"3990",5250,91,"expletive_test",21,4,"test","pos","adj","NEU","A","IAP4","Italian","L1"
"3991",5251,91,"expletive_test",93,3,"test","pos","adj","AO","A","IAP3","Italian","L1"
"3992",5252,91,"expletive_test",16,3,"test","neg","pej","AO","A","IPN3","Italian","L1"
"3993",5253,91,"expletive_test",81,2,"test","pos","adj","TO","A","IAP2","Italian","L1"
"3994",5254,91,"expletive_test",95,3,"test","pos","pej","AO","A","IPP3","Italian","L1"
"3995",5255,91,"expletive_test",5,22,"filler","pos","adj","AO","A","INF22","Italian","L1"
"3996",5256,91,"expletive_test",94,18,"filler","pos","adj","TO","A","INF18","Italian","L1"
"3997",5257,91,"expletive_test",95,13,"filler","pos","adj","TO","A","INF13","Italian","L1"
"3998",5258,91,"expletive_test",97,15,"filler","pos","adj","TO","A","INF15","Italian","L1"
"3999",5259,91,"expletive_test",86,10,"filler","neg","adj","AO","A","INF10","Italian","L1"
"4000",5260,91,"expletive_test",62,4,"test","neg","adj","NEU","A","IAN4","Italian","L1"
"4001",5261,91,"expletive_test",6,1,"test","neg","pej","NEU","A","IPN1","Italian","L1"
"4002",5262,91,"expletive_test",67,5,"filler","neg","adj","TO","A","INF5","Italian","L1"
"4003",5263,91,"expletive_test",78,1,"test","pos","pej","NEU","A","IPP1","Italian","L1"
"4004",5264,91,"expletive_test",69,8,"filler","neg","adj","AO","A","INF8","Italian","L1"
"4005",5265,91,"expletive_test",22,4,"test","neg","pej","NEU","A","IPN4","Italian","L1"
"4006",5266,91,"expletive_test",74,7,"test","pos","pej","NEU","A","IPP7","Italian","L1"
"4007",5267,91,"expletive_test",13,8,"test","neg","adj","TO","A","IAN8","Italian","L1"
"4008",5268,91,"expletive_test",99,20,"filler","pos","adj","AO","A","INF20","Italian","L1"
"4009",5269,91,"expletive_test",87,2,"test","neg","pej","TO","A","IPN2","Italian","L1"
"4010",5270,91,"expletive_test",99,17,"filler","pos","adj","TO","A","INF17","Italian","L1"
"4011",5271,91,"expletive_test",83,2,"filler","neg","adj","TO","A","INF2","Italian","L1"
"4012",5272,91,"expletive_test",87,2,"test","pos","pej","TO","A","IPP2","Italian","L1"
"4013",5273,91,"expletive_test",94,5,"test","pos","pej","TO","A","IPP5","Italian","L1"
"4014",5274,91,"expletive_test",98,16,"filler","pos","adj","TO","A","INF16","Italian","L1"
"4015",5275,91,"expletive_test",73,3,"test","neg","adj","AO","A","IAN3","Italian","L1"
"4016",5276,91,"expletive_test",83,7,"test","neg","pej","NEU","A","IPN7","Italian","L1"
"4017",5277,91,"expletive_test",96,8,"test","pos","pej","TO","A","IPP8","Italian","L1"
"4018",5278,91,"expletive_test",95,14,"filler","pos","adj","TO","A","INF14","Italian","L1"
"4019",5279,91,"expletive_test",2,9,"filler","neg","adj","AO","A","INF9","Italian","L1"
"4020",5280,91,"expletive_test",78,1,"filler","neg","adj","TO","A","ITN1","Italian","L1"
"4021",5281,59,"expletive_test",69,14,"filler","pos","adj","TO","B","INF14","Italian","L1"
"4022",5282,59,"expletive_test",86,20,"filler","pos","adj","AO","B","INF20","Italian","L1"
"4023",5283,59,"expletive_test",65,11,"filler","neg","adj","AO","B","INF11","Italian","L1"
"4024",5284,59,"expletive_test",61,8,"test","pos","adj","TO","B","IAP8","Italian","L1"
"4025",5285,59,"expletive_test",49,7,"test","pos","adj","NEU","B","IAP7","Italian","L1"
"4026",5286,59,"expletive_test",32,9,"test","pos","adj","AO","B","IAP9","Italian","L1"
"4027",5287,59,"expletive_test",84,8,"test","neg","adj","TO","B","IAN8","Italian","L1"
"4028",5288,59,"expletive_test",79,13,"filler","pos","adj","TO","B","INF13","Italian","L1"
"4029",5289,59,"expletive_test",82,15,"filler","pos","adj","TO","B","INF15","Italian","L1"
"4030",5290,59,"expletive_test",41,5,"filler","neg","adj","TO","B","INF5","Italian","L1"
"4031",5291,59,"expletive_test",97,5,"test","pos","pej","TO","B","IPP5","Italian","L1"
"4032",5292,59,"expletive_test",92,3,"test","neg","pej","AO","B","IPN3","Italian","L1"
"4033",5293,59,"expletive_test",81,6,"test","pos","adj","AO","B","IAP6","Italian","L1"
"4034",5294,59,"expletive_test",72,18,"filler","pos","adj","TO","B","INF18","Italian","L1"
"4035",5295,59,"expletive_test",80,9,"test","neg","adj","AO","B","IAN9","Italian","L1"
"4036",5296,59,"expletive_test",78,9,"filler","neg","adj","AO","B","INF9","Italian","L1"
"4037",5297,59,"expletive_test",64,2,"test","pos","adj","TO","B","IAP2","Italian","L1"
"4038",5298,59,"expletive_test",38,7,"test","neg","pej","NEU","B","IPN7","Italian","L1"
"4039",5299,59,"expletive_test",36,4,"test","pos","adj","NEU","B","IAP4","Italian","L1"
"4040",5300,59,"expletive_test",39,4,"filler","neg","adj","TO","B","INF4","Italian","L1"
"4041",5301,59,"expletive_test",58,2,"filler","neg","adj","TO","B","INF2","Italian","L1"
"4042",5302,59,"expletive_test",78,19,"filler","pos","adj","AO","B","INF19","Italian","L1"
"4043",5303,59,"expletive_test",84,3,"test","neg","adj","AO","B","IAN3","Italian","L1"
"4044",5304,59,"expletive_test",40,4,"test","neg","adj","NEU","B","IAN4","Italian","L1"
"4045",5305,59,"expletive_test",33,1,"test","neg","pej","NEU","B","IPN1","Italian","L1"
"4046",5306,59,"expletive_test",74,8,"filler","neg","adj","AO","B","INF8","Italian","L1"
"4047",5307,59,"expletive_test",79,6,"test","neg","pej","AO","B","IPN6","Italian","L1"
"4048",5308,59,"expletive_test",9,22,"filler","pos","adj","AO","B","INF22","Italian","L1"
"4049",5309,59,"expletive_test",77,17,"filler","pos","adj","TO","B","INF17","Italian","L1"
"4050",5310,59,"expletive_test",20,4,"test","neg","pej","NEU","B","IPN4","Italian","L1"
"4051",5311,59,"expletive_test",42,12,"filler","neg","adj","AO","B","INF12","Italian","L1"
"4052",5312,59,"expletive_test",23,4,"test","pos","pej","NEU","B","IPP4","Italian","L1"
"4053",5313,59,"expletive_test",78,6,"test","neg","adj","AO","B","IAN6","Italian","L1"
"4054",5314,59,"expletive_test",63,1,"test","pos","pej","NEU","B","IPP1","Italian","L1"
"4055",5315,59,"expletive_test",82,7,"test","pos","pej","NEU","B","IPP7","Italian","L1"
"4056",5316,59,"expletive_test",87,9,"test","neg","pej","AO","B","IPN9","Italian","L1"
"4057",5317,59,"expletive_test",20,23,"filler","pos","adj","AO","B","INF23","Italian","L1"
"4058",5318,59,"expletive_test",30,24,"filler","pos","adj","AO","B","INF24","Italian","L1"
"4059",5319,59,"expletive_test",92,3,"test","pos","pej","AO","B","IPP3","Italian","L1"
"4060",5320,59,"expletive_test",74,1,"filler","neg","adj","TO","B","ITN1","Italian","L1"
"4061",5321,59,"expletive_test",72,3,"filler","neg","adj","TO","B","INF3","Italian","L1"
"4062",5322,59,"expletive_test",44,16,"filler","pos","adj","TO","B","INF16","Italian","L1"
"4063",5323,59,"expletive_test",97,8,"test","pos","pej","TO","B","IPP8","Italian","L1"
"4064",5324,59,"expletive_test",85,9,"test","pos","pej","AO","B","IPP9","Italian","L1"
"4065",5325,59,"expletive_test",74,3,"test","pos","adj","AO","B","IAP3","Italian","L1"
"4066",5326,59,"expletive_test",83,5,"test","pos","adj","TO","B","IAP5","Italian","L1"
"4067",5327,59,"expletive_test",90,21,"filler","pos","adj","AO","B","INF21","Italian","L1"
"4068",5328,59,"expletive_test",89,6,"test","pos","pej","AO","B","IPP6","Italian","L1"
"4069",5329,59,"expletive_test",84,5,"test","neg","pej","TO","B","IPN5","Italian","L1"
"4070",5330,59,"expletive_test",80,8,"test","neg","pej","TO","B","IPN8","Italian","L1"
"4071",5331,59,"expletive_test",64,6,"filler","neg","adj","TO","B","INF6","Italian","L1"
"4072",5332,59,"expletive_test",71,7,"filler","neg","adj","AO","B","INF7","Italian","L1"
"4073",5333,59,"expletive_test",37,7,"test","neg","adj","NEU","B","IAN7","Italian","L1"
"4074",5334,59,"expletive_test",82,5,"test","neg","adj","TO","B","IAN5","Italian","L1"
"4075",5335,59,"expletive_test",98,2,"test","pos","pej","TO","B","IPP2","Italian","L1"
"4076",5336,59,"expletive_test",9,10,"filler","neg","adj","AO","B","INF10","Italian","L1"
"4077",5337,59,"expletive_test",86,2,"test","neg","adj","TO","B","IAN2","Italian","L1"
"4078",5338,59,"expletive_test",94,2,"test","neg","pej","TO","B","IPN2","Italian","L1"
"4079",5339,59,"expletive_test",71,1,"test","pos","adj","NEU","B","IAP1","Italian","L1"
"4080",5340,59,"expletive_test",40,1,"test","neg","adj","NEU","B","IAN1","Italian","L1"
"4081",5341,151,"expletive_test",99,1,"filler","neg","adj","TO","B","ITN1","Italian","L1"
"4082",5342,151,"expletive_test",0,12,"filler","neg","adj","AO","B","INF12","Italian","L1"
"4083",5343,151,"expletive_test",0,2,"test","pos","adj","AO","B","IAP2","Italian","L1"
"4084",5344,151,"expletive_test",99,9,"test","pos","pej","NEU","B","IPP9","Italian","L1"
"4085",5345,151,"expletive_test",99,3,"test","pos","pej","NEU","B","IPP3","Italian","L1"
"4086",5346,151,"expletive_test",92,19,"filler","pos","adj","AO","B","INF19","Italian","L1"
"4087",5347,151,"expletive_test",0,7,"test","pos","adj","TO","B","IAP7","Italian","L1"
"4088",5348,151,"expletive_test",32,6,"test","neg","adj","NEU","B","IAN6","Italian","L1"
"4089",5349,151,"expletive_test",74,9,"test","pos","adj","NEU","B","IAP9","Italian","L1"
"4090",5350,151,"expletive_test",49,8,"test","pos","pej","AO","B","IPP8","Italian","L1"
"4091",5351,151,"expletive_test",29,5,"test","pos","adj","AO","B","IAP5","Italian","L1"
"4092",5352,151,"expletive_test",99,4,"test","pos","pej","TO","B","IPP4","Italian","L1"
"4093",5353,151,"expletive_test",0,21,"filler","pos","adj","AO","B","INF21","Italian","L1"
"4094",5354,151,"expletive_test",99,11,"filler","neg","adj","AO","B","INF11","Italian","L1"
"4095",5355,151,"expletive_test",99,3,"test","pos","adj","NEU","B","IAP3","Italian","L1"
"4096",5356,151,"expletive_test",0,2,"test","pos","pej","AO","B","IPP2","Italian","L1"
"4097",5357,151,"expletive_test",99,1,"test","pos","adj","TO","B","IAP1","Italian","L1"
"4098",5358,151,"expletive_test",20,14,"filler","pos","adj","TO","B","INF14","Italian","L1"
"4099",5359,151,"expletive_test",99,20,"filler","pos","adj","AO","B","INF20","Italian","L1"
"4100",5360,151,"expletive_test",90,9,"test","neg","pej","NEU","B","IPN9","Italian","L1"
"4101",5361,151,"expletive_test",64,7,"test","neg","adj","TO","B","IAN7","Italian","L1"
"4102",5362,151,"expletive_test",99,13,"filler","pos","adj","TO","B","INF13","Italian","L1"
"4103",5363,151,"expletive_test",28,7,"test","pos","pej","TO","B","IPP7","Italian","L1"
"4104",5364,151,"expletive_test",27,5,"test","neg","pej","AO","B","IPN5","Italian","L1"
"4105",5365,151,"expletive_test",32,3,"test","neg","adj","NEU","B","IAN3","Italian","L1"
"4106",5366,151,"expletive_test",81,3,"filler","neg","adj","TO","B","INF3","Italian","L1"
"4107",5367,151,"expletive_test",77,3,"test","neg","pej","NEU","B","IPN3","Italian","L1"
"4108",5368,151,"expletive_test",0,17,"filler","pos","adj","TO","B","INF17","Italian","L1"
"4109",5369,151,"expletive_test",99,8,"filler","neg","adj","AO","B","INF8","Italian","L1"
"4110",5370,151,"expletive_test",99,5,"test","neg","adj","AO","B","IAN5","Italian","L1"
"4111",5371,151,"expletive_test",0,6,"test","pos","adj","NEU","B","IAP6","Italian","L1"
"4112",5372,151,"expletive_test",6,9,"test","neg","adj","NEU","B","IAN9","Italian","L1"
"4113",5373,151,"expletive_test",71,23,"filler","pos","adj","AO","B","INF23","Italian","L1"
"4114",5374,151,"expletive_test",0,10,"filler","neg","adj","AO","B","INF10","Italian","L1"
"4115",5375,151,"expletive_test",99,24,"filler","pos","adj","AO","B","INF24","Italian","L1"
"4116",5376,151,"expletive_test",81,6,"filler","neg","adj","TO","B","INF6","Italian","L1"
"4117",5377,151,"expletive_test",70,4,"test","pos","adj","TO","B","IAP4","Italian","L1"
"4118",5378,151,"expletive_test",0,5,"filler","neg","adj","TO","B","INF5","Italian","L1"
"4119",5379,151,"expletive_test",99,1,"test","neg","adj","TO","B","IAN1","Italian","L1"
"4120",5380,151,"expletive_test",9,16,"filler","pos","adj","TO","B","INF16","Italian","L1"
"4121",5381,151,"expletive_test",99,4,"test","neg","pej","TO","B","IPN4","Italian","L1"
"4122",5382,151,"expletive_test",0,6,"test","pos","pej","NEU","B","IPP6","Italian","L1"
"4123",5383,151,"expletive_test",99,6,"test","neg","pej","NEU","B","IPN6","Italian","L1"
"4124",5384,151,"expletive_test",0,18,"filler","pos","adj","TO","B","INF18","Italian","L1"
"4125",5385,151,"expletive_test",99,2,"test","neg","pej","AO","B","IPN2","Italian","L1"
"4126",5386,151,"expletive_test",79,4,"filler","neg","adj","TO","B","INF4","Italian","L1"
"4127",5387,151,"expletive_test",15,8,"test","neg","pej","AO","B","IPN8","Italian","L1"
"4128",5388,151,"expletive_test",99,1,"test","neg","pej","TO","B","IPN1","Italian","L1"
"4129",5389,151,"expletive_test",11,2,"test","neg","adj","AO","B","IAN2","Italian","L1"
"4130",5390,151,"expletive_test",97,8,"test","neg","adj","AO","B","IAN8","Italian","L1"
"4131",5391,151,"expletive_test",87,9,"filler","neg","adj","AO","B","INF9","Italian","L1"
"4132",5392,151,"expletive_test",10,22,"filler","pos","adj","AO","B","INF22","Italian","L1"
"4133",5393,151,"expletive_test",97,2,"filler","neg","adj","TO","B","INF2","Italian","L1"
"4134",5394,151,"expletive_test",9,15,"filler","pos","adj","TO","B","INF15","Italian","L1"
"4135",5395,151,"expletive_test",99,1,"test","pos","pej","TO","B","IPP1","Italian","L1"
"4136",5396,151,"expletive_test",17,8,"test","pos","adj","AO","B","IAP8","Italian","L1"
"4137",5397,151,"expletive_test",99,7,"test","neg","pej","TO","B","IPN7","Italian","L1"
"4138",5398,151,"expletive_test",9,5,"test","pos","pej","AO","B","IPP5","Italian","L1"
"4139",5399,151,"expletive_test",99,7,"filler","neg","adj","AO","B","INF7","Italian","L1"
"4140",5400,151,"expletive_test",6,4,"test","neg","adj","TO","B","IAN4","Italian","L1"
"4141",5401,32,"expletive_test",72,8,"filler","neg","adj","AO","C","INF8","Italian","L1"
"4142",5402,32,"expletive_test",99,18,"filler","pos","adj","TO","C","INF18","Italian","L1"
"4143",5403,32,"expletive_test",89,1,"test","pos","pej","AO","C","IPP1","Italian","L1"
"4144",5404,32,"expletive_test",73,17,"filler","pos","adj","TO","C","INF17","Italian","L1"
"4145",5405,32,"expletive_test",0,22,"filler","pos","adj","AO","C","INF22","Italian","L1"
"4146",5406,32,"expletive_test",99,6,"test","neg","pej","TO","C","IPN6","Italian","L1"
"4147",5407,32,"expletive_test",99,4,"test","neg","pej","AO","C","IPN4","Italian","L1"
"4148",5408,32,"expletive_test",99,9,"test","pos","pej","TO","C","IPP9","Italian","L1"
"4149",5409,32,"expletive_test",99,1,"test","neg","adj","AO","C","IAN1","Italian","L1"
"4150",5410,32,"expletive_test",87,21,"filler","pos","adj","AO","C","INF21","Italian","L1"
"4151",5411,32,"expletive_test",82,9,"filler","neg","adj","AO","C","INF9","Italian","L1"
"4152",5412,32,"expletive_test",54,2,"test","pos","pej","NEU","C","IPP2","Italian","L1"
"4153",5413,32,"expletive_test",71,13,"filler","pos","adj","TO","C","INF13","Italian","L1"
"4154",5414,32,"expletive_test",5,5,"test","neg","pej","NEU","C","IPN5","Italian","L1"
"4155",5415,32,"expletive_test",77,4,"test","neg","adj","AO","C","IAN4","Italian","L1"
"4156",5416,32,"expletive_test",58,7,"test","pos","adj","AO","C","IAP7","Italian","L1"
"4157",5417,32,"expletive_test",87,3,"test","pos","pej","TO","C","IPP3","Italian","L1"
"4158",5418,32,"expletive_test",84,4,"test","pos","pej","AO","C","IPP4","Italian","L1"
"4159",5419,32,"expletive_test",95,3,"test","neg","adj","TO","C","IAN3","Italian","L1"
"4160",5420,32,"expletive_test",85,10,"filler","neg","adj","AO","C","INF10","Italian","L1"
