"","X","Participant","Label","SliderResponse","Number","TrialType","Valence","LexicalType","ContextCondition","Group","Name","StudyLanguage","Nativeness"
"2018",2738,40,"expletive_test",83,7,"test","pos","pej","NEU","B","IPP7","Italian","L1"
"2019",2739,40,"expletive_test",81,2,"filler","neg","adj","TO","B","INF2","Italian","L1"
"2020",2740,40,"expletive_test",80,13,"filler","pos","adj","TO","B","INF13","Italian","L1"
"2021",2741,40,"expletive_test",19,2,"test","pos","adj","TO","B","IAP2","Italian","L1"
"2022",2742,40,"expletive_test",31,5,"test","pos","adj","TO","B","IAP5","Italian","L1"
"2023",2743,40,"expletive_test",63,18,"filler","pos","adj","TO","B","INF18","Italian","L1"
"2024",2744,40,"expletive_test",31,9,"test","neg","adj","AO","B","IAN9","Italian","L1"
"2025",2745,40,"expletive_test",0,5,"filler","neg","adj","TO","B","INF5","Italian","L1"
"2026",2746,40,"expletive_test",25,2,"test","neg","pej","TO","B","IPN2","Italian","L1"
"2027",2747,40,"expletive_test",81,5,"test","neg","adj","TO","B","IAN5","Italian","L1"
"2028",2748,40,"expletive_test",76,15,"filler","pos","adj","TO","B","INF15","Italian","L1"
"2029",2749,40,"expletive_test",85,19,"filler","pos","adj","AO","B","INF19","Italian","L1"
"2030",2750,40,"expletive_test",18,9,"test","pos","adj","AO","B","IAP9","Italian","L1"
"2031",2751,40,"expletive_test",58,3,"test","neg","pej","AO","B","IPN3","Italian","L1"
"2032",2752,40,"expletive_test",80,10,"filler","neg","adj","AO","B","INF10","Italian","L1"
"2033",2753,40,"expletive_test",27,1,"filler","neg","adj","TO","B","ITN1","Italian","L1"
"2034",2754,40,"expletive_test",3,17,"filler","pos","adj","TO","B","INF17","Italian","L1"
"2035",2755,40,"expletive_test",3,7,"test","neg","adj","NEU","B","IAN7","Italian","L1"
"2036",2756,40,"expletive_test",15,4,"test","neg","adj","NEU","B","IAN4","Italian","L1"
"2037",2757,40,"expletive_test",13,7,"test","neg","pej","NEU","B","IPN7","Italian","L1"
"2038",2758,40,"expletive_test",80,7,"test","pos","adj","NEU","B","IAP7","Italian","L1"
"2039",2759,40,"expletive_test",91,3,"test","neg","adj","AO","B","IAN3","Italian","L1"
"2040",2760,40,"expletive_test",85,3,"filler","neg","adj","TO","B","INF3","Italian","L1"
"2041",2761,205,"expletive_test",99,18,"filler","pos","adj","TO","A","INF18","Italian","L1"
"2042",2762,205,"expletive_test",99,13,"filler","pos","adj","TO","A","INF13","Italian","L1"
"2043",2763,205,"expletive_test",99,5,"test","pos","adj","AO","A","IAP5","Italian","L1"
"2044",2764,205,"expletive_test",99,3,"test","pos","adj","NEU","A","IAP3","Italian","L1"
"2045",2765,205,"expletive_test",49,17,"filler","pos","adj","TO","A","INF17","Italian","L1"
"2046",2766,205,"expletive_test",66,9,"test","pos","pej","NEU","A","IPP9","Italian","L1"
"2047",2767,205,"expletive_test",72,1,"filler","neg","adj","TO","A","ITN1","Italian","L1"
"2048",2768,205,"expletive_test",38,7,"test","neg","adj","TO","A","IAN7","Italian","L1"
"2049",2769,205,"expletive_test",61,4,"test","pos","pej","TO","A","IPP4","Italian","L1"
"2050",2770,205,"expletive_test",70,6,"test","pos","adj","NEU","A","IAP6","Italian","L1"
"2051",2771,205,"expletive_test",69,16,"filler","pos","adj","TO","A","INF16","Italian","L1"
"2052",2772,205,"expletive_test",69,5,"test","pos","pej","AO","A","IPP5","Italian","L1"
"2053",2773,205,"expletive_test",68,15,"filler","pos","adj","TO","A","INF15","Italian","L1"
"2054",2774,205,"expletive_test",76,9,"test","neg","adj","NEU","A","IAN9","Italian","L1"
"2055",2775,205,"expletive_test",69,8,"test","pos","adj","AO","A","IAP8","Italian","L1"
"2056",2776,205,"expletive_test",0,6,"test","neg","pej","NEU","A","IPN6","Italian","L1"
"2057",2777,205,"expletive_test",71,19,"filler","pos","adj","AO","A","INF19","Italian","L1"
"2058",2778,205,"expletive_test",70,11,"filler","neg","adj","AO","A","INF11","Italian","L1"
"2059",2779,205,"expletive_test",78,2,"test","pos","pej","AO","A","IPP2","Italian","L1"
"2060",2780,205,"expletive_test",71,5,"test","neg","pej","AO","A","IPN5","Italian","L1"
"2061",2781,205,"expletive_test",84,10,"filler","neg","adj","AO","A","INF10","Italian","L1"
"2062",2782,205,"expletive_test",73,3,"filler","neg","adj","TO","A","INF3","Italian","L1"
"2063",2783,205,"expletive_test",79,7,"test","pos","pej","TO","A","IPP7","Italian","L1"
"2064",2784,205,"expletive_test",75,1,"test","pos","adj","TO","A","IAP1","Italian","L1"
"2065",2785,205,"expletive_test",23,1,"test","neg","pej","TO","A","IPN1","Italian","L1"
"2066",2786,205,"expletive_test",29,8,"filler","neg","adj","AO","A","INF8","Italian","L1"
"2067",2787,205,"expletive_test",37,2,"test","neg","adj","AO","A","IAN2","Italian","L1"
"2068",2788,205,"expletive_test",29,6,"test","neg","adj","NEU","A","IAN6","Italian","L1"
"2069",2789,205,"expletive_test",30,12,"filler","neg","adj","AO","A","INF12","Italian","L1"
"2070",2790,205,"expletive_test",31,7,"filler","neg","adj","AO","A","INF7","Italian","L1"
"2071",2791,205,"expletive_test",30,4,"test","neg","adj","TO","A","IAN4","Italian","L1"
"2072",2792,205,"expletive_test",30,2,"test","neg","pej","AO","A","IPN2","Italian","L1"
"2073",2793,205,"expletive_test",21,4,"test","neg","pej","TO","A","IPN4","Italian","L1"
"2074",2794,205,"expletive_test",31,5,"filler","neg","adj","TO","A","INF5","Italian","L1"
"2075",2795,205,"expletive_test",30,9,"filler","neg","adj","AO","A","INF9","Italian","L1"
"2076",2796,205,"expletive_test",21,6,"filler","neg","adj","TO","A","INF6","Italian","L1"
"2077",2797,205,"expletive_test",19,20,"filler","pos","adj","AO","A","INF20","Italian","L1"
"2078",2798,205,"expletive_test",14,1,"test","neg","adj","TO","A","IAN1","Italian","L1"
"2079",2799,205,"expletive_test",63,23,"filler","pos","adj","AO","A","INF23","Italian","L1"
"2080",2800,205,"expletive_test",78,4,"filler","neg","adj","TO","A","INF4","Italian","L1"
"2081",2801,205,"expletive_test",67,24,"filler","pos","adj","AO","A","INF24","Italian","L1"
"2082",2802,205,"expletive_test",80,4,"test","pos","adj","TO","A","IAP4","Italian","L1"
"2083",2803,205,"expletive_test",17,9,"test","neg","pej","NEU","A","IPN9","Italian","L1"
"2084",2804,205,"expletive_test",77,8,"test","pos","pej","AO","A","IPP8","Italian","L1"
"2085",2805,205,"expletive_test",22,3,"test","neg","adj","NEU","A","IAN3","Italian","L1"
"2086",2806,205,"expletive_test",81,6,"test","pos","pej","NEU","A","IPP6","Italian","L1"
"2087",2807,205,"expletive_test",73,8,"test","neg","adj","AO","A","IAN8","Italian","L1"
"2088",2808,205,"expletive_test",80,14,"filler","pos","adj","TO","A","INF14","Italian","L1"
"2089",2809,205,"expletive_test",79,7,"test","neg","pej","TO","A","IPN7","Italian","L1"
"2090",2810,205,"expletive_test",67,21,"filler","pos","adj","AO","A","INF21","Italian","L1"
"2091",2811,205,"expletive_test",25,8,"test","neg","pej","AO","A","IPN8","Italian","L1"
"2092",2812,205,"expletive_test",67,1,"test","pos","pej","TO","A","IPP1","Italian","L1"
"2093",2813,205,"expletive_test",75,22,"filler","pos","adj","AO","A","INF22","Italian","L1"
"2094",2814,205,"expletive_test",79,9,"test","pos","adj","NEU","A","IAP9","Italian","L1"
"2095",2815,205,"expletive_test",21,3,"test","neg","pej","NEU","A","IPN3","Italian","L1"
"2096",2816,205,"expletive_test",84,7,"test","pos","adj","TO","A","IAP7","Italian","L1"
"2097",2817,205,"expletive_test",28,5,"test","neg","adj","AO","A","IAN5","Italian","L1"
"2098",2818,205,"expletive_test",24,2,"filler","neg","adj","TO","A","INF2","Italian","L1"
"2099",2819,205,"expletive_test",71,3,"test","pos","pej","NEU","A","IPP3","Italian","L1"
"2100",2820,205,"expletive_test",70,2,"test","pos","adj","AO","A","IAP2","Italian","L1"
"2101",2821,42,"expletive_test",70,22,"filler","pos","adj","AO","B","INF22","Italian","L1"
"2102",2822,42,"expletive_test",83,5,"test","neg","pej","NEU","B","IPN5","Italian","L1"
"2103",2823,42,"expletive_test",13,8,"test","neg","pej","NEU","B","IPN8","Italian","L1"
"2104",2824,42,"expletive_test",71,3,"test","neg","adj","TO","B","IAN3","Italian","L1"
"2105",2825,42,"expletive_test",19,8,"test","pos","pej","NEU","B","IPP8","Italian","L1"
"2106",2826,42,"expletive_test",90,7,"test","pos","pej","AO","B","IPP7","Italian","L1"
"2107",2827,42,"expletive_test",81,15,"filler","pos","adj","TO","B","INF15","Italian","L1"
"2108",2828,42,"expletive_test",24,4,"test","pos","adj","AO","B","IAP4","Italian","L1"
"2109",2829,42,"expletive_test",87,6,"test","pos","adj","TO","B","IAP6","Italian","L1"
"2110",2830,42,"expletive_test",22,9,"test","pos","pej","TO","B","IPP9","Italian","L1"
"2111",2831,42,"expletive_test",83,2,"test","pos","pej","NEU","B","IPP2","Italian","L1"
"2112",2832,42,"expletive_test",14,6,"test","neg","pej","TO","B","IPN6","Italian","L1"
"2113",2833,42,"expletive_test",80,4,"test","neg","adj","AO","B","IAN4","Italian","L1"
"2114",2834,42,"expletive_test",76,7,"test","pos","adj","AO","B","IAP7","Italian","L1"
"2115",2835,42,"expletive_test",15,20,"filler","pos","adj","AO","B","INF20","Italian","L1"
"2116",2836,42,"expletive_test",99,4,"test","pos","pej","AO","B","IPP4","Italian","L1"
"2117",2837,42,"expletive_test",11,5,"test","pos","pej","NEU","B","IPP5","Italian","L1"
"2118",2838,42,"expletive_test",89,9,"test","neg","adj","TO","B","IAN9","Italian","L1"
"2119",2839,42,"expletive_test",84,5,"filler","neg","adj","TO","B","INF5","Italian","L1"
"2120",2840,42,"expletive_test",5,6,"filler","neg","adj","TO","B","INF6","Italian","L1"
"2121",2841,42,"expletive_test",99,13,"filler","pos","adj","TO","B","INF13","Italian","L1"
"2122",2842,42,"expletive_test",86,16,"filler","pos","adj","TO","B","INF16","Italian","L1"
"2123",2843,42,"expletive_test",92,12,"filler","neg","adj","AO","B","INF12","Italian","L1"
"2124",2844,42,"expletive_test",96,17,"filler","pos","adj","TO","B","INF17","Italian","L1"
"2125",2845,42,"expletive_test",10,23,"filler","pos","adj","AO","B","INF23","Italian","L1"
"2126",2846,42,"expletive_test",16,3,"filler","neg","adj","TO","B","INF3","Italian","L1"
"2127",2847,42,"expletive_test",87,19,"filler","pos","adj","AO","B","INF19","Italian","L1"
"2128",2848,42,"expletive_test",77,18,"filler","pos","adj","TO","B","INF18","Italian","L1"
"2129",2849,42,"expletive_test",30,3,"test","pos","adj","TO","B","IAP3","Italian","L1"
"2130",2850,42,"expletive_test",3,24,"filler","pos","adj","AO","B","INF24","Italian","L1"
"2131",2851,42,"expletive_test",82,7,"filler","neg","adj","AO","B","INF7","Italian","L1"
"2132",2852,42,"expletive_test",11,10,"filler","neg","adj","AO","B","INF10","Italian","L1"
"2133",2853,42,"expletive_test",83,2,"test","pos","adj","NEU","B","IAP2","Italian","L1"
"2134",2854,42,"expletive_test",20,8,"test","neg","adj","NEU","B","IAN8","Italian","L1"
"2135",2855,42,"expletive_test",87,8,"filler","neg","adj","AO","B","INF8","Italian","L1"
"2136",2856,42,"expletive_test",55,8,"test","pos","adj","NEU","B","IAP8","Italian","L1"
"2137",2857,42,"expletive_test",75,1,"test","neg","pej","AO","B","IPN1","Italian","L1"
"2138",2858,42,"expletive_test",75,1,"filler","neg","adj","TO","B","ITN1","Italian","L1"
"2139",2859,42,"expletive_test",25,4,"test","neg","pej","AO","B","IPN4","Italian","L1"
"2140",2860,42,"expletive_test",91,14,"filler","pos","adj","TO","B","INF14","Italian","L1"
"2141",2861,42,"expletive_test",12,9,"filler","neg","adj","AO","B","INF9","Italian","L1"
"2142",2862,42,"expletive_test",77,1,"test","pos","pej","AO","B","IPP1","Italian","L1"
"2143",2863,42,"expletive_test",81,5,"test","pos","adj","NEU","B","IAP5","Italian","L1"
"2144",2864,42,"expletive_test",91,21,"filler","pos","adj","AO","B","INF21","Italian","L1"
"2145",2865,42,"expletive_test",92,2,"test","neg","adj","NEU","B","IAN2","Italian","L1"
"2146",2866,42,"expletive_test",27,9,"test","pos","adj","TO","B","IAP9","Italian","L1"
"2147",2867,42,"expletive_test",91,1,"test","neg","adj","AO","B","IAN1","Italian","L1"
"2148",2868,42,"expletive_test",1,6,"test","pos","pej","TO","B","IPP6","Italian","L1"
"2149",2869,42,"expletive_test",87,11,"filler","neg","adj","AO","B","INF11","Italian","L1"
"2150",2870,42,"expletive_test",83,6,"test","neg","adj","TO","B","IAN6","Italian","L1"
"2151",2871,42,"expletive_test",93,4,"filler","neg","adj","TO","B","INF4","Italian","L1"
"2152",2872,42,"expletive_test",91,9,"test","neg","pej","TO","B","IPN9","Italian","L1"
"2153",2873,42,"expletive_test",87,2,"test","neg","pej","NEU","B","IPN2","Italian","L1"
"2154",2874,42,"expletive_test",8,7,"test","neg","adj","AO","B","IAN7","Italian","L1"
"2155",2875,42,"expletive_test",67,3,"test","neg","pej","TO","B","IPN3","Italian","L1"
"2156",2876,42,"expletive_test",93,1,"test","pos","adj","AO","B","IAP1","Italian","L1"
"2157",2877,42,"expletive_test",4,5,"test","neg","adj","NEU","B","IAN5","Italian","L1"
"2158",2878,42,"expletive_test",92,2,"filler","neg","adj","TO","B","INF2","Italian","L1"
"2159",2879,42,"expletive_test",75,7,"test","neg","pej","AO","B","IPN7","Italian","L1"
"2160",2880,42,"expletive_test",17,3,"test","pos","pej","TO","B","IPP3","Italian","L1"
"2161",2881,63,"expletive_test",0,20,"filler","pos","adj","AO","C","INF20","Italian","L1"
"2162",2882,63,"expletive_test",0,7,"filler","neg","adj","AO","C","INF7","Italian","L1"
"2163",2883,63,"expletive_test",0,5,"test","neg","adj","NEU","C","IAN5","Italian","L1"
"2164",2884,63,"expletive_test",0,4,"test","neg","adj","AO","C","IAN4","Italian","L1"
"2165",2885,63,"expletive_test",99,15,"filler","pos","adj","TO","C","INF15","Italian","L1"
"2166",2886,63,"expletive_test",0,1,"test","pos","pej","AO","C","IPP1","Italian","L1"
"2167",2887,63,"expletive_test",99,5,"filler","neg","adj","TO","C","INF5","Italian","L1"
"2168",2888,63,"expletive_test",11,8,"test","neg","adj","NEU","C","IAN8","Italian","L1"
"2169",2889,63,"expletive_test",24,8,"test","pos","adj","NEU","C","IAP8","Italian","L1"
"2170",2890,63,"expletive_test",94,7,"test","pos","pej","AO","C","IPP7","Italian","L1"
"2171",2891,63,"expletive_test",30,7,"test","neg","adj","AO","C","IAN7","Italian","L1"
"2172",2892,63,"expletive_test",68,23,"filler","pos","adj","AO","C","INF23","Italian","L1"
"2173",2893,63,"expletive_test",75,5,"test","pos","adj","NEU","C","IAP5","Italian","L1"
"2174",2894,63,"expletive_test",82,8,"filler","neg","adj","AO","C","INF8","Italian","L1"
"2175",2895,63,"expletive_test",96,7,"test","pos","adj","AO","C","IAP7","Italian","L1"
"2176",2896,63,"expletive_test",75,4,"test","pos","adj","AO","C","IAP4","Italian","L1"
"2177",2897,63,"expletive_test",72,5,"test","pos","pej","NEU","C","IPP5","Italian","L1"
"2178",2898,63,"expletive_test",86,2,"filler","neg","adj","TO","C","INF2","Italian","L1"
"2179",2899,63,"expletive_test",5,9,"test","neg","adj","TO","C","IAN9","Italian","L1"
"2180",2900,63,"expletive_test",8,6,"test","pos","adj","TO","C","IAP6","Italian","L1"
"2181",2901,63,"expletive_test",99,9,"test","neg","pej","TO","C","IPN9","Italian","L1"
"2182",2902,63,"expletive_test",99,3,"test","neg","pej","TO","C","IPN3","Italian","L1"
"2183",2903,63,"expletive_test",99,4,"test","neg","pej","AO","C","IPN4","Italian","L1"
"2184",2904,63,"expletive_test",70,2,"test","pos","pej","NEU","C","IPP2","Italian","L1"
"2185",2905,63,"expletive_test",99,6,"filler","neg","adj","TO","C","INF6","Italian","L1"
"2186",2906,63,"expletive_test",99,6,"test","pos","pej","TO","C","IPP6","Italian","L1"
"2187",2907,63,"expletive_test",62,4,"test","pos","pej","AO","C","IPP4","Italian","L1"
"2188",2908,63,"expletive_test",99,13,"filler","pos","adj","TO","C","INF13","Italian","L1"
"2189",2909,63,"expletive_test",81,3,"test","pos","adj","TO","C","IAP3","Italian","L1"
"2190",2910,63,"expletive_test",99,1,"test","neg","adj","AO","C","IAN1","Italian","L1"
"2191",2911,63,"expletive_test",88,9,"filler","neg","adj","AO","C","INF9","Italian","L1"
"2192",2912,63,"expletive_test",0,2,"test","neg","adj","NEU","C","IAN2","Italian","L1"
"2193",2913,63,"expletive_test",19,18,"filler","pos","adj","TO","C","INF18","Italian","L1"
"2194",2914,63,"expletive_test",99,4,"filler","neg","adj","TO","C","INF4","Italian","L1"
"2195",2915,63,"expletive_test",69,11,"filler","neg","adj","AO","C","INF11","Italian","L1"
"2196",2916,63,"expletive_test",99,6,"test","neg","adj","TO","C","IAN6","Italian","L1"
"2197",2917,63,"expletive_test",76,6,"test","neg","pej","TO","C","IPN6","Italian","L1"
"2198",2918,63,"expletive_test",85,10,"filler","neg","adj","AO","C","INF10","Italian","L1"
"2199",2919,63,"expletive_test",76,14,"filler","pos","adj","TO","C","INF14","Italian","L1"
"2200",2920,63,"expletive_test",98,3,"test","neg","adj","TO","C","IAN3","Italian","L1"
"2201",2921,63,"expletive_test",14,1,"test","neg","pej","AO","C","IPN1","Italian","L1"
"2202",2922,63,"expletive_test",0,9,"test","pos","adj","TO","C","IAP9","Italian","L1"
"2203",2923,63,"expletive_test",55,12,"filler","neg","adj","AO","C","INF12","Italian","L1"
"2204",2924,63,"expletive_test",74,2,"test","neg","pej","NEU","C","IPN2","Italian","L1"
"2205",2925,63,"expletive_test",99,16,"filler","pos","adj","TO","C","INF16","Italian","L1"
"2206",2926,63,"expletive_test",20,21,"filler","pos","adj","AO","C","INF21","Italian","L1"
"2207",2927,63,"expletive_test",74,1,"filler","neg","adj","TO","C","ITN1","Italian","L1"
"2208",2928,63,"expletive_test",97,2,"test","pos","adj","NEU","C","IAP2","Italian","L1"
"2209",2929,63,"expletive_test",39,8,"test","pos","pej","NEU","C","IPP8","Italian","L1"
"2210",2930,63,"expletive_test",19,8,"test","neg","pej","NEU","C","IPN8","Italian","L1"
"2211",2931,63,"expletive_test",6,24,"filler","pos","adj","AO","C","INF24","Italian","L1"
"2212",2932,63,"expletive_test",99,3,"filler","neg","adj","TO","C","INF3","Italian","L1"
"2213",2933,63,"expletive_test",99,1,"test","pos","adj","AO","C","IAP1","Italian","L1"
"2214",2934,63,"expletive_test",92,3,"test","pos","pej","TO","C","IPP3","Italian","L1"
"2215",2935,63,"expletive_test",74,5,"test","neg","pej","NEU","C","IPN5","Italian","L1"
"2216",2936,63,"expletive_test",12,7,"test","neg","pej","AO","C","IPN7","Italian","L1"
"2217",2937,63,"expletive_test",73,9,"test","pos","pej","TO","C","IPP9","Italian","L1"
"2218",2938,63,"expletive_test",2,22,"filler","pos","adj","AO","C","INF22","Italian","L1"
"2219",2939,63,"expletive_test",99,17,"filler","pos","adj","TO","C","INF17","Italian","L1"
"2220",2940,63,"expletive_test",99,19,"filler","pos","adj","AO","C","INF19","Italian","L1"
"2221",2941,106,"expletive_test",99,3,"filler","neg","adj","TO","B","INF3","Italian","L1"
"2222",2942,106,"expletive_test",99,5,"test","pos","adj","AO","B","IAP5","Italian","L1"
"2223",2943,106,"expletive_test",99,20,"filler","pos","adj","AO","B","INF20","Italian","L1"
"2224",2944,106,"expletive_test",22,6,"filler","neg","adj","TO","B","INF6","Italian","L1"
"2225",2945,106,"expletive_test",82,9,"test","neg","adj","NEU","B","IAN9","Italian","L1"
"2226",2946,106,"expletive_test",80,2,"test","neg","pej","AO","B","IPN2","Italian","L1"
"2227",2947,106,"expletive_test",44,4,"filler","neg","adj","TO","B","INF4","Italian","L1"
"2228",2948,106,"expletive_test",75,21,"filler","pos","adj","AO","B","INF21","Italian","L1"
"2229",2949,106,"expletive_test",22,3,"test","pos","pej","NEU","B","IPP3","Italian","L1"
"2230",2950,106,"expletive_test",76,1,"filler","neg","adj","TO","B","ITN1","Italian","L1"
"2231",2951,106,"expletive_test",25,2,"filler","neg","adj","TO","B","INF2","Italian","L1"
"2232",2952,106,"expletive_test",71,10,"filler","neg","adj","AO","B","INF10","Italian","L1"
"2233",2953,106,"expletive_test",28,1,"test","neg","adj","TO","B","IAN1","Italian","L1"
"2234",2954,106,"expletive_test",71,3,"test","neg","pej","NEU","B","IPN3","Italian","L1"
"2235",2955,106,"expletive_test",36,7,"test","pos","adj","TO","B","IAP7","Italian","L1"
"2236",2956,106,"expletive_test",25,5,"filler","neg","adj","TO","B","INF5","Italian","L1"
"2237",2957,106,"expletive_test",62,4,"test","pos","pej","TO","B","IPP4","Italian","L1"
"2238",2958,106,"expletive_test",78,4,"test","neg","pej","TO","B","IPN4","Italian","L1"
"2239",2959,106,"expletive_test",75,13,"filler","pos","adj","TO","B","INF13","Italian","L1"
"2240",2960,106,"expletive_test",76,24,"filler","pos","adj","AO","B","INF24","Italian","L1"
"2241",2961,106,"expletive_test",62,6,"test","pos","adj","NEU","B","IAP6","Italian","L1"
"2242",2962,106,"expletive_test",20,7,"filler","neg","adj","AO","B","INF7","Italian","L1"
"2243",2963,106,"expletive_test",81,4,"test","pos","adj","TO","B","IAP4","Italian","L1"
"2244",2964,106,"expletive_test",38,9,"filler","neg","adj","AO","B","INF9","Italian","L1"
"2245",2965,106,"expletive_test",77,12,"filler","neg","adj","AO","B","INF12","Italian","L1"
"2246",2966,106,"expletive_test",66,9,"test","pos","pej","NEU","B","IPP9","Italian","L1"
"2247",2967,106,"expletive_test",58,6,"test","neg","adj","NEU","B","IAN6","Italian","L1"
"2248",2968,106,"expletive_test",66,8,"test","pos","pej","AO","B","IPP8","Italian","L1"
"2249",2969,106,"expletive_test",78,17,"filler","pos","adj","TO","B","INF17","Italian","L1"
"2250",2970,106,"expletive_test",13,6,"test","neg","pej","NEU","B","IPN6","Italian","L1"
"2251",2971,106,"expletive_test",70,2,"test","pos","adj","AO","B","IAP2","Italian","L1"
"2252",2972,106,"expletive_test",54,4,"test","neg","adj","TO","B","IAN4","Italian","L1"
"2253",2973,106,"expletive_test",39,7,"test","neg","adj","TO","B","IAN7","Italian","L1"
"2254",2974,106,"expletive_test",71,5,"test","neg","adj","AO","B","IAN5","Italian","L1"
"2255",2975,106,"expletive_test",37,9,"test","pos","adj","NEU","B","IAP9","Italian","L1"
"2256",2976,106,"expletive_test",66,19,"filler","pos","adj","AO","B","INF19","Italian","L1"
"2257",2977,106,"expletive_test",26,8,"test","neg","pej","AO","B","IPN8","Italian","L1"
"2258",2978,106,"expletive_test",34,8,"test","neg","adj","AO","B","IAN8","Italian","L1"
"2259",2979,106,"expletive_test",79,5,"test","pos","pej","AO","B","IPP5","Italian","L1"
"2260",2980,106,"expletive_test",66,15,"filler","pos","adj","TO","B","INF15","Italian","L1"
"2261",2981,106,"expletive_test",84,2,"test","pos","pej","AO","B","IPP2","Italian","L1"
"2262",2982,106,"expletive_test",61,1,"test","pos","adj","TO","B","IAP1","Italian","L1"
"2263",2983,106,"expletive_test",63,2,"test","neg","adj","AO","B","IAN2","Italian","L1"
"2264",2984,106,"expletive_test",24,11,"filler","neg","adj","AO","B","INF11","Italian","L1"
"2265",2985,106,"expletive_test",59,22,"filler","pos","adj","AO","B","INF22","Italian","L1"
"2266",2986,106,"expletive_test",53,8,"test","pos","adj","AO","B","IAP8","Italian","L1"
"2267",2987,106,"expletive_test",69,3,"test","pos","adj","NEU","B","IAP3","Italian","L1"
"2268",2988,106,"expletive_test",19,5,"test","neg","pej","AO","B","IPN5","Italian","L1"
"2269",2989,106,"expletive_test",67,6,"test","pos","pej","NEU","B","IPP6","Italian","L1"
"2270",2990,106,"expletive_test",63,14,"filler","pos","adj","TO","B","INF14","Italian","L1"
"2271",2991,106,"expletive_test",65,16,"filler","pos","adj","TO","B","INF16","Italian","L1"
"2272",2992,106,"expletive_test",77,18,"filler","pos","adj","TO","B","INF18","Italian","L1"
"2273",2993,106,"expletive_test",13,1,"test","neg","pej","TO","B","IPN1","Italian","L1"
"2274",2994,106,"expletive_test",86,1,"test","pos","pej","TO","B","IPP1","Italian","L1"
"2275",2995,106,"expletive_test",26,3,"test","neg","adj","NEU","B","IAN3","Italian","L1"
"2276",2996,106,"expletive_test",9,9,"test","neg","pej","NEU","B","IPN9","Italian","L1"
"2277",2997,106,"expletive_test",55,8,"filler","neg","adj","AO","B","INF8","Italian","L1"
"2278",2998,106,"expletive_test",74,23,"filler","pos","adj","AO","B","INF23","Italian","L1"
"2279",2999,106,"expletive_test",75,7,"test","pos","pej","TO","B","IPP7","Italian","L1"
"2280",3000,106,"expletive_test",19,7,"test","neg","pej","TO","B","IPN7","Italian","L1"
"2281",3001,60,"expletive_test",18,12,"filler","neg","adj","AO","C","INF12","Italian","L1"
"2282",3002,60,"expletive_test",7,1,"filler","neg","adj","TO","C","ITN1","Italian","L1"
"2283",3003,60,"expletive_test",79,6,"test","pos","pej","AO","C","IPP6","Italian","L1"
"2284",3004,60,"expletive_test",8,10,"filler","neg","adj","AO","C","INF10","Italian","L1"
"2285",3005,60,"expletive_test",64,8,"test","pos","pej","TO","C","IPP8","Italian","L1"
"2286",3006,60,"expletive_test",32,23,"filler","pos","adj","AO","C","INF23","Italian","L1"
"2287",3007,60,"expletive_test",83,13,"filler","pos","adj","TO","C","INF13","Italian","L1"
"2288",3008,60,"expletive_test",81,5,"filler","neg","adj","TO","C","INF5","Italian","L1"
"2289",3009,60,"expletive_test",65,1,"test","pos","pej","NEU","C","IPP1","Italian","L1"
"2290",3010,60,"expletive_test",92,3,"filler","neg","adj","TO","C","INF3","Italian","L1"
"2291",3011,60,"expletive_test",77,16,"filler","pos","adj","TO","C","INF16","Italian","L1"
"2292",3012,60,"expletive_test",69,3,"test","pos","pej","AO","C","IPP3","Italian","L1"
"2293",3013,60,"expletive_test",73,2,"test","neg","adj","TO","C","IAN2","Italian","L1"
"2294",3014,60,"expletive_test",71,7,"filler","neg","adj","AO","C","INF7","Italian","L1"
"2295",3015,60,"expletive_test",27,9,"test","neg","pej","AO","C","IPN9","Italian","L1"
"2296",3016,60,"expletive_test",34,1,"test","neg","pej","NEU","C","IPN1","Italian","L1"
"2297",3017,60,"expletive_test",29,7,"test","neg","pej","NEU","C","IPN7","Italian","L1"
"2298",3018,60,"expletive_test",73,6,"test","pos","adj","AO","C","IAP6","Italian","L1"
"2299",3019,60,"expletive_test",71,9,"test","pos","pej","AO","C","IPP9","Italian","L1"
"2300",3020,60,"expletive_test",67,7,"test","pos","pej","NEU","C","IPP7","Italian","L1"
"2301",3021,60,"expletive_test",25,4,"test","neg","adj","NEU","C","IAN4","Italian","L1"
"2302",3022,60,"expletive_test",9,4,"test","pos","adj","NEU","C","IAP4","Italian","L1"
"2303",3023,60,"expletive_test",60,4,"test","pos","pej","NEU","C","IPP4","Italian","L1"
"2304",3024,60,"expletive_test",69,7,"test","pos","adj","NEU","C","IAP7","Italian","L1"
"2305",3025,60,"expletive_test",73,2,"test","pos","adj","TO","C","IAP2","Italian","L1"
"2306",3026,60,"expletive_test",73,5,"test","neg","adj","TO","C","IAN5","Italian","L1"
"2307",3027,60,"expletive_test",71,9,"test","pos","adj","AO","C","IAP9","Italian","L1"
"2308",3028,60,"expletive_test",80,14,"filler","pos","adj","TO","C","INF14","Italian","L1"
"2309",3029,60,"expletive_test",27,8,"test","neg","pej","TO","C","IPN8","Italian","L1"
"2310",3030,60,"expletive_test",63,2,"filler","neg","adj","TO","C","INF2","Italian","L1"
"2311",3031,60,"expletive_test",71,21,"filler","pos","adj","AO","C","INF21","Italian","L1"
"2312",3032,60,"expletive_test",24,6,"test","neg","pej","AO","C","IPN6","Italian","L1"
