"","Participant","Label","SliderResponse","Number","TrialType","Valence","LexicalType","ContextCondition","Group","Name","StudyLanguage","Nativeness"
"39",213,"expletive_test","66","8","filler","neg","adj","AO","A","INF8","Italian","L1"
"40",213,"expletive_test","80","18","filler","pos","adj","TO","A","INF18","Italian","L1"
"41",213,"expletive_test","41","3","filler","neg","adj","TO","A","INF3","Italian","L1"
"42",213,"expletive_test","61","15","filler","pos","adj","TO","A","INF15","Italian","L1"
"43",213,"expletive_test","99","7","test","pos","pej","AO","A","IPP7","Italian","L1"
"44",213,"expletive_test","99","3","test","pos","pej","TO","A","IPP3","Italian","L1"
"45",213,"expletive_test","99","6","test","neg","adj","TO","A","IAN6","Italian","L1"
"46",213,"expletive_test","99","9","filler","neg","adj","AO","A","INF9","Italian","L1"
"47",213,"expletive_test","99","2","test","pos","adj","NEU","A","IAP2","Italian","L1"
"48",213,"expletive_test","72","5","test","neg","pej","NEU","A","IPN5","Italian","L1"
"49",213,"expletive_test","63","17","filler","pos","adj","TO","A","INF17","Italian","L1"
"50",213,"expletive_test","99","3","test","neg","adj","TO","A","IAN3","Italian","L1"
"51",213,"expletive_test","89","4","test","pos","adj","AO","A","IAP4","Italian","L1"
"52",213,"expletive_test","99","10","filler","neg","adj","AO","A","INF10","Italian","L1"
"53",213,"expletive_test","99","5","test","pos","pej","NEU","A","IPP5","Italian","L1"
"54",213,"expletive_test","66","7","test","pos","adj","AO","A","IAP7","Italian","L1"
"55",213,"expletive_test","99","6","test","neg","pej","TO","A","IPN6","Italian","L1"
"56",213,"expletive_test","0","22","filler","pos","adj","AO","A","INF22","Italian","L1"
"57",213,"expletive_test","91","7","filler","neg","adj","AO","A","INF7","Italian","L1"
"58",213,"expletive_test","40","5","test","pos","adj","NEU","A","IAP5","Italian","L1"
"59",213,"expletive_test","99","8","test","pos","pej","NEU","A","IPP8","Italian","L1"
"60",213,"expletive_test","99","6","filler","neg","adj","TO","A","INF6","Italian","L1"
"61",168,"expletive_test","61","4","test","neg","adj","AO","A","IAN4","Italian","L1"
"62",168,"expletive_test","78","14","filler","pos","adj","TO","A","INF14","Italian","L1"
"63",168,"expletive_test","78","4","filler","neg","adj","TO","A","INF4","Italian","L1"
"64",168,"expletive_test","74","6","test","neg","pej","TO","A","IPN6","Italian","L1"
"65",168,"expletive_test","64","18","filler","pos","adj","TO","A","INF18","Italian","L1"
"66",168,"expletive_test","68","7","test","pos","adj","AO","A","IAP7","Italian","L1"
"67",168,"expletive_test","55","7","filler","neg","adj","AO","A","INF7","Italian","L1"
"68",168,"expletive_test","70","9","test","pos","adj","TO","A","IAP9","Italian","L1"
"69",168,"expletive_test","78","1","test","neg","pej","AO","A","IPN1","Italian","L1"
"70",168,"expletive_test","75","3","test","neg","adj","TO","A","IAN3","Italian","L1"
"71",168,"expletive_test","75","9","test","neg","pej","TO","A","IPN9","Italian","L1"
"72",168,"expletive_test","70","3","test","pos","pej","TO","A","IPP3","Italian","L1"
"73",168,"expletive_test","40","2","test","neg","adj","NEU","A","IAN2","Italian","L1"
"74",168,"expletive_test","70","6","test","pos","adj","TO","A","IAP6","Italian","L1"
"75",168,"expletive_test","69","20","filler","pos","adj","AO","A","INF20","Italian","L1"
"76",168,"expletive_test","61","10","filler","neg","adj","AO","A","INF10","Italian","L1"
"77",168,"expletive_test","75","3","test","neg","pej","TO","A","IPN3","Italian","L1"
"78",168,"expletive_test","78","1","filler","neg","adj","TO","A","ITN1","Italian","L1"
"79",168,"expletive_test","73","9","test","pos","pej","TO","A","IPP9","Italian","L1"
"80",168,"expletive_test","53","5","test","pos","pej","NEU","A","IPP5","Italian","L1"
"81",168,"expletive_test","78","9","filler","neg","adj","AO","A","INF9","Italian","L1"
"82",168,"expletive_test","57","22","filler","pos","adj","AO","A","INF22","Italian","L1"
"83",168,"expletive_test","66","16","filler","pos","adj","TO","A","INF16","Italian","L1"
"84",168,"expletive_test","58","4","test","neg","pej","AO","A","IPN4","Italian","L1"
"85",168,"expletive_test","79","2","filler","neg","adj","TO","A","INF2","Italian","L1"
"86",168,"expletive_test","31","8","test","neg","pej","NEU","A","IPN8","Italian","L1"
"87",168,"expletive_test","76","3","test","pos","adj","TO","A","IAP3","Italian","L1"
"88",168,"expletive_test","72","11","filler","neg","adj","AO","A","INF11","Italian","L1"
"89",168,"expletive_test","74","7","test","neg","pej","AO","A","IPN7","Italian","L1"
"90",168,"expletive_test","73","4","test","pos","pej","AO","A","IPP4","Italian","L1"
"91",168,"expletive_test","76","7","test","neg","adj","AO","A","IAN7","Italian","L1"
"92",168,"expletive_test","75","13","filler","pos","adj","TO","A","INF13","Italian","L1"
"93",168,"expletive_test","44","5","filler","neg","adj","TO","A","INF5","Italian","L1"
"94",168,"expletive_test","72","6","test","neg","adj","TO","A","IAN6","Italian","L1"
"95",168,"expletive_test","62","2","test","pos","adj","NEU","A","IAP2","Italian","L1"
"96",168,"expletive_test","65","1","test","pos","adj","AO","A","IAP1","Italian","L1"
"97",168,"expletive_test","69","21","filler","pos","adj","AO","A","INF21","Italian","L1"
"98",168,"expletive_test","66","9","test","neg","adj","TO","A","IAN9","Italian","L1"
"99",168,"expletive_test","70","19","filler","pos","adj","AO","A","INF19","Italian","L1"
"100",168,"expletive_test","43","8","test","neg","adj","NEU","A","IAN8","Italian","L1"
"101",168,"expletive_test","55","2","test","pos","pej","NEU","A","IPP2","Italian","L1"
"102",168,"expletive_test","61","8","test","pos","pej","NEU","A","IPP8","Italian","L1"
"103",168,"expletive_test","75","6","filler","neg","adj","TO","A","INF6","Italian","L1"
"104",168,"expletive_test","69","15","filler","pos","adj","TO","A","INF15","Italian","L1"
"105",168,"expletive_test","37","2","test","neg","pej","NEU","A","IPN2","Italian","L1"
"106",168,"expletive_test","52","17","filler","pos","adj","TO","A","INF17","Italian","L1"
"107",168,"expletive_test","65","23","filler","pos","adj","AO","A","INF23","Italian","L1"
"108",168,"expletive_test","67","7","test","pos","pej","AO","A","IPP7","Italian","L1"
"109",168,"expletive_test","73","1","test","neg","adj","AO","A","IAN1","Italian","L1"
"110",168,"expletive_test","75","8","filler","neg","adj","AO","A","INF8","Italian","L1"
"111",168,"expletive_test","73","6","test","pos","pej","TO","A","IPP6","Italian","L1"
"112",168,"expletive_test","64","5","test","pos","adj","NEU","A","IAP5","Italian","L1"
"113",168,"expletive_test","60","24","filler","pos","adj","AO","A","INF24","Italian","L1"
"114",168,"expletive_test","68","1","test","pos","pej","AO","A","IPP1","Italian","L1"
"115",168,"expletive_test","32","5","test","neg","pej","NEU","A","IPN5","Italian","L1"
"116",168,"expletive_test","75","3","filler","neg","adj","TO","A","INF3","Italian","L1"
"117",168,"expletive_test","71","12","filler","neg","adj","AO","A","INF12","Italian","L1"
"118",168,"expletive_test","73","4","test","pos","adj","AO","A","IAP4","Italian","L1"
"119",168,"expletive_test","60","8","test","pos","adj","NEU","A","IAP8","Italian","L1"
"120",168,"expletive_test","48","5","test","neg","adj","NEU","A","IAN5","Italian","L1"
"121",190,"expletive_test","99","4","test","pos","pej","AO","C","IPP4","Italian","L1"
"122",190,"expletive_test","49","6","test","neg","pej","TO","C","IPN6","Italian","L1"
"123",190,"expletive_test","0","8","test","neg","adj","NEU","C","IAN8","Italian","L1"
"124",190,"expletive_test","0","8","test","neg","pej","NEU","C","IPN8","Italian","L1"
"125",190,"expletive_test","47","12","filler","neg","adj","AO","C","INF12","Italian","L1"
"126",190,"expletive_test","99","6","test","pos","adj","TO","C","IAP6","Italian","L1"
"127",190,"expletive_test","72","10","filler","neg","adj","AO","C","INF10","Italian","L1"
"128",190,"expletive_test","47","4","test","pos","adj","AO","C","IAP4","Italian","L1"
"129",190,"expletive_test","22","1","test","neg","pej","AO","C","IPN1","Italian","L1"
"130",190,"expletive_test","39","3","test","pos","adj","TO","C","IAP3","Italian","L1"
"131",190,"expletive_test","12","7","test","neg","pej","AO","C","IPN7","Italian","L1"
"132",190,"expletive_test","0","11","filler","neg","adj","AO","C","INF11","Italian","L1"
"133",190,"expletive_test","87","7","test","pos","pej","AO","C","IPP7","Italian","L1"
"134",190,"expletive_test","69","8","test","pos","pej","NEU","C","IPP8","Italian","L1"
"135",190,"expletive_test","69","3","filler","neg","adj","TO","C","INF3","Italian","L1"
"136",190,"expletive_test","0","23","filler","pos","adj","AO","C","INF23","Italian","L1"
"137",190,"expletive_test","32","21","filler","pos","adj","AO","C","INF21","Italian","L1"
"138",190,"expletive_test","99","14","filler","pos","adj","TO","C","INF14","Italian","L1"
"139",190,"expletive_test","99","19","filler","pos","adj","AO","C","INF19","Italian","L1"
"140",190,"expletive_test","0","7","filler","neg","adj","AO","C","INF7","Italian","L1"
"141",190,"expletive_test","0","6","test","neg","adj","TO","C","IAN6","Italian","L1"
"142",190,"expletive_test","24","4","filler","neg","adj","TO","C","INF4","Italian","L1"
"143",190,"expletive_test","0","9","test","neg","adj","TO","C","IAN9","Italian","L1"
"144",190,"expletive_test","0","5","test","neg","pej","NEU","C","IPN5","Italian","L1"
"145",190,"expletive_test","0","5","test","pos","adj","NEU","C","IAP5","Italian","L1"
"146",190,"expletive_test","83","9","filler","neg","adj","AO","C","INF9","Italian","L1"
"147",190,"expletive_test","99","1","test","pos","adj","AO","C","IAP1","Italian","L1"
"148",190,"expletive_test","96","6","filler","neg","adj","TO","C","INF6","Italian","L1"
"149",190,"expletive_test","0","2","test","neg","adj","NEU","C","IAN2","Italian","L1"
"150",190,"expletive_test","20","5","filler","neg","adj","TO","C","INF5","Italian","L1"
"151",190,"expletive_test","0","7","test","neg","adj","AO","C","IAN7","Italian","L1"
"152",190,"expletive_test","68","9","test","pos","adj","TO","C","IAP9","Italian","L1"
"153",190,"expletive_test","0","4","test","neg","adj","AO","C","IAN4","Italian","L1"
"154",190,"expletive_test","28","20","filler","pos","adj","AO","C","INF20","Italian","L1"
"155",190,"expletive_test","99","13","filler","pos","adj","TO","C","INF13","Italian","L1"
"156",190,"expletive_test","55","8","test","pos","adj","NEU","C","IAP8","Italian","L1"
"157",190,"expletive_test","99","2","test","pos","pej","NEU","C","IPP2","Italian","L1"
"158",190,"expletive_test","0","5","test","neg","adj","NEU","C","IAN5","Italian","L1"
"159",190,"expletive_test","69","8","filler","neg","adj","AO","C","INF8","Italian","L1"
"160",190,"expletive_test","26","1","filler","neg","adj","TO","C","ITN1","Italian","L1"
"161",190,"expletive_test","18","3","test","neg","adj","TO","C","IAN3","Italian","L1"
"162",190,"expletive_test","0","22","filler","pos","adj","AO","C","INF22","Italian","L1"
"163",190,"expletive_test","99","3","test","pos","pej","TO","C","IPP3","Italian","L1"
"164",190,"expletive_test","83","16","filler","pos","adj","TO","C","INF16","Italian","L1"
"165",190,"expletive_test","65","3","test","neg","pej","TO","C","IPN3","Italian","L1"
"166",190,"expletive_test","0","2","filler","neg","adj","TO","C","INF2","Italian","L1"
"167",190,"expletive_test","99","18","filler","pos","adj","TO","C","INF18","Italian","L1"
"168",190,"expletive_test","81","7","test","pos","adj","AO","C","IAP7","Italian","L1"
"169",190,"expletive_test","63","9","test","pos","pej","TO","C","IPP9","Italian","L1"
"170",190,"expletive_test","2","5","test","pos","pej","NEU","C","IPP5","Italian","L1"
"171",190,"expletive_test","71","24","filler","pos","adj","AO","C","INF24","Italian","L1"
"172",190,"expletive_test","61","9","test","neg","pej","TO","C","IPN9","Italian","L1"
"173",190,"expletive_test","0","2","test","pos","adj","NEU","C","IAP2","Italian","L1"
"174",190,"expletive_test","82","1","test","neg","adj","AO","C","IAN1","Italian","L1"
"175",190,"expletive_test","99","6","test","pos","pej","TO","C","IPP6","Italian","L1"
"176",190,"expletive_test","85","1","test","pos","pej","AO","C","IPP1","Italian","L1"
"177",190,"expletive_test","14","17","filler","pos","adj","TO","C","INF17","Italian","L1"
"178",190,"expletive_test","0","15","filler","pos","adj","TO","C","INF15","Italian","L1"
"179",190,"expletive_test","26","4","test","neg","pej","AO","C","IPN4","Italian","L1"
"180",190,"expletive_test","7","2","test","neg","pej","NEU","C","IPN2","Italian","L1"
"181",74,"expletive_test","97","7","test","pos","pej","AO","A","IPP7","Italian","L1"
"182",74,"expletive_test","99","7","test","pos","adj","AO","A","IAP7","Italian","L1"
"183",74,"expletive_test","0","6","test","neg","adj","TO","A","IAN6","Italian","L1"
"184",74,"expletive_test","0","5","filler","neg","adj","TO","A","INF5","Italian","L1"
"185",74,"expletive_test","67","1","filler","neg","adj","TO","A","ITN1","Italian","L1"
"186",74,"expletive_test","71","2","filler","neg","adj","TO","A","INF2","Italian","L1"
"187",74,"expletive_test","99","3","test","pos","adj","TO","A","IAP3","Italian","L1"
"188",74,"expletive_test","67","7","test","neg","pej","AO","A","IPN7","Italian","L1"
"189",74,"expletive_test","99","17","filler","pos","adj","TO","A","INF17","Italian","L1"
"190",74,"expletive_test","99","24","filler","pos","adj","AO","A","INF24","Italian","L1"
"191",74,"expletive_test","99","8","test","pos","adj","NEU","A","IAP8","Italian","L1"
"192",74,"expletive_test","71","1","test","neg","pej","AO","A","IPN1","Italian","L1"
"193",74,"expletive_test","12","8","filler","neg","adj","AO","A","INF8","Italian","L1"
"194",74,"expletive_test","9","11","filler","neg","adj","AO","A","INF11","Italian","L1"
"195",74,"expletive_test","99","13","filler","pos","adj","TO","A","INF13","Italian","L1"
"196",74,"expletive_test","6","2","test","neg","adj","NEU","A","IAN2","Italian","L1"
"197",74,"expletive_test","51","2","test","neg","pej","NEU","A","IPN2","Italian","L1"
"198",74,"expletive_test","99","15","filler","pos","adj","TO","A","INF15","Italian","L1"
"199",74,"expletive_test","99","6","test","pos","pej","TO","A","IPP6","Italian","L1"
"200",74,"expletive_test","99","8","test","pos","pej","NEU","A","IPP8","Italian","L1"
"201",74,"expletive_test","99","5","test","neg","adj","NEU","A","IAN5","Italian","L1"
"202",74,"expletive_test","99","1","test","pos","adj","AO","A","IAP1","Italian","L1"
"203",74,"expletive_test","99","2","test","pos","adj","NEU","A","IAP2","Italian","L1"
"204",74,"expletive_test","99","22","filler","pos","adj","AO","A","INF22","Italian","L1"
"205",74,"expletive_test","99","3","test","neg","adj","TO","A","IAN3","Italian","L1"
"206",74,"expletive_test","99","9","test","pos","adj","TO","A","IAP9","Italian","L1"
"207",74,"expletive_test","99","23","filler","pos","adj","AO","A","INF23","Italian","L1"
"208",74,"expletive_test","99","21","filler","pos","adj","AO","A","INF21","Italian","L1"
"209",74,"expletive_test","99","3","test","neg","pej","TO","A","IPN3","Italian","L1"
"210",74,"expletive_test","48","4","test","neg","adj","AO","A","IAN4","Italian","L1"
"211",74,"expletive_test","99","9","test","pos","pej","TO","A","IPP9","Italian","L1"
"212",74,"expletive_test","99","20","filler","pos","adj","AO","A","INF20","Italian","L1"
"213",74,"expletive_test","33","10","filler","neg","adj","AO","A","INF10","Italian","L1"
"214",74,"expletive_test","46","6","filler","neg","adj","TO","A","INF6","Italian","L1"
"215",74,"expletive_test","99","6","test","pos","adj","TO","A","IAP6","Italian","L1"
"216",74,"expletive_test","99","18","filler","pos","adj","TO","A","INF18","Italian","L1"
"217",74,"expletive_test","6","12","filler","neg","adj","AO","A","INF12","Italian","L1"
"218",74,"expletive_test","99","14","filler","pos","adj","TO","A","INF14","Italian","L1"
"219",74,"expletive_test","10","8","test","neg","adj","NEU","A","IAN8","Italian","L1"
"220",74,"expletive_test","99","4","test","pos","pej","AO","A","IPP4","Italian","L1"
"221",74,"expletive_test","11","3","filler","neg","adj","TO","A","INF3","Italian","L1"
"222",74,"expletive_test","99","5","test","pos","adj","NEU","A","IAP5","Italian","L1"
"223",74,"expletive_test","44","5","test","neg","pej","NEU","A","IPN5","Italian","L1"
"224",74,"expletive_test","99","16","filler","pos","adj","TO","A","INF16","Italian","L1"
"225",74,"expletive_test","99","9","test","neg","pej","TO","A","IPN9","Italian","L1"
"226",74,"expletive_test","99","9","test","neg","adj","TO","A","IAN9","Italian","L1"
"227",74,"expletive_test","99","5","test","pos","pej","NEU","A","IPP5","Italian","L1"
"228",74,"expletive_test","99","3","test","pos","pej","TO","A","IPP3","Italian","L1"
"229",74,"expletive_test","11","1","test","neg","adj","AO","A","IAN1","Italian","L1"
"230",74,"expletive_test","13","7","filler","neg","adj","AO","A","INF7","Italian","L1"
"231",74,"expletive_test","99","4","filler","neg","adj","TO","A","INF4","Italian","L1"
"232",74,"expletive_test","21","7","test","neg","adj","AO","A","IAN7","Italian","L1"
"233",74,"expletive_test","99","6","test","neg","pej","TO","A","IPN6","Italian","L1"
"234",74,"expletive_test","11","8","test","neg","pej","NEU","A","IPN8","Italian","L1"
"235",74,"expletive_test","99","1","test","pos","pej","AO","A","IPP1","Italian","L1"
"236",74,"expletive_test","44","9","filler","neg","adj","AO","A","INF9","Italian","L1"
"237",74,"expletive_test","44","4","test","neg","pej","AO","A","IPN4","Italian","L1"
"238",74,"expletive_test","99","4","test","pos","adj","AO","A","IAP4","Italian","L1"
"239",74,"expletive_test","99","19","filler","pos","adj","AO","A","INF19","Italian","L1"
"240",74,"expletive_test","97","2","test","pos","pej","NEU","A","IPP2","Italian","L1"
"241",22,"expletive_test","93","19","filler","pos","adj","AO","B","INF19","Italian","L1"
"242",22,"expletive_test","99","6","test","neg","adj","TO","B","IAN6","Italian","L1"
"243",22,"expletive_test","90","9","test","pos","adj","TO","B","IAP9","Italian","L1"
"244",22,"expletive_test","24","2","test","neg","adj","NEU","B","IAN2","Italian","L1"
"245",22,"expletive_test","73","9","test","neg","adj","TO","B","IAN9","Italian","L1"
"246",22,"expletive_test","99","6","test","pos","pej","TO","B","IPP6","Italian","L1"
"247",22,"expletive_test","99","1","test","pos","pej","AO","B","IPP1","Italian","L1"
"248",22,"expletive_test","86","2","test","pos","pej","NEU","B","IPP2","Italian","L1"
"249",22,"expletive_test","95","4","test","pos","adj","AO","B","IAP4","Italian","L1"
"250",22,"expletive_test","69","8","test","neg","adj","NEU","B","IAN8","Italian","L1"
"251",22,"expletive_test","58","7","filler","neg","adj","AO","B","INF7","Italian","L1"
"252",22,"expletive_test","99","1","test","pos","adj","AO","B","IAP1","Italian","L1"
"253",22,"expletive_test","99","7","test","neg","adj","AO","B","IAN7","Italian","L1"
"254",22,"expletive_test","60","23","filler","pos","adj","AO","B","INF23","Italian","L1"
"255",22,"expletive_test","68","20","filler","pos","adj","AO","B","INF20","Italian","L1"
"256",22,"expletive_test","64","4","test","neg","adj","AO","B","IAN4","Italian","L1"
"257",22,"expletive_test","90","4","test","pos","pej","AO","B","IPP4","Italian","L1"
"258",22,"expletive_test","63","1","test","neg","pej","AO","B","IPN1","Italian","L1"
"259",22,"expletive_test","99","6","test","pos","adj","TO","B","IAP6","Italian","L1"
"260",22,"expletive_test","99","16","filler","pos","adj","TO","B","INF16","Italian","L1"
"261",22,"expletive_test","99","2","test","pos","adj","NEU","B","IAP2","Italian","L1"
"262",22,"expletive_test","17","2","filler","neg","adj","TO","B","INF2","Italian","L1"
"263",22,"expletive_test","77","3","filler","neg","adj","TO","B","INF3","Italian","L1"
"264",22,"expletive_test","99","17","filler","pos","adj","TO","B","INF17","Italian","L1"
"265",22,"expletive_test","73","18","filler","pos","adj","TO","B","INF18","Italian","L1"
"266",22,"expletive_test","62","12","filler","neg","adj","AO","B","INF12","Italian","L1"
"267",22,"expletive_test","74","7","test","pos","adj","AO","B","IAP7","Italian","L1"
"268",22,"expletive_test","25","5","filler","neg","adj","TO","B","INF5","Italian","L1"
"269",22,"expletive_test","65","1","filler","neg","adj","TO","B","ITN1","Italian","L1"
"270",22,"expletive_test","99","7","test","pos","pej","AO","B","IPP7","Italian","L1"
"271",22,"expletive_test","99","9","test","pos","pej","TO","B","IPP9","Italian","L1"
"272",22,"expletive_test","99","5","test","pos","adj","NEU","B","IAP5","Italian","L1"
"273",22,"expletive_test","0","2","test","neg","pej","NEU","B","IPN2","Italian","L1"
"274",22,"expletive_test","13","6","test","neg","pej","TO","B","IPN6","Italian","L1"
"275",22,"expletive_test","99","13","filler","pos","adj","TO","B","INF13","Italian","L1"
"276",22,"expletive_test","99","5","test","pos","pej","NEU","B","IPP5","Italian","L1"
"277",22,"expletive_test","99","3","test","pos","pej","TO","B","IPP3","Italian","L1"
"278",22,"expletive_test","66","4","filler","neg","adj","TO","B","INF4","Italian","L1"
"279",22,"expletive_test","71","22","filler","pos","adj","AO","B","INF22","Italian","L1"
"280",22,"expletive_test","21","3","test","neg","pej","TO","B","IPN3","Italian","L1"
"281",22,"expletive_test","99","14","filler","pos","adj","TO","B","INF14","Italian","L1"
"282",22,"expletive_test","33","4","test","neg","pej","AO","B","IPN4","Italian","L1"
"283",22,"expletive_test","99","24","filler","pos","adj","AO","B","INF24","Italian","L1"
"284",22,"expletive_test","69","9","filler","neg","adj","AO","B","INF9","Italian","L1"
"285",22,"expletive_test","12","5","test","neg","pej","NEU","B","IPN5","Italian","L1"
"286",22,"expletive_test","73","5","test","neg","adj","NEU","B","IAN5","Italian","L1"
"287",22,"expletive_test","84","8","test","pos","adj","NEU","B","IAP8","Italian","L1"
"288",22,"expletive_test","83","21","filler","pos","adj","AO","B","INF21","Italian","L1"
"289",22,"expletive_test","22","9","test","neg","pej","TO","B","IPN9","Italian","L1"
"290",22,"expletive_test","73","6","filler","neg","adj","TO","B","INF6","Italian","L1"
"291",22,"expletive_test","99","3","test","pos","adj","TO","B","IAP3","Italian","L1"
"292",22,"expletive_test","59","10","filler","neg","adj","AO","B","INF10","Italian","L1"
"293",22,"expletive_test","99","8","test","pos","pej","NEU","B","IPP8","Italian","L1"
"294",22,"expletive_test","29","1","test","neg","adj","AO","B","IAN1","Italian","L1"
"295",22,"expletive_test","99","15","filler","pos","adj","TO","B","INF15","Italian","L1"
"296",22,"expletive_test","0","8","test","neg","pej","NEU","B","IPN8","Italian","L1"
"297",22,"expletive_test","24","8","filler","neg","adj","AO","B","INF8","Italian","L1"
"298",22,"expletive_test","63","3","test","neg","adj","TO","B","IAN3","Italian","L1"
"299",22,"expletive_test","76","11","filler","neg","adj","AO","B","INF11","Italian","L1"
"300",22,"expletive_test","31","7","test","neg","pej","AO","B","IPN7","Italian","L1"
"301",272,"expletive_test","99","7","test","neg","pej","AO","B","IPN7","Italian","L1"
"302",272,"expletive_test","99","1","test","neg","pej","AO","B","IPN1","Italian","L1"
"303",272,"expletive_test","99","3","test","pos","pej","TO","B","IPP3","Italian","L1"
"304",272,"expletive_test","0","5","filler","neg","adj","TO","B","INF5","Italian","L1"
"305",272,"expletive_test","99","12","filler","neg","adj","AO","B","INF12","Italian","L1"
"306",272,"expletive_test","0","6","filler","neg","adj","TO","B","INF6","Italian","L1"
"307",272,"expletive_test","99","4","test","neg","pej","AO","B","IPN4","Italian","L1"
"308",272,"expletive_test","26","9","test","pos","adj","TO","B","IAP9","Italian","L1"
"309",272,"expletive_test","99","1","test","pos","adj","AO","B","IAP1","Italian","L1"
"310",272,"expletive_test","99","3","filler","neg","adj","TO","B","INF3","Italian","L1"
"311",272,"expletive_test","59","3","test","pos","adj","TO","B","IAP3","Italian","L1"
"312",272,"expletive_test","73","16","filler","pos","adj","TO","B","INF16","Italian","L1"
"313",272,"expletive_test","18","8","test","pos","adj","NEU","B","IAP8","Italian","L1"
"314",272,"expletive_test","28","21","filler","pos","adj","AO","B","INF21","Italian","L1"
"315",272,"expletive_test","99","10","filler","neg","adj","AO","B","INF10","Italian","L1"
"316",272,"expletive_test","76","7","test","neg","adj","AO","B","IAN7","Italian","L1"
"317",272,"expletive_test","0","8","test","neg","pej","NEU","B","IPN8","Italian","L1"
"318",272,"expletive_test","75","1","filler","neg","adj","TO","B","ITN1","Italian","L1"
"319",272,"expletive_test","78","2","test","pos","adj","NEU","B","IAP2","Italian","L1"
"320",272,"expletive_test","99","14","filler","pos","adj","TO","B","INF14","Italian","L1"
"321",272,"expletive_test","99","9","test","neg","pej","TO","B","IPN9","Italian","L1"
"322",272,"expletive_test","99","18","filler","pos","adj","TO","B","INF18","Italian","L1"
"323",272,"expletive_test","99","8","test","pos","pej","NEU","B","IPP8","Italian","L1"
"324",272,"expletive_test","99","7","filler","neg","adj","AO","B","INF7","Italian","L1"
"325",272,"expletive_test","99","7","test","pos","pej","AO","B","IPP7","Italian","L1"
"326",272,"expletive_test","99","4","test","neg","adj","AO","B","IAN4","Italian","L1"
"327",272,"expletive_test","99","19","filler","pos","adj","AO","B","INF19","Italian","L1"
"328",272,"expletive_test","0","5","test","neg","pej","NEU","B","IPN5","Italian","L1"
