"","Participant","Label","SliderResponse","Number","TrialType","Valence","LexicalType","ContextCondition","Group","Name","StudyLanguage","Nativeness"
"3423",289,"expletive_test","69","9","filler","neg","adj","AO","B","INF9","Italian","L1"
"3424",289,"expletive_test","15","22","filler","pos","adj","AO","B","INF22","Italian","L1"
"3425",289,"expletive_test","99","13","filler","pos","adj","TO","B","INF13","Italian","L1"
"3426",289,"expletive_test","84","5","test","pos","adj","TO","B","IAP5","Italian","L1"
"3427",289,"expletive_test","15","7","test","neg","adj","NEU","B","IAN7","Italian","L1"
"3428",289,"expletive_test","69","3","test","neg","pej","AO","B","IPN3","Italian","L1"
"3429",289,"expletive_test","79","14","filler","pos","adj","TO","B","INF14","Italian","L1"
"3430",289,"expletive_test","80","21","filler","pos","adj","AO","B","INF21","Italian","L1"
"3431",289,"expletive_test","11","1","test","neg","adj","NEU","B","IAN1","Italian","L1"
"3432",289,"expletive_test","44","7","test","pos","pej","NEU","B","IPP7","Italian","L1"
"3433",289,"expletive_test","71","1","test","pos","pej","NEU","B","IPP1","Italian","L1"
"3434",289,"expletive_test","85","19","filler","pos","adj","AO","B","INF19","Italian","L1"
"3435",289,"expletive_test","13","1","test","neg","pej","NEU","B","IPN1","Italian","L1"
"3436",289,"expletive_test","88","2","test","neg","pej","TO","B","IPN2","Italian","L1"
"3437",289,"expletive_test","13","4","filler","neg","adj","TO","B","INF4","Italian","L1"
"3438",289,"expletive_test","99","3","test","pos","pej","AO","B","IPP3","Italian","L1"
"3439",289,"expletive_test","87","9","test","neg","adj","AO","B","IAN9","Italian","L1"
"3440",289,"expletive_test","6","2","filler","neg","adj","TO","B","INF2","Italian","L1"
"3441",289,"expletive_test","90","5","test","pos","pej","TO","B","IPP5","Italian","L1"
"3442",289,"expletive_test","60","8","filler","neg","adj","AO","B","INF8","Italian","L1"
"3443",289,"expletive_test","91","8","test","neg","pej","TO","B","IPN8","Italian","L1"
"3444",289,"expletive_test","67","6","test","neg","adj","AO","B","IAN6","Italian","L1"
"3445",289,"expletive_test","90","6","test","pos","pej","AO","B","IPP6","Italian","L1"
"3446",289,"expletive_test","99","3","test","neg","adj","AO","B","IAN3","Italian","L1"
"3447",289,"expletive_test","63","8","test","pos","adj","TO","B","IAP8","Italian","L1"
"3448",289,"expletive_test","0","4","test","neg","adj","NEU","B","IAN4","Italian","L1"
"3449",289,"expletive_test","83","10","filler","neg","adj","AO","B","INF10","Italian","L1"
"3450",289,"expletive_test","81","8","test","pos","pej","TO","B","IPP8","Italian","L1"
"3451",289,"expletive_test","85","23","filler","pos","adj","AO","B","INF23","Italian","L1"
"3452",289,"expletive_test","11","1","filler","neg","adj","TO","B","ITN1","Italian","L1"
"3453",289,"expletive_test","65","6","test","pos","adj","AO","B","IAP6","Italian","L1"
"3454",289,"expletive_test","43","24","filler","pos","adj","AO","B","INF24","Italian","L1"
"3455",289,"expletive_test","34","9","test","pos","adj","AO","B","IAP9","Italian","L1"
"3456",289,"expletive_test","68","4","test","pos","pej","NEU","B","IPP4","Italian","L1"
"3457",289,"expletive_test","74","6","test","neg","pej","AO","B","IPN6","Italian","L1"
"3458",289,"expletive_test","84","12","filler","neg","adj","AO","B","INF12","Italian","L1"
"3459",289,"expletive_test","38","3","test","pos","adj","AO","B","IAP3","Italian","L1"
"3460",289,"expletive_test","64","7","test","pos","adj","NEU","B","IAP7","Italian","L1"
"3461",289,"expletive_test","88","18","filler","pos","adj","TO","B","INF18","Italian","L1"
"3462",289,"expletive_test","71","2","test","pos","pej","TO","B","IPP2","Italian","L1"
"3463",289,"expletive_test","20","4","test","pos","adj","NEU","B","IAP4","Italian","L1"
"3464",289,"expletive_test","25","3","filler","neg","adj","TO","B","INF3","Italian","L1"
"3465",289,"expletive_test","69","20","filler","pos","adj","AO","B","INF20","Italian","L1"
"3466",289,"expletive_test","0","7","test","neg","pej","NEU","B","IPN7","Italian","L1"
"3467",289,"expletive_test","76","5","test","neg","pej","TO","B","IPN5","Italian","L1"
"3468",289,"expletive_test","68","15","filler","pos","adj","TO","B","INF15","Italian","L1"
"3469",289,"expletive_test","67","7","filler","neg","adj","AO","B","INF7","Italian","L1"
"3470",289,"expletive_test","30","6","filler","neg","adj","TO","B","INF6","Italian","L1"
"3471",289,"expletive_test","66","16","filler","pos","adj","TO","B","INF16","Italian","L1"
"3472",289,"expletive_test","76","17","filler","pos","adj","TO","B","INF17","Italian","L1"
"3473",289,"expletive_test","0","4","test","neg","pej","NEU","B","IPN4","Italian","L1"
"3474",289,"expletive_test","23","2","test","neg","adj","TO","B","IAN2","Italian","L1"
"3475",289,"expletive_test","88","8","test","neg","adj","TO","B","IAN8","Italian","L1"
"3476",289,"expletive_test","84","9","test","neg","pej","AO","B","IPN9","Italian","L1"
"3477",289,"expletive_test","10","5","test","neg","adj","TO","B","IAN5","Italian","L1"
"3478",289,"expletive_test","88","9","test","pos","pej","AO","B","IPP9","Italian","L1"
"3479",289,"expletive_test","83","1","test","pos","adj","NEU","B","IAP1","Italian","L1"
"3480",289,"expletive_test","62","2","test","pos","adj","TO","B","IAP2","Italian","L1"
"3481",177,"expletive_test","7","2","filler","neg","adj","TO","C","INF2","Italian","L1"
"3482",177,"expletive_test","64","18","filler","pos","adj","TO","C","INF18","Italian","L1"
"3483",177,"expletive_test","83","2","test","neg","adj","AO","C","IAN2","Italian","L1"
"3484",177,"expletive_test","71","8","test","pos","adj","AO","C","IAP8","Italian","L1"
"3485",177,"expletive_test","85","7","test","neg","pej","TO","C","IPN7","Italian","L1"
"3486",177,"expletive_test","70","12","filler","neg","adj","AO","C","INF12","Italian","L1"
"3487",177,"expletive_test","19","9","test","pos","adj","NEU","C","IAP9","Italian","L1"
"3488",177,"expletive_test","99","3","test","pos","pej","NEU","C","IPP3","Italian","L1"
"3489",177,"expletive_test","82","8","test","neg","pej","AO","C","IPN8","Italian","L1"
"3490",177,"expletive_test","82","1","test","neg","pej","TO","C","IPN1","Italian","L1"
"3491",177,"expletive_test","40","24","filler","pos","adj","AO","C","INF24","Italian","L1"
"3492",177,"expletive_test","0","3","test","neg","pej","NEU","C","IPN3","Italian","L1"
"3493",177,"expletive_test","99","1","test","pos","adj","TO","C","IAP1","Italian","L1"
"3494",177,"expletive_test","40","10","filler","neg","adj","AO","C","INF10","Italian","L1"
"3495",177,"expletive_test","6","9","test","neg","adj","NEU","C","IAN9","Italian","L1"
"3496",177,"expletive_test","75","4","test","neg","pej","TO","C","IPN4","Italian","L1"
"3497",177,"expletive_test","30","13","filler","pos","adj","TO","C","INF13","Italian","L1"
"3498",177,"expletive_test","28","1","test","neg","adj","TO","C","IAN1","Italian","L1"
"3499",177,"expletive_test","19","6","filler","neg","adj","TO","C","INF6","Italian","L1"
"3500",177,"expletive_test","99","6","test","pos","pej","NEU","C","IPP6","Italian","L1"
"3501",177,"expletive_test","2","9","test","neg","pej","NEU","C","IPN9","Italian","L1"
"3502",177,"expletive_test","94","5","test","neg","pej","AO","C","IPN5","Italian","L1"
"3503",177,"expletive_test","71","7","test","neg","adj","TO","C","IAN7","Italian","L1"
"3504",177,"expletive_test","0","7","filler","neg","adj","AO","C","INF7","Italian","L1"
"3505",177,"expletive_test","13","5","filler","neg","adj","TO","C","INF5","Italian","L1"
"3506",177,"expletive_test","80","19","filler","pos","adj","AO","C","INF19","Italian","L1"
"3507",177,"expletive_test","89","5","test","pos","adj","AO","C","IAP5","Italian","L1"
"3508",177,"expletive_test","77","6","test","pos","adj","NEU","C","IAP6","Italian","L1"
"3509",177,"expletive_test","99","5","test","pos","pej","AO","C","IPP5","Italian","L1"
"3510",177,"expletive_test","60","9","test","pos","pej","NEU","C","IPP9","Italian","L1"
"3511",177,"expletive_test","78","17","filler","pos","adj","TO","C","INF17","Italian","L1"
"3512",177,"expletive_test","0","6","test","neg","pej","NEU","C","IPN6","Italian","L1"
"3513",177,"expletive_test","2","6","test","neg","adj","NEU","C","IAN6","Italian","L1"
"3514",177,"expletive_test","60","3","filler","neg","adj","TO","C","INF3","Italian","L1"
"3515",177,"expletive_test","64","16","filler","pos","adj","TO","C","INF16","Italian","L1"
"3516",177,"expletive_test","99","20","filler","pos","adj","AO","C","INF20","Italian","L1"
"3517",177,"expletive_test","71","8","filler","neg","adj","AO","C","INF8","Italian","L1"
"3518",177,"expletive_test","99","8","test","pos","pej","AO","C","IPP8","Italian","L1"
"3519",177,"expletive_test","99","2","test","pos","pej","AO","C","IPP2","Italian","L1"
"3520",177,"expletive_test","0","22","filler","pos","adj","AO","C","INF22","Italian","L1"
"3521",177,"expletive_test","71","1","filler","neg","adj","TO","C","ITN1","Italian","L1"
"3522",177,"expletive_test","99","4","test","neg","adj","TO","C","IAN4","Italian","L1"
"3523",177,"expletive_test","25","23","filler","pos","adj","AO","C","INF23","Italian","L1"
"3524",177,"expletive_test","88","3","test","pos","adj","NEU","C","IAP3","Italian","L1"
"3525",177,"expletive_test","4","11","filler","neg","adj","AO","C","INF11","Italian","L1"
"3526",177,"expletive_test","87","2","test","neg","pej","AO","C","IPN2","Italian","L1"
"3527",177,"expletive_test","22","3","test","neg","adj","NEU","C","IAN3","Italian","L1"
"3528",177,"expletive_test","92","7","test","pos","pej","TO","C","IPP7","Italian","L1"
"3529",177,"expletive_test","65","9","filler","neg","adj","AO","C","INF9","Italian","L1"
"3530",177,"expletive_test","86","4","filler","neg","adj","TO","C","INF4","Italian","L1"
"3531",177,"expletive_test","79","8","test","neg","adj","AO","C","IAN8","Italian","L1"
"3532",177,"expletive_test","59","5","test","neg","adj","AO","C","IAN5","Italian","L1"
"3533",177,"expletive_test","69","21","filler","pos","adj","AO","C","INF21","Italian","L1"
"3534",177,"expletive_test","81","2","test","pos","adj","AO","C","IAP2","Italian","L1"
"3535",177,"expletive_test","2","7","test","pos","adj","TO","C","IAP7","Italian","L1"
"3536",177,"expletive_test","99","15","filler","pos","adj","TO","C","INF15","Italian","L1"
"3537",177,"expletive_test","65","4","test","pos","adj","TO","C","IAP4","Italian","L1"
"3538",177,"expletive_test","99","4","test","pos","pej","TO","C","IPP4","Italian","L1"
"3539",177,"expletive_test","99","1","test","pos","pej","TO","C","IPP1","Italian","L1"
"3540",177,"expletive_test","75","14","filler","pos","adj","TO","C","INF14","Italian","L1"
"3541",52,"expletive_test","61","24","filler","pos","adj","AO","A","INF24","Italian","L1"
"3542",52,"expletive_test","92","6","test","pos","pej","AO","A","IPP6","Italian","L1"
"3543",52,"expletive_test","99","2","test","neg","pej","TO","A","IPN2","Italian","L1"
"3544",52,"expletive_test","0","1","test","neg","pej","NEU","A","IPN1","Italian","L1"
"3545",52,"expletive_test","99","2","test","neg","adj","TO","A","IAN2","Italian","L1"
"3546",52,"expletive_test","0","6","test","neg","pej","AO","A","IPN6","Italian","L1"
"3547",52,"expletive_test","49","5","filler","neg","adj","TO","A","INF5","Italian","L1"
"3548",52,"expletive_test","20","9","test","neg","adj","AO","A","IAN9","Italian","L1"
"3549",52,"expletive_test","83","18","filler","pos","adj","TO","A","INF18","Italian","L1"
"3550",52,"expletive_test","99","8","test","neg","adj","TO","A","IAN8","Italian","L1"
"3551",52,"expletive_test","85","9","test","neg","pej","AO","A","IPN9","Italian","L1"
"3552",52,"expletive_test","91","12","filler","neg","adj","AO","A","INF12","Italian","L1"
"3553",52,"expletive_test","17","2","test","pos","adj","TO","A","IAP2","Italian","L1"
"3554",52,"expletive_test","99","3","test","pos","pej","AO","A","IPP3","Italian","L1"
"3555",52,"expletive_test","7","3","test","pos","adj","AO","A","IAP3","Italian","L1"
"3556",52,"expletive_test","16","21","filler","pos","adj","AO","A","INF21","Italian","L1"
"3557",52,"expletive_test","60","1","filler","neg","adj","TO","A","ITN1","Italian","L1"
"3558",52,"expletive_test","35","16","filler","pos","adj","TO","A","INF16","Italian","L1"
"3559",52,"expletive_test","99","5","test","neg","pej","TO","A","IPN5","Italian","L1"
"3560",52,"expletive_test","0","7","test","pos","pej","NEU","A","IPP7","Italian","L1"
"3561",52,"expletive_test","0","5","test","pos","pej","TO","A","IPP5","Italian","L1"
"3562",52,"expletive_test","53","2","filler","neg","adj","TO","A","INF2","Italian","L1"
"3563",52,"expletive_test","55","4","filler","neg","adj","TO","A","INF4","Italian","L1"
"3564",52,"expletive_test","98","2","test","pos","pej","TO","A","IPP2","Italian","L1"
"3565",52,"expletive_test","99","8","test","neg","pej","TO","A","IPN8","Italian","L1"
"3566",52,"expletive_test","0","4","test","pos","adj","NEU","A","IAP4","Italian","L1"
"3567",52,"expletive_test","0","5","test","neg","adj","TO","A","IAN5","Italian","L1"
"3568",52,"expletive_test","99","5","test","pos","adj","TO","A","IAP5","Italian","L1"
"3569",52,"expletive_test","38","8","filler","neg","adj","AO","A","INF8","Italian","L1"
"3570",52,"expletive_test","0","7","filler","neg","adj","AO","A","INF7","Italian","L1"
"3571",52,"expletive_test","46","20","filler","pos","adj","AO","A","INF20","Italian","L1"
"3572",52,"expletive_test","88","14","filler","pos","adj","TO","A","INF14","Italian","L1"
"3573",52,"expletive_test","0","6","test","pos","adj","AO","A","IAP6","Italian","L1"
"3574",52,"expletive_test","99","9","test","pos","pej","AO","A","IPP9","Italian","L1"
"3575",52,"expletive_test","33","11","filler","neg","adj","AO","A","INF11","Italian","L1"
"3576",52,"expletive_test","0","4","test","neg","adj","NEU","A","IAN4","Italian","L1"
"3577",52,"expletive_test","0","7","test","neg","pej","NEU","A","IPN7","Italian","L1"
"3578",52,"expletive_test","0","1","test","neg","adj","NEU","A","IAN1","Italian","L1"
"3579",52,"expletive_test","48","10","filler","neg","adj","AO","A","INF10","Italian","L1"
"3580",52,"expletive_test","58","3","test","neg","pej","AO","A","IPN3","Italian","L1"
"3581",52,"expletive_test","72","3","test","neg","adj","AO","A","IAN3","Italian","L1"
"3582",52,"expletive_test","99","13","filler","pos","adj","TO","A","INF13","Italian","L1"
"3583",52,"expletive_test","0","7","test","neg","adj","NEU","A","IAN7","Italian","L1"
"3584",52,"expletive_test","0","7","test","pos","adj","NEU","A","IAP7","Italian","L1"
"3585",52,"expletive_test","0","1","test","pos","pej","NEU","A","IPP1","Italian","L1"
"3586",52,"expletive_test","0","1","test","pos","adj","NEU","A","IAP1","Italian","L1"
"3587",52,"expletive_test","0","23","filler","pos","adj","AO","A","INF23","Italian","L1"
"3588",52,"expletive_test","78","3","filler","neg","adj","TO","A","INF3","Italian","L1"
"3589",52,"expletive_test","0","4","test","pos","pej","NEU","A","IPP4","Italian","L1"
"3590",52,"expletive_test","57","15","filler","pos","adj","TO","A","INF15","Italian","L1"
"3591",52,"expletive_test","77","9","filler","neg","adj","AO","A","INF9","Italian","L1"
"3592",52,"expletive_test","0","6","filler","neg","adj","TO","A","INF6","Italian","L1"
"3593",52,"expletive_test","99","17","filler","pos","adj","TO","A","INF17","Italian","L1"
"3594",52,"expletive_test","24","9","test","pos","adj","AO","A","IAP9","Italian","L1"
"3595",52,"expletive_test","99","8","test","pos","pej","TO","A","IPP8","Italian","L1"
"3596",52,"expletive_test","0","4","test","neg","pej","NEU","A","IPN4","Italian","L1"
"3597",52,"expletive_test","0","22","filler","pos","adj","AO","A","INF22","Italian","L1"
"3598",52,"expletive_test","29","8","test","pos","adj","TO","A","IAP8","Italian","L1"
"3599",52,"expletive_test","99","6","test","neg","adj","AO","A","IAN6","Italian","L1"
"3600",52,"expletive_test","99","19","filler","pos","adj","AO","A","INF19","Italian","L1"
"3601",19,"expletive_test","22","4","filler","neg","adj","TO","A","INF4","Italian","L1"
"3602",19,"expletive_test","75","2","test","pos","pej","AO","A","IPP2","Italian","L1"
"3603",19,"expletive_test","16","3","test","pos","pej","NEU","A","IPP3","Italian","L1"
"3604",19,"expletive_test","16","22","filler","pos","adj","AO","A","INF22","Italian","L1"
"3605",19,"expletive_test","82","4","test","neg","adj","TO","A","IAN4","Italian","L1"
"3606",19,"expletive_test","0","6","test","neg","pej","NEU","A","IPN6","Italian","L1"
"3607",19,"expletive_test","78","7","test","pos","pej","TO","A","IPP7","Italian","L1"
"3608",19,"expletive_test","10","4","test","pos","adj","TO","A","IAP4","Italian","L1"
"3609",19,"expletive_test","65","4","test","pos","pej","TO","A","IPP4","Italian","L1"
"3610",19,"expletive_test","73","15","filler","pos","adj","TO","A","INF15","Italian","L1"
"3611",19,"expletive_test","43","16","filler","pos","adj","TO","A","INF16","Italian","L1"
"3612",19,"expletive_test","77","7","filler","neg","adj","AO","A","INF7","Italian","L1"
"3613",19,"expletive_test","69","7","test","neg","adj","TO","A","IAN7","Italian","L1"
"3614",19,"expletive_test","33","9","filler","neg","adj","AO","A","INF9","Italian","L1"
"3615",19,"expletive_test","18","9","test","neg","adj","NEU","A","IAN9","Italian","L1"
"3616",19,"expletive_test","72","12","filler","neg","adj","AO","A","INF12","Italian","L1"
"3617",19,"expletive_test","25","2","test","neg","adj","AO","A","IAN2","Italian","L1"
"3618",19,"expletive_test","11","24","filler","pos","adj","AO","A","INF24","Italian","L1"
"3619",19,"expletive_test","83","4","test","neg","pej","TO","A","IPN4","Italian","L1"
"3620",19,"expletive_test","78","8","filler","neg","adj","AO","A","INF8","Italian","L1"
"3621",19,"expletive_test","27","23","filler","pos","adj","AO","A","INF23","Italian","L1"
"3622",19,"expletive_test","13","11","filler","neg","adj","AO","A","INF11","Italian","L1"
"3623",19,"expletive_test","69","1","test","pos","pej","TO","A","IPP1","Italian","L1"
"3624",19,"expletive_test","18","3","test","neg","adj","NEU","A","IAN3","Italian","L1"
"3625",19,"expletive_test","28","6","test","neg","adj","NEU","A","IAN6","Italian","L1"
"3626",19,"expletive_test","87","6","test","pos","pej","NEU","A","IPP6","Italian","L1"
"3627",19,"expletive_test","15","2","filler","neg","adj","TO","A","INF2","Italian","L1"
"3628",19,"expletive_test","99","1","test","pos","adj","TO","A","IAP1","Italian","L1"
"3629",19,"expletive_test","99","17","filler","pos","adj","TO","A","INF17","Italian","L1"
"3630",19,"expletive_test","96","9","test","pos","adj","NEU","A","IAP9","Italian","L1"
"3631",19,"expletive_test","99","1","test","neg","pej","TO","A","IPN1","Italian","L1"
"3632",19,"expletive_test","62","18","filler","pos","adj","TO","A","INF18","Italian","L1"
"3633",19,"expletive_test","25","5","test","neg","adj","AO","A","IAN5","Italian","L1"
"3634",19,"expletive_test","93","5","test","neg","pej","AO","A","IPN5","Italian","L1"
"3635",19,"expletive_test","77","21","filler","pos","adj","AO","A","INF21","Italian","L1"
"3636",19,"expletive_test","93","1","test","neg","adj","TO","A","IAN1","Italian","L1"
"3637",19,"expletive_test","94","8","test","neg","adj","AO","A","IAN8","Italian","L1"
"3638",19,"expletive_test","19","9","test","neg","pej","NEU","A","IPN9","Italian","L1"
"3639",19,"expletive_test","81","1","filler","neg","adj","TO","A","ITN1","Italian","L1"
"3640",19,"expletive_test","78","13","filler","pos","adj","TO","A","INF13","Italian","L1"
"3641",19,"expletive_test","81","14","filler","pos","adj","TO","A","INF14","Italian","L1"
"3642",19,"expletive_test","23","3","filler","neg","adj","TO","A","INF3","Italian","L1"
"3643",19,"expletive_test","33","6","filler","neg","adj","TO","A","INF6","Italian","L1"
"3644",19,"expletive_test","86","9","test","pos","pej","NEU","A","IPP9","Italian","L1"
"3645",19,"expletive_test","99","5","test","pos","pej","AO","A","IPP5","Italian","L1"
"3646",19,"expletive_test","99","2","test","neg","pej","AO","A","IPN2","Italian","L1"
"3647",19,"expletive_test","99","20","filler","pos","adj","AO","A","INF20","Italian","L1"
"3648",19,"expletive_test","26","6","test","pos","adj","NEU","A","IAP6","Italian","L1"
"3649",19,"expletive_test","65","5","test","pos","adj","AO","A","IAP5","Italian","L1"
"3650",19,"expletive_test","83","7","test","pos","adj","TO","A","IAP7","Italian","L1"
"3651",19,"expletive_test","38","3","test","pos","adj","NEU","A","IAP3","Italian","L1"
"3652",19,"expletive_test","18","3","test","neg","pej","NEU","A","IPN3","Italian","L1"
"3653",19,"expletive_test","78","5","filler","neg","adj","TO","A","INF5","Italian","L1"
"3654",19,"expletive_test","76","8","test","pos","adj","AO","A","IAP8","Italian","L1"
"3655",19,"expletive_test","80","10","filler","neg","adj","AO","A","INF10","Italian","L1"
"3656",19,"expletive_test","78","19","filler","pos","adj","AO","A","INF19","Italian","L1"
"3657",19,"expletive_test","96","7","test","neg","pej","TO","A","IPN7","Italian","L1"
"3658",19,"expletive_test","83","2","test","pos","adj","AO","A","IAP2","Italian","L1"
"3659",19,"expletive_test","99","8","test","neg","pej","AO","A","IPN8","Italian","L1"
"3660",19,"expletive_test","82","8","test","pos","pej","AO","A","IPP8","Italian","L1"
"3661",158,"expletive_test","72","8","test","pos","adj","TO","C","IAP8","Italian","L1"
"3662",158,"expletive_test","44","24","filler","pos","adj","AO","C","INF24","Italian","L1"
"3663",158,"expletive_test","33","4","test","neg","adj","NEU","C","IAN4","Italian","L1"
"3664",158,"expletive_test","96","3","test","pos","adj","AO","C","IAP3","Italian","L1"
"3665",158,"expletive_test","93","5","test","pos","adj","TO","C","IAP5","Italian","L1"
"3666",158,"expletive_test","76","15","filler","pos","adj","TO","C","INF15","Italian","L1"
"3667",158,"expletive_test","11","4","test","neg","pej","NEU","C","IPN4","Italian","L1"
"3668",158,"expletive_test","75","4","filler","neg","adj","TO","C","INF4","Italian","L1"
"3669",158,"expletive_test","13","7","filler","neg","adj","AO","C","INF7","Italian","L1"
"3670",158,"expletive_test","73","23","filler","pos","adj","AO","C","INF23","Italian","L1"
"3671",158,"expletive_test","12","11","filler","neg","adj","AO","C","INF11","Italian","L1"
"3672",158,"expletive_test","64","2","filler","neg","adj","TO","C","INF2","Italian","L1"
"3673",158,"expletive_test","85","16","filler","pos","adj","TO","C","INF16","Italian","L1"
"3674",158,"expletive_test","11","1","test","neg","pej","NEU","C","IPN1","Italian","L1"
"3675",158,"expletive_test","64","2","test","neg","adj","TO","C","IAN2","Italian","L1"
"3676",158,"expletive_test","89","18","filler","pos","adj","TO","C","INF18","Italian","L1"
"3677",158,"expletive_test","88","1","test","pos","adj","NEU","C","IAP1","Italian","L1"
"3678",158,"expletive_test","82","1","test","pos","pej","NEU","C","IPP1","Italian","L1"
"3679",158,"expletive_test","92","9","test","pos","adj","AO","C","IAP9","Italian","L1"
"3680",158,"expletive_test","70","9","test","neg","adj","AO","C","IAN9","Italian","L1"
"3681",158,"expletive_test","85","5","filler","neg","adj","TO","C","INF5","Italian","L1"
"3682",158,"expletive_test","57","7","test","neg","adj","NEU","C","IAN7","Italian","L1"
"3683",158,"expletive_test","33","12","filler","neg","adj","AO","C","INF12","Italian","L1"
"3684",158,"expletive_test","74","2","test","neg","pej","TO","C","IPN2","Italian","L1"
"3685",158,"expletive_test","41","1","test","neg","adj","NEU","C","IAN1","Italian","L1"
"3686",158,"expletive_test","58","3","test","neg","pej","AO","C","IPN3","Italian","L1"
"3687",158,"expletive_test","72","13","filler","pos","adj","TO","C","INF13","Italian","L1"
"3688",158,"expletive_test","84","9","filler","neg","adj","AO","C","INF9","Italian","L1"
"3689",158,"expletive_test","62","7","test","pos","pej","NEU","C","IPP7","Italian","L1"
"3690",158,"expletive_test","99","20","filler","pos","adj","AO","C","INF20","Italian","L1"
"3691",158,"expletive_test","70","4","test","pos","adj","NEU","C","IAP4","Italian","L1"
"3692",158,"expletive_test","89","5","test","pos","pej","TO","C","IPP5","Italian","L1"
"3693",158,"expletive_test","45","6","test","pos","pej","AO","C","IPP6","Italian","L1"
"3694",158,"expletive_test","80","1","filler","neg","adj","TO","C","ITN1","Italian","L1"
"3695",158,"expletive_test","85","2","test","pos","pej","TO","C","IPP2","Italian","L1"
"3696",158,"expletive_test","84","8","test","neg","pej","TO","C","IPN8","Italian","L1"
"3697",158,"expletive_test","84","8","test","pos","pej","TO","C","IPP8","Italian","L1"
"3698",158,"expletive_test","80","5","test","neg","pej","TO","C","IPN5","Italian","L1"
"3699",158,"expletive_test","87","2","test","pos","adj","TO","C","IAP2","Italian","L1"
"3700",158,"expletive_test","95","14","filler","pos","adj","TO","C","INF14","Italian","L1"
"3701",158,"expletive_test","99","6","filler","neg","adj","TO","C","INF6","Italian","L1"
"3702",158,"expletive_test","92","3","filler","neg","adj","TO","C","INF3","Italian","L1"
"3703",158,"expletive_test","56","4","test","pos","pej","NEU","C","IPP4","Italian","L1"
"3704",158,"expletive_test","98","3","test","pos","pej","AO","C","IPP3","Italian","L1"
"3705",158,"expletive_test","87","10","filler","neg","adj","AO","C","INF10","Italian","L1"
"3706",158,"expletive_test","93","19","filler","pos","adj","AO","C","INF19","Italian","L1"
"3707",158,"expletive_test","26","9","test","pos","pej","AO","C","IPP9","Italian","L1"
"3708",158,"expletive_test","92","3","test","neg","adj","AO","C","IAN3","Italian","L1"
"3709",158,"expletive_test","90","7","test","pos","adj","NEU","C","IAP7","Italian","L1"
"3710",158,"expletive_test","80","8","filler","neg","adj","AO","C","INF8","Italian","L1"
"3711",158,"expletive_test","20","22","filler","pos","adj","AO","C","INF22","Italian","L1"
"3712",158,"expletive_test","79","17","filler","pos","adj","TO","C","INF17","Italian","L1"
"3713",158,"expletive_test","67","5","test","neg","adj","TO","C","IAN5","Italian","L1"
"3714",158,"expletive_test","91","9","test","neg","pej","AO","C","IPN9","Italian","L1"
"3715",158,"expletive_test","87","8","test","neg","adj","TO","C","IAN8","Italian","L1"
"3716",158,"expletive_test","74","6","test","pos","adj","AO","C","IAP6","Italian","L1"
"3717",158,"expletive_test","92","6","test","neg","pej","AO","C","IPN6","Italian","L1"
"3718",158,"expletive_test","92","21","filler","pos","adj","AO","C","INF21","Italian","L1"
"3719",158,"expletive_test","57","7","test","neg","pej","NEU","C","IPN7","Italian","L1"
"3720",158,"expletive_test","89","6","test","neg","adj","AO","C","IAN6","Italian","L1"
"3721",251,"expletive_test","34","2","filler","neg","adj","TO","B","INF2","Italian","L1"
"3722",251,"expletive_test","64","8","test","pos","adj","AO","B","IAP8","Italian","L1"
"3723",251,"expletive_test","62","20","filler","pos","adj","AO","B","INF20","Italian","L1"
"3724",251,"expletive_test","99","8","test","neg","pej","AO","B","IPN8","Italian","L1"
"3725",251,"expletive_test","0","11","filler","neg","adj","AO","B","INF11","Italian","L1"
"3726",251,"expletive_test","59","17","filler","pos","adj","TO","B","INF17","Italian","L1"
"3727",251,"expletive_test","9","9","test","neg","adj","NEU","B","IAN9","Italian","L1"
"3728",251,"expletive_test","62","7","test","neg","adj","TO","B","IAN7","Italian","L1"
"3729",251,"expletive_test","99","23","filler","pos","adj","AO","B","INF23","Italian","L1"
"3730",251,"expletive_test","99","6","test","pos","pej","NEU","B","IPP6","Italian","L1"
"3731",251,"expletive_test","99","6","test","pos","adj","NEU","B","IAP6","Italian","L1"
"3732",251,"expletive_test","73","12","filler","neg","adj","AO","B","INF12","Italian","L1"
"3733",251,"expletive_test","55","21","filler","pos","adj","AO","B","INF21","Italian","L1"
"3734",251,"expletive_test","69","5","test","pos","adj","AO","B","IAP5","Italian","L1"
"3735",251,"expletive_test","99","1","test","pos","adj","TO","B","IAP1","Italian","L1"
"3736",251,"expletive_test","99","1","test","neg","pej","TO","B","IPN1","Italian","L1"
"3737",251,"expletive_test","99","2","test","pos","adj","AO","B","IAP2","Italian","L1"
"3738",251,"expletive_test","15","2","test","neg","adj","AO","B","IAN2","Italian","L1"
"3739",251,"expletive_test","87","2","test","pos","pej","AO","B","IPP2","Italian","L1"
"3740",251,"expletive_test","0","6","test","neg","adj","NEU","B","IAN6","Italian","L1"
"3741",251,"expletive_test","0","9","test","neg","pej","NEU","B","IPN9","Italian","L1"
"3742",251,"expletive_test","0","5","test","neg","adj","AO","B","IAN5","Italian","L1"
"3743",251,"expletive_test","84","5","test","pos","pej","AO","B","IPP5","Italian","L1"
"3744",251,"expletive_test","56","3","filler","neg","adj","TO","B","INF3","Italian","L1"
