"","Participant","Word","likert_arousal","likert_valence","StudyLanguage","Nativeness"
"1300",181,"scrupolosa","5","7","Italian","L2"
"1301",206,"cattivo","6","2","Italian","L2"
"1302",206,"cauta","3","6","Italian","L2"
"1303",206,"demone","5","2","Italian","L2"
"1304",206,"pigra","2","5","Italian","L2"
"1305",206,"osceno","5","4","Italian","L2"
"1306",206,"positivo","7","8","Italian","L2"
"1307",206,"inaffidabile","5","3","Italian","L2"
"1308",206,"scrupolosa","4","6","Italian","L2"
"1309",206,"buono","8","8","Italian","L2"
"1310",206,"meschina","4","3","Italian","L2"
"1311",206,"tesoro","8","8","Italian","L2"
"1312",206,"stronzo","5","3","Italian","L2"
"1313",206,"elegante","5","7","Italian","L2"
"1314",206,"paziente","4","6","Italian","L2"
"1315",206,"scortese","4","3","Italian","L2"
"1316",206,"negativo","4","2","Italian","L2"
"1317",206,"crudele","5","2","Italian","L2"
"1318",206,"gentile","4","8","Italian","L2"
"1319",206,"indiscreta","4","4","Italian","L2"
"1320",206,"saggia","4","6","Italian","L2"
"1321",206,"riservata","4","6","Italian","L2"
"1322",206,"affidabile","3","7","Italian","L2"
"1323",206,"leale","6","8","Italian","L2"
"1324",206,"santo","3","8","Italian","L2"
"1325",206,"bugiarda","4","3","Italian","L2"
"1326",206,"sleale","3","2","Italian","L2"
"1327",109,"scortese","4","3","Italian","L2"
"1328",109,"saggia","3","7","Italian","L2"
"1329",109,"tesoro","7","8","Italian","L2"
"1330",109,"cauta","2","6","Italian","L2"
"1331",109,"elegante","3","7","Italian","L2"
"1332",109,"buono","6","8","Italian","L2"
"1333",109,"sleale","3","3","Italian","L2"
"1334",109,"scrupolosa","3","7","Italian","L2"
"1335",109,"meschina","6","2","Italian","L2"
"1336",109,"santo","2","7","Italian","L2"
"1337",109,"indiscreta","4","3","Italian","L2"
"1338",109,"demone","9","2","Italian","L2"
"1339",109,"paziente","1","8","Italian","L2"
"1340",109,"gentile","4","8","Italian","L2"
"1341",109,"crudele","7","2","Italian","L2"
"1342",109,"leale","4","7","Italian","L2"
"1343",109,"negativo","5","3","Italian","L2"
"1344",109,"pigra","2","4","Italian","L2"
"1345",109,"inaffidabile","4","3","Italian","L2"
"1346",109,"positivo","5","8","Italian","L2"
"1347",109,"cattivo","6","1","Italian","L2"
"1348",109,"stronzo","8","1","Italian","L2"
"1349",109,"riservata","2","6","Italian","L2"
"1350",109,"osceno","7","3","Italian","L2"
"1351",109,"affidabile","3","7","Italian","L2"
"1352",109,"bugiarda","5","3","Italian","L2"
"1353",123,"inaffidabile","7","7","Italian","L2"
"1354",123,"riservata","5","5","Italian","L2"
"1355",123,"sleale","5","4","Italian","L2"
"1356",123,"affidabile","5","5","Italian","L2"
"1357",123,"negativo","9","1","Italian","L2"
"1358",123,"indiscreta","3","2","Italian","L2"
"1359",123,"leale","5","5","Italian","L2"
"1360",123,"pigra","3","3","Italian","L2"
"1361",123,"cauta","5","5","Italian","L2"
"1362",123,"demone","4","1","Italian","L2"
"1363",123,"osceno","5","1","Italian","L2"
"1364",123,"tesoro","1","9","Italian","L2"
"1365",123,"positivo","1","9","Italian","L2"
"1366",123,"santo","2","6","Italian","L2"
"1367",123,"cattivo","9","1","Italian","L2"
"1368",123,"scrupolosa","5","5","Italian","L2"
"1369",123,"bugiarda","7","1","Italian","L2"
"1370",123,"paziente","5","4","Italian","L2"
"1371",123,"elegante","3","8","Italian","L2"
"1372",123,"crudele","6","4","Italian","L2"
"1373",123,"buono","3","8","Italian","L2"
"1374",123,"stronzo","7","1","Italian","L2"
"1375",123,"saggia","5","4","Italian","L2"
"1376",123,"meschina","6","1","Italian","L2"
"1377",123,"gentile","4","7","Italian","L2"
"1378",123,"scortese","5","4","Italian","L2"
"1379",108,"elegante","7","8","Italian","L2"
"1380",108,"saggia","8","8","Italian","L2"
"1381",108,"negativo","5","2","Italian","L2"
"1382",108,"crudele","5","2","Italian","L2"
"1383",108,"meschina","5","1","Italian","L2"
"1384",108,"bugiarda","5","2","Italian","L2"
"1385",108,"affidabile","7","8","Italian","L2"
"1386",108,"tesoro","9","9","Italian","L2"
"1387",108,"indiscreta","5","2","Italian","L2"
"1388",108,"gentile","7","8","Italian","L2"
"1389",108,"leale","7","8","Italian","L2"
"1390",108,"riservata","6","8","Italian","L2"
"1391",108,"stronzo","5","2","Italian","L2"
"1392",108,"buono","6","8","Italian","L2"
"1393",108,"scrupolosa","7","8","Italian","L2"
"1394",108,"demone","5","1","Italian","L2"
"1395",108,"sleale","5","1","Italian","L2"
"1396",108,"santo","7","8","Italian","L2"
"1397",108,"osceno","5","2","Italian","L2"
"1398",108,"inaffidabile","5","1","Italian","L2"
"1399",108,"pigra","5","2","Italian","L2"
"1400",108,"cauta","6","7","Italian","L2"
"1401",108,"cattivo","5","2","Italian","L2"
"1402",108,"positivo","7","8","Italian","L2"
"1403",108,"scortese","5","2","Italian","L2"
"1404",108,"paziente","6","7","Italian","L2"
"1405",54,"meschina","5","2","Italian","L2"
"1406",54,"santo","4","7","Italian","L2"
"1407",54,"gentile","2","7","Italian","L2"
"1408",54,"cauta","4","5","Italian","L2"
"1409",54,"cattivo","5","3","Italian","L2"
"1410",54,"leale","5","6","Italian","L2"
"1411",54,"elegante","3","6","Italian","L2"
"1412",54,"scrupolosa","5","5","Italian","L2"
"1413",54,"sleale","5","4","Italian","L2"
"1414",54,"osceno","5","3","Italian","L2"
"1415",54,"bugiarda","5","4","Italian","L2"
"1416",54,"stronzo","5","5","Italian","L2"
"1417",54,"demone","5","4","Italian","L2"
"1418",54,"crudele","5","4","Italian","L2"
"1419",54,"buono","5","6","Italian","L2"
"1420",54,"inaffidabile","4","4","Italian","L2"
"1421",54,"scortese","4","4","Italian","L2"
"1422",54,"affidabile","4","5","Italian","L2"
"1423",54,"tesoro","4","5","Italian","L2"
"1424",54,"paziente","4","5","Italian","L2"
"1425",54,"riservata","4","5","Italian","L2"
"1426",54,"saggia","4","5","Italian","L2"
"1427",54,"negativo","4","4","Italian","L2"
"1428",54,"positivo","4","5","Italian","L2"
"1429",54,"pigra","5","5","Italian","L2"
"1430",54,"indiscreta","4","4","Italian","L2"
"1431",296,"stronzo","7","3","Italian","L2"
"1432",296,"gentile","1","8","Italian","L2"
"1433",296,"negativo","7","4","Italian","L2"
"1434",296,"scortese","6","3","Italian","L2"
"1435",296,"elegante","3","7","Italian","L2"
"1436",296,"positivo","7","8","Italian","L2"
"1437",296,"buono","4","9","Italian","L2"
"1438",296,"tesoro","6","9","Italian","L2"
"1439",296,"inaffidabile","7","1","Italian","L2"
"1440",296,"santo","3","7","Italian","L2"
"1441",296,"cattivo","8","2","Italian","L2"
"1442",296,"riservata","1","6","Italian","L2"
"1443",296,"cauta","5","7","Italian","L2"
"1444",296,"paziente","1","6","Italian","L2"
"1445",296,"meschina","8","1","Italian","L2"
"1446",296,"scrupolosa","4","5","Italian","L2"
"1447",296,"sleale","7","1","Italian","L2"
"1448",296,"indiscreta","6","4","Italian","L2"
"1449",296,"leale","3","9","Italian","L2"
"1450",296,"pigra","5","4","Italian","L2"
"1451",296,"crudele","9","1","Italian","L2"
"1452",296,"bugiarda","9","1","Italian","L2"
"1453",296,"demone","6","4","Italian","L2"
"1454",296,"affidabile","3","9","Italian","L2"
"1455",296,"saggia","1","9","Italian","L2"
"1456",296,"osceno","6","3","Italian","L2"
"1457",217,"osceno","5","2","Italian","L2"
"1458",217,"santo","1","9","Italian","L2"
"1459",217,"stronzo","6","3","Italian","L2"
"1460",217,"riservata","1","4","Italian","L2"
"1461",217,"meschina","7","1","Italian","L2"
"1462",217,"demone","8","1","Italian","L2"
"1463",217,"scortese","6","1","Italian","L2"
"1464",217,"crudele","6","1","Italian","L2"
"1465",217,"scrupolosa","6","9","Italian","L2"
"1466",217,"saggia","2","9","Italian","L2"
"1467",217,"cattivo","6","1","Italian","L2"
"1468",217,"affidabile","3","9","Italian","L2"
"1469",217,"paziente","6","7","Italian","L2"
"1470",217,"negativo","7","3","Italian","L2"
"1471",217,"positivo","4","8","Italian","L2"
"1472",217,"pigra","7","4","Italian","L2"
"1473",217,"buono","4","8","Italian","L2"
"1474",217,"bugiarda","7","3","Italian","L2"
"1475",217,"elegante","9","9","Italian","L2"
"1476",217,"tesoro","6","9","Italian","L2"
"1477",217,"leale","6","7","Italian","L2"
"1478",217,"inaffidabile","5","1","Italian","L2"
"1479",217,"sleale","4","3","Italian","L2"
"1480",217,"cauta","4","7","Italian","L2"
"1481",217,"indiscreta","6","3","Italian","L2"
"1482",217,"gentile","4","7","Italian","L2"
"1483",289,"demone","8","6","Italian","L2"
"1484",289,"leale","3","9","Italian","L2"
"1485",289,"affidabile","1","9","Italian","L2"
"1486",289,"gentile","6","7","Italian","L2"
"1487",289,"riservata","4","5","Italian","L2"
"1488",289,"osceno","5","2","Italian","L2"
"1489",289,"scrupolosa","4","7","Italian","L2"
"1490",289,"buono","5","7","Italian","L2"
"1491",289,"crudele","6","2","Italian","L2"
"1492",289,"cattivo","7","3","Italian","L2"
"1493",289,"meschina","5","1","Italian","L2"
"1494",289,"inaffidabile","6","1","Italian","L2"
"1495",289,"elegante","9","9","Italian","L2"
"1496",289,"pigra","7","2","Italian","L2"
"1497",289,"paziente","1","8","Italian","L2"
"1498",289,"sleale","7","1","Italian","L2"
"1499",289,"tesoro","5","5","Italian","L2"
"1500",289,"negativo","5","3","Italian","L2"
"1501",289,"indiscreta","6","3","Italian","L2"
"1502",289,"positivo","7","7","Italian","L2"
"1503",289,"scortese","5","2","Italian","L2"
"1504",289,"saggia","7","8","Italian","L2"
"1505",289,"bugiarda","8","2","Italian","L2"
"1506",289,"stronzo","8","1","Italian","L2"
"1507",289,"santo","5","4","Italian","L2"
"1508",289,"cauta","4","6","Italian","L2"
"1509",177,"paziente","3","5","Italian","L2"
"1510",177,"scortese","7","3","Italian","L2"
"1511",177,"crudele","7","2","Italian","L2"
"1512",177,"inaffidabile","4","4","Italian","L2"
"1513",177,"osceno","5","3","Italian","L2"
"1514",177,"elegante","2","5","Italian","L2"
"1515",177,"saggia","1","9","Italian","L2"
"1516",177,"positivo","3","9","Italian","L2"
"1517",177,"cauta","1","8","Italian","L2"
"1518",177,"leale","3","8","Italian","L2"
"1519",177,"santo","4","5","Italian","L2"
"1520",177,"bugiarda","6","3","Italian","L2"
"1521",177,"affidabile","1","9","Italian","L2"
"1522",177,"gentile","7","9","Italian","L2"
"1523",177,"stronzo","7","2","Italian","L2"
"1524",177,"riservata","1","7","Italian","L2"
"1525",177,"scrupolosa","4","8","Italian","L2"
"1526",177,"demone","9","1","Italian","L2"
"1527",177,"tesoro","2","9","Italian","L2"
"1528",177,"meschina","6","2","Italian","L2"
"1529",177,"pigra","5","5","Italian","L2"
"1530",177,"negativo","5","2","Italian","L2"
"1531",177,"cattivo","6","1","Italian","L2"
"1532",177,"buono","2","8","Italian","L2"
"1533",177,"sleale","7","3","Italian","L2"
"1534",177,"indiscreta","8","1","Italian","L2"
"1535",52,"saggia","1","7","Italian","L2"
"1536",52,"gentile","1","9","Italian","L2"
"1537",52,"indiscreta","7","2","Italian","L2"
"1538",52,"sleale","7","1","Italian","L2"
"1539",52,"pigra","4","5","Italian","L2"
"1540",52,"demone","9","1","Italian","L2"
"1541",52,"riservata","1","7","Italian","L2"
"1542",52,"scrupolosa","4","7","Italian","L2"
"1543",52,"osceno","5","4","Italian","L2"
"1544",52,"cattivo","8","1","Italian","L2"
"1545",52,"leale","1","9","Italian","L2"
"1546",52,"santo","6","1","Italian","L2"
"1547",52,"inaffidabile","8","1","Italian","L2"
"1548",52,"paziente","3","7","Italian","L2"
"1549",52,"affidabile","1","9","Italian","L2"
"1550",52,"buono","1","9","Italian","L2"
"1551",52,"tesoro","3","9","Italian","L2"
"1552",52,"bugiarda","8","1","Italian","L2"
"1553",52,"stronzo","8","1","Italian","L2"
"1554",52,"elegante","2","8","Italian","L2"
"1555",52,"cauta","1","9","Italian","L2"
"1556",52,"positivo","2","9","Italian","L2"
"1557",52,"scortese","8","1","Italian","L2"
"1558",52,"meschina","8","1","Italian","L2"
"1559",52,"crudele","9","1","Italian","L2"
"1560",52,"negativo","7","2","Italian","L2"
"1561",19,"indiscreta","3","2","Italian","L2"
"1562",19,"tesoro","6","8","Italian","L2"
"1563",19,"pigra","1","2","Italian","L2"
"1564",19,"inaffidabile","3","1","Italian","L2"
"1565",19,"cauta","2","5","Italian","L2"
"1566",19,"crudele","6","1","Italian","L2"
"1567",19,"positivo","7","9","Italian","L2"
"1568",19,"osceno","7","1","Italian","L2"
"1569",19,"cattivo","5","1","Italian","L2"
"1570",19,"demone","8","1","Italian","L2"
"1571",19,"scortese","5","4","Italian","L2"
"1572",19,"buono","5","8","Italian","L2"
"1573",19,"negativo","4","1","Italian","L2"
"1574",19,"elegante","3","7","Italian","L2"
"1575",19,"leale","3","7","Italian","L2"
"1576",19,"affidabile","3","7","Italian","L2"
"1577",19,"meschina","6","3","Italian","L2"
"1578",19,"riservata","2","2","Italian","L2"
"1579",19,"scrupolosa","6","3","Italian","L2"
"1580",19,"stronzo","5","1","Italian","L2"
"1581",19,"bugiarda","5","1","Italian","L2"
"1582",19,"sleale","5","1","Italian","L2"
"1583",19,"gentile","3","6","Italian","L2"
"1584",19,"santo","2","7","Italian","L2"
"1585",19,"paziente","1","7","Italian","L2"
"1586",19,"saggia","2","8","Italian","L2"
"1587",158,"paziente","2","7","Italian","L2"
"1588",158,"stronzo","7","2","Italian","L2"
"1589",158,"indiscreta","7","3","Italian","L2"
"1590",158,"inaffidabile","8","3","Italian","L2"
"1591",158,"leale","7","7","Italian","L2"
"1592",158,"osceno","7","2","Italian","L2"
"1593",158,"scrupolosa","6","4","Italian","L2"
"1594",158,"positivo","8","8","Italian","L2"
"1595",158,"santo","1","9","Italian","L2"
"1596",158,"demone","8","1","Italian","L2"
"1597",158,"meschina","7","3","Italian","L2"
"1598",158,"crudele","8","2","Italian","L2"
"1599",158,"riservata","2","7","Italian","L2"
"1600",158,"pigra","4","5","Italian","L2"
"1601",158,"elegante","2","8","Italian","L2"
"1602",158,"negativo","7","1","Italian","L2"
"1603",158,"cattivo","9","2","Italian","L2"
"1604",158,"cauta","1","6","Italian","L2"
"1605",158,"gentile","2","8","Italian","L2"
"1606",158,"affidabile","2","8","Italian","L2"
"1607",158,"buono","1","9","Italian","L2"
"1608",158,"sleale","9","2","Italian","L2"
"1609",158,"tesoro","8","8","Italian","L2"
"1610",158,"bugiarda","8","2","Italian","L2"
"1611",158,"scortese","8","2","Italian","L2"
"1612",158,"saggia","1","8","Italian","L2"
"1613",251,"riservata","1","5","Italian","L2"
"1614",251,"santo","1","9","Italian","L2"
"1615",251,"tesoro","6","9","Italian","L2"
"1616",251,"cattivo","9","1","Italian","L2"
"1617",251,"affidabile","1","9","Italian","L2"
"1618",251,"buono","4","9","Italian","L2"
"1619",251,"crudele","9","1","Italian","L2"
"1620",251,"sleale","9","1","Italian","L2"
"1621",251,"gentile","1","9","Italian","L2"
"1622",251,"saggia","5","8","Italian","L2"
"1623",251,"paziente","3","9","Italian","L2"
"1624",251,"positivo","9","9","Italian","L2"
"1625",251,"indiscreta","6","2","Italian","L2"
"1626",251,"cauta","4","9","Italian","L2"
"1627",251,"demone","9","1","Italian","L2"
"1628",251,"pigra","4","9","Italian","L2"
"1629",251,"inaffidabile","8","1","Italian","L2"
"1630",251,"scortese","5","1","Italian","L2"
"1631",251,"osceno","9","1","Italian","L2"
"1632",251,"meschina","7","1","Italian","L2"
"1633",251,"elegante","1","9","Italian","L2"
"1634",251,"leale","1","9","Italian","L2"
"1635",251,"stronzo","4","1","Italian","L2"
"1636",251,"scrupolosa","8","9","Italian","L2"
"1637",251,"negativo","6","1","Italian","L2"
"1638",251,"bugiarda","6","2","Italian","L2"
"1639",14,"scrupolosa","4","5","Italian","L2"
"1640",14,"leale","5","9","Italian","L2"
"1641",14,"cattivo","6","1","Italian","L2"
"1642",14,"negativo","5","2","Italian","L2"
"1643",14,"paziente","1","9","Italian","L2"
"1644",14,"gentile","1","9","Italian","L2"
"1645",14,"demone","8","5","Italian","L2"
"1646",14,"santo","3","7","Italian","L2"
"1647",14,"elegante","3","7","Italian","L2"
"1648",14,"meschina","5","1","Italian","L2"
"1649",14,"positivo","2","7","Italian","L2"
"1650",14,"saggia","2","8","Italian","L2"
"1651",14,"pigra","5","5","Italian","L2"
"1652",14,"scortese","5","1","Italian","L2"
"1653",14,"osceno","5","2","Italian","L2"
"1654",14,"buono","1","9","Italian","L2"
"1655",14,"inaffidabile","5","2","Italian","L2"
"1656",14,"tesoro","1","9","Italian","L2"
"1657",14,"riservata","4","6","Italian","L2"
"1658",14,"stronzo","5","1","Italian","L2"
"1659",14,"crudele","5","1","Italian","L2"
"1660",14,"sleale","5","1","Italian","L2"
"1661",14,"bugiarda","5","1","Italian","L2"
"1662",14,"cauta","5","5","Italian","L2"
"1663",14,"affidabile","5","9","Italian","L2"
"1664",14,"indiscreta","5","1","Italian","L2"
"1665",285,"indiscreta","6","4","Italian","L2"
"1666",285,"scrupolosa","6","7","Italian","L2"
"1667",285,"saggia","4","8","Italian","L2"
"1668",285,"paziente","3","7","Italian","L2"
"1669",285,"meschina","6","3","Italian","L2"
"1670",285,"demone","7","4","Italian","L2"
"1671",285,"gentile","4","8","Italian","L2"
"1672",285,"santo","2","8","Italian","L2"
"1673",285,"riservata","4","7","Italian","L2"
"1674",285,"cauta","3","6","Italian","L2"
"1675",285,"stronzo","7","3","Italian","L2"
"1676",285,"negativo","6","2","Italian","L2"
"1677",285,"leale","3","8","Italian","L2"
"1678",285,"inaffidabile","5","3","Italian","L2"
"1679",285,"cattivo","7","3","Italian","L2"
"1680",285,"affidabile","4","7","Italian","L2"
"1681",285,"osceno","8","4","Italian","L2"
"1682",285,"bugiarda","6","2","Italian","L2"
"1683",285,"pigra","3","6","Italian","L2"
"1684",285,"buono","2","8","Italian","L2"
"1685",285,"crudele","7","2","Italian","L2"
"1686",285,"tesoro","3","7","Italian","L2"
"1687",285,"elegante","2","7","Italian","L2"
"1688",285,"scortese","6","2","Italian","L2"
"1689",285,"positivo","3","7","Italian","L2"
"1690",285,"sleale","5","3","Italian","L2"
"1691",67,"scrupolosa","1","5","Italian","L2"
"1692",67,"riservata","1","5","Italian","L2"
"1693",67,"tesoro","7","8","Italian","L2"
"1694",67,"positivo","7","8","Italian","L2"
"1695",67,"elegante","7","8","Italian","L2"
"1696",67,"pigra","7","4","Italian","L2"
"1697",67,"crudele","7","2","Italian","L2"
"1698",67,"bugiarda","7","1","Italian","L2"
"1699",67,"cauta","5","5","Italian","L2"
"1700",67,"buono","7","7","Italian","L2"
"1701",67,"indiscreta","8","1","Italian","L2"
"1702",67,"cattivo","8","1","Italian","L2"
"1703",67,"leale","8","9","Italian","L2"
"1704",67,"sleale","8","1","Italian","L2"
"1705",67,"stronzo","7","3","Italian","L2"
"1706",67,"inaffidabile","7","3","Italian","L2"
"1707",67,"osceno","5","5","Italian","L2"
"1708",67,"saggia","2","7","Italian","L2"
"1709",67,"scortese","7","2","Italian","L2"
"1710",67,"gentile","1","9","Italian","L2"
"1711",67,"negativo","6","1","Italian","L2"
"1712",67,"meschina","8","1","Italian","L2"
"1713",67,"santo","3","5","Italian","L2"
"1714",67,"paziente","3","3","Italian","L2"
"1715",67,"affidabile","2","7","Italian","L2"
"1716",67,"demone","6","5","Italian","L2"
"1717",225,"elegante","5","7","Italian","L2"
"1718",225,"gentile","7","8","Italian","L2"
"1719",225,"positivo","9","9","Italian","L2"
"1720",225,"sleale","3","2","Italian","L2"
"1721",225,"inaffidabile","6","4","Italian","L2"
"1722",225,"crudele","3","2","Italian","L2"
"1723",225,"negativo","4","1","Italian","L2"
"1724",225,"pigra","5","5","Italian","L2"
"1725",225,"cattivo","4","1","Italian","L2"
"1726",225,"santo","7","9","Italian","L2"
"1727",225,"tesoro","9","9","Italian","L2"
"1728",225,"scortese","6","2","Italian","L2"
"1729",225,"indiscreta","6","3","Italian","L2"
"1730",225,"bugiarda","5","3","Italian","L2"
"1731",225,"meschina","7","2","Italian","L2"
"1732",225,"scrupolosa","5","6","Italian","L2"
"1733",225,"buono","2","8","Italian","L2"
"1734",225,"osceno","6","5","Italian","L2"
"1735",225,"demone","8","2","Italian","L2"
"1736",225,"riservata","3","9","Italian","L2"
"1737",225,"saggia","1","9","Italian","L2"
"1738",225,"stronzo","9","1","Italian","L2"
"1739",225,"cauta","1","9","Italian","L2"
"1740",225,"leale","3","8","Italian","L2"
"1741",225,"paziente","7","5","Italian","L2"
"1742",225,"affidabile","5","7","Italian","L2"
"1743",297,"meschina","5","2","Italian","L2"
"1744",297,"sleale","5","1","Italian","L2"
"1745",297,"negativo","4","2","Italian","L2"
"1746",297,"saggia","2","7","Italian","L2"
"1747",297,"leale","8","8","Italian","L2"
"1748",297,"inaffidabile","5","1","Italian","L2"
"1749",297,"cattivo","5","1","Italian","L2"
"1750",297,"gentile","6","8","Italian","L2"
"1751",297,"demone","5","1","Italian","L2"
"1752",297,"pigra","5","5","Italian","L2"
"1753",297,"buono","7","8","Italian","L2"
"1754",297,"paziente","3","6","Italian","L2"
"1755",297,"cauta","5","5","Italian","L2"
"1756",297,"scrupolosa","5","5","Italian","L2"
"1757",297,"riservata","5","5","Italian","L2"
"1758",297,"scortese","5","1","Italian","L2"
"1759",297,"stronzo","5","1","Italian","L2"
"1760",297,"elegante","5","5","Italian","L2"
"1761",297,"tesoro","6","5","Italian","L2"
"1762",297,"positivo","7","8","Italian","L2"
"1763",297,"crudele","5","1","Italian","L2"
"1764",297,"santo","5","5","Italian","L2"
"1765",297,"bugiarda","5","1","Italian","L2"
"1766",297,"affidabile","3","5","Italian","L2"
"1767",297,"indiscreta","5","2","Italian","L2"
"1768",297,"osceno","5","3","Italian","L2"
"1769",46,"inaffidabile","5","2","Italian","L2"
"1770",46,"paziente","1","8","Italian","L2"
"1771",46,"demone","3","2","Italian","L2"
"1772",46,"bugiarda","5","1","Italian","L2"
"1773",46,"buono","7","9","Italian","L2"
"1774",46,"riservata","3","6","Italian","L2"
"1775",46,"elegante","8","7","Italian","L2"
"1776",46,"gentile","3","8","Italian","L2"
"1777",46,"stronzo","8","2","Italian","L2"
"1778",46,"santo","3","5","Italian","L2"
"1779",46,"leale","3","7","Italian","L2"
"1780",46,"sleale","3","2","Italian","L2"
"1781",46,"pigra","2","5","Italian","L2"
"1782",46,"osceno","5","1","Italian","L2"
"1783",46,"indiscreta","5","6","Italian","L2"
"1784",46,"saggia","6","8","Italian","L2"
"1785",46,"scortese","5","2","Italian","L2"
"1786",46,"affidabile","7","8","Italian","L2"
"1787",46,"cauta","1","8","Italian","L2"
"1788",46,"crudele","1","1","Italian","L2"
"1789",46,"scrupolosa","7","6","Italian","L2"
"1790",46,"negativo","5","1","Italian","L2"
"1791",46,"tesoro","9","9","Italian","L2"
"1792",46,"cattivo","3","1","Italian","L2"
"1793",46,"meschina","3","2","Italian","L2"
"1794",46,"positivo","8","9","Italian","L2"
"1795",61,"scortese","5","4","Italian","L2"
"1796",61,"santo","1","6","Italian","L2"
"1797",61,"stronzo","7","3","Italian","L2"
"1798",61,"scrupolosa","6","5","Italian","L2"
"1799",61,"elegante","4","6","Italian","L2"
"1800",61,"indiscreta","4","6","Italian","L2"
"1801",61,"riservata","3","5","Italian","L2"
"1802",61,"sleale","6","4","Italian","L2"
"1803",61,"affidabile","4","6","Italian","L2"
"1804",61,"osceno","8","3","Italian","L2"
"1805",61,"cauta","2","7","Italian","L2"
"1806",61,"inaffidabile","8","4","Italian","L2"
"1807",61,"bugiarda","9","2","Italian","L2"
"1808",61,"tesoro","3","7","Italian","L2"
"1809",61,"cattivo","7","2","Italian","L2"
"1810",61,"positivo","3","9","Italian","L2"
"1811",61,"saggia","1","8","Italian","L2"
"1812",61,"meschina","7","3","Italian","L2"
"1813",61,"leale","3","8","Italian","L2"
"1814",61,"negativo","8","3","Italian","L2"
"1815",61,"pigra","2","3","Italian","L2"
"1816",61,"paziente","1","5","Italian","L2"
"1817",61,"gentile","2","8","Italian","L2"
"1818",61,"demone","9","1","Italian","L2"
"1819",61,"buono","3","9","Italian","L2"
"1820",61,"crudele","7","1","Italian","L2"
"1821",152,"demone","7","3","Italian","L2"
"1822",152,"santo","3","7","Italian","L2"
"1823",152,"positivo","5","7","Italian","L2"
"1824",152,"cattivo","6","4","Italian","L2"
"1825",152,"bugiarda","7","4","Italian","L2"
"1826",152,"scortese","6","4","Italian","L2"
"1827",152,"cauta","2","7","Italian","L2"
"1828",152,"paziente","2","7","Italian","L2"
"1829",152,"tesoro","7","8","Italian","L2"
"1830",152,"riservata","3","5","Italian","L2"
"1831",152,"elegante","5","7","Italian","L2"
"1832",152,"sleale","6","4","Italian","L2"
"1833",152,"meschina","6","3","Italian","L2"
"1834",152,"saggia","3","6","Italian","L2"
"1835",152,"gentile","4","6","Italian","L2"
"1836",152,"crudele","7","3","Italian","L2"
"1837",152,"negativo","5","4","Italian","L2"
"1838",152,"buono","4","6","Italian","L2"
"1839",152,"stronzo","7","3","Italian","L2"
"1840",152,"indiscreta","4","3","Italian","L2"
"1841",152,"leale","6","6","Italian","L2"
"1842",152,"osceno","7","2","Italian","L2"
"1843",152,"scrupolosa","5","6","Italian","L2"
"1844",152,"affidabile","6","7","Italian","L2"
"1845",152,"inaffidabile","7","4","Italian","L2"
"1846",152,"pigra","6","4","Italian","L2"
"1847",292,"paziente","2","8","Italian","L2"
"1848",292,"crudele","7","1","Italian","L2"
"1849",292,"osceno","6","2","Italian","L2"
"1850",292,"tesoro","7","7","Italian","L2"
"1851",292,"cattivo","8","1","Italian","L2"
"1852",292,"leale","1","8","Italian","L2"
"1853",292,"scortese","7","2","Italian","L2"
"1854",292,"cauta","1","7","Italian","L2"
"1855",292,"sleale","7","3","Italian","L2"
"1856",292,"meschina","9","1","Italian","L2"
"1857",292,"elegante","5","7","Italian","L2"
"1858",292,"positivo","1","9","Italian","L2"
"1859",292,"inaffidabile","7","2","Italian","L2"
"1860",292,"stronzo","8","1","Italian","L2"
"1861",292,"indiscreta","6","3","Italian","L2"
"1862",292,"buono","1","8","Italian","L2"
"1863",292,"santo","5","5","Italian","L2"
"1864",292,"negativo","7","1","Italian","L2"
"1865",292,"scrupolosa","2","7","Italian","L2"
"1866",292,"affidabile","1","8","Italian","L2"
"1867",292,"saggia","3","7","Italian","L2"
"1868",292,"demone","9","1","Italian","L2"
"1869",292,"bugiarda","9","1","Italian","L2"
"1870",292,"pigra","5","3","Italian","L2"
"1871",292,"gentile","1","9","Italian","L2"
"1872",292,"riservata","2","7","Italian","L2"
"1873",165,"affidabile","2","7","Italian","L2"
"1874",165,"bugiarda","6","3","Italian","L2"
"1875",165,"paziente","1","6","Italian","L2"
"1876",165,"demone","7","4","Italian","L2"
"1877",165,"tesoro","7","8","Italian","L2"
"1878",165,"stronzo","7","2","Italian","L2"
"1879",165,"scrupolosa","4","7","Italian","L2"
"1880",165,"gentile","1","9","Italian","L2"
"1881",165,"meschina","6","3","Italian","L2"
"1882",165,"elegante","2","6","Italian","L2"
"1883",165,"leale","1","7","Italian","L2"
"1884",165,"crudele","7","1","Italian","L2"
"1885",165,"scortese","5","3","Italian","L2"
"1886",165,"cauta","1","6","Italian","L2"
"1887",165,"inaffidabile","4","2","Italian","L2"
"1888",165,"riservata","2","5","Italian","L2"
"1889",165,"negativo","4","2","Italian","L2"
"1890",165,"indiscreta","6","3","Italian","L2"
"1891",165,"santo","6","6","Italian","L2"
"1892",165,"positivo","6","9","Italian","L2"
"1893",165,"pigra","2","6","Italian","L2"
"1894",165,"buono","2","9","Italian","L2"
"1895",165,"sleale","6","1","Italian","L2"
"1896",165,"osceno","8","2","Italian","L2"
