"","Participant","Word","likert_arousal","likert_valence","Language"
"3914",78,"buono","2","8","Italian"
"3915",78,"positivo","9","9","Italian"
"3916",78,"santo","5","5","Italian"
"3917",78,"leale","4","6","Italian"
"3918",78,"pigra","1","3","Italian"
"3919",78,"meschina","5","1","Italian"
"3920",78,"riservata","3","7","Italian"
"3921",78,"elegante","2","8","Italian"
"3922",78,"demone","9","1","Italian"
"3923",78,"crudele","9","1","Italian"
"3924",78,"affidabile","3","8","Italian"
"3925",78,"scortese","5","1","Italian"
"3926",78,"cattivo","8","1","Italian"
"3927",92,"discreet","5","5","English"
"3928",92,"demon","8","3","English"
"3929",92,"indiscreet","6","3","English"
"3930",92,"good","6","9","English"
"3931",92,"obsecene","8","2","English"
"3932",92,"mean","5","2","English"
"3933",92,"liar","6","2","English"
"3934",92,"graceful","4","8","English"
"3935",92,"negative","5","3","English"
"3936",92,"saint","6","8","English"
"3937",92,"loyal","5","8","English"
"3938",92,"sweetheart","3","8","English"
"3939",92,"reliable","4","8","English"
"3940",92,"disloyal","7","2","English"
"3941",92,"careful","4","6","English"
"3942",92,"cruel","7","1","English"
"3943",92,"patient","4","7","English"
"3944",92,"kind","3","8","English"
"3945",92,"wise","5","8","English"
"3946",92,"cautious","3","6","English"
"3947",92,"rude","5","3","English"
"3948",92,"bad","6","3","English"
"3949",92,"lazy","4","4","English"
"3950",92,"unrealiable","5","4","English"
"3951",92,"positive","4","7","English"
"3952",92,"asshole","7","3","English"
"3953",294,"discreet","3","6","English"
"3954",294,"demon","7","1","English"
"3955",294,"asshole","8","1","English"
"3956",294,"liar","7","3","English"
"3957",294,"loyal","4","8","English"
"3958",294,"cautious","4","6","English"
"3959",294,"positive","7","9","English"
"3960",294,"lazy","1","8","English"
"3961",294,"reliable","3","8","English"
"3962",294,"graceful","2","7","English"
"3963",294,"careful","2","7","English"
"3964",294,"bad","6","4","English"
"3965",294,"mean","7","3","English"
"3966",294,"sweetheart","9","9","English"
"3967",294,"saint","5","6","English"
"3968",294,"kind","3","7","English"
"3969",294,"disloyal","5","4","English"
"3970",294,"rude","7","3","English"
"3971",294,"cruel","7","1","English"
"3972",294,"unrealiable","6","4","English"
"3973",294,"indiscreet","4","4","English"
"3974",294,"wise","4","6","English"
"3975",294,"obsecene","7","2","English"
"3976",294,"patient","2","7","English"
"3977",294,"good","3","7","English"
"3978",294,"negative","4","4","English"
"3979",186,"loyal","1","8","English"
"3980",186,"wise","5","5","English"
"3981",186,"discreet","3","5","English"
"3982",186,"saint","2","5","English"
"3983",186,"liar","5","1","English"
"3984",186,"patient","2","7","English"
"3985",186,"careful","1","5","English"
"3986",186,"demon","5","1","English"
"3987",186,"cautious","1","6","English"
"3988",186,"asshole","5","1","English"
"3989",186,"reliable","5","9","English"
"3990",186,"good","5","9","English"
"3991",186,"sweetheart","5","9","English"
"3992",186,"graceful","5","5","English"
"3993",186,"kind","1","9","English"
"3994",186,"positive","1","9","English"
"3995",186,"lazy","3","4","English"
"3996",186,"cruel","5","1","English"
"3997",186,"unrealiable","6","1","English"
"3998",186,"mean","5","1","English"
"3999",186,"disloyal","5","1","English"
"4000",186,"bad","5","1","English"
"4001",186,"negative","5","1","English"
"4002",186,"obsecene","5","1","English"
"4003",186,"indiscreet","5","1","English"
"4004",186,"rude","5","1","English"
"4005",170,"reliable","3","7","English"
"4006",170,"mean","5","3","English"
"4007",170,"careful","2","5","English"
"4008",170,"liar","5","3","English"
"4009",170,"rude","5","2","English"
"4010",170,"loyal","5","7","English"
"4011",170,"positive","5","7","English"
"4012",170,"sweetheart","6","8","English"
"4013",170,"asshole","5","2","English"
"4014",170,"wise","2","7","English"
"4015",170,"unrealiable","6","2","English"
"4016",170,"good","5","7","English"
"4017",170,"lazy","2","5","English"
"4018",170,"indiscreet","5","4","English"
"4019",170,"cautious","3","5","English"
"4020",170,"discreet","5","6","English"
"4021",170,"kind","6","8","English"
"4022",170,"patient","2","5","English"
"4023",170,"obsecene","7","2","English"
"4024",170,"saint","5","5","English"
"4025",170,"disloyal","5","3","English"
"4026",170,"bad","5","3","English"
"4027",170,"demon","6","3","English"
"4028",170,"cruel","5","2","English"
"4029",170,"graceful","4","4","English"
"4030",170,"negative","5","2","English"
"4031",99,"careful","1","9","English"
"4032",99,"obsecene","1","1","English"
"4033",99,"demon","9","1","English"
"4034",99,"mean","1","1","English"
"4035",99,"positive","9","9","English"
"4036",99,"patient","1","9","English"
"4037",99,"wise","1","9","English"
"4038",99,"sweetheart","9","9","English"
"4039",99,"bad","1","1","English"
"4040",99,"good","1","9","English"
"4041",99,"unrealiable","1","1","English"
"4042",99,"rude","1","1","English"
"4043",99,"liar","1","1","English"
"4044",99,"discreet","1","5","English"
"4045",99,"indiscreet","1","5","English"
"4046",99,"reliable","1","9","English"
"4047",99,"graceful","1","9","English"
"4048",99,"cautious","1","5","English"
"4049",99,"loyal","1","9","English"
"4050",99,"asshole","1","1","English"
"4051",99,"negative","1","1","English"
"4052",99,"cruel","1","1","English"
"4053",99,"disloyal","1","1","English"
"4054",99,"kind","1","9","English"
"4055",99,"lazy","1","1","English"
"4056",99,"saint","1","9","English"
"4057",102,"bad","4","2","English"
"4058",102,"obsecene","6","1","English"
"4059",102,"positive","7","8","English"
"4060",102,"lazy","1","5","English"
"4061",102,"saint","3","5","English"
"4062",102,"cruel","6","1","English"
"4063",102,"rude","7","1","English"
"4064",102,"liar","7","1","English"
"4065",102,"discreet","5","6","English"
"4066",102,"negative","4","1","English"
"4067",102,"reliable","6","7","English"
"4068",102,"sweetheart","6","9","English"
"4069",102,"indiscreet","5","2","English"
"4070",102,"unrealiable","4","2","English"
"4071",102,"loyal","2","8","English"
"4072",102,"good","3","8","English"
"4073",102,"graceful","1","9","English"
"4074",102,"demon","6","2","English"
"4075",102,"mean","7","1","English"
"4076",102,"disloyal","7","1","English"
"4077",102,"cautious","2","6","English"
"4078",102,"patient","1","8","English"
"4079",102,"asshole","6","6","English"
"4080",102,"wise","1","8","English"
"4081",102,"careful","3","7","English"
"4082",102,"kind","2","8","English"
"4083",154,"wise","2","6","English"
"4084",154,"cautious","3","5","English"
"4085",154,"cruel","4","1","English"
"4086",154,"demon","4","4","English"
"4087",154,"loyal","1","9","English"
"4088",154,"obsecene","5","5","English"
"4089",154,"reliable","1","9","English"
"4090",154,"liar","3","2","English"
"4091",154,"good","1","9","English"
"4092",154,"unrealiable","5","1","English"
"4093",154,"negative","3","2","English"
"4094",154,"saint","3","5","English"
"4095",154,"careful","1","9","English"
"4096",154,"rude","3","1","English"
"4097",154,"patient","1","9","English"
"4098",154,"lazy","5","5","English"
"4099",154,"sweetheart","4","9","English"
"4100",154,"indiscreet","5","5","English"
"4101",154,"bad","5","1","English"
"4102",154,"mean","4","1","English"
"4103",154,"asshole","5","2","English"
"4104",154,"disloyal","5","1","English"
"4105",154,"discreet","5","5","English"
"4106",154,"kind","1","9","English"
"4107",154,"graceful","1","9","English"
"4108",154,"positive","5","9","English"
"4109",265,"discreet","3","7","English"
"4110",265,"kind","6","9","English"
"4111",265,"lazy","1","3","English"
"4112",265,"bad","1","1","English"
"4113",265,"cruel","1","1","English"
"4114",265,"demon","7","2","English"
"4115",265,"disloyal","1","1","English"
"4116",265,"unrealiable","1","1","English"
"4117",265,"wise","5","7","English"
"4118",265,"mean","1","1","English"
"4119",265,"indiscreet","2","3","English"
"4120",265,"good","7","8","English"
"4121",265,"sweetheart","7","8","English"
"4122",265,"rude","2","2","English"
"4123",265,"careful","6","8","English"
"4124",265,"reliable","7","8","English"
"4125",265,"liar","2","2","English"
"4126",265,"obsecene","3","2","English"
"4127",265,"cautious","2","5","English"
"4128",265,"asshole","2","2","English"
"4129",265,"loyal","6","7","English"
"4130",265,"positive","8","8","English"
"4131",265,"patient","5","8","English"
"4132",265,"negative","1","2","English"
"4133",265,"graceful","5","6","English"
"4134",265,"saint","5","5","English"
"4135",210,"cruel","6","3","English"
"4136",210,"discreet","5","5","English"
"4137",210,"bad","5","5","English"
"4138",210,"demon","5","5","English"
"4139",210,"negative","5","5","English"
"4140",210,"wise","3","7","English"
"4141",210,"sweetheart","1","7","English"
"4142",210,"disloyal","6","3","English"
"4143",210,"kind","4","6","English"
"4144",210,"liar","6","4","English"
"4145",210,"reliable","5","5","English"
"4146",210,"positive","5","5","English"
"4147",210,"asshole","7","7","English"
"4148",210,"rude","5","4","English"
"4149",210,"good","4","5","English"
"4150",210,"patient","2","7","English"
"4151",210,"lazy","5","3","English"
"4152",210,"obsecene","7","3","English"
"4153",210,"careful","5","5","English"
"4154",210,"cautious","8","2","English"
"4155",210,"mean","6","3","English"
"4156",210,"graceful","1","6","English"
"4157",210,"saint","2","7","English"
"4158",210,"indiscreet","5","5","English"
"4159",210,"loyal","1","6","English"
"4160",210,"unrealiable","7","3","English"
"4161",282,"negative","4","2","English"
"4162",282,"liar","7","1","English"
"4163",282,"wise","2","6","English"
"4164",282,"disloyal","7","1","English"
"4165",282,"obsecene","8","2","English"
"4166",282,"good","9","8","English"
"4167",282,"asshole","8","3","English"
"4168",282,"indiscreet","6","5","English"
"4169",282,"careful","1","7","English"
"4170",282,"unrealiable","7","1","English"
"4171",282,"cautious","1","7","English"
"4172",282,"saint","6","6","English"
"4173",282,"rude","5","3","English"
"4174",282,"reliable","6","8","English"
"4175",282,"graceful","6","7","English"
"4176",282,"loyal","3","8","English"
"4177",282,"discreet","5","6","English"
"4178",282,"patient","3","7","English"
"4179",282,"cruel","7","2","English"
"4180",282,"demon","8","1","English"
"4181",282,"kind","8","9","English"
"4182",282,"lazy","4","4","English"
"4183",282,"bad","6","2","English"
"4184",282,"sweetheart","9","8","English"
"4185",282,"positive","9","9","English"
"4186",282,"mean","7","3","English"
"4187",84,"cautious","5","5","English"
"4188",84,"saint","5","5","English"
"4189",84,"kind","2","2","English"
"4190",84,"disloyal","2","2","English"
"4191",84,"negative","1","1","English"
"4192",84,"rude","1","1","English"
"4193",84,"careful","9","9","English"
"4194",84,"mean","8","8","English"
"4195",84,"bad","1","2","English"
"4196",84,"cruel","1","1","English"
"4197",84,"discreet","5","6","English"
"4198",84,"wise","7","8","English"
"4199",84,"obsecene","1","1","English"
"4200",84,"sweetheart","9","9","English"
"4201",84,"positive","9","9","English"
"4202",84,"lazy","1","1","English"
"4203",84,"graceful","9","9","English"
"4204",84,"demon","1","1","English"
"4205",84,"good","9","8","English"
"4206",84,"indiscreet","1","1","English"
"4207",84,"loyal","9","9","English"
"4208",84,"liar","1","1","English"
"4209",84,"patient","8","8","English"
"4210",84,"reliable","8","8","English"
"4211",84,"unrealiable","1","1","English"
"4212",84,"asshole","1","1","English"
"4213",5,"negative","5","1","English"
"4214",5,"asshole","9","1","English"
"4215",5,"graceful","1","9","English"
"4216",5,"loyal","6","9","English"
"4217",5,"wise","3","8","English"
"4218",5,"cruel","8","1","English"
"4219",5,"lazy","3","4","English"
"4220",5,"rude","6","3","English"
"4221",5,"careful","3","8","English"
"4222",5,"kind","1","9","English"
"4223",5,"patient","1","9","English"
"4224",5,"good","4","7","English"
"4225",5,"disloyal","9","1","English"
"4226",5,"discreet","5","5","English"
"4227",5,"demon","9","1","English"
"4228",5,"bad","7","2","English"
"4229",5,"unrealiable","9","2","English"
"4230",5,"obsecene","9","1","English"
"4231",5,"saint","1","7","English"
"4232",5,"liar","9","1","English"
"4233",5,"mean","7","4","English"
"4234",5,"reliable","1","9","English"
"4235",5,"sweetheart","7","9","English"
"4236",5,"positive","1","9","English"
"4237",5,"cautious","2","7","English"
"4238",5,"indiscreet","8","1","English"
"4239",209,"indiscreet","1","5","English"
"4240",209,"obsecene","7","4","English"
"4241",209,"demon","8","3","English"
"4242",209,"discreet","1","8","English"
"4243",209,"wise","1","9","English"
"4244",209,"bad","7","3","English"
"4245",209,"unrealiable","6","3","English"
"4246",209,"kind","1","9","English"
"4247",209,"lazy","2","4","English"
"4248",209,"cruel","7","2","English"
"4249",209,"asshole","8","2","English"
"4250",209,"rude","8","2","English"
"4251",209,"mean","6","3","English"
"4252",209,"graceful","2","7","English"
"4253",209,"good","1","8","English"
"4254",209,"patient","1","9","English"
"4255",209,"saint","3","9","English"
"4256",209,"reliable","3","8","English"
"4257",209,"positive","2","8","English"
"4258",209,"cautious","2","7","English"
"4259",209,"loyal","2","8","English"
"4260",209,"sweetheart","1","9","English"
"4261",209,"careful","3","6","English"
"4262",209,"liar","5","3","English"
"4263",209,"negative","5","3","English"
"4264",209,"disloyal","4","4","English"
"4265",283,"reliable","3","7","English"
"4266",283,"asshole","3","1","English"
"4267",283,"cruel","1","1","English"
"4268",283,"positive","8","9","English"
"4269",283,"mean","1","3","English"
"4270",283,"disloyal","1","2","English"
"4271",283,"kind","6","9","English"
"4272",283,"graceful","7","9","English"
"4273",283,"discreet","4","9","English"
"4274",283,"loyal","9","9","English"
"4275",283,"wise","9","9","English"
"4276",283,"bad","1","1","English"
"4277",283,"indiscreet","5","4","English"
"4278",283,"liar","7","1","English"
"4279",283,"negative","1","3","English"
"4280",283,"sweetheart","9","9","English"
"4281",283,"good","9","9","English"
"4282",283,"patient","5","8","English"
"4283",283,"saint","3","6","English"
"4284",283,"cautious","5","7","English"
"4285",283,"obsecene","6","3","English"
"4286",283,"unrealiable","3","1","English"
"4287",283,"careful","5","7","English"
"4288",283,"rude","6","3","English"
"4289",283,"demon","8","8","English"
"4290",283,"lazy","5","5","English"
"4291",195,"negative","5","2","English"
"4292",195,"mean","3","1","English"
"4293",195,"unrealiable","2","2","English"
"4294",195,"wise","2","8","English"
"4295",195,"graceful","1","8","English"
"4296",195,"sweetheart","1","9","English"
"4297",195,"loyal","4","9","English"
"4298",195,"disloyal","5","2","English"
"4299",195,"good","1","8","English"
"4300",195,"bad","5","2","English"
"4301",195,"cruel","5","1","English"
"4302",195,"discreet","1","7","English"
"4303",195,"obsecene","5","1","English"
"4304",195,"liar","5","1","English"
"4305",195,"indiscreet","5","1","English"
"4306",195,"careful","1","8","English"
"4307",195,"reliable","1","9","English"
"4308",195,"asshole","6","1","English"
"4309",195,"saint","1","9","English"
"4310",195,"patient","1","9","English"
"4311",195,"cautious","1","8","English"
"4312",195,"lazy","3","1","English"
"4313",195,"rude","5","1","English"
"4314",195,"positive","1","8","English"
"4315",195,"kind","2","9","English"
"4316",195,"demon","5","1","English"
"4317",112,"sweetheart","3","9","English"
"4318",112,"cautious","5","3","English"
"4319",112,"loyal","4","9","English"
"4320",112,"indiscreet","5","2","English"
"4321",112,"lazy","4","2","English"
"4322",112,"discreet","6","3","English"
"4323",112,"positive","2","8","English"
"4324",112,"cruel","5","3","English"
"4325",112,"mean","5","1","English"
"4326",112,"reliable","3","7","English"
"4327",112,"patient","2","3","English"
"4328",112,"graceful","2","2","English"
"4329",112,"negative","5","5","English"
"4330",112,"kind","3","4","English"
"4331",112,"rude","5","3","English"
"4332",112,"asshole","5","3","English"
"4333",112,"demon","5","4","English"
"4334",112,"saint","2","3","English"
"4335",112,"unrealiable","5","4","English"
"4336",112,"careful","1","4","English"
"4337",112,"obsecene","5","4","English"
"4338",112,"disloyal","5","2","English"
"4339",112,"wise","2","6","English"
"4340",112,"liar","5","5","English"
"4341",112,"bad","5","3","English"
"4342",112,"good","5","5","English"
"4343",94,"wise","2","7","English"
"4344",94,"rude","6","2","English"
"4345",94,"positive","8","9","English"
"4346",94,"liar","8","2","English"
"4347",94,"unrealiable","4","3","English"
"4348",94,"loyal","4","8","English"
"4349",94,"kind","8","9","English"
"4350",94,"graceful","6","8","English"
"4351",94,"cruel","9","1","English"
"4352",94,"saint","3","9","English"
"4353",94,"cautious","4","5","English"
"4354",94,"demon","9","1","English"
"4355",94,"obsecene","9","1","English"
"4356",94,"disloyal","7","3","English"
"4357",94,"bad","6","1","English"
"4358",94,"asshole","8","1","English"
"4359",94,"indiscreet","7","3","English"
"4360",94,"sweetheart","8","9","English"
"4361",94,"discreet","3","7","English"
"4362",94,"patient","1","8","English"
"4363",94,"lazy","4","3","English"
"4364",94,"good","7","7","English"
"4365",94,"careful","2","8","English"
"4366",94,"negative","6","2","English"
"4367",94,"reliable","7","8","English"
"4368",94,"mean","7","1","English"
"4369",258,"demon","6","3","English"
"4370",258,"disloyal","4","2","English"
"4371",258,"graceful","2","8","English"
"4372",258,"positive","6","9","English"
"4373",258,"good","3","8","English"
"4374",258,"wise","1","7","English"
"4375",258,"loyal","1","7","English"
"4376",258,"discreet","1","7","English"
"4377",258,"patient","1","8","English"
"4378",258,"bad","5","2","English"
"4379",258,"cruel","8","1","English"
"4380",258,"mean","5","1","English"
"4381",258,"rude","8","1","English"
"4382",258,"careful","3","5","English"
"4383",258,"liar","6","1","English"
"4384",258,"reliable","2","7","English"
"4385",258,"obsecene","7","1","English"
"4386",258,"saint","1","5","English"
"4387",258,"negative","3","1","English"
"4388",258,"lazy","3","1","English"
"4389",258,"sweetheart","6","7","English"
"4390",258,"asshole","8","1","English"
"4391",258,"kind","1","8","English"
"4392",258,"indiscreet","4","3","English"
"4393",258,"unrealiable","6","1","English"
"4394",258,"cautious","3","6","English"
"4395",171,"good","7","8","English"
"4396",171,"saint","1","7","English"
"4397",171,"mean","4","1","English"
"4398",171,"indiscreet","4","3","English"
"4399",171,"liar","7","1","English"
"4400",171,"lazy","1","4","English"
"4401",171,"cautious","1","6","English"
"4402",171,"obsecene","4","1","English"
"4403",171,"rude","7","3","English"
"4404",171,"wise","2","6","English"
"4405",171,"discreet","1","6","English"
"4406",171,"careful","1","6","English"
"4407",171,"cruel","8","2","English"
"4408",171,"sweetheart","8","9","English"
"4409",171,"positive","4","8","English"
"4410",171,"negative","4","2","English"
"4411",171,"unrealiable","5","2","English"
"4412",171,"loyal","5","7","English"
"4413",171,"demon","8","1","English"
"4414",171,"reliable","4","6","English"
"4415",171,"asshole","6","3","English"
"4416",171,"kind","4","7","English"
"4417",171,"disloyal","2","3","English"
"4418",171,"bad","1","3","English"
"4419",171,"patient","2","6","English"
"4420",171,"graceful","5","7","English"
"4421",80,"wise","3","5","English"
"4422",80,"rude","8","4","English"
"4423",80,"good","5","5","English"
"4424",80,"demon","8","2","English"
"4425",80,"mean","8","1","English"
"4426",80,"bad","4","2","English"
"4427",80,"sweetheart","2","8","English"
"4428",80,"asshole","9","2","English"
"4429",80,"unrealiable","5","2","English"
"4430",80,"loyal","4","6","English"
"4431",80,"obsecene","6","1","English"
"4432",80,"discreet","5","6","English"
"4433",80,"negative","6","5","English"
"4434",80,"cautious","4","6","English"
"4435",80,"kind","3","7","English"
"4436",80,"cruel","8","2","English"
"4437",80,"disloyal","4","4","English"
"4438",80,"careful","2","7","English"
"4439",80,"lazy","1","5","English"
"4440",80,"liar","6","4","English"
"4441",80,"reliable","6","6","English"
"4442",80,"positive","3","8","English"
"4443",80,"patient","2","7","English"
"4444",80,"graceful","6","8","English"
"4445",80,"saint","5","5","English"
"4446",80,"indiscreet","3","4","English"
"4447",55,"graceful","2","7","English"
"4448",55,"asshole","7","2","English"
"4449",55,"good","1","8","English"
"4450",55,"rude","5","4","English"
"4451",55,"demon","6","4","English"
"4452",55,"cruel","9","1","English"
"4453",55,"liar","7","3","English"
"4454",55,"lazy","6","3","English"
"4455",55,"bad","9","1","English"
"4456",55,"patient","1","9","English"
"4457",55,"discreet","3","9","English"
"4458",55,"obsecene","5","5","English"
"4459",55,"kind","3","9","English"
"4460",55,"unrealiable","8","3","English"
"4461",55,"mean","9","1","English"
"4462",55,"careful","3","7","English"
"4463",55,"loyal","1","9","English"
"4464",55,"saint","4","7","English"
"4465",55,"wise","3","7","English"
"4466",55,"cautious","5","5","English"
"4467",55,"disloyal","9","1","English"
"4468",55,"positive","2","9","English"
"4469",55,"indiscreet","6","4","English"
"4470",55,"reliable","2","9","English"
"4471",55,"negative","8","1","English"
"4472",55,"sweetheart","2","9","English"
"4473",41,"graceful","3","9","English"
"4474",41,"mean","9","1","English"
"4475",41,"careful","1","8","English"
"4476",41,"asshole","7","2","English"
"4477",41,"negative","9","1","English"
"4478",41,"wise","2","9","English"
"4479",41,"patient","1","9","English"
"4480",41,"cautious","1","7","English"
"4481",41,"bad","9","2","English"
"4482",41,"cruel","9","1","English"
"4483",41,"rude","9","1","English"
"4484",41,"good","9","9","English"
"4485",41,"positive","5","9","English"
"4486",41,"obsecene","9","1","English"
"4487",41,"lazy","7","2","English"
"4488",41,"discreet","1","9","English"
"4489",41,"indiscreet","7","3","English"
"4490",41,"disloyal","9","1","English"
"4491",41,"unrealiable","9","1","English"
"4492",41,"kind","1","9","English"
"4493",41,"sweetheart","1","9","English"
"4494",41,"demon","8","1","English"
"4495",41,"liar","8","1","English"
"4496",41,"reliable","1","9","English"
"4497",41,"loyal","1","9","English"
"4498",41,"saint","2","7","English"
"4499",7,"disloyal","3","1","English"
"4500",7,"kind","1","8","English"
"4501",7,"positive","1","8","English"
"4502",7,"mean","6","1","English"
"4503",7,"loyal","1","8","English"
"4504",7,"rude","4","1","English"
"4505",7,"careful","1","6","English"
"4506",7,"demon","5","3","English"
"4507",7,"liar","6","3","English"
"4508",7,"discreet","5","6","English"
"4509",7,"negative","2","2","English"
"4510",7,"cruel","6","1","English"
"4511",7,"good","1","8","English"
"4512",7,"indiscreet","5","4","English"
"4513",7,"sweetheart","1","7","English"
"4514",7,"lazy","1","5","English"
"4515",7,"wise","1","6","English"
"4516",7,"saint","5","6","English"
"4517",7,"reliable","1","8","English"
"4518",7,"patient","1","7","English"
"4519",7,"asshole","6","2","English"
"4520",7,"bad","3","2","English"
"4521",7,"unrealiable","2","2","English"
"4522",7,"cautious","1","5","English"
"4523",7,"graceful","1","8","English"
"4524",7,"obsecene","7","5","English"
"4525",159,"disloyal","1","1","English"
"4526",159,"negative","1","1","English"
"4527",159,"kind","9","9","English"
"4528",159,"cruel","1","1","English"
"4529",159,"discreet","4","6","English"
"4530",159,"indiscreet","1","3","English"
"4531",159,"good","9","9","English"
"4532",159,"sweetheart","9","9","English"
"4533",159,"reliable","9","9","English"
"4534",159,"liar","2","1","English"
"4535",159,"obsecene","3","2","English"
"4536",159,"saint","1","9","English"
"4537",159,"bad","2","1","English"
"4538",159,"lazy","1","4","English"
"4539",159,"demon","9","5","English"
"4540",159,"mean","3","1","English"
"4541",159,"rude","1","1","English"
"4542",159,"graceful","9","9","English"
"4543",159,"wise","9","9","English"
"4544",159,"unrealiable","1","1","English"
"4545",159,"cautious","6","5","English"
"4546",159,"asshole","6","6","English"
"4547",159,"careful","7","6","English"
"4548",159,"loyal","8","7","English"
"4549",159,"positive","7","9","English"
"4550",159,"patient","8","5","English"
"4551",40,"positive","9","7","English"
"4552",40,"demon","8","3","English"
"4553",40,"reliable","2","6","English"
"4554",40,"saint","1","7","English"
"4555",40,"disloyal","5","5","English"
"4556",40,"unrealiable","5","5","English"
"4557",40,"liar","6","5","English"
"4558",40,"careful","3","6","English"
"4559",40,"lazy","1","4","English"
"4560",40,"sweetheart","7","8","English"
"4561",40,"graceful","8","8","English"
"4562",40,"discreet","1","6","English"
"4563",40,"obsecene","8","3","English"
"4564",40,"cautious","1","5","English"
"4565",40,"good","6","7","English"
"4566",40,"patient","1","6","English"
"4567",40,"rude","6","1","English"
"4568",40,"cruel","7","2","English"
"4569",40,"asshole","9","1","English"
"4570",40,"indiscreet","6","2","English"
"4571",40,"wise","2","6","English"
"4572",40,"mean","8","1","English"
"4573",40,"loyal","1","8","English"
"4574",40,"negative","5","1","English"
"4575",40,"kind","2","8","English"
"4576",40,"bad","5","1","English"
"4577",138,"obsecene","3","4","English"
"4578",138,"disloyal","2","2","English"
"4579",138,"wise","6","7","English"
"4580",138,"loyal","7","7","English"
"4581",138,"cruel","7","3","English"
"4582",138,"asshole","8","7","English"
"4583",138,"kind","2","8","English"
"4584",138,"careful","1","8","English"
"4585",138,"good","3","6","English"
"4586",138,"mean","5","3","English"
"4587",138,"cautious","3","5","English"
"4588",138,"unrealiable","6","3","English"
"4589",138,"indiscreet","2","1","English"
"4590",138,"liar","4","1","English"
"4591",138,"positive","1","8","English"
"4592",138,"discreet","2","5","English"
"4593",138,"lazy","1","1","English"
"4594",138,"graceful","6","6","English"
"4595",138,"patient","1","9","English"
"4596",138,"demon","8","7","English"
"4597",138,"negative","5","3","English"
"4598",138,"reliable","3","7","English"
"4599",138,"rude","8","1","English"
"4600",138,"saint","1","5","English"
"4601",138,"bad","2","4","English"
"4602",138,"sweetheart","9","9","English"
"4603",229,"reliable","1","7","English"
"4604",229,"discreet","1","7","English"
"4605",229,"demon","9","1","English"
"4606",229,"sweetheart","1","9","English"
"4607",229,"loyal","1","7","English"
"4608",229,"patient","1","7","English"
"4609",229,"indiscreet","7","4","English"
"4610",229,"positive","8","8","English"
"4611",229,"cruel","9","1","English"
"4612",229,"graceful","3","9","English"
"4613",229,"lazy","1","3","English"
"4614",229,"cautious","7","2","English"
"4615",229,"wise","1","9","English"
"4616",229,"disloyal","7","1","English"
"4617",229,"kind","1","7","English"
"4618",229,"negative","7","1","English"
"4619",229,"rude","6","1","English"
"4620",229,"saint","3","5","English"
"4621",229,"obsecene","8","1","English"
"4622",229,"bad","7","1","English"
"4623",229,"asshole","8","1","English"
"4624",229,"mean","8","1","English"
"4625",229,"good","1","9","English"
"4626",229,"liar","8","1","English"
"4627",229,"careful","8","5","English"
"4628",229,"unrealiable","9","1","English"
"4629",180,"discreet","3","5","English"
"4630",180,"unrealiable","4","3","English"
"4631",180,"good","8","8","English"
"4632",180,"careful","6","8","English"
"4633",180,"disloyal","5","5","English"
"4634",180,"obsecene","6","1","English"
"4635",180,"saint","3","5","English"
"4636",180,"mean","7","2","English"
"4637",180,"patient","8","8","English"
"4638",180,"rude","5","1","English"
"4639",180,"liar","5","1","English"
"4640",180,"wise","9","9","English"
"4641",180,"cruel","6","2","English"
"4642",180,"indiscreet","5","5","English"
"4643",180,"asshole","5","2","English"
"4644",180,"negative","5","1","English"
"4645",180,"bad","9","1","English"
"4646",180,"lazy","1","6","English"
"4647",180,"reliable","1","8","English"
"4648",180,"sweetheart","9","9","English"
"4649",180,"demon","9","1","English"
"4650",180,"loyal","1","9","English"
"4651",180,"positive","1","9","English"
"4652",180,"kind","1","9","English"
"4653",180,"cautious","6","8","English"
"4654",180,"graceful","9","9","English"
"4655",2,"disloyal","6","2","English"
"4656",2,"bad","8","1","English"
"4657",2,"lazy","3","4","English"
"4658",2,"reliable","3","8","English"
"4659",2,"cruel","6","2","English"
"4660",2,"unrealiable","5","2","English"
"4661",2,"good","6","8","English"
"4662",2,"negative","6","2","English"
"4663",2,"discreet","6","3","English"
"4664",2,"positive","2","9","English"
"4665",2,"liar","6","2","English"
"4666",2,"rude","7","3","English"
"4667",2,"loyal","3","8","English"
"4668",2,"saint","2","8","English"
"4669",2,"demon","6","2","English"
"4670",2,"patient","1","9","English"
"4671",2,"graceful","3","8","English"
"4672",2,"mean","6","2","English"
"4673",2,"indiscreet","5","4","English"
"4674",2,"asshole","6","2","English"
"4675",2,"careful","6","7","English"
"4676",2,"cautious","5","5","English"
"4677",2,"obsecene","6","4","English"
"4678",2,"wise","3","6","English"
"4679",2,"sweetheart","6","8","English"
"4680",2,"kind","2","8","English"
"4681",120,"cruel","6","2","English"
"4682",120,"liar","6","1","English"
"4683",120,"rude","5","2","English"
"4684",120,"reliable","2","6","English"
"4685",120,"loyal","1","8","English"
"4686",120,"graceful","1","8","English"
"4687",120,"obsecene","6","1","English"
"4688",120,"negative","6","2","English"
"4689",120,"indiscreet","5","3","English"
"4690",120,"mean","6","3","English"
"4691",120,"discreet","2","6","English"
"4692",120,"unrealiable","6","3","English"
"4693",120,"sweetheart","1","9","English"
"4694",120,"disloyal","6","1","English"
"4695",120,"saint","1","6","English"
"4696",120,"good","1","7","English"
"4697",120,"lazy","3","3","English"
