"","Participant","Word","likert_arousal","likert_valence","Language"
"1792",46,"cattivo","3","1","Italian"
"1793",46,"meschina","3","2","Italian"
"1794",46,"positivo","8","9","Italian"
"1795",61,"scortese","5","4","Italian"
"1796",61,"santo","1","6","Italian"
"1797",61,"stronzo","7","3","Italian"
"1798",61,"scrupolosa","6","5","Italian"
"1799",61,"elegante","4","6","Italian"
"1800",61,"indiscreta","4","6","Italian"
"1801",61,"riservata","3","5","Italian"
"1802",61,"sleale","6","4","Italian"
"1803",61,"affidabile","4","6","Italian"
"1804",61,"osceno","8","3","Italian"
"1805",61,"cauta","2","7","Italian"
"1806",61,"inaffidabile","8","4","Italian"
"1807",61,"bugiarda","9","2","Italian"
"1808",61,"tesoro","3","7","Italian"
"1809",61,"cattivo","7","2","Italian"
"1810",61,"positivo","3","9","Italian"
"1811",61,"saggia","1","8","Italian"
"1812",61,"meschina","7","3","Italian"
"1813",61,"leale","3","8","Italian"
"1814",61,"negativo","8","3","Italian"
"1815",61,"pigra","2","3","Italian"
"1816",61,"paziente","1","5","Italian"
"1817",61,"gentile","2","8","Italian"
"1818",61,"demone","9","1","Italian"
"1819",61,"buono","3","9","Italian"
"1820",61,"crudele","7","1","Italian"
"1821",152,"demone","7","3","Italian"
"1822",152,"santo","3","7","Italian"
"1823",152,"positivo","5","7","Italian"
"1824",152,"cattivo","6","4","Italian"
"1825",152,"bugiarda","7","4","Italian"
"1826",152,"scortese","6","4","Italian"
"1827",152,"cauta","2","7","Italian"
"1828",152,"paziente","2","7","Italian"
"1829",152,"tesoro","7","8","Italian"
"1830",152,"riservata","3","5","Italian"
"1831",152,"elegante","5","7","Italian"
"1832",152,"sleale","6","4","Italian"
"1833",152,"meschina","6","3","Italian"
"1834",152,"saggia","3","6","Italian"
"1835",152,"gentile","4","6","Italian"
"1836",152,"crudele","7","3","Italian"
"1837",152,"negativo","5","4","Italian"
"1838",152,"buono","4","6","Italian"
"1839",152,"stronzo","7","3","Italian"
"1840",152,"indiscreta","4","3","Italian"
"1841",152,"leale","6","6","Italian"
"1842",152,"osceno","7","2","Italian"
"1843",152,"scrupolosa","5","6","Italian"
"1844",152,"affidabile","6","7","Italian"
"1845",152,"inaffidabile","7","4","Italian"
"1846",152,"pigra","6","4","Italian"
"1847",292,"paziente","2","8","Italian"
"1848",292,"crudele","7","1","Italian"
"1849",292,"osceno","6","2","Italian"
"1850",292,"tesoro","7","7","Italian"
"1851",292,"cattivo","8","1","Italian"
"1852",292,"leale","1","8","Italian"
"1853",292,"scortese","7","2","Italian"
"1854",292,"cauta","1","7","Italian"
"1855",292,"sleale","7","3","Italian"
"1856",292,"meschina","9","1","Italian"
"1857",292,"elegante","5","7","Italian"
"1858",292,"positivo","1","9","Italian"
"1859",292,"inaffidabile","7","2","Italian"
"1860",292,"stronzo","8","1","Italian"
"1861",292,"indiscreta","6","3","Italian"
"1862",292,"buono","1","8","Italian"
"1863",292,"santo","5","5","Italian"
"1864",292,"negativo","7","1","Italian"
"1865",292,"scrupolosa","2","7","Italian"
"1866",292,"affidabile","1","8","Italian"
"1867",292,"saggia","3","7","Italian"
"1868",292,"demone","9","1","Italian"
"1869",292,"bugiarda","9","1","Italian"
"1870",292,"pigra","5","3","Italian"
"1871",292,"gentile","1","9","Italian"
"1872",292,"riservata","2","7","Italian"
"1873",165,"affidabile","2","7","Italian"
"1874",165,"bugiarda","6","3","Italian"
"1875",165,"paziente","1","6","Italian"
"1876",165,"demone","7","4","Italian"
"1877",165,"tesoro","7","8","Italian"
"1878",165,"stronzo","7","2","Italian"
"1879",165,"scrupolosa","4","7","Italian"
"1880",165,"gentile","1","9","Italian"
"1881",165,"meschina","6","3","Italian"
"1882",165,"elegante","2","6","Italian"
"1883",165,"leale","1","7","Italian"
"1884",165,"crudele","7","1","Italian"
"1885",165,"scortese","5","3","Italian"
"1886",165,"cauta","1","6","Italian"
"1887",165,"inaffidabile","4","2","Italian"
"1888",165,"riservata","2","5","Italian"
"1889",165,"negativo","4","2","Italian"
"1890",165,"indiscreta","6","3","Italian"
"1891",165,"santo","6","6","Italian"
"1892",165,"positivo","6","9","Italian"
"1893",165,"pigra","2","6","Italian"
"1894",165,"buono","2","9","Italian"
"1895",165,"sleale","6","1","Italian"
"1896",165,"osceno","8","2","Italian"
"1897",165,"saggia","2","7","Italian"
"1898",165,"cattivo","6","2","Italian"
"1899",149,"indiscreta","6","3","Italian"
"1900",149,"paziente","2","7","Italian"
"1901",149,"riservata","2","7","Italian"
"1902",149,"stronzo","6","2","Italian"
"1903",149,"sleale","5","2","Italian"
"1904",149,"elegante","4","6","Italian"
"1905",149,"negativo","5","2","Italian"
"1906",149,"crudele","6","1","Italian"
"1907",149,"scrupolosa","7","6","Italian"
"1908",149,"buono","3","8","Italian"
"1909",149,"demone","8","1","Italian"
"1910",149,"positivo","5","9","Italian"
"1911",149,"saggia","1","8","Italian"
"1912",149,"inaffidabile","6","3","Italian"
"1913",149,"gentile","2","8","Italian"
"1914",149,"meschina","7","1","Italian"
"1915",149,"tesoro","4","8","Italian"
"1916",149,"pigra","5","3","Italian"
"1917",149,"affidabile","2","8","Italian"
"1918",149,"cattivo","5","2","Italian"
"1919",149,"scortese","5","3","Italian"
"1920",149,"bugiarda","5","2","Italian"
"1921",149,"cauta","2","6","Italian"
"1922",149,"osceno","7","4","Italian"
"1923",149,"leale","2","8","Italian"
"1924",149,"santo","5","7","Italian"
"1925",82,"buono","2","8","Italian"
"1926",82,"stronzo","6","2","Italian"
"1927",82,"cattivo","6","1","Italian"
"1928",82,"elegante","2","8","Italian"
"1929",82,"cauta","1","5","Italian"
"1930",82,"scrupolosa","1","6","Italian"
"1931",82,"pigra","2","2","Italian"
"1932",82,"demone","8","1","Italian"
"1933",82,"riservata","4","6","Italian"
"1934",82,"scortese","2","2","Italian"
"1935",82,"indiscreta","8","5","Italian"
"1936",82,"gentile","3","8","Italian"
"1937",82,"leale","4","9","Italian"
"1938",82,"positivo","5","9","Italian"
"1939",82,"saggia","1","7","Italian"
"1940",82,"paziente","1","6","Italian"
"1941",82,"santo","1","8","Italian"
"1942",82,"meschina","5","3","Italian"
"1943",82,"osceno","8","2","Italian"
"1944",82,"negativo","6","1","Italian"
"1945",82,"affidabile","4","7","Italian"
"1946",82,"sleale","5","3","Italian"
"1947",82,"inaffidabile","6","3","Italian"
"1948",82,"bugiarda","4","3","Italian"
"1949",82,"tesoro","7","7","Italian"
"1950",82,"crudele","7","1","Italian"
"1951",148,"scortese","7","2","Italian"
"1952",148,"elegante","7","9","Italian"
"1953",148,"pigra","4","2","Italian"
"1954",148,"santo","5","4","Italian"
"1955",148,"riservata","5","8","Italian"
"1956",148,"paziente","6","8","Italian"
"1957",148,"cauta","5","8","Italian"
"1958",148,"osceno","3","1","Italian"
"1959",148,"indiscreta","6","1","Italian"
"1960",148,"cattivo","6","1","Italian"
"1961",148,"meschina","6","1","Italian"
"1962",148,"scrupolosa","3","8","Italian"
"1963",148,"crudele","4","1","Italian"
"1964",148,"positivo","5","7","Italian"
"1965",148,"stronzo","5","2","Italian"
"1966",148,"bugiarda","4","1","Italian"
"1967",148,"gentile","6","8","Italian"
"1968",148,"demone","6","1","Italian"
"1969",148,"saggia","5","9","Italian"
"1970",148,"buono","5","9","Italian"
"1971",148,"inaffidabile","7","1","Italian"
"1972",148,"negativo","7","4","Italian"
"1973",148,"leale","5","7","Italian"
"1974",148,"affidabile","5","8","Italian"
"1975",148,"sleale","6","2","Italian"
"1976",148,"tesoro","5","8","Italian"
"1977",197,"paziente","1","7","Italian"
"1978",197,"positivo","4","8","Italian"
"1979",197,"inaffidabile","6","2","Italian"
"1980",197,"stronzo","6","1","Italian"
"1981",197,"scortese","6","2","Italian"
"1982",197,"tesoro","4","9","Italian"
"1983",197,"crudele","6","1","Italian"
"1984",197,"saggia","6","9","Italian"
"1985",197,"bugiarda","6","1","Italian"
"1986",197,"demone","5","2","Italian"
"1987",197,"sleale","6","1","Italian"
"1988",197,"meschina","6","1","Italian"
"1989",197,"santo","1","7","Italian"
"1990",197,"gentile","1","8","Italian"
"1991",197,"cauta","1","8","Italian"
"1992",197,"negativo","1","3","Italian"
"1993",197,"pigra","1","3","Italian"
"1994",197,"affidabile","6","9","Italian"
"1995",197,"leale","3","8","Italian"
"1996",197,"scrupolosa","4","6","Italian"
"1997",197,"riservata","1","6","Italian"
"1998",197,"indiscreta","1","2","Italian"
"1999",197,"cattivo","2","1","Italian"
"2000",197,"osceno","2","3","Italian"
"2001",197,"buono","1","7","Italian"
"2002",197,"elegante","1","7","Italian"
"2003",237,"inaffidabile","5","2","Italian"
"2004",237,"paziente","1","8","Italian"
"2005",237,"scrupolosa","5","7","Italian"
"2006",237,"affidabile","1","8","Italian"
"2007",237,"meschina","5","1","Italian"
"2008",237,"leale","7","9","Italian"
"2009",237,"buono","8","9","Italian"
"2010",237,"elegante","6","9","Italian"
"2011",237,"tesoro","5","8","Italian"
"2012",237,"gentile","1","9","Italian"
"2013",237,"pigra","3","3","Italian"
"2014",237,"demone","5","2","Italian"
"2015",237,"scortese","5","1","Italian"
"2016",237,"indiscreta","4","3","Italian"
"2017",237,"negativo","5","1","Italian"
"2018",237,"crudele","5","1","Italian"
"2019",237,"sleale","5","1","Italian"
"2020",237,"riservata","2","6","Italian"
"2021",237,"santo","1","9","Italian"
"2022",237,"cauta","1","8","Italian"
"2023",237,"stronzo","5","1","Italian"
"2024",237,"positivo","8","9","Italian"
"2025",237,"cattivo","4","1","Italian"
"2026",237,"bugiarda","5","1","Italian"
"2027",237,"saggia","2","8","Italian"
"2028",237,"osceno","5","2","Italian"
"2029",73,"positivo","5","9","Italian"
"2030",73,"cattivo","5","1","Italian"
"2031",73,"paziente","1","7","Italian"
"2032",73,"cauta","1","6","Italian"
"2033",73,"bugiarda","5","1","Italian"
"2034",73,"saggia","1","9","Italian"
"2035",73,"tesoro","9","9","Italian"
"2036",73,"affidabile","6","9","Italian"
"2037",73,"indiscreta","9","1","Italian"
"2038",73,"leale","1","9","Italian"
"2039",73,"osceno","5","1","Italian"
"2040",73,"scrupolosa","1","9","Italian"
"2041",73,"scortese","5","1","Italian"
"2042",73,"pigra","5","1","Italian"
"2043",73,"buono","4","9","Italian"
"2044",73,"inaffidabile","9","1","Italian"
"2045",73,"meschina","5","1","Italian"
"2046",73,"elegante","1","9","Italian"
"2047",73,"stronzo","9","1","Italian"
"2048",73,"riservata","4","9","Italian"
"2049",73,"demone","5","1","Italian"
"2050",73,"crudele","6","1","Italian"
"2051",73,"sleale","6","1","Italian"
"2052",73,"gentile","1","9","Italian"
"2053",73,"negativo","6","1","Italian"
"2054",73,"santo","1","9","Italian"
"2055",51,"riservata","2","5","Italian"
"2056",51,"tesoro","4","8","Italian"
"2057",51,"affidabile","2","8","Italian"
"2058",51,"pigra","2","6","Italian"
"2059",51,"stronzo","6","5","Italian"
"2060",51,"cattivo","5","3","Italian"
"2061",51,"saggia","2","7","Italian"
"2062",51,"scortese","5","1","Italian"
"2063",51,"elegante","6","8","Italian"
"2064",51,"indiscreta","4","2","Italian"
"2065",51,"osceno","4","1","Italian"
"2066",51,"demone","5","1","Italian"
"2067",51,"meschina","4","1","Italian"
"2068",51,"scrupolosa","5","6","Italian"
"2069",51,"inaffidabile","4","2","Italian"
"2070",51,"bugiarda","3","2","Italian"
"2071",51,"crudele","3","1","Italian"
"2072",51,"leale","5","8","Italian"
"2073",51,"santo","3","8","Italian"
"2074",51,"buono","2","8","Italian"
"2075",51,"positivo","8","9","Italian"
"2076",51,"cauta","3","5","Italian"
"2077",51,"paziente","2","6","Italian"
"2078",51,"negativo","5","2","Italian"
"2079",51,"sleale","5","2","Italian"
"2080",51,"gentile","8","9","Italian"
"2081",130,"inaffidabile","5","2","Italian"
"2082",130,"cauta","5","6","Italian"
"2083",130,"negativo","6","1","Italian"
"2084",130,"riservata","3","5","Italian"
"2085",130,"meschina","6","1","Italian"
"2086",130,"pigra","5","5","Italian"
"2087",130,"cattivo","7","1","Italian"
"2088",130,"leale","7","9","Italian"
"2089",130,"saggia","1","9","Italian"
"2090",130,"scortese","8","3","Italian"
"2091",130,"positivo","6","7","Italian"
"2092",130,"tesoro","7","9","Italian"
"2093",130,"indiscreta","6","3","Italian"
"2094",130,"demone","8","1","Italian"
"2095",130,"buono","6","9","Italian"
"2096",130,"santo","5","5","Italian"
"2097",130,"affidabile","3","8","Italian"
"2098",130,"paziente","4","7","Italian"
"2099",130,"gentile","2","9","Italian"
"2100",130,"osceno","8","1","Italian"
"2101",130,"crudele","7","2","Italian"
"2102",130,"stronzo","7","1","Italian"
"2103",130,"bugiarda","7","3","Italian"
"2104",130,"sleale","9","1","Italian"
"2105",130,"elegante","5","5","Italian"
"2106",130,"scrupolosa","5","4","Italian"
"2107",56,"tesoro","7","8","Italian"
"2108",56,"scrupolosa","3","5","Italian"
"2109",56,"affidabile","5","6","Italian"
"2110",56,"scortese","8","2","Italian"
"2111",56,"sleale","8","3","Italian"
"2112",56,"stronzo","8","1","Italian"
"2113",56,"demone","6","3","Italian"
"2114",56,"santo","2","6","Italian"
"2115",56,"cattivo","8","1","Italian"
"2116",56,"crudele","7","1","Italian"
"2117",56,"elegante","4","8","Italian"
"2118",56,"osceno","7","2","Italian"
"2119",56,"pigra","3","1","Italian"
"2120",56,"leale","1","9","Italian"
"2121",56,"meschina","7","1","Italian"
"2122",56,"gentile","2","9","Italian"
"2123",56,"riservata","1","6","Italian"
"2124",56,"saggia","1","8","Italian"
"2125",56,"inaffidabile","6","1","Italian"
"2126",56,"positivo","1","9","Italian"
"2127",56,"indiscreta","6","3","Italian"
"2128",56,"bugiarda","6","2","Italian"
"2129",56,"negativo","7","1","Italian"
"2130",56,"buono","1","9","Italian"
"2131",56,"paziente","1","8","Italian"
"2132",56,"cauta","5","5","Italian"
"2133",127,"stronzo","7","1","Italian"
"2134",127,"paziente","1","8","Italian"
"2135",127,"osceno","8","1","Italian"
"2136",127,"negativo","9","1","Italian"
"2137",127,"sleale","8","2","Italian"
"2138",127,"riservata","1","7","Italian"
"2139",127,"saggia","2","8","Italian"
"2140",127,"leale","1","9","Italian"
"2141",127,"gentile","1","9","Italian"
"2142",127,"demone","9","1","Italian"
"2143",127,"elegante","2","7","Italian"
"2144",127,"cattivo","7","1","Italian"
"2145",127,"positivo","1","9","Italian"
"2146",127,"pigra","6","3","Italian"
"2147",127,"scrupolosa","3","7","Italian"
"2148",127,"cauta","3","8","Italian"
"2149",127,"buono","2","7","Italian"
"2150",127,"scortese","8","1","Italian"
"2151",127,"meschina","9","1","Italian"
"2152",127,"tesoro","3","8","Italian"
"2153",127,"inaffidabile","7","2","Italian"
"2154",127,"santo","1","6","Italian"
"2155",127,"affidabile","1","7","Italian"
"2156",127,"indiscreta","6","1","Italian"
"2157",127,"crudele","9","1","Italian"
"2158",127,"bugiarda","9","1","Italian"
"2159",4,"gentile","6","6","Italian"
"2160",4,"meschina","8","3","Italian"
"2161",4,"scrupolosa","6","9","Italian"
"2162",4,"negativo","7","3","Italian"
"2163",4,"stronzo","9","1","Italian"
"2164",4,"cauta","3","9","Italian"
"2165",4,"crudele","9","1","Italian"
"2166",4,"pigra","9","1","Italian"
"2167",4,"demone","9","1","Italian"
"2168",4,"indiscreta","9","1","Italian"
"2169",4,"leale","1","9","Italian"
"2170",4,"scortese","9","2","Italian"
"2171",4,"tesoro","1","9","Italian"
"2172",4,"inaffidabile","2","1","Italian"
"2173",4,"buono","4","9","Italian"
"2174",4,"osceno","9","1","Italian"
"2175",4,"paziente","1","8","Italian"
"2176",4,"sleale","7","1","Italian"
"2177",4,"cattivo","4","1","Italian"
"2178",4,"riservata","3","8","Italian"
"2179",4,"santo","1","9","Italian"
"2180",4,"elegante","3","9","Italian"
"2181",4,"affidabile","3","9","Italian"
"2182",4,"positivo","3","9","Italian"
"2183",4,"saggia","3","9","Italian"
"2184",4,"bugiarda","9","1","Italian"
"2185",160,"riservata","8","7","Italian"
"2186",160,"osceno","5","4","Italian"
"2187",160,"cattivo","6","2","Italian"
"2188",160,"paziente","8","7","Italian"
"2189",160,"leale","8","9","Italian"
"2190",160,"saggia","8","9","Italian"
"2191",160,"pigra","3","2","Italian"
"2192",160,"gentile","6","8","Italian"
"2193",160,"tesoro","9","9","Italian"
"2194",160,"demone","7","1","Italian"
"2195",160,"scrupolosa","7","8","Italian"
"2196",160,"indiscreta","5","7","Italian"
"2197",160,"santo","2","5","Italian"
"2198",160,"scortese","6","2","Italian"
"2199",160,"bugiarda","4","2","Italian"
"2200",160,"cauta","6","3","Italian"
"2201",160,"crudele","7","1","Italian"
"2202",160,"buono","2","9","Italian"
"2203",160,"sleale","2","1","Italian"
"2204",160,"stronzo","5","1","Italian"
"2205",160,"affidabile","1","8","Italian"
"2206",160,"elegante","2","8","Italian"
"2207",160,"inaffidabile","8","2","Italian"
"2208",160,"meschina","9","1","Italian"
"2209",160,"negativo","8","1","Italian"
"2210",160,"positivo","1","8","Italian"
"2211",90,"tesoro","6","7","Italian"
"2212",90,"inaffidabile","5","2","Italian"
"2213",90,"pigra","3","5","Italian"
"2214",90,"osceno","7","3","Italian"
"2215",90,"affidabile","2","8","Italian"
"2216",90,"cattivo","9","2","Italian"
"2217",90,"stronzo","7","2","Italian"
"2218",90,"sleale","8","2","Italian"
"2219",90,"crudele","7","3","Italian"
"2220",90,"scortese","3","4","Italian"
"2221",90,"paziente","2","6","Italian"
"2222",90,"santo","1","8","Italian"
"2223",90,"saggia","1","9","Italian"
"2224",90,"scrupolosa","5","7","Italian"
"2225",90,"meschina","7","3","Italian"
"2226",90,"gentile","3","7","Italian"
"2227",90,"cauta","3","6","Italian"
"2228",90,"riservata","2","6","Italian"
"2229",90,"bugiarda","8","3","Italian"
"2230",90,"buono","2","7","Italian"
"2231",90,"negativo","8","2","Italian"
"2232",90,"indiscreta","7","4","Italian"
"2233",90,"positivo","2","9","Italian"
"2234",90,"leale","2","7","Italian"
"2235",90,"elegante","1","8","Italian"
"2236",90,"demone","8","1","Italian"
"2237",134,"affidabile","1","7","Italian"
"2238",134,"indiscreta","7","4","Italian"
"2239",134,"crudele","6","2","Italian"
"2240",134,"cattivo","5","4","Italian"
"2241",134,"negativo","3","3","Italian"
"2242",134,"positivo","2","6","Italian"
"2243",134,"buono","2","7","Italian"
"2244",134,"sleale","8","2","Italian"
"2245",134,"osceno","9","1","Italian"
"2246",134,"gentile","2","8","Italian"
"2247",134,"pigra","6","2","Italian"
"2248",134,"elegante","1","7","Italian"
"2249",134,"tesoro","2","5","Italian"
"2250",134,"scrupolosa","4","8","Italian"
"2251",134,"cauta","2","4","Italian"
"2252",134,"inaffidabile","6","1","Italian"
"2253",134,"meschina","4","2","Italian"
"2254",134,"saggia","2","8","Italian"
"2255",134,"paziente","1","7","Italian"
"2256",134,"santo","5","5","Italian"
"2257",134,"riservata","1","5","Italian"
"2258",134,"demone","1","5","Italian"
"2259",134,"scortese","1","3","Italian"
"2260",134,"stronzo","6","3","Italian"
"2261",134,"leale","6","7","Italian"
"2262",134,"bugiarda","7","2","Italian"
"2263",95,"meschina","7","4","Italian"
"2264",95,"leale","5","6","Italian"
"2265",95,"saggia","5","7","Italian"
"2266",95,"sleale","5","4","Italian"
"2267",95,"gentile","7","7","Italian"
"2268",95,"scrupolosa","7","8","Italian"
"2269",95,"riservata","7","7","Italian"
"2270",95,"affidabile","7","7","Italian"
"2271",95,"elegante","5","8","Italian"
"2272",95,"stronzo","5","4","Italian"
"2273",95,"osceno","5","3","Italian"
"2274",95,"demone","6","7","Italian"
"2275",95,"buono","8","7","Italian"
"2276",95,"indiscreta","5","4","Italian"
"2277",95,"crudele","5","3","Italian"
"2278",95,"paziente","9","7","Italian"
"2279",95,"inaffidabile","5","4","Italian"
"2280",95,"tesoro","8","7","Italian"
"2281",95,"pigra","5","9","Italian"
"2282",95,"santo","5","7","Italian"
"2283",95,"cauta","5","7","Italian"
"2284",95,"cattivo","4","4","Italian"
"2285",95,"scortese","3","3","Italian"
"2286",95,"positivo","6","8","Italian"
"2287",95,"bugiarda","5","3","Italian"
"2288",95,"negativo","3","3","Italian"
"2289",288,"scortese","4","2","Italian"
"2290",288,"negativo","5","1","Italian"
"2291",288,"sleale","3","1","Italian"
"2292",288,"positivo","7","9","Italian"
"2293",288,"inaffidabile","4","2","Italian"
"2294",288,"stronzo","4","1","Italian"
"2295",288,"cauta","1","6","Italian"
"2296",288,"riservata","2","6","Italian"
"2297",288,"leale","5","9","Italian"
"2298",288,"demone","7","3","Italian"
"2299",288,"paziente","1","7","Italian"
"2300",288,"affidabile","2","9","Italian"
"2301",288,"saggia","2","9","Italian"
"2302",288,"elegante","6","8","Italian"
"2303",288,"gentile","3","9","Italian"
"2304",288,"meschina","4","2","Italian"
"2305",288,"scrupolosa","6","8","Italian"
"2306",288,"indiscreta","6","2","Italian"
"2307",288,"tesoro","7","9","Italian"
"2308",288,"bugiarda","3","1","Italian"
"2309",288,"santo","3","7","Italian"
"2310",288,"pigra","2","5","Italian"
"2311",288,"buono","6","9","Italian"
"2312",288,"osceno","5","1","Italian"
"2313",288,"cattivo","5","1","Italian"
"2314",288,"crudele","6","1","Italian"
"2315",139,"cattivo","6","3","Italian"
"2316",139,"meschina","6","3","Italian"
"2317",139,"santo","8","7","Italian"
"2318",139,"gentile","2","8","Italian"
"2319",139,"elegante","3","7","Italian"
"2320",139,"tesoro","1","9","Italian"
"2321",139,"cauta","2","6","Italian"
"2322",139,"indiscreta","3","7","Italian"
"2323",139,"affidabile","2","8","Italian"
"2324",139,"osceno","7","3","Italian"
"2325",139,"leale","2","9","Italian"
"2326",139,"buono","3","9","Italian"
"2327",139,"bugiarda","6","3","Italian"
"2328",139,"negativo","6","2","Italian"
"2329",139,"scrupolosa","3","7","Italian"
"2330",139,"saggia","2","8","Italian"
"2331",139,"sleale","6","3","Italian"
"2332",139,"scortese","8","3","Italian"
"2333",139,"pigra","4","4","Italian"
"2334",139,"crudele","7","3","Italian"
"2335",139,"paziente","1","8","Italian"
"2336",139,"positivo","2","8","Italian"
"2337",139,"demone","8","3","Italian"
"2338",139,"stronzo","7","2","Italian"
"2339",139,"inaffidabile","6","3","Italian"
"2340",139,"riservata","2","7","Italian"
"2341",280,"meschina","6","3","Italian"
"2342",280,"sleale","5","3","Italian"
"2343",280,"negativo","6","2","Italian"
"2344",280,"cauta","2","6","Italian"
"2345",280,"gentile","1","8","Italian"
"2346",280,"santo","1","7","Italian"
"2347",280,"demone","6","1","Italian"
"2348",280,"saggia","1","8","Italian"
"2349",280,"inaffidabile","4","1","Italian"
"2350",280,"crudele","9","1","Italian"
"2351",280,"scortese","6","1","Italian"
"2352",280,"leale","2","8","Italian"
"2353",280,"elegante","1","9","Italian"
"2354",280,"tesoro","2","9","Italian"
"2355",280,"buono","2","9","Italian"
"2356",280,"bugiarda","8","1","Italian"
"2357",280,"affidabile","2","9","Italian"
"2358",280,"cattivo","8","1","Italian"
"2359",280,"indiscreta","5","3","Italian"
"2360",280,"paziente","1","6","Italian"
"2361",280,"pigra","1","7","Italian"
"2362",280,"scrupolosa","2","7","Italian"
"2363",280,"riservata","1","7","Italian"
"2364",280,"positivo","1","9","Italian"
"2365",280,"stronzo","9","3","Italian"
"2366",280,"osceno","9","1","Italian"
"2367",274,"sleale","1","1","Italian"
"2368",274,"negativo","3","1","Italian"
"2369",274,"santo","7","7","Italian"
"2370",274,"riservata","7","6","Italian"
"2371",274,"pigra","3","3","Italian"
"2372",274,"leale","9","9","Italian"
"2373",274,"bugiarda","2","1","Italian"
"2374",274,"cauta","4","7","Italian"
"2375",274,"osceno","1","1","Italian"
"2376",274,"indiscreta","3","3","Italian"
"2377",274,"cattivo","2","1","Italian"
"2378",274,"affidabile","9","9","Italian"
"2379",274,"scrupolosa","9","9","Italian"
"2380",274,"buono","9","9","Italian"
"2381",274,"elegante","9","9","Italian"
"2382",274,"gentile","8","9","Italian"
"2383",274,"paziente","8","8","Italian"
"2384",274,"scortese","1","1","Italian"
"2385",274,"crudele","1","1","Italian"
"2386",274,"meschina","1","1","Italian"
"2387",274,"inaffidabile","1","1","Italian"
"2388",274,"positivo","9","9","Italian"
"2389",274,"stronzo","1","1","Italian"
"2390",274,"tesoro","9","9","Italian"
"2391",274,"saggia","9","9","Italian"
"2392",274,"demone","1","1","Italian"
"2393",59,"indiscreta","3","5","Italian"
"2394",59,"cauta","7","4","Italian"
"2395",59,"stronzo","8","2","Italian"
"2396",59,"scrupolosa","7","5","Italian"
"2397",59,"santo","3","9","Italian"
"2398",59,"buono","3","8","Italian"
"2399",59,"paziente","1","7","Italian"
"2400",59,"scortese","8","2","Italian"
"2401",59,"negativo","8","1","Italian"
"2402",59,"bugiarda","7","2","Italian"
"2403",59,"tesoro","8","9","Italian"
"2404",59,"cattivo","8","3","Italian"
"2405",59,"demone","7","1","Italian"
"2406",59,"sleale","6","3","Italian"
"2407",59,"positivo","7","8","Italian"
"2408",59,"osceno","6","4","Italian"
"2409",59,"pigra","2","6","Italian"
"2410",59,"inaffidabile","5","4","Italian"
"2411",59,"crudele","8","4","Italian"
"2412",59,"saggia","4","7","Italian"
"2413",59,"gentile","3","8","Italian"
"2414",59,"leale","4","7","Italian"
"2415",59,"meschina","7","3","Italian"
"2416",59,"elegante","7","7","Italian"
"2417",59,"affidabile","7","8","Italian"
"2418",59,"riservata","4","6","Italian"
"2419",27,"paziente","1","5","Italian"
"2420",27,"saggia","2","7","Italian"
"2421",27,"positivo","7","9","Italian"
"2422",27,"bugiarda","6","1","Italian"
"2423",27,"leale","2","8","Italian"
"2424",27,"elegante","1","8","Italian"
"2425",27,"scrupolosa","1","6","Italian"
"2426",27,"tesoro","7","7","Italian"
"2427",27,"osceno","7","1","Italian"
"2428",27,"inaffidabile","7","1","Italian"
"2429",27,"meschina","8","1","Italian"
"2430",27,"crudele","6","3","Italian"
"2431",27,"sleale","5","2","Italian"
"2432",27,"scortese","5","4","Italian"
"2433",27,"negativo","2","3","Italian"
"2434",27,"santo","1","7","Italian"
"2435",27,"cauta","1","7","Italian"
"2436",27,"pigra","1","3","Italian"
"2437",27,"cattivo","4","1","Italian"
"2438",27,"riservata","1","7","Italian"
"2439",27,"indiscreta","2","2","Italian"
"2440",27,"affidabile","8","8","Italian"
"2441",27,"stronzo","6","1","Italian"
"2442",27,"gentile","1","8","Italian"
"2443",27,"demone","5","1","Italian"
"2444",27,"buono","3","7","Italian"
"2445",230,"cauta","6","4","Italian"
"2446",230,"inaffidabile","8","1","Italian"
"2447",230,"santo","1","9","Italian"
"2448",230,"tesoro","3","9","Italian"
"2449",230,"osceno","9","1","Italian"
"2450",230,"riservata","4","5","Italian"
"2451",230,"meschina","9","1","Italian"
"2452",230,"scrupolosa","7","5","Italian"
"2453",230,"buono","8","9","Italian"
"2454",230,"stronzo","9","1","Italian"
"2455",230,"sleale","9","1","Italian"
"2456",230,"cattivo","9","1","Italian"
"2457",230,"indiscreta","6","3","Italian"
"2458",230,"bugiarda","9","1","Italian"
"2459",230,"leale","1","9","Italian"
"2460",230,"paziente","1","9","Italian"
"2461",230,"gentile","1","9","Italian"
"2462",230,"pigra","3","3","Italian"
"2463",230,"positivo","1","9","Italian"
"2464",230,"affidabile","7","9","Italian"
"2465",230,"negativo","8","1","Italian"
"2466",230,"demone","5","1","Italian"
"2467",230,"scortese","6","1","Italian"
"2468",230,"crudele","7","1","Italian"
"2469",230,"saggia","2","9","Italian"
"2470",230,"elegante","1","7","Italian"
"2471",141,"stronzo","6","3","Italian"
"2472",141,"cauta","6","5","Italian"
"2473",141,"gentile","6","7","Italian"
"2474",141,"santo","3","6","Italian"
"2475",141,"affidabile","7","6","Italian"
"2476",141,"inaffidabile","5","2","Italian"
